,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
50,1.3403388,1.4424862,"('clumsy', 'skillful')",2.1034777,1.9258084,0.77180177,0.6319942,0.13073574,0.16473213,1.0865886,1.0412552,0.0453334
47,-1.3283896,-1.1454643,"('stupid', 'smart')",-0.412433,-0.45930323,-1.6329814,-1.6749234,4.228484,4.850187,0.21367,0.392624,-0.178954
35,1.3245552,1.0869653,"('corrupt', 'incorrupt')",1.6723785,1.9320161,3.2875478,3.3079176,0.03344649,-0.06690204,1.579482,1.5649992,0.0144828
49,-1.3238045,-1.1422184,"('unable', 'able')",-0.64909136,-0.524364,-0.21428567,-0.21300207,-0.5182638,-0.07993662,-0.6763613,-0.4898803,-0.186481
65,-1.3224018,-1.2090547,"('insecure', 'secure')",-0.8851622,-1.3494524,-2.4031365,-2.5005493,-0.95273316,-0.71151865,-1.3908584,-1.4426438,0.0517854
33,1.2677972,1.154769,"('wrong', 'right')",1.5186436,1.5057249,1.0732942,1.2183179,0.044341285,-0.054103807,0.9760191,0.956177,0.0198421
85,1.2336563,1.1417592,"('insignificant', 'prestigious')",1.6337354,1.6164652,2.567783,2.7479005,0.41103002,0.08170157,1.4615512,1.3969567,0.0645945
11,-1.166011,-1.0762094,"('unhelpful', 'helpful')",-2.41476,-2.4405003,-2.2687633,-2.4045608,1.3003674,1.5993115,-1.1372917,-1.0804898,-0.0568019
13,-1.150888,-1.1078469,"('impolite', 'polite')",-1.463596,-1.704496,-1.8175303,-2.1491783,-0.93333447,-0.8278341,-1.3413371,-1.4473388,0.1060017
70,-1.0163059,-0.9707517,"('lethargic', 'energetic')",-1.4184659,-1.7156379,-2.0905538,-2.345877,-0.32991332,-0.27639303,-1.2138097,-1.3271649,0.1133552
88,-0.9834269,-1.081555,"('low', 'eminent')",-0.31396648,-0.39966148,-1.4378309,-1.3997273,-0.6668304,-0.71478605,-0.8505137,-0.8989325,0.0484188
71,0.97673595,1.1479996,"('diffident', 'self-confident')",0.436066,0.23740979,2.6473932,2.562959,0.680806,0.59928536,1.1852503,1.1369135,0.0483368
77,-0.9740003,-0.9726785,"('unmotivated', 'motivated')",-1.0551763,-1.0960804,-0.76697874,-0.92059463,-0.7877099,-0.76301026,-0.8959663,-0.938091,0.0421247
23,-0.95052665,-0.73529035,"('insincere', 'sincere')",-1.956507,-1.8764112,-0.64769554,-0.7789269,4.513081,5.3832846,0.239588,0.4981641,-0.2585761
79,0.9503888,0.8279876,"('wavering', 'unwavering')",0.9486613,0.89244866,1.3015984,1.3969816,-0.31213567,-0.28106692,0.7221282,0.7090877,0.0130405
62,-0.94629997,-0.559954,"('incompetent', 'brilliant')",-1.799221,-1.7572299,-1.706145,-1.7638265,0.27923822,0.7109366,-1.0431069,-0.8425184,-0.2005885
18,-0.93485564,-0.91566575,"('disagreeable', 'welcoming')",1.0743526,1.185084,-0.13677956,-0.06736295,-0.47492933,-0.6346094,-0.118053,-0.1081385,-0.0099145
56,-0.92612255,-0.6442414,"('impractical', 'practical')",-1.8239484,-1.8534977,-1.4076223,-1.4864796,-0.8255187,-0.6678241,-1.245803,-1.1630107,-0.0827923
87,0.9246515,0.88985264,"('unsuccessful', 'successful')",2.2167642,1.9974991,0.30993828,0.1906018,1.4356176,1.3845234,1.2217429,1.1156192,0.1061237
86,-0.891787,-1.3121109,"('uninfluential', 'influential')",-1.3379524,-2.249786,-1.5045303,-1.7614866,-0.38017136,-0.7921354,-1.0286102,-1.5288796,0.5002694
16,0.8816616,1.0158603,"('unpopular', 'popular')",1.1091454,1.2670019,0.01822707,0.13253352,0.43487442,0.48875582,0.6109772,0.7260379,-0.1150607
59,0.8778509,0.6743811,"('foolish', 'wise')",1.1732323,1.1652151,0.43112543,0.5560882,0.3319645,0.4251173,0.7035432,0.7052004,-0.0016572
27,-0.864818,-0.75804156,"('hardhearted', 'softhearted')",-1.333595,-1.37479,-0.07004283,-0.16273983,1.0672042,0.9083895,-0.3003129,-0.3467954,0.0464825
17,-0.8577888,-0.90236855,"('nasty', 'nice')",-0.015422512,-0.21957272,0.46240318,0.32023895,-0.6883448,-0.7896812,-0.2747882,-0.3978459,0.1230577
21,-0.85608333,-0.79594654,"('immoral', 'moral')",-0.87485284,-1.1379821,-3.2896457,-3.253307,-1.1005709,-1.0003737,-1.5302882,-1.5469024,0.0166142
53,-0.82951504,-0.69612134,"('uncreative', 'creative')",-0.62999,-0.43334377,-0.4935658,-0.4328855,-0.058197893,0.050408028,-0.5028172,-0.3779857,-0.1248315
63,-0.8042415,-0.84876776,"('unperceptive', 'insightful')",-0.36037642,-0.5382837,-1.3343427,-1.396007,0.744344,0.75599676,-0.4386541,-0.5067654,0.0681113
9,0.7872999,0.7478456,"('unaffectionate', 'caring')",-0.5617939,-0.64699364,0.54475087,0.683572,1.1321281,1.2808449,0.4755962,0.5163172,-0.040721
66,0.7458972,0.49877727,"('inactive', 'active')",1.7035424,1.6264423,0.61250055,0.41285115,0.74458843,0.60427654,0.9516321,0.7855868,0.1660453
5,0.73203236,0.81803,"('distant', 'outgoing')",1.0691751,1.4520253,2.8213723,2.9037263,-0.029207572,0.10753216,1.148343,1.3203284,-0.1719854
60,-0.7312638,-0.3540508,"('inefficient', 'efficient')",-1.3356967,-1.4165916,-2.5100496,-2.669232,-0.3631333,-0.0046532024,-1.2350359,-1.1111318,-0.1239041
26,-0.7159563,-1.0649126,"('hardhearted', 'benevolent')",1.0278168,0.3836374,0.66413045,0.6744696,1.7145271,1.1935084,0.6726295,0.2966757,0.3759538
40,-0.70776814,-0.77376235,"('stingy', 'generous')",-0.48700225,-0.6882318,-0.4328415,-0.23307505,-1.5501661,-2.143041,-0.7944445,-0.9595275,0.165083
46,-0.6843921,-0.5677586,"('uncompetitive', 'competitive')",-0.7610566,-0.96803373,-2.7264051,-2.7827892,-1.2267905,-1.3142818,-1.3496611,-1.4082159,0.0585548
14,-0.64255196,-0.85328174,"('antisocial', 'social')",-0.5643955,-1.1827812,-1.5324417,-1.8279269,-0.33224273,-0.6242296,-0.767908,-1.1220548,0.3541468
31,-0.6170259,-0.87177956,"('evil', 'good')",0.9877963,0.90770316,2.3702343,2.524665,-0.35507226,-0.7501501,0.5964831,0.4526097,0.1438734
64,-0.5934692,-0.6530185,"('shy', 'confident')",0.24832934,0.06396267,-0.59499013,-0.8198496,-5.3545055,-6.076093,-1.5736589,-1.8712497,0.2975908
39,0.58551717,0.689326,"('exploitative', 'cooperative')",-0.70193934,-0.6505963,1.49971,1.5634842,0.13844694,0.19270505,0.3804337,0.4487297,-0.068296
29,0.5770419,0.66721797,"('unfair', 'fair')",-0.5639581,-0.41076475,-0.1879567,-0.14786664,-0.53159887,-0.5785391,-0.1766179,-0.1174881,-0.0591298
32,-0.5586214,-0.4303992,"('unkind', 'kind')",-1.0365119,-1.0918934,-1.4125236,-1.4862521,0.05588265,0.24977134,-0.7379436,-0.6896933,-0.0482503
43,-0.54485005,-0.204301,"('irresponsible', 'responsible')",-1.6108193,-1.5384172,-1.161746,-1.3091936,0.11854608,0.29533193,-0.7997174,-0.689145,-0.1105724
36,0.54273677,0.32911873,"('hostile', 'amicable')",1.0719625,1.0725468,2.3202703,2.4793315,-0.20062576,-0.2867234,0.9335859,0.8985685,0.0350174
80,0.5340355,0.25369778,"('dominated', 'dominating')",-0.48205975,-0.8375501,-1.4534266,-1.7240051,-0.7358323,-0.9485877,-0.5343208,-0.8141113,0.2797905
84,0.5163522,0.44018534,"('inferior', 'superior')",0.31055722,0.35300615,-0.06672512,-0.073358595,0.8625841,0.9477228,0.4056921,0.4168889,-0.0111968
24,-0.493905,-0.575666,"('dishonest', 'honest')",-1.1860334,-1.216027,-0.48176897,-0.4758013,0.27058357,0.40773335,-0.4727809,-0.4649402,-0.0078407
52,0.4914933,0.30057645,"('irrational', 'rational')",1.1038513,1.3110232,1.2651162,1.3762031,0.13987269,0.043889567,0.7500834,0.7579231,-0.0078397
58,-0.46580866,-0.42060933,"('undiscriminating', 'discriminating')",0.064244725,-0.2258481,-0.44842142,-0.49166027,0.22278735,-0.093859516,-0.1567995,-0.3079943,0.1511948
67,0.46096292,0.51840067,"('doubtful', 'determined')",0.007080406,-0.055603787,1.1042422,0.978916,-0.22152485,-0.19354141,0.3376902,0.3120429,0.0256473
78,0.45203537,0.63232195,"('nonresilient', 'resilient')",-0.4876348,-0.78514934,0.11075459,-0.026877407,0.5598582,0.57022953,0.1587533,0.0976312,0.0611221
1,-0.4227151,-0.3842091,"('unfriendly', 'friendly')",-0.6063828,-0.6674969,0.9391287,1.1649436,1.4925425,1.4930531,0.3506433,0.4015726,-0.0509293
54,-0.4097225,0.020434022,"('incapable', 'capable')",-0.17939523,0.030157998,1.3329034,1.3908572,0.59444153,1.0691181,0.3345568,0.6276419,-0.2930851
28,-0.40009373,-0.58511,"('disloyal', 'loyal')",-1.2382818,-1.4654031,-1.4281386,-1.3935422,0.27354497,0.33135933,-0.6982422,-0.7781739,0.0799317
2,0.39907464,0.69476515,"('unlikable', 'likable')",1.420919,1.3411874,0.81216717,0.8860681,0.739355,0.73013633,0.8428789,0.9130393,-0.0701604
44,-0.39786512,-0.026902938,"('prejudiced', 'unprejudiced')",0.017634748,0.5138664,-0.74834037,-0.65592456,-1.3972602,-1.1700842,-0.6314577,-0.3347613,-0.2966964
37,0.39139,0.33391416,"('fake', 'genuine')",-0.2911093,-0.40648502,-0.07669932,-0.4030419,-0.15745187,-0.13781404,-0.0334676,-0.1533567,0.1198891
4,-0.36643046,-0.64176947,"('disliked', 'liked')",1.0037987,0.9068026,0.87744266,1.0796728,-5.555589,-6.4843097,-1.0101945,-1.2849009,0.2747064
19,0.33468008,0.31680313,"('inhospitable', 'hospitable')",-0.02218517,0.10664149,1.4382883,1.330496,-0.24050929,-0.09873509,0.3775685,0.4138014,-0.0362329
7,-0.323243,-0.44860223,"('insensitive', 'sensitive')",-1.6285274,-1.7698141,-0.8380011,-1.0827454,-0.038036816,0.031443886,-0.7069521,-0.8174295,0.1104774
75,0.32194075,0.294982,"('meek', 'impulsive')",0.26206842,0.5612214,1.0435818,1.1218946,-0.46100911,-0.39758286,0.2916455,0.3951288,-0.1034833
15,0.29406014,0.17989424,"('boring', 'funny')",1.1332057,0.9694089,0.1595433,0.07581191,-0.09664876,-0.25271046,0.3725401,0.2431011,0.129439
42,0.29249045,0.59004277,"('unreliable', 'reliable')",0.90909576,0.85819745,-0.86895543,-0.80757517,-2.560969,-2.8314404,-0.5570846,-0.5476938,-0.0093908
51,-0.26190814,-0.47106194,"('uneducated', 'educated')",-0.3784902,-0.73530716,-2.1815567,-2.5087786,0.28552455,0.043232333,-0.6341076,-0.9179788,0.2838712
72,-0.2456683,-0.051054504,"('unambitious', 'ambitious')",-0.4835774,-0.3691526,-0.8453637,-0.6168652,-0.5552547,-0.1349408,-0.5324661,-0.2930033,-0.2394628
12,0.21476528,0.30361253,"('unsupportive', 'supportive')",-0.51956356,-0.6300274,0.14925586,0.014425622,-1.6436329,-1.7541262,-0.4497938,-0.5165288,0.066735
38,0.20962572,0.30159444,"('untruthful', 'truthful')",-1.2248387,-1.0228246,-0.090013,-0.037730556,0.032694817,0.30008805,-0.2681328,-0.1147182,-0.1534146
3,-0.20871423,-0.38729724,"('repellent', 'pleasant')",-1.048077,-1.1950569,-1.2780751,-1.3293746,0.16627842,0.19665691,-0.592147,-0.678768,0.086621
25,0.17399453,0.04793682,"('egoistic', 'altruistic')",0.4063235,0.44000122,1.4256408,1.5850827,1.3828421,1.322187,0.8472002,0.8488019,-0.0016017
76,0.1198714,0.4779896,"('anxious', 'daring')",0.6034633,0.73082197,-1.1975789,-1.1848719,-0.74242246,-0.5089768,-0.3041667,-0.1212593,-0.1829074
68,0.040107496,-0.044361927,"('dependent', 'independent')",-0.82860297,-0.69308597,-0.6208914,-0.8582509,-0.84879583,-0.74611634,-0.5645457,-0.5854538,0.0209081
8,-0.040106997,-0.19727893,"('unaffectionate', 'affectionate')",0.03618323,-0.07777183,1.2608333,1.3397332,0.69432366,0.7242991,0.4878083,0.4472454,0.0405629
83,0.03293532,-0.037636496,"('powerless', 'powerful')",0.11889655,-0.09402533,-0.21082728,-0.15359452,-0.95512116,-1.0063354,-0.2535291,-0.3228979,0.0693688
74,-0.012278438,0.015347168,"('undedicated', 'dedicated')",-0.200732,-0.4090988,-0.09486902,-0.13010053,-0.25725752,-0.45182067,-0.1412842,-0.2439182,0.102634
61,-0.0034898482,-0.009289857,"('illogical', 'logical')",-0.2573642,-0.3466888,-0.20853965,-0.30628255,0.37774432,0.35626775,-0.0229124,-0.0764984,0.053586
