,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
23,-1.2901211,-1.165323,"('insincere', 'sincere')",-1.9907454,-2.0407636,5.6135626,5.191219,0.7775653,0.6617107,0.1158546
3,-1.2827473,-1.497593,"('repellent', 'pleasant')",-1.6568459,-1.607472,0.6700057,0.47812343,-0.7565292,-0.8756471,0.1191179
14,-1.2688873,-1.2503855,"('antisocial', 'social')",-1.6299936,-1.6343145,-0.37245563,-0.7017966,-1.0904455,-1.1954989,0.1050534
86,-1.2020527,-1.2819841,"('uninfluential', 'influential')",-2.1094482,-2.1717966,-0.76783156,-0.98825365,-1.3597775,-1.4806781,0.1209006
41,-1.1446601,-1.0984193,"('unforgiving', 'forgiving')",-1.9240745,-1.9082845,-0.06884386,-0.34201738,-1.0458595,-1.1162404,0.0703809
22,-1.1290238,-1.1108593,"('untrustworthy', 'trustworthy')",-1.7764922,-1.699952,-1.0904076,-1.1418415,-1.3319746,-1.317551,-0.0144236
85,1.1118768,0.85684085,"('insignificant', 'prestigious')",1.8060513,1.5358835,0.033688013,-0.2677638,0.9838721,0.7083202,0.2755519
55,-1.100938,-1.1168904,"('incompetent', 'clever')",-2.2653043,-2.2844567,0.118956454,-0.040876575,-1.0824286,-1.1474079,0.0649793
71,1.054853,1.0854867,"('diffident', 'self-confident')",0.97287244,0.95310646,0.44469327,0.36048603,0.8241396,0.799693,0.0244466
51,-1.0509627,-1.0211064,"('uneducated', 'educated')",-1.1341032,-1.1312274,-0.10099992,-0.10933017,-0.7620219,-0.753888,-0.0081339
77,-0.9722084,-0.86533535,"('unmotivated', 'motivated')",-0.34116778,-0.26058874,-0.872034,-0.8476222,-0.7284701,-0.6578488,-0.0706213
11,-0.9441965,-0.7038768,"('unhelpful', 'helpful')",-2.2307916,-2.2064264,1.8304893,1.897131,-0.4481663,-0.337724,-0.1104423
60,-0.91917336,-0.71661586,"('inefficient', 'efficient')",-1.953899,-1.889317,0.07267793,-0.041663546,-0.9334648,-0.8825322,-0.0509326
65,-0.91626984,-1.0052716,"('insecure', 'secure')",-1.8071147,-1.8411299,-0.23826677,-0.19973886,-0.9872171,-1.0153801,0.028163
20,-0.8753574,-0.720796,"('rough', 'thoughtful')",-0.6319319,-0.6168237,1.3294109,1.1582932,-0.0592928,-0.0597755,0.0004827
47,-0.8730997,-0.69333863,"('stupid', 'smart')",-1.1337842,-1.0496542,4.843562,4.425062,0.9455594,0.8940231,0.0515363
7,-0.8408003,-1.0242425,"('insensitive', 'sensitive')",-1.86845,-1.9450226,0.24641193,-0.1192514,-0.8209461,-1.0295055,0.2085594
78,-0.81980866,-0.61340016,"('nonresilient', 'resilient')",-0.19676948,0.0005147308,0.55491716,0.66884637,-0.153887,0.0186537,-0.1725407
21,-0.81778306,-0.8490481,"('immoral', 'moral')",-2.1302328,-2.0173244,-0.8651766,-0.889573,-1.2710642,-1.2519819,-0.0190823
15,0.79012644,0.5748717,"('boring', 'funny')",0.102398224,-0.030762836,-0.12988904,-0.16881475,0.2542119,0.125098,0.1291139
28,-0.7643892,-0.782892,"('disloyal', 'loyal')",-1.0787231,-1.1984376,0.8518402,0.70310533,-0.330424,-0.4260747,0.0956507
53,-0.72771066,-1.0459414,"('uncreative', 'creative')",-1.1136261,-1.3455288,0.5610569,0.11533133,-0.42676,-0.7587129,0.3319529
52,0.7235215,0.37982363,"('irrational', 'rational')",0.25023475,-0.083272636,0.41116756,0.30117643,0.4616412,0.1992425,0.2623987
32,-0.71118706,-0.6370649,"('unkind', 'kind')",-1.7052789,-1.672245,0.59408575,0.3825141,-0.6074601,-0.6422653,0.0348052
36,0.6830687,0.18396604,"('hostile', 'amicable')",0.92155993,0.49832988,0.032181278,-0.35652968,0.5456033,0.1085887,0.4370146
27,-0.6783868,-0.83382136,"('hardhearted', 'softhearted')",-1.3144795,-1.4468286,1.1067888,0.6880791,-0.2953592,-0.5308569,0.2354977
62,-0.6515427,-0.36793873,"('incompetent', 'brilliant')",-1.6442441,-1.4029742,0.3980484,0.6796657,-0.6325795,-0.3637491,-0.2688304
75,0.6501629,0.83450496,"('meek', 'impulsive')",1.3664193,1.5705835,-0.679136,-0.427823,0.4458154,0.6590885,-0.2132731
38,-0.6427314,-0.23968405,"('untruthful', 'truthful')",-0.8424753,-0.73000395,-0.07373229,0.23274906,-0.5196463,-0.2456463,-0.274
59,0.64233017,0.5780609,"('foolish', 'wise')",1.4029579,1.1599513,0.37493497,0.33642337,0.806741,0.6914786,0.1152624
74,-0.63895315,-0.5653554,"('undedicated', 'dedicated')",-0.7151015,-0.6807627,-0.5800457,-0.80822307,-0.6447001,-0.6847804,0.0400803
12,-0.6212147,-0.49416313,"('unsupportive', 'supportive')",-1.4383996,-1.4449825,-1.9683046,-2.011955,-1.3426396,-1.3170336,-0.025606
81,-0.6123467,-0.44875866,"('submissive', 'aggressive')",-0.95755947,-0.80740535,-0.8342216,-0.5928579,-0.8013759,-0.6163406,-0.1850353
31,0.52139,0.3426634,"('evil', 'good')",0.8791217,0.70051974,-0.8612863,-0.97979766,0.1797418,0.0211285,0.1586133
29,-0.52035177,-0.5581127,"('unfair', 'fair')",-0.09556743,-0.15971202,-0.3195979,-0.489755,-0.311839,-0.4025266,0.0906876
1,-0.48207572,-0.65602016,"('unfriendly', 'friendly')",-1.0658015,-1.2817012,1.4545169,0.8554283,-0.0311201,-0.3607643,0.3296442
58,-0.45703655,-0.54615897,"('undiscriminating', 'discriminating')",-1.4635395,-1.4413087,-0.05724532,-0.26031542,-0.6592738,-0.7492611,0.0899873
49,-0.43123844,-0.32470235,"('unable', 'able')",-0.5814166,-0.53856206,-0.07929915,0.14680117,-0.3639847,-0.2388211,-0.1251636
24,-0.42986923,-0.42459992,"('dishonest', 'honest')",-2.1790342,-2.2225494,0.3352551,0.31810457,-0.7578828,-0.7763483,0.0184655
40,-0.4289426,-0.45852914,"('stingy', 'generous')",-0.5935543,-0.6622977,-1.7504117,-2.0129254,-0.9243029,-1.0445841,0.1202812
84,0.42826912,0.3566216,"('inferior', 'superior')",0.428527,0.5369225,1.1081123,1.3170904,0.6549695,0.7368782,-0.0819087
67,0.4210174,0.5704514,"('doubtful', 'determined')",1.2739769,1.3837386,-0.4291058,-0.4989238,0.4219629,0.4850887,-0.0631258
44,0.41984844,0.3741954,"('prejudiced', 'unprejudiced')",0.8286014,0.75312144,-1.5799857,-1.3524611,-0.110512,-0.0750481,-0.0354639
34,-0.37391955,-0.25037593,"('mean', 'honorable')",-1.3120236,-1.1027889,5.065828,5.1065326,1.1266282,1.2511226,-0.1244944
72,-0.36033407,-0.21925336,"('unambitious', 'ambitious')",-0.7362472,-0.69236946,-0.28398207,-0.22143264,-0.4601878,-0.3776851,-0.0825027
68,-0.35946947,-0.34918872,"('dependent', 'independent')",-0.115273654,-0.19781208,-0.80844706,-0.62669075,-0.4277301,-0.3912305,-0.0364996
16,0.35142165,0.060389236,"('unpopular', 'popular')",0.14267617,-0.047318343,0.46725035,0.24431273,0.3204494,0.0857945,0.2346549
80,-0.342101,-0.19853531,"('dominated', 'dominating')",-0.6502917,-0.39712244,-1.0762037,-0.7146163,-0.6895321,-0.436758,-0.2527741
50,-0.3156262,-0.44226772,"('clumsy', 'skillful')",0.64702815,0.4562848,0.46358496,0.4528438,0.2649956,0.1556203,0.1093753
64,-0.31128898,-0.45018297,"('shy', 'confident')",-0.10617965,-0.20599258,-6.201966,-5.725945,-2.2064781,-2.1273735,-0.0791046
19,-0.30305585,-0.5254153,"('inhospitable', 'hospitable')",-0.12247853,-0.32911858,-0.6651309,-0.62888175,-0.3635551,-0.4944719,0.1309168
73,0.2967708,0.44411573,"('helpless', 'self-reliant')",1.1552709,1.2452784,-3.0095322,-2.654996,-0.5191635,-0.3218673,-0.1972962
8,0.23187274,-0.03851775,"('unaffectionate', 'affectionate')",-0.7738673,-1.101041,0.8876162,0.5823486,0.1152072,-0.1857367,0.3009439
66,0.22211948,0.054482028,"('inactive', 'active')",0.35977364,0.22486416,0.23401085,0.20440432,0.271968,0.1612502,0.1107178
88,-0.20880806,-0.23552358,"('low', 'eminent')",-0.31968766,-0.358143,-0.40022781,-0.51393867,-0.3095745,-0.3692017,0.0596272
6,0.20865601,0.049552817,"('distant', 'open')",0.35382402,0.15521213,-0.57026774,-0.78163654,-0.0025959,-0.1922905,0.1896946
37,-0.20694464,-0.226565,"('fake', 'genuine')",-0.5388863,-0.6578175,-0.01707979,-0.043384764,-0.2543036,-0.3092558,0.0549522
5,0.17574936,0.14754121,"('distant', 'outgoing')",0.7098857,0.5455081,-0.42699733,-0.38143554,0.1528792,0.1038713,0.0490079
79,0.17539367,0.03286993,"('wavering', 'unwavering')",0.88170254,0.6823476,-0.48734745,-0.27148378,0.1899163,0.1479113,0.042005
48,-0.14512444,-0.15651825,"('unintelligent', 'intelligent')",-1.712357,-1.7037454,1.1360388,1.043537,-0.2404809,-0.2722422,0.0317613
54,0.13747585,0.11542214,"('incapable', 'capable')",0.5894511,0.51260084,0.81131,0.9872676,0.5127456,0.5384302,-0.0256846
2,0.12507388,0.075261146,"('unlikable', 'likable')",-0.1375302,-0.24494016,0.50744164,0.3645133,0.1649951,0.0649448,0.1000503
61,-0.086815014,-0.2611338,"('illogical', 'logical')",-1.182946,-1.3106605,0.55836946,0.30224782,-0.2371305,-0.4231822,0.1860517
4,0.079641566,0.013657342,"('disliked', 'liked')",0.81995755,0.80876523,-6.831688,-6.5707245,-1.977363,-1.9161007,-0.0612623
83,-0.06961258,0.3052372,"('powerless', 'powerful')",0.279536,0.5156472,-0.99194586,-0.7263396,-0.2606741,0.0315149,-0.292189
26,-0.051638164,-0.4234343,"('hardhearted', 'benevolent')",0.02808424,-0.27360874,1.4137201,0.9211462,0.4633887,0.0747011,0.3886876
39,0.045126263,0.014447683,"('exploitative', 'cooperative')",-0.5125544,-0.6880731,0.38183773,0.41346604,-0.0285301,-0.0867198,0.0581897
18,-0.039565966,-0.33187717,"('disagreeable', 'welcoming')",-0.8699458,-1.1823833,-0.5211686,-0.8242919,-0.4768935,-0.7795175,0.302624
17,0.022490583,-0.11806093,"('nasty', 'nice')",-0.2957397,-0.4782842,-0.5143126,-0.4623942,-0.2625206,-0.3529131,0.0903925
87,-0.02113869,-0.07755509,"('unsuccessful', 'successful')",0.016478974,-0.061230604,0.9014354,1.0231403,0.2989252,0.2947849,0.0041403
9,-0.018470533,-0.08645406,"('unaffectionate', 'caring')",-0.73095965,-0.94546413,1.5343412,1.3347706,0.261637,0.1009508,0.1606862
