,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
26,1.7979358,1.857887,"('hardhearted', 'benevolent')",3.8775115,3.9046185,1.7232491,1.7548064,2.4662321,2.5057707,-0.0395386
39,1.7783874,1.8635758,"('exploitative', 'cooperative')",-0.20552634,-0.17330557,0.33876336,0.32899982,0.6372081,0.67309,-0.0358819
71,1.4552276,1.3951417,"('diffident', 'self-confident')",0.85262924,0.82930446,0.5546561,0.61340564,0.9541709,0.9459507,0.0082202
49,-1.4507759,-1.4391356,"('unable', 'able')",-0.8743686,-0.86723346,-0.7801367,-0.56260085,-1.0350938,-0.9563233,-0.0787705
82,-1.3165542,-1.263444,"('poor', 'rich')",-0.5142324,-0.5459146,6.047947,6.2475805,1.4057201,1.4794073,-0.0736872
67,1.2798828,1.3644723,"('doubtful', 'determined')",-0.30917558,-0.29332343,-0.8457655,-0.85291255,0.0416472,0.0727454,-0.0310982
73,1.2724389,1.2930517,"('helpless', 'self-reliant')",0.77459204,0.94439685,-3.209655,-3.208431,-0.3875414,-0.3236608,-0.0638806
45,-1.1802955,-1.3134679,"('incompetent', 'competent')",-0.95095706,-1.2053521,-0.21365651,-0.55559766,-0.7816363,-1.0248059,0.2431696
55,-1.1472052,-1.1408165,"('incompetent', 'clever')",-0.586421,-0.80578417,0.16087352,-0.022165261,-0.5242509,-0.6562553,0.1320044
44,-1.1329124,-1.2306137,"('prejudiced', 'unprejudiced')",-0.6502743,-0.6655403,-1.470437,-1.3739163,-1.0845412,-1.0900234,0.0054822
40,1.0761956,1.1170317,"('stingy', 'generous')",0.52623206,0.4834315,-1.3606367,-1.4403323,0.080597,0.053377,0.02722
76,-1.0721,-1.0625312,"('anxious', 'daring')",-1.4696734,-1.5130404,0.15051304,0.14923376,-0.7970868,-0.8087792,0.0116924
0,-0.95340616,-0.9043411,"('unsociable', 'sociable')",-1.1613843,-1.2936008,-0.43105316,-0.5588999,-0.8486145,-0.9189472,0.0703327
16,-0.9083986,-0.9675482,"('unpopular', 'popular')",-0.66278553,-0.65418744,0.04115203,0.10260351,-0.5100107,-0.5063773,-0.0036334
84,0.9019599,0.8992253,"('inferior', 'superior')",0.3711587,0.24576037,0.8014806,0.75158006,0.6915331,0.6321886,0.0593445
68,-0.88517135,-0.82550824,"('dependent', 'independent')",-0.9344324,-0.9962787,-0.43918225,-0.52016014,-0.7529287,-0.780649,0.0277203
59,0.8345526,0.9465997,"('foolish', 'wise')",0.32390317,0.39768636,0.1005355,0.155855,0.4196637,0.500047,-0.0803833
42,0.8311039,0.7248197,"('unreliable', 'reliable')",-0.6342861,-0.8438044,-2.6885438,-2.8869207,-0.8305753,-1.0019685,0.1713932
