,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
29,-0.43119967,-0.53274965,"('unfair', 'fair')",0.007989932,-0.14258687,-0.27484387,-0.2892791,-0.2326845,-0.3215385,0.088854
27,0.42341736,0.39396936,"('hardhearted', 'softhearted')",-0.7827982,-0.29576594,0.8061645,0.67340136,0.1489279,0.2572016,-0.1082737
34,-0.41011032,-0.41181976,"('mean', 'honorable')",-0.38228866,-0.30305302,5.580088,5.386845,1.5958964,1.5573241,0.0385723
42,0.39595664,0.3506861,"('unreliable', 'reliable')",0.29520905,0.28425762,-2.1817832,-2.5421822,-0.4968725,-0.6357462,0.1388737
74,0.35411963,0.3945878,"('undedicated', 'dedicated')",0.194437,0.06394866,-0.053017527,-0.23649971,0.1651797,0.0740123,0.0911674
17,0.35203904,0.410403,"('nasty', 'nice')",-1.0350517,-0.5721079,-0.8799148,-0.89108074,-0.5209758,-0.3509285,-0.1700473
88,-0.3459626,-0.28336895,"('low', 'eminent')",-0.8872515,-0.58831567,-0.2812072,-0.2745334,-0.5048071,-0.3820727,-0.1227344
35,0.32682493,0.0064397976,"('corrupt', 'incorrupt')",-0.7380644,-0.3225342,-1.2451682,-1.0528879,-0.5521359,-0.4563274,-0.0958085
36,0.30831707,-0.03692553,"('hostile', 'amicable')",-0.46743876,0.10502836,-0.9368062,-0.75733984,-0.3653093,-0.2297457,-0.1355636
84,0.28700525,0.23160054,"('inferior', 'superior')",0.2594298,0.359421,0.669652,0.75203484,0.4053624,0.4476855,-0.0423231
24,-0.26218686,0.11901662,"('dishonest', 'honest')",-1.5600312,-0.6128574,0.76666164,0.85800344,-0.3518521,0.1213876,-0.4732397
9,0.25852358,0.39648277,"('unaffectionate', 'caring')",-1.1166054,-0.16443123,0.8607346,0.9988376,0.0008843,0.4102964,-0.4094121
75,-0.24897398,-0.27694145,"('meek', 'impulsive')",-0.18021917,0.0966679,-0.6993137,-0.59671456,-0.376169,-0.258996,-0.117173
19,-0.24067962,-0.40988562,"('inhospitable', 'hospitable')",-0.48721695,-0.29869124,-0.801002,-0.7506865,-0.5096329,-0.4864211,-0.0232118
72,-0.18822975,0.0036634281,"('unambitious', 'ambitious')",-0.41324016,0.03178589,-0.07497768,-0.19042802,-0.2254825,-0.0516596,-0.1738229
83,-0.15539669,-0.16319074,"('powerless', 'powerful')",0.020846087,-0.044685416,-0.5509435,-0.70310265,-0.228498,-0.3036596,0.0751616
80,-0.105156675,-0.19894081,"('dominated', 'dominating')",0.43526897,-0.29944387,0.24750641,-0.2719595,0.1925396,-0.2567814,0.449321
44,0.065218285,-0.049243856,"('prejudiced', 'unprejudiced')",-0.7230796,-0.8534141,-1.3274386,-1.341459,-0.6617666,-0.748039,0.0862724
16,-0.05160275,-0.26304623,"('unpopular', 'popular')",-0.16673389,-0.022118796,-0.11506681,-0.0749457,-0.1111345,-0.1200369,0.0089024
4,0.049853165,0.0031772256,"('disliked', 'liked')",0.07369928,0.5489682,-7.574563,-6.973966,-2.4836702,-2.1406069,-0.3430633
37,0.037134804,0.1364452,"('fake', 'genuine')",-0.39480293,-0.31643462,0.3096655,0.3328192,-0.0160009,0.0509433,-0.0669442
58,-0.032642283,-0.20244552,"('undiscriminating', 'discriminating')",1.114296,0.6446516,0.2783547,0.25554127,0.4533362,0.2325824,0.2207538
39,0.02883809,0.048431482,"('exploitative', 'cooperative')",0.41278416,0.26073483,0.20391381,0.16600278,0.2151787,0.1583897,0.056789
15,0.013558062,-0.109090246,"('boring', 'funny')",0.39661112,0.6546962,-0.114086926,-0.029403014,0.0986941,0.1720676,-0.0733735
1,-0.0064048395,-0.06281251,"('unfriendly', 'friendly')",0.092398725,0.5611497,0.9125013,1.1573312,0.3328317,0.5518895,-0.2190578
2,-0.001207089,-0.029963823,"('unlikable', 'likable')",0.20503081,0.5542505,0.5125924,0.7590123,0.2388054,0.4277663,-0.1889609
