,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
55,-2.989138,-2.566442,"('incompetent', 'clever')",-1.4895568,-1.6630831,0.6631825,0.30068004,-1.2718375,-1.309615,0.0377775
81,-2.5558727,-2.3720536,"('submissive', 'aggressive')",-0.9452038,-1.1057905,0.003150493,-0.19546601,-1.1659753,-1.2244368,0.0584615
13,-2.1470459,-1.6568608,"('impolite', 'polite')",-1.608764,-1.3314571,-0.45118022,-0.4513421,-1.4023301,-1.1465534,-0.2557767
60,-2.096322,-1.632257,"('inefficient', 'efficient')",-0.7363336,-0.88165945,0.34912613,0.4352349,-0.8278432,-0.6928938,-0.1349494
30,-2.0108666,-1.6203321,"('intolerant', 'tolerant')",-1.49209,-1.1028285,0.28826204,0.45362103,-1.0715648,-0.7565133,-0.3150515
69,1.9973859,1.5178366,"('lazy', 'industrious')",1.3380932,1.3651414,-1.2157886,-0.83887494,0.7065635,0.6813677,0.0251958
22,-1.9692471,-1.6950599,"('untrustworthy', 'trustworthy')",-0.86441034,-0.8404331,-0.9243915,-1.1292682,-1.252683,-1.221587,-0.031096
57,-1.9502681,-1.6902598,"('unimaginative', 'imaginative')",-0.411738,-0.6001203,-2.7876165,-2.8783538,-1.716541,-1.7229112,0.0063702
45,-1.772191,-1.5055563,"('incompetent', 'competent')",-1.1112072,-0.91196585,0.22049877,0.16183352,-0.8876332,-0.7518962,-0.135737
49,-1.738942,-1.9074093,"('unable', 'able')",-0.5034297,-0.97951007,-0.2502995,-0.57052946,-0.8308904,-1.152483,0.3215926
46,-1.7344935,-1.6105173,"('uncompetitive', 'competitive')",0.0023965845,-0.7730594,-0.24469031,-0.6547641,-0.6589291,-1.0127803,0.3538512
82,-1.7323068,-1.5698369,"('poor', 'rich')",-0.16753532,-0.32248,6.8867583,6.468135,1.6623054,1.5252727,0.1370327
10,-1.6699092,-1.2956989,"('unsympathetic', 'sympathetic')",-1.7141901,-1.8016974,0.43228742,-0.044335157,-0.9839373,-1.0472438,0.0633065
65,-1.6659224,-1.4817055,"('insecure', 'secure')",-0.54222536,-1.0208881,0.35416895,0.07007366,-0.617993,-0.81084,0.192847
77,-1.6500182,-1.6327041,"('unmotivated', 'motivated')",-0.48051122,-0.7308374,-0.8931069,-1.0366354,-1.0078788,-1.1333923,0.1255135
62,-1.4497921,-1.2643542,"('incompetent', 'brilliant')",-0.75710046,-0.7241492,0.70346767,0.5889399,-0.5011416,-0.4665212,-0.0346204
0,-1.4222561,-1.2782764,"('unsociable', 'sociable')",-1.2462144,-1.5418701,-0.2758438,-0.50750107,-0.9814381,-1.1092159,0.1277778
85,1.4116788,1.1708958,"('insignificant', 'prestigious')",-0.015809279,0.67044026,-1.6512406,-1.2562773,-0.0851237,0.1950196,-0.2801433
67,1.4055563,1.4263915,"('doubtful', 'determined')",-0.31766838,-0.067347266,-0.19288045,-0.10686275,0.2983359,0.4173938,-0.1190579
41,-1.3568882,-1.1889404,"('unforgiving', 'forgiving')",-0.39271462,0.10929533,-0.058976807,0.13185416,-0.6028599,-0.3159303,-0.2869296
54,-1.3549479,-1.5097775,"('incapable', 'capable')",-0.15434358,-0.35241774,0.58001244,0.45373863,-0.3097597,-0.4694855,0.1597258
11,-1.3524712,-1.2435488,"('unhelpful', 'helpful')",-1.5820974,-1.3700134,2.3850632,2.2038624,-0.1831685,-0.1365666,-0.0466019
51,-1.3506739,-1.3120639,"('uneducated', 'educated')",-0.4174838,-0.71491575,0.71604955,0.41995314,-0.3507027,-0.5356755,0.1849728
70,-1.3253419,-1.0641038,"('lethargic', 'energetic')",-0.681812,-0.61721265,0.8465405,0.49322876,-0.3868712,-0.3960292,0.009158
52,1.3248823,1.1296322,"('irrational', 'rational')",-0.3959909,0.2301716,-0.63215715,-0.40923306,0.0989114,0.3168569,-0.2179455
6,1.2981138,1.0431379,"('distant', 'open')",-0.30760568,0.32141757,-0.93007493,-0.6700187,0.0201444,0.2315123,-0.2113679
86,-1.2521204,-1.0454242,"('uninfluential', 'influential')",-0.3850993,-0.29903698,0.19260213,-0.19372201,-0.4815392,-0.5127277,0.0311885
73,1.2339971,1.3406769,"('helpless', 'self-reliant')",-0.2691797,0.28073174,-3.7511344,-3.606679,-0.9287723,-0.6617568,-0.2670155
21,-1.1423413,-1.0261959,"('immoral', 'moral')",-0.30079442,-0.68509144,0.06399037,-0.38042673,-0.4597151,-0.697238,0.2375229
47,-1.1398374,-0.98591304,"('stupid', 'smart')",-0.35443896,-0.44461006,5.5136123,5.3391356,1.3397786,1.3028708,0.0369078
14,-1.1192646,-0.76409966,"('antisocial', 'social')",-0.23845917,-0.528596,-0.012701177,0.008301046,-0.4568083,-0.4281315,-0.0286768
26,1.1186858,0.96454316,"('hardhearted', 'benevolent')",1.1125511,1.2250729,1.4051809,1.69829,1.2121393,1.2959687,-0.0838294
48,-1.0723935,-1.0719709,"('unintelligent', 'intelligent')",-0.5666309,-0.5682192,0.89836156,0.658816,-0.2468876,-0.3271247,0.0802371
79,1.0523254,0.70011824,"('wavering', 'unwavering')",-0.26531234,-0.22198945,-0.6145609,-0.6839684,0.0574841,-0.0686132,0.1260973
64,-0.9416661,-0.73045826,"('shy', 'confident')",-1.1561917,-0.734307,-6.225317,-5.80186,-2.7743918,-2.4222085,-0.3521833
43,-0.9346652,-0.6226871,"('irresponsible', 'responsible')",-1.9343628,-1.5366389,0.7037417,0.60406935,-0.7217621,-0.5184189,-0.2033432
23,-0.92947817,-0.73761994,"('insincere', 'sincere')",-0.89128983,-0.90845525,6.18425,5.9257865,1.454494,1.4265704,0.0279236
25,0.9090006,0.746792,"('egoistic', 'altruistic')",-0.10651803,0.42135006,0.70549875,0.7424304,0.5026604,0.6368575,-0.1341971
59,0.90844,0.67982936,"('foolish', 'wise')",-0.22959395,0.51452094,-0.33903882,-0.054679893,0.1132691,0.3798901,-0.266621
76,-0.8258654,-0.598561,"('anxious', 'daring')",-0.023801863,-0.6043873,0.5355263,0.16239731,-0.1047137,-0.3468504,0.2421367
32,-0.80359644,-0.58722556,"('unkind', 'kind')",-0.7269081,-0.5516745,0.97373164,0.9937502,-0.1855909,-0.0483833,-0.1372076
61,-0.7565572,-0.6666642,"('illogical', 'logical')",-0.6916672,-0.5910976,0.31961286,0.20707162,-0.3762039,-0.35023,-0.0259739
78,-0.7340355,-0.9525733,"('nonresilient', 'resilient')",-0.10474952,-0.48799422,0.29989126,-0.044635862,-0.1796312,-0.4950678,0.3154366
63,-0.72057205,-0.6064446,"('unperceptive', 'insightful')",-0.4967511,-0.35261077,0.8022167,0.7360755,-0.1383688,-0.0743266,-0.0640422
53,-0.7183147,-0.8318165,"('uncreative', 'creative')",-0.21708715,-0.22202311,0.5846471,0.47178265,-0.1169182,-0.194019,0.0771008
28,-0.6826653,-0.5324637,"('disloyal', 'loyal')",-1.0896343,-0.7318817,1.2608663,1.0964603,-0.1704777,-0.0559617,-0.114516
20,-0.6804203,-0.7931798,"('rough', 'thoughtful')",0.36833483,-0.088775925,0.83621716,0.764825,0.1747106,-0.0390436,0.2137542
87,-0.6745727,-0.7912216,"('unsuccessful', 'successful')",0.4903954,-0.13582164,0.9268366,0.6477204,0.2475531,-0.0931076,0.3406607
3,-0.66848665,-0.52120274,"('repellent', 'pleasant')",0.18756758,-0.41183615,1.0565552,0.84643275,0.1918787,-0.0288687,0.2207474
7,-0.66371673,-0.28930667,"('insensitive', 'sensitive')",-0.566281,-0.42446032,0.7241537,0.69490474,-0.1686147,-0.0062874,-0.1623273
40,0.65885353,0.6405413,"('stingy', 'generous')",0.19875216,0.49652284,-2.1968405,-2.1474385,-0.4464116,-0.3367914,-0.1096202
18,-0.65476686,-0.6358547,"('disagreeable', 'welcoming')",-0.5495237,-0.13512802,-0.93512255,-0.8160704,-0.7131377,-0.5290177,-0.18412
8,-0.65420276,-0.5309908,"('unaffectionate', 'affectionate')",-1.1624143,-0.22301984,0.00034445897,0.17109326,-0.6054242,-0.1943058,-0.4111184
50,-0.6465616,-0.8114046,"('clumsy', 'skillful')",-0.10124858,-0.16121578,0.09340436,-0.05794023,-0.2181353,-0.3435202,0.1253849
31,0.6239955,0.42008832,"('evil', 'good')",0.10777625,0.6020946,-1.5062944,-1.2828987,-0.2581742,-0.0869052,-0.171269
38,-0.61988634,-0.41231978,"('untruthful', 'truthful')",-0.5157232,-0.15638125,-0.36439514,-0.008454988,-0.5000016,-0.1923853,-0.3076163
68,-0.5786577,-0.73195416,"('dependent', 'independent')",-0.7508809,-1.0301576,-0.98804253,-1.1719028,-0.7725271,-0.9780048,0.2054777
71,0.565064,0.39698046,"('diffident', 'self-confident')",-0.5147071,0.0025593936,0.2568264,0.26345906,0.1023944,0.2209996,-0.1186052
12,-0.5650069,-0.3513238,"('unsupportive', 'supportive')",-0.94286597,-0.35133907,-1.8088533,-1.7156934,-1.1055754,-0.8061187,-0.2994567
56,-0.53257394,-0.29604942,"('impractical', 'practical')",0.49237746,0.19894032,0.22036375,0.2129388,0.0600558,0.0386099,0.0214459
33,0.50514364,0.49015462,"('wrong', 'right')",0.74519694,1.1202409,-0.98367095,-0.78225535,0.0888899,0.2760467,-0.1871568
5,0.4820914,0.35442242,"('distant', 'outgoing')",-0.93423516,-0.10019219,-1.1823639,-0.80715173,-0.5448359,-0.1843072,-0.3605287
66,0.45517147,0.0954064,"('inactive', 'active')",0.39734334,0.10537627,0.495336,0.3356188,0.4492836,0.1788005,0.2704831
