,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
32,0.7205835,0.5139981,"('unkind', 'kind')",0.6630637,0.8761676,0.77553296,0.9725054,0.7197267,0.787557,-0.0678303
14,0.69949406,0.45273137,"('antisocial', 'social')",1.7825418,2.137315,-0.5951873,-0.34157076,0.6289495,0.7494919,-0.1205424
73,0.6661302,0.64197445,"('helpless', 'self-reliant')",0.04912789,0.10191122,-3.3205247,-3.2997122,-0.8684222,-0.8519422,-0.01648
22,0.6606453,0.29611665,"('untrustworthy', 'trustworthy')",-0.07466095,-0.09980233,-0.982662,-1.0685031,-0.1322259,-0.2907296,0.1585037
69,-0.6489781,-0.39919117,"('lazy', 'industrious')",0.027770447,-0.01094383,-0.36783162,-0.3101827,-0.3296798,-0.2401059,-0.0895739
86,-0.62483406,-1.1833469,"('uninfluential', 'influential')",0.29987893,-0.050238606,0.030540476,-0.37415558,-0.0981382,-0.5359137,0.4377755
4,-0.56242704,-0.12739864,"('disliked', 'liked')",-0.26373294,-0.15579447,-5.662967,-5.2444654,-2.1630424,-1.8425528,-0.3204896
87,0.5474777,0.40628436,"('unsuccessful', 'successful')",0.8984611,0.90887773,0.75927705,0.6299696,0.735072,0.6483772,0.0866948
50,-0.52611357,-0.29327938,"('clumsy', 'skillful')",0.10977143,-0.039551526,0.21691655,0.060269937,-0.0664752,-0.0908537,0.0243785
88,-0.52487755,-0.2740953,"('low', 'eminent')",0.036545377,0.44926664,0.17618482,0.4775373,-0.1040491,0.2175695,-0.3216186
66,-0.49990994,-0.459721,"('inactive', 'active')",1.0078019,0.9282916,1.3519189,1.2659295,0.6199369,0.5781667,0.0417702
78,-0.467874,-0.67698383,"('nonresilient', 'resilient')",0.6801661,0.3751812,0.6955661,0.37486884,0.3026194,0.0243554,0.278264
49,-0.4603579,-0.56139284,"('unable', 'able')",-0.9881518,-0.93991935,-0.3167656,-0.4324537,-0.5884251,-0.6445886,0.0561635
67,0.41755977,0.5495942,"('doubtful', 'determined')",0.6529866,0.8224366,-0.36231992,-0.081209004,0.2360755,0.4302739,-0.1941984
63,0.4038627,0.2192793,"('unperceptive', 'insightful')",1.892866,1.5461864,1.5091887,1.1117771,1.2686391,0.9590809,0.3095582
0,0.39768323,-0.04249418,"('unsociable', 'sociable')",-0.095275484,-0.038868517,-0.29782552,-0.26188782,0.0015274,-0.1144168,0.1159442
64,0.3835577,0.3184704,"('shy', 'confident')",1.1599463,1.2373905,-5.7982674,-5.458372,-1.4182545,-1.300837,-0.1174175
12,0.38112,0.2992884,"('unsupportive', 'supportive')",0.6262969,0.4336586,-1.3084971,-1.3516906,-0.1003601,-0.2062479,0.1058878
15,-0.37109572,-0.0035523362,"('boring', 'funny')",-1.5416454,-1.2548465,0.19446015,0.3968502,-0.5727603,-0.2871828,-0.2855775
18,-0.35983992,-0.3351009,"('disagreeable', 'welcoming')",-0.040015124,0.19080648,-0.25160936,-0.09230799,-0.2171548,-0.0788675,-0.1382873
61,0.32808247,0.1765379,"('illogical', 'logical')",0.2939884,0.116788164,0.3513659,0.29931954,0.3244789,0.1975485,0.1269304
51,-0.32734522,-0.5402745,"('uneducated', 'educated')",1.0293483,0.91295475,0.7684932,0.6045293,0.4901654,0.3257365,0.1644289
48,0.32574227,-0.11021488,"('unintelligent', 'intelligent')",-0.31612378,-0.36625853,0.38283592,0.19789113,0.1308181,-0.0928608,0.2236789
57,-0.30746377,-0.5329665,"('unimaginative', 'imaginative')",-0.1711261,-0.18132687,-2.1961257,-2.1549833,-0.8915718,-0.9564255,0.0648537
83,-0.3013606,-0.4118014,"('powerless', 'powerful')",0.68873966,0.79520255,-0.65574634,-0.704384,-0.0894558,-0.1069943,0.0175385
54,-0.3004752,-0.3281904,"('incapable', 'capable')",0.4458469,0.3531852,0.71620953,0.68306077,0.2871937,0.2360185,0.0511752
38,-0.2918365,-0.22514129,"('untruthful', 'truthful')",-0.40434146,-0.33104303,0.30291492,0.3743766,-0.1310877,-0.0606026,-0.0704851
23,0.2684375,-0.12601176,"('insincere', 'sincere')",0.20901054,0.048909932,5.308414,5.0570216,1.9286207,1.6599733,0.2686474
84,0.26422554,0.2343585,"('inferior', 'superior')",0.15207319,0.054903887,0.9046064,0.9383773,0.4403017,0.4092132,0.0310885
68,-0.2605255,-0.62706196,"('dependent', 'independent')",-0.6221662,-0.80383676,-0.16714951,-0.39264262,-0.3499471,-0.6078471,0.2579
7,0.2574752,-0.062193975,"('insensitive', 'sensitive')",0.8606862,0.77540016,0.81468904,0.66928494,0.6442835,0.4608304,0.1834531
37,0.2450047,-0.225326,"('fake', 'genuine')",0.06750697,-0.106513456,0.4870482,0.3514753,0.26652,0.0065453,0.2599747
47,0.2431041,0.12678447,"('stupid', 'smart')",0.61389214,0.706206,5.210048,4.8122787,2.0223481,1.8817565,0.1405916
41,0.22387353,0.49292642,"('unforgiving', 'forgiving')",-0.06020676,0.28801706,0.23255573,0.40961933,0.1320742,0.3968543,-0.2647801
74,0.22010621,0.09043504,"('undedicated', 'dedicated')",0.059976134,0.16366972,0.07102972,0.12837055,0.1170374,0.1274918,-0.0104544
58,-0.20390859,-0.5184178,"('undiscriminating', 'discriminating')",0.8915832,0.7332107,0.1703836,0.059179343,0.2860194,0.0913241,0.1946953
29,-0.18316767,-0.3742105,"('unfair', 'fair')",-0.6100384,-0.88568294,-0.62658614,-0.68499494,-0.4732641,-0.6482961,0.175032
20,0.13917911,-0.31906444,"('rough', 'thoughtful')",0.18757707,-0.09063462,1.0820153,1.022231,0.4695905,0.2041773,0.2654132
3,0.11669125,0.009649919,"('repellent', 'pleasant')",0.6684371,0.57893854,0.1522375,0.09919818,0.3124553,0.2292622,0.0831931
82,-0.11122497,-0.40651485,"('poor', 'rich')",1.1831661,1.1103752,5.7417026,5.545898,2.2712145,2.0832527,0.1879618
72,-0.088898726,-0.25248864,"('unambitious', 'ambitious')",0.14456649,0.21292593,-1.4967859,-1.4466355,-0.4803727,-0.4953994,0.0150267
75,-0.08428165,0.2006397,"('meek', 'impulsive')",-0.40875745,-0.2663411,-0.2645522,-0.2248697,-0.2525304,-0.096857,-0.1556734
34,-0.08077182,-0.16690564,"('mean', 'honorable')",0.20658962,0.12413022,6.1611342,5.86225,2.0956507,1.9398247,0.155826
33,0.07089582,-0.058013186,"('wrong', 'right')",0.27866036,0.19247362,-0.5269813,-0.5968882,-0.0591417,-0.1541426,0.0950009
45,-0.0475904,-0.26087743,"('incompetent', 'competent')",0.33101055,0.25659424,-0.42017183,-0.4386403,-0.0455839,-0.1476412,0.1020573
17,-0.028482676,0.11001187,"('nasty', 'nice')",-1.1371847,-0.98176223,-0.4712594,-0.23703638,-0.5456423,-0.3695956,-0.1760467
27,0.00931794,-0.27418092,"('hardhearted', 'softhearted')",0.14631587,-0.05962676,1.3593435,1.1566665,0.5049924,0.2742863,0.2307061
40,0.0026544072,-0.047344375,"('stingy', 'generous')",0.63196707,0.52074397,-1.1580937,-1.3156815,-0.1744907,-0.2807606,0.1062699
