,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
60,2.1687708,1.4336905,"('inefficient', 'efficient')",1.3506202,1.30387,0.3601877,0.38413435,1.2931929,1.0405649,0.252628
56,2.08472,1.5112103,"('impractical', 'practical')",0.9376564,1.0145816,0.14096317,0.21881747,1.0544465,0.9148698,0.1395767
36,-1.9753207,-1.4046737,"('hostile', 'amicable')",-1.444874,-1.2925962,0.005908549,0.14897203,-1.1380954,-0.8494326,-0.2886628
6,-1.9435456,-1.6665418,"('distant', 'open')",-1.0582975,-1.285252,0.37814078,0.30410448,-0.8745674,-0.882563,0.0079956
85,-1.7853109,-1.1791912,"('insignificant', 'prestigious')",-0.028062873,0.0076766685,0.47855747,0.50479925,-0.4449387,-0.2222384,-0.2227003
31,-1.7665228,-1.3188038,"('evil', 'good')",-1.7484562,-1.7916862,-1.5863963,-1.535065,-1.7004584,-1.5485183,-0.1519401
81,1.513904,1.3265805,"('submissive', 'aggressive')",1.6132905,1.9377372,-0.39535326,-0.3287844,0.9106137,0.9785111,-0.0678974
35,-1.4697661,-1.0890306,"('corrupt', 'incorrupt')",-1.9169061,-1.8314413,-0.30691028,-0.23045415,-1.2311942,-1.0503087,-0.1808855
52,-1.4483036,-1.0475382,"('irrational', 'rational')",-1.2264539,-1.2192962,-0.70429695,-0.6625633,-1.1263515,-0.9764659,-0.1498856
39,1.4466654,1.3899053,"('exploitative', 'cooperative')",-0.28312585,0.049751095,-0.4633738,-0.24101453,0.2333886,0.3995473,-0.1661587
21,1.4332544,0.8940431,"('immoral', 'moral')",0.45615882,0.607374,-0.54488397,-0.5508618,0.4481764,0.3168518,0.1313246
70,1.3772664,0.96183753,"('lethargic', 'energetic')",1.6373096,1.5865117,1.2057949,1.0532302,1.4067903,1.2005266,0.2062637
8,-1.3313911,-1.0869,"('unaffectionate', 'affectionate')",-0.6335111,-0.5685628,0.03471645,0.030873992,-0.6433952,-0.5415296,-0.1018656
42,1.2948544,1.0784609,"('unreliable', 'reliable')",1.7079906,1.5768795,-2.338724,-2.2824638,0.2213737,0.1242922,0.0970815
76,1.1980025,0.9431057,"('anxious', 'daring')",1.1999605,1.3276074,0.48047042,0.634356,0.9594778,0.9683564,-0.0088786
77,1.183466,0.5369502,"('unmotivated', 'motivated')",1.2191651,1.1027696,-0.6661804,-0.7544983,0.5788169,0.2950738,0.2837431
62,1.1715478,0.7997074,"('incompetent', 'brilliant')",0.9549732,0.805536,0.16413221,-0.013857374,0.7635511,0.530462,0.2330891
16,-1.1687572,-0.901236,"('unpopular', 'popular')",-0.7899207,-0.635848,0.47746933,0.4744838,-0.4937362,-0.3542,-0.1395362
30,1.1531041,1.0431396,"('intolerant', 'tolerant')",1.8338175,2.16335,1.2738084,1.5806216,1.4202433,1.5957038,-0.1754605
79,-1.1190047,-0.8198134,"('wavering', 'unwavering')",-1.2863762,-1.4053031,-0.024470672,-0.11498494,-0.8099505,-0.7800338,-0.0299167
19,-1.1180584,-0.93434316,"('inhospitable', 'hospitable')",-0.72661674,-0.8623257,-0.021439126,-0.008545345,-0.6220381,-0.6017381,-0.0203
43,1.106305,0.613773,"('irresponsible', 'responsible')",0.35299027,0.36694908,0.5926145,0.70112437,0.6839699,0.5606155,0.1233544
5,-1.0928453,-0.8864287,"('distant', 'outgoing')",-0.85951895,-1.0665094,-0.16482398,-0.15108174,-0.7057294,-0.70134,-0.0043894
59,-1.050654,-0.6134287,"('foolish', 'wise')",-0.46378124,-0.4049579,0.22185507,0.29898188,-0.4308601,-0.2398016,-0.1910585
28,-1.0424057,-1.042311,"('disloyal', 'loyal')",-0.15161893,-0.1655758,0.8929193,0.9558074,-0.1003685,-0.0840264,-0.0163421
1,-1.0379345,-1.1969936,"('unfriendly', 'friendly')",0.25299948,0.06032136,1.3774003,1.2016326,0.1974884,0.0216535,0.1758349
46,1.019136,0.34692377,"('uncompetitive', 'competitive')",1.5217043,1.5754262,0.15868418,0.04453763,0.8998415,0.6556292,0.2442123
26,-1.0037792,-0.9086302,"('hardhearted', 'benevolent')",1.2994256,1.6584213,1.1926421,1.4806219,0.4960962,0.743471,-0.2473748
13,0.9858928,0.6490875,"('impolite', 'polite')",0.6632409,0.66185635,0.43129802,0.31491324,0.6934772,0.5419524,0.1515248
2,0.9040204,1.0171355,"('unlikable', 'likable')",1.7668117,1.9721847,0.7967912,0.9816562,1.1558744,1.3236588,-0.1677844
44,0.89099795,0.7519405,"('prejudiced', 'unprejudiced')",-0.7883639,-0.56647056,-1.4517219,-1.2616783,-0.4496959,-0.3587361,-0.0909598
71,-0.86482,-0.76150364,"('diffident', 'self-confident')",0.9537593,0.8825435,0.61603886,0.41477773,0.2349927,0.1786059,0.0563868
55,0.84646547,0.29122466,"('incompetent', 'clever')",0.36993122,0.38871753,-0.0031563304,-0.07322569,0.4044135,0.2022388,0.2021747
9,-0.80526453,-0.8237387,"('unaffectionate', 'caring')",0.3366171,0.15614632,0.8623566,0.7557695,0.1312364,0.0293924,0.101844
65,0.79559,0.34528747,"('insecure', 'secure')",0.5561767,0.50282806,-0.27948523,-0.32975352,0.3574272,0.1727873,0.1846399
11,0.78559065,0.4710096,"('unhelpful', 'helpful')",-0.18159589,-0.2438665,2.0784726,2.0322256,0.8941558,0.7531229,0.1410329
80,0.77449954,0.46825033,"('dominated', 'dominating')",0.76169276,0.5442164,-0.97423947,-1.1511428,0.1873176,-0.0462254,0.233543
25,-0.7706236,-0.6448243,"('egoistic', 'altruistic')",0.42892724,0.55212015,1.3312367,1.4120882,0.3298468,0.4397947,-0.1099479
10,0.7407389,0.016412515,"('unsympathetic', 'sympathetic')",0.3565349,0.3258638,0.06180718,0.034419198,0.3863603,0.1255652,0.2607951
53,-0.72801614,-0.98473597,"('uncreative', 'creative')",0.63031065,0.3373137,1.0653461,0.9654092,0.3225469,0.1059957,0.2165512
24,0.7220195,0.49975002,"('dishonest', 'honest')",-0.3059392,-0.12334448,0.39965987,0.58245456,0.2719134,0.31962,-0.0477066
