,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-1.9273301,-1.7351387,"('unsympathetic', 'sympathetic')",0.73805636,-0.13811591,-0.5946369,-0.9366273,0.3419904
57,-1.6989211,-1.8175097,"('unimaginative', 'imaginative')",-2.6645942,-2.9662836,-2.1817577,-2.3918967,0.210139
69,1.5624639,1.320781,"('lazy', 'industrious')",-1.490562,-0.6706485,0.035951,0.3250662,-0.2891152
0,-1.3200756,-1.4836073,"('unsociable', 'sociable')",0.3664011,-0.3197968,-0.4768373,-0.901702,0.4248647
71,1.3167851,1.4456627,"('diffident', 'self-confident')",0.24870476,0.38422915,0.7827449,0.914946,-0.1322011
55,-1.2320144,-1.220263,"('incompetent', 'clever')",0.94108415,0.41625243,-0.1454651,-0.4020053,0.2565402
65,-1.2103176,-1.3419265,"('insecure', 'secure')",0.4993316,0.10134652,-0.355493,-0.62029,0.264797
45,-1.148611,-1.0977563,"('incompetent', 'competent')",0.5787614,0.23053215,-0.2849248,-0.433612,0.1486872
58,-1.1027246,-1.1761898,"('undiscriminating', 'discriminating')",0.38712442,-0.0074518975,-0.3578001,-0.5918208,0.2340207
33,1.057048,1.1192153,"('wrong', 'right')",-1.2456522,-0.868952,-0.0943021,0.1251316,-0.2194337
86,-1.052772,-0.99981886,"('uninfluential', 'influential')",0.13377516,-0.18051532,-0.4594984,-0.5901671,0.1306687
72,-0.97180736,-0.707196,"('unambitious', 'ambitious')",-0.4753051,-0.39239085,-0.7235562,-0.5497934,-0.1737628
5,0.9699507,1.1693289,"('distant', 'outgoing')",-0.81342214,-0.36414742,0.0782643,0.4025908,-0.3243265
1,-0.96418023,-0.62072355,"('unfriendly', 'friendly')",1.2378983,1.0205535,0.1368591,0.199915,-0.0630559
73,0.95592636,1.1508768,"('helpless', 'self-reliant')",-4.0220475,-3.2215085,-1.5330606,-1.0353159,-0.4977447
67,0.9133057,0.83313596,"('doubtful', 'determined')",-0.11827398,-0.22255526,0.3975159,0.3052903,0.0922256
48,-0.8859348,-0.68879145,"('unintelligent', 'intelligent')",1.0967493,0.9180518,0.1054072,0.1146302,-0.009223
14,-0.8517781,-1.1432003,"('antisocial', 'social')",0.0070883585,-0.46447626,-0.4223449,-0.8038383,0.3814934
22,-0.8475625,-1.0593736,"('untrustworthy', 'trustworthy')",-0.8310266,-1.1258672,-0.8392946,-1.0926204,0.2533258
13,-0.82059246,-0.72896755,"('impolite', 'polite')",0.102068245,-0.35763466,-0.3592621,-0.5433011,0.184039
15,0.81043833,0.82690364,"('boring', 'funny')",-0.21663858,0.037984163,0.2968999,0.4324439,-0.135544
8,-0.8048965,-0.39820933,"('unaffectionate', 'affectionate')",0.3061287,0.29469302,-0.2493839,-0.0517582,-0.1976257
28,-0.7769778,-0.8289886,"('disloyal', 'loyal')",1.5336796,0.98568517,0.3783509,0.0783483,0.3000026
46,-0.76762867,-0.99300504,"('uncompetitive', 'competitive')",-0.035418916,-0.49676144,-0.4015238,-0.7448832,0.3433594
3,-0.75816053,-0.92725974,"('repellent', 'pleasant')",0.8834792,0.6407919,0.0626593,-0.1432339,0.2058932
82,-0.7305161,-0.7169193,"('poor', 'rich')",6.796098,6.4661922,3.0327911,2.8746364,0.1581547
50,0.7255038,0.51019186,"('clumsy', 'skillful')",0.47267893,0.29267985,0.5990914,0.4014359,0.1976555
42,0.690539,0.4200408,"('unreliable', 'reliable')",-1.9198148,-2.1846075,-0.6146379,-0.8822833,0.2676454
51,-0.6771869,-0.8031556,"('uneducated', 'educated')",0.836825,0.6516326,0.0798191,-0.0757615,0.1555806
6,0.66626805,0.9590624,"('distant', 'open')",-0.7308001,-0.6729648,-0.032266,0.1430488,-0.1753148
44,0.66430146,0.5668001,"('prejudiced', 'unprejudiced')",-1.3553404,-1.2663047,-0.3455195,-0.3497523,0.0042328
32,0.59700066,0.78145367,"('unkind', 'kind')",1.580396,1.2023644,1.0886984,0.991909,0.0967894
39,0.58474725,0.5749478,"('exploitative', 'cooperative')",0.030993411,0.08984125,0.3078703,0.3323945,-0.0245242
68,-0.5666666,-0.75072324,"('dependent', 'independent')",-0.63164145,-0.5944245,-0.599154,-0.6725739,0.0734199
36,-0.5661504,-0.5852208,"('hostile', 'amicable')",-0.90914524,-0.77951556,-0.7376478,-0.6823682,-0.0552796
2,0.5553309,0.5224108,"('unlikable', 'likable')",0.76861924,0.87790203,0.661975,0.7001565,-0.0381815
75,0.54103035,0.38812143,"('meek', 'impulsive')",-1.1087747,-0.69483757,-0.2838722,-0.1533581,-0.1305141
24,-0.5245787,-0.16999008,"('dishonest', 'honest')",1.4699944,1.2606975,0.4727079,0.5453537,-0.0726458
