,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
85,0.5236943,0.82083106,"('insignificant', 'prestigious')",-0.9273098,-0.6321493,-0.2018078,0.0943409,-0.2961487
59,0.51025045,0.73712003,"('foolish', 'wise')",-0.49450904,0.080920145,0.0078707,0.4090201,-0.4011494
34,0.4691951,0.58327323,"('mean', 'honorable')",5.8944054,5.716857,3.1818001,3.1500652,0.0317349
62,-0.4495926,-0.13847414,"('incompetent', 'brilliant')",0.5830477,0.88738734,0.0667275,0.3744566,-0.3077291
26,-0.42495117,-0.4385365,"('hardhearted', 'benevolent')",1.6221291,1.4448655,0.5985889,0.5031645,0.0954244
27,0.40349197,0.43893176,"('hardhearted', 'softhearted')",1.5104862,1.0244458,0.9569891,0.7316887,0.2253004
4,0.3969808,0.34655738,"('disliked', 'liked')",-6.8243074,-6.15719,-3.2136633,-2.9053164,-0.3083469
56,0.36696416,0.7840745,"('impractical', 'practical')",-0.18033235,-0.0925879,0.0933159,0.3457433,-0.2524274
25,0.35962468,0.4579416,"('egoistic', 'altruistic')",0.6521579,0.74837893,0.5058913,0.6031603,-0.097269
41,-0.3533388,-0.3584664,"('unforgiving', 'forgiving')",-0.010026112,-0.14404707,-0.1816825,-0.2512567,0.0695742
88,-0.34656468,-0.27160177,"('low', 'eminent')",-0.123276584,-0.15332653,-0.2349206,-0.2124642,-0.0224564
53,-0.34597683,-0.47477126,"('uncreative', 'creative')",0.92783916,0.35845503,0.2909312,-0.0581581,0.3490893
37,0.32986546,0.13868454,"('fake', 'genuine')",0.61093044,0.23536576,0.4703979,0.1870252,0.2833727
30,-0.31087002,-0.21912763,"('intolerant', 'tolerant')",0.9994569,0.7938602,0.3442934,0.2873663,0.0569271
43,-0.30891067,-0.18511568,"('irresponsible', 'responsible')",1.2896347,0.7227107,0.490362,0.2687975,0.2215645
64,-0.30780688,-0.58497983,"('shy', 'confident')",-6.175674,-5.664776,-3.2417405,-3.1248779,-0.1168626
21,-0.28754774,-0.372233,"('immoral', 'moral')",-0.018997263,-0.2528883,-0.1532725,-0.3125606,0.1592881
52,-0.28672838,-0.264453,"('irrational', 'rational')",-0.59889185,-0.47768098,-0.4428101,-0.371067,-0.0717431
70,-0.28422108,-0.5023732,"('lethargic', 'energetic')",1.1767217,0.65208197,0.4462503,0.0748544,0.3713959
11,0.26863205,0.09705603,"('unhelpful', 'helpful')",2.7364147,2.4104974,1.5025234,1.2537768,0.2487466
9,-0.2681211,0.17072695,"('unaffectionate', 'caring')",1.081541,1.1037732,0.4067099,0.6372501,-0.2305402
83,0.26391158,0.26918253,"('powerless', 'powerful')",-1.0601034,-1.1155447,-0.3980959,-0.4231811,0.0250852
12,0.2606901,0.48507512,"('unsupportive', 'supportive')",-1.5116915,-1.4801939,-0.6255007,-0.4975594,-0.1279413
20,-0.25325403,-0.46502256,"('rough', 'thoughtful')",0.82904935,0.45451662,0.2878976,-0.005253,0.2931506
17,-0.23559006,-0.20547833,"('nasty', 'nice')",-1.0249492,-0.7361377,-0.6302696,-0.470808,-0.1594616
79,0.23258924,0.4260833,"('wavering', 'unwavering')",-0.6098104,-0.39107174,-0.1886106,0.0175058,-0.2061164
19,0.23154981,0.48041418,"('inhospitable', 'hospitable')",-0.52865195,-0.059936322,-0.1485511,0.2102389,-0.35879
54,-0.18926822,0.037706606,"('incapable', 'capable')",0.60107434,0.76303774,0.2059031,0.4003722,-0.1944691
66,0.16277218,-0.15318865,"('inactive', 'active')",0.67232794,0.6030371,0.4175501,0.2249242,0.1926259
80,0.1617209,0.016990192,"('dominated', 'dominating')",-0.22009009,-0.43888757,-0.0291846,-0.2109487,0.1817641
74,-0.14112574,-0.062232528,"('undedicated', 'dedicated')",0.074509315,-0.26598826,-0.0333082,-0.1641104,0.1308022
84,0.13641797,0.1829778,"('inferior', 'superior')",0.59262854,1.0686904,0.3645233,0.6258341,-0.2613108
81,-0.13598925,-0.4242572,"('submissive', 'aggressive')",0.046009786,-0.10434186,-0.0449897,-0.2642995,0.2193098
7,-0.12830713,-0.14440124,"('insensitive', 'sensitive')",1.0884413,0.58031446,0.4800671,0.2179566,0.2621105
87,0.120455645,0.14062287,"('unsuccessful', 'successful')",0.56942225,0.92477095,0.3449389,0.5326969,-0.187758
77,0.11797021,-0.07630166,"('unmotivated', 'motivated')",-1.0270418,-0.8995741,-0.4545358,-0.4879379,0.0334021
60,-0.115033165,0.19253094,"('inefficient', 'efficient')",0.7019149,0.6375674,0.2934409,0.4150492,-0.1216083
18,-0.108831,-0.14824395,"('disagreeable', 'welcoming')",-0.38270324,-0.5556896,-0.2457671,-0.3519668,0.1061997
76,-0.09489873,-0.2502822,"('anxious', 'daring')",0.76132965,0.058974244,0.3332155,-0.095654,0.4288695
38,-0.09352345,0.26042396,"('untruthful', 'truthful')",0.12153468,0.4388518,0.0140056,0.3496379,-0.3356323
23,-0.09080248,-0.017128434,"('insincere', 'sincere')",6.396067,5.6806235,3.1526322,2.8317475,0.3208847
47,-0.087525144,0.020272119,"('stupid', 'smart')",5.5346155,5.1464243,2.7235451,2.5833483,0.1401968
31,-0.08457376,-0.13562143,"('evil', 'good')",-1.562536,-1.2720824,-0.8235549,-0.7038519,-0.119703
16,-0.08280381,-0.45363995,"('unpopular', 'popular')",0.13489999,0.13633667,0.0260481,-0.1586516,0.1846997
49,0.07964906,0.2845485,"('unable', 'able')",-0.3583225,0.03690911,-0.1393367,0.1607288,-0.3000655
78,-0.070191965,-0.0410665,"('nonresilient', 'resilient')",0.3541053,0.29237366,0.1419567,0.1256536,0.0163031
61,-0.06888209,-0.29533353,"('illogical', 'logical')",0.93000907,0.41045848,0.4305635,0.0575625,0.373001
63,0.06848398,-0.042555682,"('unperceptive', 'insightful')",1.2405769,0.9813497,0.6545304,0.469397,0.1851334
29,0.024379885,0.050281763,"('unfair', 'fair')",-0.3228954,-0.30428112,-0.1492578,-0.1269997,-0.0222581
40,0.008385911,-0.04532883,"('stingy', 'generous')",-1.8472427,-2.1718566,-0.9194284,-1.1085927,0.1891643
35,0.006276466,0.1240738,"('corrupt', 'incorrupt')",-1.3330836,-0.8205848,-0.6634036,-0.3482555,-0.3151481
