,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
50,1.5016158,1.4585028,"('clumsy', 'skillful')",0.71221244,0.7062071,0.3869675,0.17260702,0.379752,0.2549016,0.7451369,0.6480546,0.0970823
35,1.4879906,1.4859217,"('corrupt', 'incorrupt')",0.36493352,0.55267715,-1.0822003,-1.1288127,0.14385171,0.053283177,0.2286439,0.2407674,-0.0121235
63,-1.4619823,-1.441556,"('unperceptive', 'insightful')",-0.64918053,-0.77464604,1.4337846,1.508057,0.8938534,0.8732894,0.0541188,0.0412861,0.0128327
12,-1.4421943,-1.2386394,"('unsupportive', 'supportive')",0.13646421,0.088010035,-0.045106575,0.045994997,-1.5541934,-1.548926,-0.7262575,-0.66339,-0.0628675
46,-1.4388689,-1.1195242,"('uncompetitive', 'competitive')",-0.99025345,-1.0950818,1.0353196,1.2576535,-0.2937489,-0.27340496,-0.4218879,-0.3075894,-0.1142985
72,-1.4273105,-1.3982669,"('unambitious', 'ambitious')",-0.43648252,-0.44906795,-0.39237866,-0.39872986,-1.4424762,-1.2186195,-0.924662,-0.866171,-0.058491
45,-1.4189395,-1.2390629,"('incompetent', 'competent')",-0.7773839,-0.8383529,0.35753354,0.3297625,-0.28128222,-0.2407634,-0.530018,-0.4971042,-0.0329138
55,-1.3793514,-1.2679193,"('incompetent', 'clever')",-0.6645544,-0.7389833,0.30844855,0.46146053,-0.1402606,0.08637717,-0.4689294,-0.3647662,-0.1041632
77,-1.3385376,-1.1444994,"('unmotivated', 'motivated')",-0.3955288,-0.44684517,0.74813366,1.0285884,-1.2464806,-1.3164792,-0.5581033,-0.4698088,-0.0882945
53,-1.3305335,-1.2150694,"('uncreative', 'creative')",-1.5783314,-1.5796347,0.335001,0.3795534,1.2769784,1.2465265,-0.3242214,-0.292156,-0.0320654
21,-1.320976,-1.3353786,"('immoral', 'moral')",-0.10133083,-0.2841224,0.5550385,0.66777575,-0.74424314,-0.6942191,-0.4028779,-0.4114861,0.0086082
3,-1.2978324,-1.2282996,"('repellent', 'pleasant')",-1.5420122,-1.6032307,0.5077609,0.53074056,0.3234121,0.41423768,-0.5021679,-0.471638,-0.0305299
24,-1.2557392,-1.2810967,"('dishonest', 'honest')",-0.20469347,-0.26241064,-0.72257495,-0.85090584,0.40940735,0.71594083,-0.4434001,-0.4196181,-0.023782
59,1.2443657,1.3456652,"('foolish', 'wise')",0.5317319,0.5772611,-0.19459368,-0.44823912,0.5095643,0.38896975,0.5227671,0.4659142,0.0568529
23,-1.1959172,-1.3235713,"('insincere', 'sincere')",-0.16647369,-0.3233315,-0.2308722,-0.39192802,5.1910486,5.508814,0.8994464,0.8674958,0.0319506
8,-1.1841236,-1.1104666,"('unaffectionate', 'affectionate')",-0.34396103,-0.3038596,-0.5985,-0.7812044,0.66479534,0.76496786,-0.3654473,-0.3576407,-0.0078066
13,-1.1432548,-1.3536556,"('impolite', 'polite')",0.1920083,0.097489335,0.4961038,0.45277384,-0.16805004,-0.103704184,-0.1557982,-0.2267742,0.070976
9,-1.1145496,-0.9825736,"('unaffectionate', 'caring')",-0.39212552,-0.40386885,0.25360036,0.084302396,1.2807089,1.317953,0.0069085,0.0039532,0.0029553
38,-1.0650156,-1.0507323,"('untruthful', 'truthful')",-0.0795992,-0.104936294,-1.0557523,-1.1532745,-0.04688075,-0.021286298,-0.5618119,-0.5825573,0.0207454
14,-1.0123938,-1.0417533,"('antisocial', 'social')",-0.20352228,-0.20037365,1.9814355,2.0857112,-0.6905006,-0.47326782,0.0187547,0.0925791,-0.0738244
85,0.99801683,1.0705616,"('insignificant', 'prestigious')",0.4695434,0.47899145,0.08545165,-0.29708454,1.0090259,0.7151727,0.6405095,0.4919103,0.1485992
44,0.9585375,0.85161406,"('prejudiced', 'unprejudiced')",0.11156529,0.15008312,-0.5184296,-0.6257694,-1.5244387,-1.4834492,-0.2431914,-0.2768804,0.033689
81,-0.94915164,-1.0276518,"('submissive', 'aggressive')",-0.25155872,-0.41656113,0.6487053,0.61275196,-1.154804,-0.9748042,-0.4267023,-0.4515663,0.024864
22,-0.88473636,-0.9411382,"('untrustworthy', 'trustworthy')",-0.29566377,-0.43364227,0.33941963,0.46250394,-0.90184116,-0.85589856,-0.4357054,-0.4420438,0.0063384
30,-0.86905026,-1.0106821,"('intolerant', 'tolerant')",0.019856064,-0.19178034,1.5008355,1.3556563,1.0642024,1.0712591,0.4289609,0.3061132,0.1228477
7,-0.86491585,-0.89791363,"('insensitive', 'sensitive')",-0.31787068,-0.31901243,0.43180934,0.54814565,0.581887,0.78394175,-0.0422725,0.0287903,-0.0710628
51,-0.84596735,-0.6820749,"('uneducated', 'educated')",-0.49323544,-0.54752916,0.69101256,0.71953595,0.29615533,0.35269037,-0.0880087,-0.0393444,-0.0486643
43,-0.75682276,-0.6063474,"('irresponsible', 'responsible')",-0.021221755,-0.052805737,-0.15222585,-0.11349516,0.39858767,0.6486766,-0.1329207,-0.0309929,-0.1019278
26,-0.7213014,-0.707854,"('hardhearted', 'benevolent')",0.35763973,0.37830406,1.823457,1.6409761,2.0048816,1.8816537,0.8661692,0.79827,0.0678992
32,-0.7105406,-0.74282306,"('unkind', 'kind')",0.833161,0.8292716,0.8167524,0.83674574,1.0999225,1.1966237,0.5098238,0.5299545,-0.0201307
82,-0.67593324,-0.6478404,"('poor', 'rich')",-0.69644046,-0.83149457,0.95680726,0.7801886,5.8298354,6.1143413,1.3535672,1.3537987,-0.0002315
78,-0.675319,-0.38134682,"('nonresilient', 'resilient')",0.014502034,0.10463466,0.32474023,0.5054741,0.3310479,0.19145645,-0.0012572,0.1050546,-0.1063118
61,-0.666559,-0.65922946,"('illogical', 'logical')",-0.60631585,-0.5953829,0.022360297,0.117761046,0.28640285,0.3316944,-0.2410279,-0.2012893,-0.0397386
76,-0.6635236,-0.6767207,"('anxious', 'daring')",-0.73599416,-0.7741465,0.8269327,1.0231831,0.17626047,0.24452716,-0.0990811,-0.0457892,-0.0532919
62,-0.66348296,-0.7138616,"('incompetent', 'brilliant')",-0.52308166,-0.63826424,0.43701938,0.53878695,-0.3033103,-0.18085442,-0.2632139,-0.2485483,-0.0146656
88,-0.65777767,-0.8062432,"('low', 'eminent')",0.20406315,0.10496923,0.25988856,-0.039484568,0.4415803,0.30783454,0.0619386,-0.108231,0.1701696
33,0.64074206,0.671217,"('wrong', 'right')",1.0112797,1.08859,0.4085093,0.39573598,-0.43127826,-0.49482653,0.4073132,0.4151791,-0.0078659
74,-0.6233418,-0.30199996,"('undedicated', 'dedicated')",-0.09909126,-0.06923189,0.09134839,0.20255774,0.3235435,0.28360054,-0.0768853,0.0287316,-0.1056169
16,0.56769234,0.68963283,"('unpopular', 'popular')",-0.0028394982,0.015162963,-0.49865824,-0.71076995,0.6160061,0.51559347,0.1705502,0.1274048,0.0431454
42,0.5634409,0.76697403,"('unreliable', 'reliable')",0.36825863,0.37480047,1.2784345,1.4478498,-2.3750193,-2.4938624,-0.0412213,0.0239405,-0.0651618
39,0.5515218,0.3586232,"('exploitative', 'cooperative')",0.674677,0.6802204,0.29140407,0.21357916,-0.06038542,-0.0060842447,0.3643044,0.3115847,0.0527197
27,-0.52079874,-0.35953626,"('hardhearted', 'softhearted')",-0.6730905,-0.6127907,0.6350906,0.87138575,1.5191084,1.6101795,0.2400774,0.3773096,-0.1372322
87,0.49701366,0.6109203,"('unsuccessful', 'successful')",0.14939481,0.18460032,0.9988773,1.0925303,0.5290784,0.4006743,0.543591,0.5721813,-0.0285903
40,-0.48879078,-0.34961626,"('stingy', 'generous')",0.008331435,0.04363491,0.32798,0.3377679,-1.2791957,-1.2733814,-0.3579187,-0.3103987,-0.04752
67,0.4641259,0.5757621,"('doubtful', 'determined')",0.47263858,0.57854956,0.75802773,0.87284446,-0.75591004,-0.6599625,0.2347206,0.3417984,-0.1070778
84,0.4571681,0.46404862,"('inferior', 'superior')",0.24043615,0.24586213,0.25498945,0.32252508,0.83299005,0.77897084,0.4463959,0.4528517,-0.0064558
31,-0.44459942,-0.42975828,"('evil', 'good')",-0.40300262,-0.27120993,-1.4930797,-1.5939392,-0.89069796,-0.94550514,-0.8078449,-0.8101031,0.0022582
49,-0.44372156,-0.47314823,"('unable', 'able')",-0.025902338,-0.0628444,-0.533662,-0.49667546,-0.466564,-0.38706267,-0.3674625,-0.3549327,-0.0125298
58,-0.4420602,-0.26195404,"('undiscriminating', 'discriminating')",-1.2377831,-1.3238554,0.7451474,0.6080817,0.13807549,0.012965138,-0.1991551,-0.2411907,0.0420356
18,-0.42153016,-0.46053225,"('disagreeable', 'welcoming')",-0.441975,-0.4115514,0.14763564,0.13653553,-0.07702035,0.008581527,-0.1982225,-0.1817417,-0.0164808
25,-0.40220872,-0.45071882,"('egoistic', 'altruistic')",0.4105843,0.5189841,0.662481,0.49707448,1.7031649,1.5596106,0.5935054,0.5312376,0.0622678
70,-0.3346717,-0.09829798,"('lethargic', 'energetic')",-0.4070571,-0.44298345,1.2302545,1.3527297,0.73224217,0.9369103,0.305192,0.4370896,-0.1318976
2,0.32825688,0.294142,"('unlikable', 'likable')",0.59393424,0.5463128,2.0786195,1.9129324,0.9509522,0.92627555,0.9879407,0.9199157,0.068025
20,-0.31153885,-0.17263627,"('rough', 'thoughtful')",-0.06974403,-0.03957183,0.54406446,0.63439083,1.2740471,1.3044579,0.3592072,0.4316602,-0.072453
60,-0.30231076,-0.36587808,"('inefficient', 'efficient')",0.34024572,0.20501235,0.57956976,0.7983072,-0.35224637,-0.12108682,0.0663146,0.1290887,-0.0627741
71,0.2970858,0.45481554,"('diffident', 'self-confident')",1.4006577,1.5699013,1.0145077,1.0248401,0.5859579,0.6364043,0.8245523,0.9214903,-0.096938
56,-0.2702692,-0.22056895,"('impractical', 'practical')",0.84167516,0.7584106,0.07998903,0.22684824,-0.3210737,-0.28871065,0.0825803,0.1189948,-0.0364145
66,0.2529881,0.4298799,"('inactive', 'active')",-0.78476304,-0.5994734,1.0972965,1.1164758,1.4025381,1.2961382,0.4920149,0.5607551,-0.0687402
34,-0.24235673,-0.3725396,"('mean', 'honorable')",-0.19061865,-0.3379914,-0.027111962,-0.044727672,6.019204,6.229588,1.3897792,1.3685824,0.0211968
83,-0.23325197,-0.03155586,"('powerless', 'powerful')",-0.23636946,-0.18929946,0.05401805,0.33773082,-0.87944865,-0.7241308,-0.323763,-0.1518138,-0.1719492
79,-0.2214152,-0.14461994,"('wavering', 'unwavering')",0.06491541,0.13618395,-1.9087056,-1.9819651,-0.1262368,-0.22506957,-0.5478605,-0.5538676,0.0060071
5,0.21951649,0.3167795,"('distant', 'outgoing')",-0.30535555,-0.16088143,-0.9270315,-1.051474,-0.04344798,-0.117374375,-0.2640796,-0.2532376,-0.010842
29,0.20933168,0.35125047,"('unfair', 'fair')",-0.43685257,-0.31590146,-0.7030779,-0.4997568,-0.55050313,-0.41362974,-0.3702755,-0.2195094,-0.1507661
4,0.20620473,0.4333801,"('disliked', 'liked')",0.040832594,0.08971312,-0.007686451,0.012181509,-5.5838428,-6.125877,-1.336123,-1.3976505,0.0615275
6,-0.20502879,-0.044775866,"('distant', 'open')",-0.300775,-0.12566239,-1.2307277,-1.332838,0.8686587,0.7746431,-0.2169682,-0.1821583,-0.0348099
52,0.19444329,0.19659829,"('irrational', 'rational')",-0.19462356,-0.111497276,-1.0307084,-1.2743138,0.16933498,-0.046538133,-0.2153884,-0.3089377,0.0935493
65,-0.17477107,-0.39138502,"('insecure', 'secure')",-0.82584864,-0.95178217,0.46615368,0.52430123,-0.49696624,-0.38653803,-0.257858,-0.301351,0.043493
80,0.1396023,0.24587166,"('dominated', 'dominating')",-0.5389217,-0.5534218,0.54291683,0.79244024,-1.4857813,-1.3909329,-0.335546,-0.2265107,-0.1090353
68,0.1252112,-0.0038397014,"('dependent', 'independent')",-1.3731179,-1.4542105,-0.5495352,-0.4293456,-0.64551175,-0.56926906,-0.6107384,-0.6141663,0.0034279
36,0.10470034,0.2684705,"('hostile', 'amicable')",-0.123127095,-0.0031622434,-0.9393181,-1.1558754,0.75947285,0.48744476,-0.049568,-0.1007806,0.0512126
47,0.07776306,0.0995847,"('stupid', 'smart')",1.1312972,1.1507077,0.946512,0.79748917,5.317592,5.584725,1.8682911,1.9081266,-0.0398355
64,0.07107401,0.1359912,"('shy', 'confident')",-0.37978798,-0.4267347,0.68692803,0.8886365,-6.429552,-6.6605983,-1.5128345,-1.5156763,0.0028418
54,-0.06255095,0.033031195,"('incapable', 'capable')",0.1486162,0.21234961,0.19013983,0.25034812,0.7471685,0.87762827,0.2558434,0.3433393,-0.0874959
37,-0.049778365,-0.12765186,"('fake', 'genuine')",0.1389544,0.121920764,0.30251086,0.31284595,0.6945828,0.83049,0.2715674,0.2844012,-0.0128338
15,0.04273542,-0.09544717,"('boring', 'funny')",0.84588426,0.83593214,-0.9574909,-0.9793528,0.45613292,0.32925606,0.0968154,0.0225971,0.0742183
17,-0.03666424,-0.21188724,"('nasty', 'nice')",0.06652713,0.08354345,-0.9890949,-1.1976011,-0.45202023,-0.5752191,-0.3528131,-0.475291,0.1224779
75,-0.028598003,-0.06431099,"('meek', 'impulsive')",-0.3888427,-0.4066977,-0.51891994,-0.63518137,-0.35579735,-0.48711643,-0.3230395,-0.3983266,0.0752871
19,-0.0056170635,0.090030774,"('inhospitable', 'hospitable')",-0.839276,-0.8718921,-0.7954674,-0.9004145,-0.008901158,-0.027186956,-0.4123154,-0.4273657,0.0150503
