,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
8,-1.7806854,-1.8303075,"('unaffectionate', 'affectionate')",-0.113948196,-0.19372237,-0.9473168,-1.0120149,0.0646981
43,-1.5406107,-1.7013799,"('irresponsible', 'responsible')",0.10022946,0.051674545,-0.7201906,-0.8248527,0.1046621
0,-1.4678091,-1.8215932,"('unsociable', 'sociable')",0.15895957,-0.12950665,-0.6544248,-0.9755499,0.3211251
1,-1.3987615,-1.5380397,"('unfriendly', 'friendly')",1.2294021,0.9522013,-0.0846797,-0.2929192,0.2082395
10,-1.2384728,-1.4666332,"('unsympathetic', 'sympathetic')",-0.029149188,-0.20206158,-0.633811,-0.8343474,0.2005364
9,-1.2313069,-1.2328992,"('unaffectionate', 'caring')",0.69446546,0.7512582,-0.2684207,-0.2408205,-0.0276002
38,-1.1479216,-1.1194321,"('untruthful', 'truthful')",0.038095172,0.078689925,-0.5549132,-0.5203711,-0.0345421
73,1.1329609,1.1260928,"('helpless', 'self-reliant')",-3.3352196,-3.3266566,-1.1011293,-1.100282,-0.0008473
32,-1.0478976,-1.1180065,"('unkind', 'kind')",0.49906662,0.35437244,-0.2744155,-0.381817,0.1074015
41,-1.0303255,-1.1288319,"('unforgiving', 'forgiving')",-0.17028688,-0.39862862,-0.6003062,-0.7637302,0.163424
53,-1.015846,-1.0558633,"('uncreative', 'creative')",0.69843537,0.5289576,-0.1587053,-0.2634528,0.1047475
39,0.8864292,1.0632371,"('exploitative', 'cooperative')",-0.45021725,-0.2139035,0.218106,0.4246668,-0.2065608
57,-0.8782629,-1.0738037,"('unimaginative', 'imaginative')",-2.921402,-3.1714716,-1.8998325,-2.1226377,0.2228052
72,-0.8680621,-0.8101291,"('unambitious', 'ambitious')",-0.5018337,-0.46510914,-0.6849478,-0.6376191,-0.0473287
27,-0.86126554,-0.81052184,"('hardhearted', 'softhearted')",0.65608597,0.61762285,-0.1025898,-0.0964495,-0.0061403
18,-0.8611231,-0.72269255,"('disagreeable', 'welcoming')",-0.5206018,-0.7121254,-0.6908624,-0.717409,0.0265466
54,-0.8289794,-0.88609076,"('incapable', 'capable')",0.41946128,0.74902636,-0.204759,-0.0685322,-0.1362268
86,-0.8213184,-1.0679218,"('uninfluential', 'influential')",-0.045693055,-0.3125284,-0.4335057,-0.6902251,0.2567194
19,-0.8090035,-0.9319677,"('inhospitable', 'hospitable')",-0.54842114,-0.45897365,-0.6787123,-0.6954707,0.0167584
13,-0.8063402,-1.0285515,"('impolite', 'polite')",-0.32570726,-0.4205621,-0.5660237,-0.7245568,0.1585331
36,-0.7570033,-0.7907085,"('hostile', 'amicable')",-0.61876315,-0.71708715,-0.6878833,-0.7538978,0.0660145
6,-0.75170225,-0.69932437,"('distant', 'open')",-0.83101195,-0.8212832,-0.7913571,-0.7603038,-0.0310533
17,-0.7383061,-0.70906186,"('nasty', 'nice')",-0.7862729,-0.6658637,-0.7622895,-0.6874628,-0.0748267
11,-0.73430383,-0.928867,"('unhelpful', 'helpful')",2.1375358,2.0095463,0.701616,0.5403396,0.1612764
84,0.70995605,0.59415495,"('inferior', 'superior')",1.028896,1.0676821,0.869426,0.8309186,0.0385074
80,0.69164336,0.6706693,"('dominated', 'dominating')",-0.23320529,-0.035852216,0.229219,0.3174086,-0.0881896
63,-0.67679244,-0.77920806,"('unperceptive', 'insightful')",1.0687104,0.9956032,0.195959,0.1081976,0.0877614
23,-0.66391283,-0.88174057,"('insincere', 'sincere')",5.7202706,5.790035,2.5281789,2.4541471,0.0740318
69,0.6579909,0.8542713,"('lazy', 'industrious')",-0.9805232,-0.8601431,-0.1612662,-0.0029359,-0.1583303
56,0.6437384,0.4069165,"('impractical', 'practical')",0.087038375,-0.032073233,0.3653884,0.1874216,0.1779668
62,0.6352533,0.5875881,"('incompetent', 'brilliant')",0.86271936,1.0209148,0.7489864,0.8042514,-0.055265
7,-0.62946695,-0.7142539,"('insensitive', 'sensitive')",0.3299651,0.23788925,-0.1497509,-0.2381823,0.0884314
83,0.6186398,0.50085044,"('powerless', 'powerful')",-0.6132949,-0.7961857,0.0026725,-0.1476676,0.1503401
12,-0.61464614,-0.5711692,"('unsupportive', 'supportive')",-1.8100424,-1.9378853,-1.2123443,-1.2545272,0.0421829
87,0.61115634,0.5089769,"('unsuccessful', 'successful')",1.3039,1.4879731,0.9575282,0.998475,-0.0409468
45,-0.58607125,-0.8202816,"('incompetent', 'competent')",0.17631224,-0.04170021,-0.2048795,-0.4309909,0.2261114
55,-0.5787511,-0.6990825,"('incompetent', 'clever')",0.43705085,0.3213942,-0.0708501,-0.1888441,0.117994
