,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
23,0.9234868,0.86628807,"('insincere', 'sincere')",-2.4244273,-1.9964416,-1.1801515,-1.1375413,1.0290446,1.0015002,5.6425705,5.7984266,0.7981047,0.9064464,-0.1083417
58,-0.9162902,-0.9728865,"('undiscriminating', 'discriminating')",-1.0274186,-1.0632553,-1.1431144,-1.2089584,0.5767244,0.41625127,0.34431493,0.22350475,-0.4331568,-0.5210689,0.0879121
5,-0.91448146,-1.0473788,"('distant', 'outgoing')",0.7816148,0.55834764,0.73166364,0.5111693,-0.37115824,-0.32387406,0.1365852,0.09122064,0.0728448,-0.042103,0.1149478
19,-0.8846403,-0.88752353,"('inhospitable', 'hospitable')",1.0159626,0.8728345,1.4777161,1.6506654,-0.74586153,-0.5873816,0.05372853,0.02929711,0.1833811,0.2155784,-0.0321973
56,0.8670742,0.9806158,"('impractical', 'practical')",-2.015456,-1.6100087,-0.8435444,-0.77109766,1.2042903,1.236698,-0.16855618,-0.019700706,-0.1912384,-0.0366986,-0.1545398
43,0.8411301,0.7480201,"('irresponsible', 'responsible')",-2.467487,-2.186705,-1.4385585,-1.4214886,-0.027156372,-0.010068916,0.62773365,0.66462606,-0.4928677,-0.4411233,-0.0517444
65,0.8387541,0.76312214,"('insecure', 'secure')",-1.8916222,-1.7012861,-1.6406226,-1.8268905,0.21763115,0.03084332,0.0541623,0.05157306,-0.4843395,-0.5365276,0.0521881
21,0.828385,0.80602163,"('immoral', 'moral')",-0.43313244,-0.03242044,-1.1752853,-1.338184,0.91696286,0.90424025,-0.95114404,-0.88867044,-0.1628428,-0.1098026,-0.0530402
70,0.82781994,0.88306963,"('lethargic', 'energetic')",-2.66389,-2.1175778,-1.7173139,-1.4863626,-0.26139876,-0.01644656,0.6652706,0.86394316,-0.6299024,-0.3746748,-0.2552276
62,0.81796116,1.1300887,"('incompetent', 'brilliant')",-3.0021307,-2.428214,-1.3342454,-1.0151539,0.7446638,1.1830224,-0.0138845295,0.5455476,-0.5575272,-0.1169418,-0.4405854
27,0.8117765,0.7370498,"('hardhearted', 'softhearted')",-0.31364986,-0.26426518,-0.46171993,-0.42315283,-0.6037825,-0.63241905,1.5708933,1.3855028,0.2007035,0.1605431,0.0401604
71,0.79799455,0.64903724,"('diffident', 'self-confident')",-0.7946567,-0.80385154,1.0462347,0.94884485,0.5417099,0.51970786,0.7091582,0.5867726,0.4600882,0.3801022,0.079986
76,0.7932468,1.00887,"('anxious', 'daring')",-1.3488566,-0.7540077,-1.2311021,-1.1758927,0.49069762,0.5954833,0.44762406,0.6398767,-0.169678,0.0628659,-0.2325439
69,-0.7876698,-0.98530346,"('lazy', 'industrious')",2.8482826,2.4336607,2.5298855,2.5289433,0.24973279,0.15439977,-0.3873422,-0.56988245,0.8905777,0.7123636,0.1782141
54,-0.72949,-0.73504794,"('incapable', 'capable')",0.5919386,0.4781298,0.7243926,0.39692187,0.85613304,0.76194966,1.3619899,1.7462442,0.5609928,0.5296395,0.0313533
49,-0.64508086,-0.39764825,"('unable', 'able')",0.2053441,0.5045307,0.6760268,0.75008965,0.39093623,0.3732879,-0.042175733,0.29802144,0.1170101,0.3056563,-0.1886462
1,-0.6027621,-1.0598398,"('unfriendly', 'friendly')",-1.4453071,-1.842475,-0.10935414,-0.66871333,1.7615993,1.1581084,2.1650605,1.897787,0.3538473,-0.1030266,0.4568739
88,-0.58576185,-0.80992323,"('low', 'eminent')",-0.283387,-0.40965134,0.15279566,-0.27811232,0.29056752,0.19314633,0.40237522,0.4720153,-0.0046821,-0.1665051,0.161823
83,-0.57199657,-0.7278223,"('powerless', 'powerful')",-0.20398432,-0.03197454,0.31546816,0.15479174,0.4020074,0.5338035,-1.158221,-0.92026734,-0.2433453,-0.1982938,-0.0450515
10,-0.5374482,-0.5225934,"('unsympathetic', 'sympathetic')",-3.4367552,-2.9299767,-2.6176326,-2.671494,-0.037502974,-0.17910366,-0.34951165,-0.24740636,-1.3957701,-1.3101149,-0.0856552
15,0.51802015,0.5601541,"('boring', 'funny')",1.6469924,1.4670981,2.3790584,2.3219652,1.8465735,1.7533138,0.6460642,0.7795753,1.4073418,1.3764214,0.0309204
81,0.493288,0.66580164,"('submissive', 'aggressive')",-2.8584602,-2.3916888,-1.8246707,-1.6819438,0.26720107,0.3371219,-1.145239,-0.77085197,-1.0135761,-0.7683122,-0.2452639
11,0.49145114,0.6882252,"('unhelpful', 'helpful')",-2.4303188,-2.1555552,-0.9739052,-0.73806185,0.40347856,0.43319398,1.4931005,1.6422534,-0.2032387,-0.0259889,-0.1772498
22,0.48633882,0.58896625,"('untrustworthy', 'trustworthy')",-0.4522559,-0.22347061,-1.3385453,-1.2332362,0.46122286,0.74705315,-1.0008881,-0.8240523,-0.3688255,-0.1889479,-0.1798776
67,0.46842447,0.58613837,"('doubtful', 'determined')",0.17284143,0.36928877,0.50570905,0.65231586,-0.598329,-0.46575803,-0.8498209,-0.69535464,-0.060235,0.0893261,-0.1495611
44,0.44382825,0.23895228,"('prejudiced', 'unprejudiced')",1.9237359,1.7339965,0.27644718,0.28476545,-1.0235838,-0.8575694,-1.0829735,-1.0845964,0.1074908,0.0631097,0.0443811
77,-0.44098675,-0.34421778,"('unmotivated', 'motivated')",-0.52932566,-0.3453433,-0.64201075,-0.9449881,0.4710681,0.4044333,-1.2089863,-1.1887665,-0.4700482,-0.4837765,0.0137283
39,0.43326074,0.09360653,"('exploitative', 'cooperative')",-1.3222774,-1.1234701,-0.46888518,-0.056345835,0.25479504,0.24908839,0.14019369,0.131992,-0.1925826,-0.1410258,-0.0515568
35,-0.42983422,-0.43917835,"('corrupt', 'incorrupt')",3.7846174,3.3620913,2.6300766,2.565097,-1.1027107,-1.1244283,-0.19391407,-0.39210525,0.9376471,0.7942954,0.1433517
3,0.4227931,0.40442333,"('repellent', 'pleasant')",-1.3367952,-1.0829014,-1.7600532,-1.5973141,-0.09943364,-0.015447879,0.27926236,0.26665765,-0.4988453,-0.4049165,-0.0939288
82,-0.42042133,-0.34432793,"('poor', 'rich')",-2.4582138,-2.3370252,-1.4939326,-1.335777,0.17003128,0.37395546,6.2162385,6.3883305,0.4027404,0.5490312,-0.1462908
42,-0.3966968,-0.42156047,"('unreliable', 'reliable')",-0.089499876,0.14399448,-0.12913063,-0.030005604,-0.18445885,0.16090208,-2.3588684,-2.095103,-0.6317309,-0.4483545,-0.1833764
63,0.3930951,0.5388939,"('unperceptive', 'insightful')",-1.6966147,-1.4684361,-0.71783954,-0.6970231,0.08926504,0.2602613,0.8928069,1.0806689,-0.2078575,-0.057127,-0.1507305
57,-0.3900299,-0.3731301,"('unimaginative', 'imaginative')",-1.8753537,-1.7746906,-1.6544402,-1.7490903,0.357834,0.12648079,-2.518866,-2.586513,-1.2161712,-1.2713886,0.0552174
48,0.3883391,0.39133978,"('unintelligent', 'intelligent')",-1.9887836,-1.838046,0.09049013,-0.075614646,1.0460386,1.0908153,0.5425866,0.7396603,0.0157342,0.061631,-0.0458968
12,-0.38150227,-0.15035298,"('unsupportive', 'supportive')",-1.649704,-1.4164658,-0.81495154,-0.66441596,0.2127488,0.66105807,-1.8433373,-1.7021705,-0.8953492,-0.6544694,-0.2408798
30,0.3543195,0.4161417,"('intolerant', 'tolerant')",-2.514231,-2.2424114,-1.1140114,-0.93208236,-0.067639306,0.13393888,0.8244643,0.90145373,-0.5034196,-0.3445919,-0.1588277
64,-0.33789682,-0.4373684,"('shy', 'confident')",-0.226574,-0.19201973,-1.3017452,-1.6602606,-1.383223,-1.3723533,-6.3825088,-6.432561,-1.9263895,-2.0189125,0.092523
87,0.32929674,0.22885084,"('unsuccessful', 'successful')",-0.20918116,-0.14749902,-0.38402027,-0.85458475,0.18347695,0.021616504,0.984502,0.8234273,0.1808149,0.0143622,0.1664527
26,-0.3042247,-0.9686335,"('hardhearted', 'benevolent')",-1.0354004,-1.3294646,0.60869676,0.5632706,1.5737088,1.2262222,1.4424958,1.1311938,0.4570552,0.1245177,0.3325375
60,0.30339515,0.3635761,"('inefficient', 'efficient')",-3.4700272,-2.925374,-2.3493228,-2.1913056,1.3274035,1.3334934,0.108341046,0.48448867,-0.816042,-0.5870243,-0.2290177
61,0.29383573,0.019260433,"('illogical', 'logical')",-1.2757629,-1.3181422,-0.84201074,-1.1966114,0.5436619,0.26606426,0.38319963,0.09569154,-0.1794153,-0.4267475,0.2473322
73,-0.2729944,-0.06403872,"('helpless', 'self-reliant')",1.2859247,1.3479142,0.37360898,0.7222153,-0.74085575,-0.29118162,-3.0150275,-2.7140822,-0.4738688,-0.1998346,-0.2740342
72,0.2619479,0.65935725,"('unambitious', 'ambitious')",-1.3895565,-1.2655344,-1.2373675,-1.0308568,0.41389626,0.78784734,-0.63280785,-0.19823138,-0.5167775,-0.2094836,-0.3072939
9,-0.25423095,-0.47118336,"('unaffectionate', 'caring')",-1.2184342,-1.3233569,0.47077146,0.29026794,1.3859291,1.2769475,1.2549232,1.3596613,0.3277917,0.2264673,0.1013244
66,-0.25339618,-0.6069015,"('inactive', 'active')",1.3866845,1.0737793,0.47898,0.16018417,-0.53768975,-0.6076113,1.0540818,0.74744546,0.4257321,0.1533792,0.2723529
84,0.25245136,0.13131554,"('inferior', 'superior')",0.91639626,1.1311836,-0.14147156,-0.21646821,-0.17650124,-0.20153907,0.9383362,0.9956353,0.3578422,0.3680254,-0.0101832
17,-0.23207542,-0.37759262,"('nasty', 'nice')",-1.7877431,-1.7778664,-0.33821744,-0.17562154,-0.76801485,-0.8754152,-0.5689069,-0.6738493,-0.7389915,-0.776069,0.0370775
29,-0.22334194,-0.37721464,"('unfair', 'fair')",0.3967582,0.31382805,0.5746337,0.5650025,-0.14929694,-0.06033042,-0.26619607,-0.2821793,0.0665114,0.0318212,0.0346902
75,-0.21347973,0.16115588,"('meek', 'impulsive')",1.8674442,1.7076032,0.8634177,1.0468774,0.065316126,0.30704215,-0.57049894,-0.3690965,0.4024399,0.5707164,-0.1682765
53,0.20464322,-0.05775284,"('uncreative', 'creative')",-0.5480891,-0.6296534,-0.13448909,-0.43590778,1.042122,0.7002564,1.1540663,0.9490546,0.3436507,0.1051994,0.2384513
25,-0.1932821,-0.5046452,"('egoistic', 'altruistic')",0.8428053,0.44099307,0.90580684,0.6790512,1.0399102,0.9104212,1.4478436,1.267066,0.8086167,0.5585773,0.2500394
33,0.18394244,0.1591171,"('wrong', 'right')",2.7475731,2.482322,0.7297944,0.5479219,0.6686141,0.79910946,-0.32455894,-0.39023584,0.8010731,0.7196469,0.0814262
32,0.15246938,-0.014089048,"('unkind', 'kind')",-1.296782,-1.1623101,-0.8892466,-0.9235731,0.5044411,0.41536215,0.71760947,0.9424385,-0.1623018,-0.1484343,-0.0138675
86,0.14931372,-0.051402494,"('uninfluential', 'influential')",-2.3815749,-2.268995,-1.5320197,-2.0284204,1.0169828,0.55836356,-0.3700985,-0.6260201,-0.6234793,-0.8832949,0.2598156
40,-0.14145291,-0.19336489,"('stingy', 'generous')",-0.05307775,0.08849266,-1.2795031,-1.1992626,-0.5271404,-0.2853593,-1.543067,-1.6902033,-0.7088482,-0.6559395,-0.0529087
47,0.121316314,0.11753566,"('stupid', 'smart')",-1.6210959,-1.490969,-0.72839725,-0.7111633,0.70905244,0.7530707,5.178302,5.3481565,0.7318355,0.8033261,-0.0714906
51,-0.09492844,-0.16382806,"('uneducated', 'educated')",-0.72789973,-0.41835037,-0.96721184,-0.8661181,-0.7498963,-0.6316733,0.36409813,0.35082564,-0.4351676,-0.3458288,-0.0893388
2,0.09001872,0.14217925,"('unlikable', 'likable')",0.7119523,0.5789213,0.1478985,0.19240886,0.6277986,0.8866332,0.47180802,0.5914023,0.4098952,0.478309,-0.0684138
0,0.059087202,-0.42897487,"('unsociable', 'sociable')",-3.645403,-3.5064926,-1.8232498,-2.1532874,0.4948946,0.14305085,-0.4660606,-0.60979366,-1.0761463,-1.3110995,0.2349532
34,0.056448877,-0.033762965,"('mean', 'honorable')",-0.39401412,-0.35194528,0.30077156,0.32053956,1.2493585,1.2299739,6.0216,6.0142403,1.4468329,1.4358091,0.0110238
78,-0.05480468,0.026406102,"('nonresilient', 'resilient')",-0.1587205,-0.14621758,-0.41188577,-0.62173474,1.2471119,0.96951246,0.53967845,0.48462567,0.2322759,0.1425184,0.0897575
24,-0.054705083,-0.20325483,"('dishonest', 'honest')",-2.9399583,-2.6884124,-1.2183157,-1.0750214,0.20097318,0.47069398,0.5524954,0.74929684,-0.6919022,-0.5493395,-0.1425627
14,0.021015532,-0.35296887,"('antisocial', 'social')",-3.1930554,-2.8918219,-1.8068224,-1.7644334,0.71565455,0.5266981,-1.0639261,-1.183765,-1.0654268,-1.1332582,0.0678314
45,-0.007824577,0.061522797,"('incompetent', 'competent')",-4.002661,-3.5853093,-1.987278,-1.6613815,-0.5812951,-0.33481312,-0.54531217,-0.5012378,-1.4248741,-1.2042439,-0.2206302
