,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
45,-1.9281856,-1.899869,"('incompetent', 'competent')",-0.9006862,-0.9782814,-1.4620678,-1.4771111,-0.29342628,-0.3459089,-1.1460915,-1.1752927,0.0292012
8,-1.7806182,-1.7393931,"('unaffectionate', 'affectionate')",-0.9927412,-1.1949881,1.0802441,1.0765965,-0.14591484,-0.19559285,-0.4597575,-0.5133444,0.0535869
74,1.5028702,1.3598117,"('undedicated', 'dedicated')",0.5992118,0.62199026,0.4355533,0.49305472,-0.6726809,-0.6585542,0.4662386,0.4540756,0.012163
55,-1.3655672,-1.2799911,"('incompetent', 'clever')",-0.9167599,-0.75608414,-1.427552,-1.2384368,0.44117785,0.47015277,-0.8171753,-0.7010899,-0.1160854
36,-1.2627807,-1.1412371,"('hostile', 'amicable')",-0.62977743,-0.7427277,0.09588643,0.123513974,-0.9933651,-0.94130236,-0.6975092,-0.6754383,-0.0220709
49,-1.1637566,-0.97983354,"('unable', 'able')",-1.1828856,-0.9510986,-1.3028955,-1.2214793,-0.5229254,-0.4464342,-1.0431159,-0.8997114,-0.1434045
41,-1.1180487,-0.93267095,"('unforgiving', 'forgiving')",-0.8958471,-0.8898597,-0.8772334,-0.67923856,-0.599679,-0.592725,-0.872702,-0.7736235,-0.0990785
69,1.1176374,0.957734,"('lazy', 'industrious')",1.2714992,1.2296488,1.4086818,1.3671815,-1.0185796,-0.80798244,0.6948097,0.6866454,0.0081643
29,-1.0767244,-0.7610936,"('unfair', 'fair')",-0.97094524,-0.7616596,-0.1479363,0.008956877,-0.3683909,-0.26564002,-0.6409992,-0.4448591,-0.1961401
67,1.0519574,1.1990323,"('doubtful', 'determined')",0.19935338,0.39508957,0.22440977,0.16909239,-0.80351377,-0.8238897,0.1680517,0.2348312,-0.0667795
42,1.0463917,0.93262726,"('unreliable', 'reliable')",1.1455101,1.1336404,-0.1947022,-0.3984154,-2.6403158,-2.550241,-0.1607791,-0.2205971,0.059818
28,1.0179021,0.960283,"('disloyal', 'loyal')",0.4192693,0.3736508,-0.3176606,-0.2565376,0.88320184,0.78922176,0.5006782,0.4666545,0.0340237
66,1.0068971,0.83374876,"('inactive', 'active')",0.50774693,0.45374614,-0.032353744,-0.3396491,0.6219436,0.4997241,0.5260584,0.3618925,0.1641659
75,-1.0049642,-1.1156871,"('meek', 'impulsive')",-0.20977664,-0.34630015,-1.0766071,-1.2495139,-0.7165137,-0.82925296,-0.7519654,-0.8851885,0.1332231
15,-1.0028021,-0.77728456,"('boring', 'funny')",-0.15260135,0.11949678,-0.15800554,0.0768811,-0.5844494,-0.43936124,-0.4744646,-0.255067,-0.2193976
86,-0.97556233,-0.888747,"('uninfluential', 'influential')",-0.46749434,-0.45790017,-0.10034135,0.04314241,-0.14058506,-0.18906167,-0.4209958,-0.3731416,-0.0478542
11,0.9355557,0.7692145,"('unhelpful', 'helpful')",-0.11947406,-0.14618732,-0.97225016,-0.90158,1.5881852,1.5691665,0.3580042,0.3226534,0.0353508
22,-0.91824615,-0.9959314,"('untrustworthy', 'trustworthy')",-0.62486947,-0.5302897,-1.4534662,-1.2403975,-0.95541894,-0.77556676,-0.9880002,-0.8855463,-0.1024539
43,-0.90973735,-0.7736672,"('irresponsible', 'responsible')",-1.4216135,-1.3246176,-1.0967228,-1.0761726,-0.13424149,-0.22753769,-0.8905788,-0.8504987,-0.0400801
60,-0.8732019,-0.6670218,"('inefficient', 'efficient')",-1.3628438,-1.0717676,-1.1976895,-1.0124921,-0.6581931,-0.59433085,-1.0229821,-0.836403,-0.1865791
30,-0.866175,-0.7012837,"('intolerant', 'tolerant')",-0.7833101,-0.6941524,-1.2998066,-1.0814129,-0.7598033,-0.47535795,-0.9272738,-0.7380518,-0.189222
1,-0.86572206,-0.90466493,"('unfriendly', 'friendly')",-1.0402114,-1.184934,1.399565,1.4470588,0.42047554,0.45213512,-0.0214732,-0.0476012,0.026128
4,-0.8278057,-0.70381886,"('disliked', 'liked')",0.35461727,0.29338878,-0.294577,-0.43397522,-7.197966,-7.212508,-1.9914329,-2.0142283,0.0227954
82,-0.80404603,-0.7996066,"('poor', 'rich')",-0.533183,-0.5228179,-0.034924045,0.0068500564,6.4290586,6.3204937,1.2642264,1.2512298,0.0129966
37,-0.79821366,-0.91739625,"('fake', 'genuine')",-0.3071581,-0.39772198,0.15231135,0.12937315,-0.5250651,-0.43286365,-0.3695314,-0.4046522,0.0351208
