,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.73044294,-0.83563226,"('unimaginative', 'imaginative')",-2.376933,-2.4069312,-1.553688,-1.6212817,0.0675937
74,0.69998425,0.6842493,"('undedicated', 'dedicated')",0.083457425,0.18135823,0.3917208,0.4328038,-0.041083
1,-0.692116,-0.7924863,"('unfriendly', 'friendly')",1.7486888,1.5476551,0.5282864,0.3775844,0.150702
73,0.65605927,0.6460206,"('helpless', 'self-reliant')",-2.8822925,-2.8826022,-1.1131166,-1.1182908,0.0051742
82,-0.65197957,-0.42094845,"('poor', 'rich')",5.5942636,5.9574394,2.4711421,2.7682455,-0.2971034
43,0.64530176,0.62603074,"('irresponsible', 'responsible')",0.48732847,0.6991093,0.5663151,0.66257,-0.0962549
49,-0.6320175,-0.42461354,"('unable', 'able')",-0.2681634,-0.06325246,-0.4500905,-0.243933,-0.2061575
86,-0.6201069,-0.78163475,"('uninfluential', 'influential')",-0.15827456,-0.20075156,-0.3891907,-0.4911931,0.1020024
2,0.6106695,0.5451179,"('unlikable', 'likable')",0.536417,0.67147225,0.5735433,0.6082951,-0.0347518
20,0.60993975,0.6695657,"('rough', 'thoughtful')",1.3627368,1.1278118,0.9863383,0.8986887,0.0876496
0,0.5592715,0.11895293,"('unsociable', 'sociable')",-0.1750494,-0.410164,0.1921111,-0.1456055,0.3377166
9,-0.5561813,-0.59240985,"('unaffectionate', 'caring')",0.90548885,0.8892119,0.1746538,0.148401,0.0262528
61,0.5530036,0.27661073,"('illogical', 'logical')",0.34122235,0.27087894,0.447113,0.2737448,0.1733682
59,0.490699,0.47308102,"('foolish', 'wise')",0.42141002,0.2631376,0.4560545,0.3681093,0.0879452
4,-0.48873246,-0.40900052,"('disliked', 'liked')",-6.075988,-6.1743503,-3.2823601,-3.2916753,0.0093152
47,0.47813794,0.43996376,"('stupid', 'smart')",5.1223936,5.4354677,2.8002658,2.9377158,-0.13745
78,-0.45739597,-0.104381844,"('nonresilient', 'resilient')",0.16443054,0.39458233,-0.1464827,0.1451002,-0.2915829
48,0.4495615,0.5216705,"('unintelligent', 'intelligent')",0.901145,0.9807933,0.6753532,0.7512319,-0.0758787
10,0.42154962,0.3674049,"('unsympathetic', 'sympathetic')",-0.5400618,-0.41652048,-0.0592561,-0.0245578,-0.0346983
41,0.41802576,0.25333637,"('unforgiving', 'forgiving')",0.20163418,-0.102757186,0.30983,0.0752896,0.2345404
7,0.4135818,0.3016429,"('insensitive', 'sensitive')",0.47614697,0.5717394,0.4448644,0.4366911,0.0081733
84,0.39525536,0.3637798,"('inferior', 'superior')",1.1201698,1.0008485,0.7577125,0.6823142,0.0753983
24,0.3902628,0.21780476,"('dishonest', 'honest')",0.5695359,0.531743,0.4798993,0.3747739,0.1051254
12,0.38250342,0.6128691,"('unsupportive', 'supportive')",-1.7548729,-1.5681428,-0.6861848,-0.4776368,-0.208548
52,-0.35860056,-0.69527507,"('irrational', 'rational')",0.21266177,-0.15794878,-0.0729694,-0.4266119,0.3536425
27,-0.33488724,-0.43069467,"('hardhearted', 'softhearted')",1.3435909,1.3079559,0.5043518,0.4386306,0.0657212
83,0.32757935,0.3482956,"('powerless', 'powerful')",-0.9136006,-0.7352727,-0.2930107,-0.1934886,-0.0995221
58,-0.30725154,-0.35815513,"('undiscriminating', 'discriminating')",0.1858191,0.12560937,-0.0607162,-0.1162729,0.0555567
18,-0.2835473,-0.3626341,"('disagreeable', 'welcoming')",-0.23539968,-0.38990298,-0.2594735,-0.3762685,0.116795
88,0.2734228,-0.059280887,"('low', 'eminent')",0.53674734,0.5216185,0.4050851,0.2311688,0.1739163
87,0.27197403,0.25331792,"('unsuccessful', 'successful')",0.6802943,0.6800353,0.4761342,0.4666766,0.0094576
69,-0.26626197,-0.07017597,"('lazy', 'industrious')",-0.44663316,-0.5584294,-0.3564476,-0.3143027,-0.0421449
40,0.26557168,0.33971566,"('stingy', 'generous')",-1.2803279,-1.5229189,-0.5073781,-0.5916016,0.0842235
17,-0.25438055,-0.39283407,"('nasty', 'nice')",-0.42152926,-0.633867,-0.3379549,-0.5133505,0.1753956
46,0.24880353,0.40966576,"('uncompetitive', 'competitive')",-0.51891506,-0.44624054,-0.1350558,-0.0182874,-0.1167684
22,0.24664563,0.19758828,"('untrustworthy', 'trustworthy')",-0.726532,-0.9549631,-0.2399432,-0.3786874,0.1387442
68,-0.22519214,-0.3181431,"('dependent', 'independent')",-0.24728346,-0.5068495,-0.2362378,-0.4124963,0.1762585
45,0.22415487,0.21102853,"('incompetent', 'competent')",-0.39150095,-0.26847106,-0.083673,-0.0287213,-0.0549517
80,0.22298935,0.36404502,"('dominated', 'dominating')",-1.5045221,-1.3091118,-0.6407664,-0.4725334,-0.168233
51,0.21974796,-0.057215773,"('uneducated', 'educated')",0.73035574,0.7198373,0.4750519,0.3313108,0.1437411
37,-0.16191238,-0.0058781654,"('fake', 'genuine')",0.20961158,0.3080186,0.0238496,0.1510702,-0.1272206
23,0.16159508,0.10535389,"('insincere', 'sincere')",5.3917437,5.6044784,2.7766693,2.8549161,-0.0782468
33,-0.15222882,-0.22337063,"('wrong', 'right')",-0.6925054,-0.9230169,-0.4223671,-0.5731938,0.1508267
54,-0.14553124,-0.08790794,"('incapable', 'capable')",1.0933638,1.2645607,0.4739163,0.5883264,-0.1144101
38,-0.14314924,0.14741081,"('untruthful', 'truthful')",-0.2165157,0.058128126,-0.1798325,0.1027695,-0.282602
77,-0.13334209,-0.14678575,"('unmotivated', 'motivated')",-1.1575906,-1.1093348,-0.6454663,-0.6280603,-0.017406
85,-0.13311064,-0.123281,"('insignificant', 'prestigious')",0.9265622,0.70351577,0.3967258,0.2901174,0.1066084
34,-0.11362379,-0.02848681,"('mean', 'honorable')",5.9167385,6.1656413,2.9015574,3.0685773,-0.1670199
11,0.10805683,0.063790254,"('unhelpful', 'helpful')",1.5420834,1.7943188,0.8250701,0.9290545,-0.1039844
29,0.10393241,0.18218894,"('unfair', 'fair')",-0.4250595,-0.65477705,-0.1605635,-0.2362941,0.0757306
28,0.10352164,-0.13363098,"('disloyal', 'loyal')",0.93510014,0.8253476,0.5193109,0.3458583,0.1734526
50,-0.06298575,0.16301394,"('clumsy', 'skillful')",0.14299771,0.2889071,0.040006,0.2259605,-0.1859545
15,0.04415563,-0.3126658,"('boring', 'funny')",0.6112663,0.45349583,0.327711,0.070415,0.257296
44,0.002886545,0.1999614,"('prejudiced', 'unprejudiced')",-1.3483077,-1.0981655,-0.6727106,-0.449102,-0.2236086
3,-0.00021263771,-0.010588025,"('repellent', 'pleasant')",0.073297605,-0.042095147,0.0365425,-0.0263416,0.0628841
