,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,2.0014613,1.7504642,"('inefficient', 'efficient')",0.030395182,0.48983562,1.0159283,1.1201499,-0.1042216
39,1.9119868,1.6201758,"('exploitative', 'cooperative')",0.34129837,0.11527913,1.1266426,0.8677275,0.2589151
30,1.688167,1.4501042,"('intolerant', 'tolerant')",1.5737903,1.585991,1.6309786,1.5180476,0.112931
79,-1.5372876,-1.4103112,"('wavering', 'unwavering')",-0.1789756,-0.062590934,-0.8581316,-0.7364511,-0.1216805
6,-1.489336,-1.4336885,"('distant', 'open')",0.056772906,-0.057028726,-0.7162815,-0.7453586,0.0290771
36,-1.3923041,-1.5430624,"('hostile', 'amicable')",0.43112504,-0.090967454,-0.4805895,-0.8170149,0.3364254
31,-1.3916503,-1.2976103,"('evil', 'good')",-0.9540518,-1.3360486,-1.1728511,-1.3168294,0.1439783
14,1.3269925,1.012925,"('antisocial', 'social')",-0.33909667,-0.50421774,0.4939479,0.2543536,0.2395943
53,-1.2535999,-1.1787584,"('uncreative', 'creative')",0.74996376,0.72306085,-0.2518181,-0.2278488,-0.0239693
66,-1.2246318,-1.1190047,"('inactive', 'active')",0.5140458,0.3745023,-0.355293,-0.3722512,0.0169582
19,-1.2212495,-1.3413647,"('inhospitable', 'hospitable')",-0.12567554,-0.17901576,-0.6734625,-0.7601902,0.0867277
62,1.2130746,1.3190867,"('incompetent', 'brilliant')",0.0880034,0.5584021,0.650539,0.9387444,-0.2882054
5,-1.1800536,-1.1865296,"('distant', 'outgoing')",-0.34789324,-0.5102597,-0.7639734,-0.8483946,0.0844212
8,-1.1044003,-1.1485275,"('unaffectionate', 'affectionate')",0.5279058,0.403326,-0.2882472,-0.3726007,0.0843535
21,1.0881958,0.7672176,"('immoral', 'moral')",-0.20833033,-0.23429455,0.4399327,0.2664615,0.1734712
75,-1.0583854,-0.7323798,"('meek', 'impulsive')",-0.6117492,-0.5267038,-0.8350673,-0.6295418,-0.2055255
81,1.0400465,0.84747857,"('submissive', 'aggressive')",-0.76606077,-0.488411,0.1369928,0.1795338,-0.042541
26,0.9801029,0.7350484,"('hardhearted', 'benevolent')",2.0410104,1.8367276,1.5105567,1.285888,0.2246687
65,0.9736352,0.66497606,"('insecure', 'secure')",-0.40413964,-0.32953942,0.2847478,0.1677183,0.1170295
25,-0.96614784,-1.0387726,"('egoistic', 'altruistic')",1.4590601,1.2586247,0.2464561,0.109926,0.1365301
32,0.9646907,0.80798274,"('unkind', 'kind')",0.8997812,1.0152049,0.932236,0.9115938,0.0206422
71,0.9625395,0.91466326,"('diffident', 'self-confident')",0.46756962,0.5414094,0.7150546,0.7280363,-0.0129817
35,-0.9579924,-0.78653675,"('corrupt', 'incorrupt')",0.027511992,-0.28056395,-0.4652402,-0.5335504,0.0683102
16,-0.955366,-0.73510784,"('unpopular', 'popular')",0.21782866,0.20986912,-0.3687687,-0.2626194,-0.1061493
64,0.91338927,0.7273089,"('shy', 'confident')",-6.24965,-6.255933,-2.6681304,-2.764312,0.0961816
56,0.8411181,0.8104261,"('impractical', 'practical')",-0.15897043,0.20370254,0.3410738,0.5070643,-0.1659905
67,0.80904603,0.7008649,"('doubtful', 'determined')",-0.55682504,-0.6019168,0.1261105,0.0494741,0.0766364
63,0.8006634,1.0076457,"('unperceptive', 'insightful')",0.99875736,1.2571131,0.8997104,1.1323794,-0.232669
72,-0.79051787,-0.8163259,"('unambitious', 'ambitious')",-1.262887,-1.1214948,-1.0267024,-0.9689103,-0.0577921
13,0.7857928,0.37397286,"('impolite', 'polite')",-0.30362517,-0.3597739,0.2410838,0.0070995,0.2339843
42,0.7834164,0.8854398,"('unreliable', 'reliable')",-3.163437,-2.8403087,-1.1900103,-0.9774344,-0.2125759
55,0.78136367,0.66239226,"('incompetent', 'clever')",0.18906407,0.20961766,0.4852139,0.436005,0.0492089
76,0.7761453,0.86585593,"('anxious', 'daring')",0.17157003,0.43844151,0.4738576,0.6521487,-0.1782911
70,0.74992377,0.8467334,"('lethargic', 'energetic')",0.54058415,0.94028294,0.645254,0.8935082,-0.2482542
