,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,male-female
5,-1.3636688,-1.0547686,"('distant', 'outgoing')",-0.7755791,-0.39940882,-1.0696239,-0.7270887,-0.3425352
21,1.3196096,0.7532594,"('immoral', 'moral')",0.0788447,-0.24741128,0.6992272,0.2529241,0.4463031
13,1.2568836,0.6960785,"('impolite', 'polite')",0.39142954,-0.08485195,0.8241566,0.3056133,0.5185433
30,1.2396017,0.8001931,"('intolerant', 'tolerant')",1.9793743,1.440183,1.609488,1.120188,0.4893
43,1.1704835,0.8232607,"('irresponsible', 'responsible')",1.363423,0.98376817,1.2669532,0.9035144,0.3634388
1,-1.14056,-1.027036,"('unfriendly', 'friendly')",1.243531,1.5593631,0.0514855,0.2661636,-0.2146781
75,-1.1297175,-1.1002897,"('meek', 'impulsive')",-0.72160864,-0.28185573,-0.9256631,-0.6910727,-0.2345904
14,1.0773135,0.44732767,"('antisocial', 'social')",-0.08169286,-0.8043321,0.4978103,-0.1785022,0.6763125
23,1.0747775,0.74536806,"('insincere', 'sincere')",6.816425,6.415889,3.9456012,3.5806284,0.3649728
32,1.0658389,0.57453054,"('unkind', 'kind')",1.662545,1.2608714,1.364192,0.917701,0.446491
47,1.0653588,0.95319545,"('stupid', 'smart')",6.0860004,6.1115665,3.5756795,3.5323811,0.0432984
79,-1.0508322,-1.0222455,"('wavering', 'unwavering')",-0.15562472,-0.2003521,-0.6032284,-0.6112988,0.0080704
12,1.0390581,1.0115036,"('unsupportive', 'supportive')",-1.6351537,-1.577305,-0.2980478,-0.2829007,-0.0151471
37,-1.0236082,-0.8986627,"('fake', 'genuine')",0.16705923,0.43398517,-0.4282745,-0.2323388,-0.1959357
38,1.0228667,0.9505279,"('untruthful', 'truthful')",0.43260825,0.35210687,0.7277375,0.6513174,0.0764201
63,1.0155233,0.6269213,"('unperceptive', 'insightful')",1.4781703,1.3741385,1.2468468,1.0005299,0.2463169
71,0.9777196,1.0242201,"('diffident', 'self-confident')",0.38836917,0.383059,0.6830444,0.7036396,-0.0205952
22,0.97079515,0.50941336,"('untrustworthy', 'trustworthy')",-0.8553394,-0.8532254,0.0577279,-0.171906,0.2296339
67,0.91623795,0.822343,"('doubtful', 'determined')",-0.29699576,-0.2588032,0.3096211,0.2817699,0.0278512
7,0.90906614,0.61009866,"('insensitive', 'sensitive')",0.82049453,0.76276803,0.8647803,0.6864333,0.178347
66,-0.904815,-0.920532,"('inactive', 'active')",0.24944678,0.35818675,-0.3276841,-0.2811726,-0.0465115
40,-0.89014643,-0.5177854,"('stingy', 'generous')",-2.233647,-2.07722,-1.5618968,-1.2975026,-0.2643942
87,0.88816243,0.83116037,"('unsuccessful', 'successful')",0.5592694,0.6882934,0.7237159,0.7597269,-0.036011
26,-0.8851713,-0.92461586,"('hardhearted', 'benevolent')",1.1233643,1.1086885,0.1190965,0.0920363,0.0270602
76,0.87541986,0.48823714,"('anxious', 'daring')",0.95910376,0.49837157,0.9172618,0.4933044,0.4239574
45,0.82275295,0.51911795,"('incompetent', 'competent')",0.3111104,0.22571357,0.5669317,0.3724158,0.1945159
72,-0.8002697,-0.7282817,"('unambitious', 'ambitious')",-1.0591007,-0.45713535,-0.9296852,-0.5927085,-0.3369767
70,0.79873526,0.2567888,"('lethargic', 'energetic')",1.441836,1.2155131,1.1202856,0.736151,0.3841346
18,-0.7551035,-0.9699202,"('disagreeable', 'welcoming')",-0.23710175,-0.40387154,-0.4961026,-0.6868958,0.1907932
78,0.74703336,0.8291505,"('nonresilient', 'resilient')",0.18294558,0.28234786,0.4649895,0.5557492,-0.0907597
34,0.69421345,0.72030056,"('mean', 'honorable')",6.5338664,6.415767,3.6140399,3.5680339,0.046006
2,0.6870546,0.3035018,"('unlikable', 'likable')",0.7644865,0.7567769,0.7257705,0.5301394,0.1956311
39,0.67618597,0.9161855,"('exploitative', 'cooperative')",-0.10051963,0.046438552,0.2878332,0.481312,-0.1934788
64,0.659017,0.3715363,"('shy', 'confident')",-6.3910704,-6.630622,-2.8660266,-3.1295428,0.2635162
51,0.6493727,0.14182267,"('uneducated', 'educated')",0.99875015,0.61074924,0.8240614,0.376286,0.4477754
0,0.63079286,0.13030605,"('unsociable', 'sociable')",-0.0035663228,-0.4480868,0.3136133,-0.1588904,0.4725037
9,-0.6100846,-0.31129193,"('unaffectionate', 'caring')",0.8074307,1.2521732,0.098673,0.4704406,-0.3717676
74,0.60832375,0.3858721,"('undedicated', 'dedicated')",0.35318115,0.022225246,0.4807525,0.2040487,0.2767038
61,0.601633,0.33484915,"('illogical', 'logical')",0.24578461,-0.0055741817,0.4237088,0.1646375,0.2590713
50,0.5963037,0.5258474,"('clumsy', 'skillful')",0.1419588,0.48848924,0.3691313,0.5071683,-0.138037
86,-0.57980496,-1.0456543,"('uninfluential', 'influential')",0.20190334,0.068287246,-0.1889508,-0.4886835,0.2997327
84,0.5109869,0.7461953,"('inferior', 'superior')",0.6461394,0.9507901,0.5785632,0.8484927,-0.2699295
10,0.49352905,0.13876238,"('unsympathetic', 'sympathetic')",0.380066,0.11292735,0.4367975,0.1258449,0.3109526
57,-0.4180698,-0.82258016,"('unimaginative', 'imaginative')",-2.5511777,-2.6518176,-1.4846238,-1.7371988,0.252575
54,-0.41166764,-0.37225997,"('incapable', 'capable')",1.2423205,1.7517762,0.4153264,0.6897581,-0.2744317
27,-0.40098214,-0.15712132,"('hardhearted', 'softhearted')",0.9611812,1.3617935,0.2800995,0.6023361,-0.3222366
4,-0.39260948,-0.3556765,"('disliked', 'liked')",-6.6153736,-6.623563,-3.5039916,-3.4896197,-0.0143719
41,0.34164673,0.03399163,"('unforgiving', 'forgiving')",0.3500394,0.090656966,0.3458431,0.0623243,0.2835188
68,0.3336876,0.27235952,"('dependent', 'independent')",-0.420079,-0.31257102,-0.0431957,-0.0201057,-0.02309
83,0.32613352,0.21528737,"('powerless', 'powerful')",-1.1003629,-0.8314928,-0.3871147,-0.3081027,-0.079012
25,-0.31845114,-0.21878879,"('egoistic', 'altruistic')",1.2117376,1.1440861,0.4466432,0.4626487,-0.0160055
3,-0.27926117,-0.3983093,"('repellent', 'pleasant')",0.5634678,0.34354073,0.1421033,-0.0273843,0.1694876
82,0.27735636,-0.068347976,"('poor', 'rich')",7.136414,7.057829,3.7068851,3.4947405,0.2121446
16,-0.24117771,-0.25559893,"('unpopular', 'popular')",0.4971728,0.46780294,0.1279975,0.106102,0.0218955
69,0.21933141,0.5425155,"('lazy', 'industrious')",-1.1581486,-0.9055158,-0.4694086,-0.1815001,-0.2879085
20,-0.19445609,-0.24965258,"('rough', 'thoughtful')",0.85214365,0.90750456,0.3288438,0.328926,-8.22e-05
88,-0.19272622,-0.51978135,"('low', 'eminent')",0.8610925,0.47264594,0.3341832,-0.0235677,0.3577509
29,-0.18731263,-0.1425191,"('unfair', 'fair')",-0.9174852,-0.7071424,-0.5523989,-0.4248308,-0.1275681
49,0.17849422,0.3184103,"('unable', 'able')",-0.059624963,0.54545456,0.0594346,0.4319324,-0.3724978
17,-0.16621596,-0.12406832,"('nasty', 'nice')",-0.41885492,-0.5839104,-0.2925354,-0.3539894,0.061454
77,0.1313579,-0.04093965,"('unmotivated', 'motivated')",-0.94048953,-0.93951917,-0.4045658,-0.4902294,0.0856636
58,0.076578185,0.012900308,"('undiscriminating', 'discriminating')",-0.03577351,-0.1398308,0.0204023,-0.0634652,0.0838675
48,0.07002567,0.026835052,"('unintelligent', 'intelligent')",1.03476,1.0520012,0.5523928,0.5394182,0.0129746
59,0.06409939,0.35767102,"('foolish', 'wise')",-0.08059716,0.405166,-0.0082489,0.3814185,-0.3896674
73,0.055750277,0.32150382,"('helpless', 'self-reliant')",-3.8036618,-3.307831,-1.8739557,-1.4931636,-0.3807921
15,0.05546513,-0.101021044,"('boring', 'funny')",0.42097604,0.37464005,0.2382206,0.1368095,0.1014111
44,-0.042457916,0.07011926,"('prejudiced', 'unprejudiced')",-1.5572664,-1.6308341,-0.7998621,-0.7803574,-0.0195047
28,0.040310957,0.09449462,"('disloyal', 'loyal')",1.0114943,1.1002675,0.5259026,0.5973811,-0.0714785
33,0.03758789,0.30853856,"('wrong', 'right')",-1.1661862,-0.70029527,-0.5642992,-0.1958784,-0.3684208
24,0.03382732,0.026602395,"('dishonest', 'honest')",1.2083725,1.0904115,0.6210999,0.558507,0.0625929
