,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,male-female
56,2.5778847,2.0354078,"('impractical', 'practical')",0.97363627,0.47456592,1.7757604,1.2549869,0.5207735
60,2.4719343,1.9355412,"('inefficient', 'efficient')",1.1350522,0.8183289,1.8034933,1.376935,0.4265583
81,2.1738336,1.4109612,"('submissive', 'aggressive')",0.62963915,0.21234384,1.4017364,0.8116525,0.5900839
36,-2.0580645,-1.7789882,"('hostile', 'amicable')",-0.624179,-0.5193461,-1.3411217,-1.1491672,-0.1919545
65,2.0295243,1.602175,"('insecure', 'secure')",0.3766927,-0.07026577,1.2031085,0.7659546,0.4371539
55,1.9834896,1.3893795,"('incompetent', 'clever')",0.7245416,0.39785492,1.3540156,0.8936172,0.4603984
80,1.9057741,1.5182498,"('dominated', 'dominating')",-1.0822328,-1.2886789,0.4117706,0.1147854,0.2969852
42,1.9041628,1.5363449,"('unreliable', 'reliable')",-2.8306267,-2.8566906,-0.463232,-0.6601729,0.1969409
11,1.8904177,1.4157922,"('unhelpful', 'helpful')",2.9399107,2.2974513,2.4151642,1.8566217,0.5585425
31,-1.6774224,-1.337533,"('evil', 'good')",-1.9213156,-1.5141627,-1.799369,-1.4258478,-0.3735212
62,1.6338905,1.3197188,"('incompetent', 'brilliant')",0.9383889,1.1163121,1.2861397,1.2180154,0.0681243
8,-1.6241689,-1.1734052,"('unaffectionate', 'affectionate')",0.057113994,0.75979596,-0.7835274,-0.2068046,-0.5767228
46,1.5892563,1.1592811,"('uncompetitive', 'competitive')",0.19029202,-0.10624633,0.8897741,0.5265174,0.3632567
35,-1.584352,-1.1692823,"('corrupt', 'incorrupt')",-1.0950389,-0.76942444,-1.3396955,-0.9693534,-0.3703421
19,-1.5630852,-1.3472921,"('inhospitable', 'hospitable')",-0.15956461,0.05874641,-0.8613249,-0.6442728,-0.2170521
53,-1.5569063,-1.6572001,"('uncreative', 'creative')",0.83475035,0.73142624,-0.361078,-0.4628869,0.1018089
52,-1.5523149,-1.0163461,"('irrational', 'rational')",-0.9901185,-0.5227702,-1.2712166,-0.7695582,-0.5016584
6,-1.4704322,-1.0383532,"('distant', 'open')",-0.42605734,-0.015029918,-0.9482448,-0.5266916,-0.4215532
85,-1.3725517,-0.9982826,"('insignificant', 'prestigious')",-0.5566845,-0.35100144,-0.9646181,-0.674642,-0.2899761
