,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
16,-0.7193511,-0.8785279,"('unpopular', 'popular')",0.17305583,0.00014777482,-0.2731476,-0.4391901,0.1660425
51,-0.7148845,-1.0483793,"('uneducated', 'educated')",0.49927798,0.23493698,-0.1078033,-0.4067212,0.2989179
79,-0.71320784,-0.77688164,"('wavering', 'unwavering')",-0.59882027,-0.61117846,-0.6560141,-0.69403,0.0380159
32,0.7112505,0.6226383,"('unkind', 'kind')",0.8480345,0.6726155,0.7796425,0.6476269,0.1320156
65,-0.69128966,-0.27669507,"('insecure', 'secure')",-0.22690925,0.0933605,-0.4590995,-0.0916673,-0.3674322
81,-0.67574805,-0.22062057,"('submissive', 'aggressive')",-0.7499052,-0.52262855,-0.7128266,-0.3716246,-0.341202
54,0.6571433,0.46991014,"('incapable', 'capable')",0.6981979,0.7770838,0.6776706,0.623497,0.0541736
72,0.64945227,0.55534405,"('unambitious', 'ambitious')",-0.5454409,-0.21007517,0.0520057,0.1726344,-0.1206287
84,0.63099587,0.430256,"('inferior', 'superior')",0.89050704,0.7139096,0.7607515,0.5720828,0.1886687
76,-0.6304992,-0.016702324,"('anxious', 'daring')",-0.38794446,-0.12099518,-0.5092218,-0.0688488,-0.440373
41,0.6205143,0.29449806,"('unforgiving', 'forgiving')",-0.05319981,-0.15259337,0.2836572,0.0709523,0.2127049
63,0.5569679,0.41765654,"('unperceptive', 'insightful')",0.360084,0.42114744,0.458526,0.419402,0.039124
73,0.54240924,0.6101651,"('helpless', 'self-reliant')",-3.4081335,-3.4585247,-1.4328622,-1.4241798,-0.0086824
60,0.5128557,0.76458985,"('inefficient', 'efficient')",-0.033100978,0.33267143,0.2398774,0.5486307,-0.3087533
5,0.50698423,0.35763097,"('distant', 'outgoing')",-0.78527564,-0.76737714,-0.1391457,-0.2048731,0.0657274
86,0.48839796,0.086921886,"('uninfluential', 'influential')",-0.21723351,-0.2725925,0.1355822,-0.0928353,0.2284175
77,0.48092806,0.349064,"('unmotivated', 'motivated')",-1.1372,-1.1004071,-0.328136,-0.3756716,0.0475356
15,-0.46414915,-0.29368868,"('boring', 'funny')",-0.3791645,-0.37218568,-0.4216568,-0.3329372,-0.0887196
36,0.45130306,0.091228835,"('hostile', 'amicable')",-0.021769978,-0.30991486,0.2147665,-0.109343,0.3241095
45,-0.4510628,-0.25650495,"('incompetent', 'competent')",-0.2318762,0.053852007,-0.3414695,-0.1013265,-0.240143
80,-0.44621518,-0.049708053,"('dominated', 'dominating')",-0.83699936,-0.65209526,-0.6416073,-0.3509017,-0.2907056
52,-0.43741181,-0.74746615,"('irrational', 'rational')",-0.15478253,-0.35171628,-0.2960972,-0.5495912,0.253494
20,0.40544033,0.31392232,"('rough', 'thoughtful')",1.0825752,0.9869417,0.7440078,0.650432,0.0935758
0,-0.37305558,-0.44972456,"('unsociable', 'sociable')",-0.07300651,0.0037062513,-0.223031,-0.2230092,-2.18e-05
6,0.36806446,0.09839696,"('distant', 'open')",-0.5518554,-0.608804,-0.0918955,-0.2552035,0.163308
69,0.3669049,0.21223062,"('lazy', 'industrious')",-0.70454323,-0.93891835,-0.1688192,-0.3633439,0.1945247
42,-0.3587064,-0.41520023,"('unreliable', 'reliable')",-3.3996615,-3.48382,-1.879184,-1.9495101,0.0703261
24,0.35303703,0.4058628,"('dishonest', 'honest')",0.37673014,0.48471448,0.3648836,0.4452887,-0.0804051
35,-0.35298228,-0.34140444,"('corrupt', 'incorrupt')",-0.44949248,-0.56608367,-0.4012374,-0.4537441,0.0525067
11,-0.3209042,-0.12183079,"('unhelpful', 'helpful')",1.3004279,1.5751096,0.4897619,0.7266394,-0.2368775
4,-0.31995422,-0.50534654,"('disliked', 'liked')",-7.3666067,-7.657513,-3.8432806,-4.08143,0.2381494
29,-0.30772412,-0.43435538,"('unfair', 'fair')",-0.3879794,-0.49172547,-0.3478518,-0.4630404,0.1151886
30,0.28605008,0.5429593,"('intolerant', 'tolerant')",0.32623428,0.6056362,0.3061422,0.5742977,-0.2681555
70,-0.26971054,0.03835631,"('lethargic', 'energetic')",0.24984717,0.5610482,-0.0099317,0.2997023,-0.309634
22,-0.2647006,-0.12623481,"('untrustworthy', 'trustworthy')",-1.1359637,-0.89319646,-0.7003322,-0.5097156,-0.1906166
31,0.26169106,-0.29599327,"('evil', 'good')",-0.8199585,-1.0369502,-0.2791337,-0.6664717,0.387338
67,-0.2294552,-0.26820147,"('doubtful', 'determined')",-0.71776104,-0.49638835,-0.4736081,-0.3822949,-0.0913132
49,-0.21616918,0.050269328,"('unable', 'able')",-0.41697985,-0.18836603,-0.3165745,-0.0690483,-0.2475262
10,-0.20076327,-0.20225877,"('unsympathetic', 'sympathetic')",-0.34577248,-0.22365792,-0.2732679,-0.2129583,-0.0603096
47,-0.19315773,-0.17527752,"('stupid', 'smart')",5.3501163,5.781384,2.5784793,2.8030531,-0.2245738
88,0.18764693,0.12207091,"('low', 'eminent')",-0.107062615,-0.13821054,0.0402922,-0.0080698,0.048362
53,0.1874331,-0.26694632,"('uncreative', 'creative')",0.31027094,0.07766484,0.248852,-0.0946407,0.3434927
18,0.1765047,-0.107207805,"('disagreeable', 'welcoming')",-0.35775518,-0.5031663,-0.0906252,-0.305187,0.2145618
23,0.17213768,0.117947966,"('insincere', 'sincere')",5.9721823,6.315573,3.07216,3.2167606,-0.1446006
3,-0.12317481,-0.15595748,"('repellent', 'pleasant')",0.90156895,1.0098628,0.3891971,0.4269527,-0.0377556
68,-0.11987103,-0.15115385,"('dependent', 'independent')",-0.7016542,-0.80673504,-0.4107626,-0.4789445,0.0681819
19,-0.09408654,-0.4822641,"('inhospitable', 'hospitable')",-0.66181284,-0.8565448,-0.3779497,-0.6694044,0.2914547
43,0.08792138,0.45493388,"('irresponsible', 'responsible')",0.2791612,0.6157155,0.1835413,0.5353247,-0.3517834
58,0.08155101,0.007761296,"('undiscriminating', 'discriminating')",0.09583086,0.043036114,0.0886909,0.0253987,0.0632922
55,0.07604933,0.23087563,"('incompetent', 'clever')",0.41682813,0.50502944,0.2464387,0.3679525,-0.1215138
40,-0.07304418,-0.32552907,"('stingy', 'generous')",-1.8336207,-2.1043391,-0.9533324,-1.2149341,0.2616017
21,0.0650299,0.039535876,"('immoral', 'moral')",-0.41152808,-0.4128129,-0.1732491,-0.1866385,0.0133894
7,0.05756176,0.16247402,"('insensitive', 'sensitive')",0.4866279,0.59283876,0.2720948,0.3776564,-0.1055616
14,-0.054222587,0.31298515,"('antisocial', 'social')",-0.19811165,0.13407783,-0.1261671,0.2235315,-0.3496986
87,-0.04886972,0.18737833,"('unsuccessful', 'successful')",0.86073977,0.92546016,0.405935,0.5564193,-0.1504843
56,0.047520474,0.3784506,"('impractical', 'practical')",-0.86644363,-0.35993809,-0.4094616,0.0092563,-0.4187179
74,-0.045718692,-0.16645265,"('undedicated', 'dedicated')",-0.41328216,-0.46761113,-0.2295004,-0.3170319,0.0875315
78,0.042104337,-0.11680889,"('nonresilient', 'resilient')",0.18584293,-0.018273756,0.1139736,-0.0675413,0.1815149
59,0.038709376,-0.124070674,"('foolish', 'wise')",0.12907241,-0.015046764,0.0838909,-0.0695587,0.1534496
46,-0.028328277,0.27906534,"('uncompetitive', 'competitive')",-0.93267447,-0.85089177,-0.4805014,-0.2859132,-0.1945882
28,-0.01239077,0.06819126,"('disloyal', 'loyal')",1.185431,1.1144345,0.5865201,0.5913129,-0.0047928
34,-0.0063706413,0.008242052,"('mean', 'honorable')",5.387119,5.616217,2.6903741,2.8122296,-0.1218555
38,0.004428774,0.15936337,"('untruthful', 'truthful')",-0.6133865,-0.32626933,-0.3044789,-0.083453,-0.2210259
