,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
18,-1.0466456,-0.55677813,"('disagreeable', 'welcoming')",-1.21089,-0.5577852,-0.943958,-0.5620463,-1.0671646,-0.5588699,-0.5082947
46,-1.0264012,-1.1121635,"('uncompetitive', 'competitive')",0.084084645,-0.08161706,-0.08817519,-0.3651817,-0.3434972,-0.5196541,0.1761569
54,-1.0213535,-0.74125874,"('incapable', 'capable')",0.1789346,0.37077093,0.8069896,1.0767313,-0.0118098,0.2354145,-0.2472243
61,-1.0129851,-0.9449036,"('illogical', 'logical')",0.37648153,0.4291346,0.21252632,0.09383295,-0.1413258,-0.1406454,-0.0006804
40,-1.0124892,-1.0127002,"('stingy', 'generous')",-0.3033128,0.014267312,-1.5978867,-1.4402072,-0.9712296,-0.81288,-0.1583496
8,-0.98057866,-0.97503626,"('unaffectionate', 'affectionate')",-0.5797776,-0.6636538,0.9046475,0.99041307,-0.2185696,-0.2160923,-0.0024773
43,-0.9693329,-0.8559241,"('irresponsible', 'responsible')",1.7174723,1.8013828,0.87874144,0.75616115,0.5422936,0.5672066,-0.024913
21,-0.95366997,-0.44379196,"('immoral', 'moral')",0.30914682,0.3795682,-0.91141886,-0.7446302,-0.5186474,-0.269618,-0.2490294
12,-0.9488706,-0.7226906,"('unsupportive', 'supportive')",1.2145718,1.4490155,-1.4484143,-1.4211757,-0.3942377,-0.2316169,-0.1626208
52,-0.9302157,-0.74252427,"('irrational', 'rational')",-1.129778,-0.8851794,0.030204548,0.07415575,-0.6765964,-0.5178493,-0.1587471
79,0.8939921,0.7949962,"('wavering', 'unwavering')",-0.43726784,-0.12051745,0.124415904,0.12426351,0.1937134,0.2662474,-0.072534
59,0.87765825,0.98556143,"('foolish', 'wise')",0.16416004,0.5933008,0.20100676,0.4056797,0.414275,0.661514,-0.247239
7,-0.85896254,-0.72255945,"('insensitive', 'sensitive')",1.1277486,1.1106889,0.97759926,0.8602893,0.4154618,0.4161396,-0.0006778
38,-0.814858,-0.5848574,"('untruthful', 'truthful')",0.39528334,0.82924944,-0.20241167,0.012122074,-0.2073288,0.0855047,-0.2928335
4,0.79392236,0.4729589,"('disliked', 'liked')",-1.3341849,-1.3067464,-6.2525916,-6.552727,-2.2642848,-2.4621716,0.1978868
51,-0.772205,-0.4352342,"('uneducated', 'educated')",-0.09449951,0.1964301,-0.033531554,0.10829021,-0.3000787,-0.0435046,-0.2565741
67,0.7279143,0.7761043,"('doubtful', 'determined')",0.9830956,1.0540444,-0.68628037,-0.5490772,0.3415765,0.4270238,-0.0854473
42,0.7235205,0.83321977,"('unreliable', 'reliable')",0.21265297,0.26976442,-2.6413813,-2.5871303,-0.5684026,-0.4947154,-0.0736872
81,-0.71614105,-0.59053653,"('submissive', 'aggressive')",-0.28460252,-0.3472357,-0.94465035,-0.8426759,-0.6484647,-0.5934827,-0.054982
55,-0.7068503,-0.64803666,"('incompetent', 'clever')",1.4340872,1.2266582,0.076755136,0.07494211,0.2679973,0.2178546,0.0501427
19,0.7001566,1.0197752,"('inhospitable', 'hospitable')",-0.9772398,-0.6142503,-0.30114657,-0.13623908,-0.1927432,0.0897619,-0.2825051
84,0.6553797,0.5536936,"('inferior', 'superior')",0.878242,0.81332004,1.1164683,1.1960626,0.8833634,0.8543588,0.0290046
16,-0.6390918,-0.47740692,"('unpopular', 'popular')",-1.3070073,-1.1190935,0.09115553,0.16429034,-0.6183145,-0.4774034,-0.1409111
33,0.6368747,0.99300045,"('wrong', 'right')",-0.15853882,0.3321996,-0.7292722,-0.553856,-0.0836454,0.2571147,-0.3407601
82,-0.61126167,-0.46118888,"('poor', 'rich')",0.11403394,0.27662224,5.6389723,5.8780174,1.7139149,1.897817,-0.1839021
65,-0.5861441,-0.7115063,"('insecure', 'secure')",1.2986517,0.9637618,-0.18344158,-0.1831336,0.1763553,0.0230406,0.1533147
26,-0.58189166,-0.89622885,"('hardhearted', 'benevolent')",0.5367959,0.27968135,1.9377908,1.7510666,0.6308983,0.378173,0.2527253
80,0.52061635,0.050993733,"('dominated', 'dominating')",-0.31359267,-0.48312056,-1.001934,-1.2622455,-0.2649701,-0.5647908,0.2998207
68,-0.5001662,-0.21656296,"('dependent', 'independent')",-0.26924843,0.022612238,-0.8532549,-0.5769439,-0.5408898,-0.2569649,-0.2839249
87,0.45902532,0.0213209,"('unsuccessful', 'successful')",1.1337743,0.7256228,1.2567338,0.8485557,0.9498445,0.5318331,0.4180114
70,-0.45730543,-0.33634222,"('lethargic', 'energetic')",0.901276,1.0102597,1.0603642,0.93643713,0.5014449,0.5367849,-0.03534
36,0.44307584,-0.045647994,"('hostile', 'amicable')",-1.0483398,-1.3395443,0.030431747,-0.060776427,-0.1916108,-0.4819896,0.2903788
24,-0.43808854,-0.13695268,"('dishonest', 'honest')",0.5665832,0.94593537,0.4663592,0.6331485,0.1982846,0.4807104,-0.2824258
14,-0.43500504,-0.7219562,"('antisocial', 'social')",1.3283226,0.7218669,-0.4736506,-0.7125083,0.139889,-0.2375325,0.3774215
66,0.41881403,0.2785065,"('inactive', 'active')",-0.55419445,-0.4839346,0.9423126,0.860531,0.2689774,0.2183676,0.0506098
30,-0.40760115,-0.33455527,"('intolerant', 'tolerant')",0.3602938,0.39915165,0.7869664,0.9978715,0.246553,0.354156,-0.107603
69,0.40096748,0.20181674,"('lazy', 'industrious')",0.47948742,0.36561638,-0.5557764,-0.4818985,0.1082262,0.0285115,0.0797147
2,-0.37593538,-0.32276574,"('unlikable', 'likable')",0.69726944,0.9446475,0.12357945,0.30400455,0.1483045,0.3086288,-0.1603243
45,-0.3665649,-0.6998491,"('incompetent', 'competent')",1.4340565,1.1200814,0.25685117,0.018876333,0.4414476,0.1463695,0.2950781
50,0.3587971,0.37170073,"('clumsy', 'skillful')",0.2012142,0.15573204,0.57302773,0.76116663,0.3776797,0.4295332,-0.0518535
47,-0.28374416,-0.20865694,"('stupid', 'smart')",0.82520103,0.69601357,4.955682,5.247225,1.8323795,1.9115272,-0.0791477
5,0.25078928,0.42052445,"('distant', 'outgoing')",-1.2340531,-0.76688176,-0.4006237,-0.36141887,-0.4612958,-0.2359254,-0.2253704
25,-0.2439465,-0.17236361,"('egoistic', 'altruistic')",0.042578798,0.023448464,1.1547468,1.3897084,0.317793,0.4135977,-0.0958047
74,-0.18709402,-0.17354926,"('undedicated', 'dedicated')",1.421502,1.4226665,0.4234733,0.17907187,0.5526271,0.4760631,0.076564
20,-0.1781844,-0.4752432,"('rough', 'thoughtful')",0.92598486,0.67227125,1.4325092,1.4946676,0.7267699,0.5638986,0.1628713
17,-0.17575258,-0.29268998,"('nasty', 'nice')",0.26632613,0.26093057,-0.6828778,-0.6447429,-0.1974347,-0.2255008,0.0280661
6,0.1619776,0.42693678,"('distant', 'open')",-1.4434776,-0.893493,-0.0008061603,0.080041006,-0.4274354,-0.1288384,-0.298597
22,-0.15740529,-0.17534986,"('untrustworthy', 'trustworthy')",-0.32209796,-0.021087812,-0.85069823,-0.76377887,-0.4434005,-0.3200722,-0.1233283
71,0.124623045,0.2477214,"('diffident', 'self-confident')",1.6698427,1.5656551,0.6153714,0.44945976,0.8032791,0.7542787,0.0490004
58,-0.123320326,-0.3933542,"('undiscriminating', 'discriminating')",0.6594219,0.3787615,0.46800083,0.15198658,0.3347008,0.045798,0.2889028
37,-0.11502303,-0.13742153,"('fake', 'genuine')",0.013458833,-0.057681624,0.5153807,0.59099764,0.1379388,0.1319648,0.005974
29,0.11123195,0.4093729,"('unfair', 'fair')",-0.2679022,-0.122896284,-0.61983943,-0.5976577,-0.2588365,-0.103727,-0.1551095
31,0.10518268,0.09550376,"('evil', 'good')",-1.3213013,-1.1613512,-1.2020807,-1.0746554,-0.8060665,-0.713501,-0.0925655
39,0.09661698,0.14375961,"('exploitative', 'cooperative')",0.6398414,0.52525264,0.12269828,0.16863018,0.2863855,0.2792141,0.0071714
76,-0.0686627,-0.040384818,"('anxious', 'daring')",1.3595581,1.4156494,0.21409559,0.4770996,0.5016637,0.6174548,-0.1157911
85,0.066954434,-0.10462286,"('insignificant', 'prestigious')",-0.76591843,-0.936801,0.44591612,0.44634804,-0.0843493,-0.1983586,0.1140093
15,0.060090885,-0.05027496,"('boring', 'funny')",-0.66098404,-0.68065727,0.10493189,-0.04309144,-0.1653204,-0.2580079,0.0926875
83,-0.051706053,-0.17777681,"('powerless', 'powerful')",-0.22049549,-0.5015973,-0.9981419,-0.9936844,-0.4234478,-0.5576862,0.1342384
64,0.050728478,-0.11836316,"('shy', 'confident')",-0.4576376,-0.7671133,-6.17167,-6.412313,-2.1928596,-2.4325965,0.2397369
56,0.007580489,0.2957709,"('impractical', 'practical')",2.188696,2.0671623,-0.1052818,-0.22310874,0.6969982,0.7132748,-0.0162766
