,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.4275543,-0.36048406,"('nasty', 'nice')",-0.2919132,-0.20355856,-0.5566266,-0.5657206,-0.4253647,-0.3765877,-0.048777
47,0.42665422,0.41719612,"('stupid', 'smart')",0.322335,0.42122668,5.0893774,5.309807,1.9461222,2.0494099,-0.1032877
50,0.4234446,0.39009073,"('clumsy', 'skillful')",0.08892325,0.048476115,0.25944483,0.32207167,0.2572709,0.2535462,0.0037247
42,0.41951832,0.33693457,"('unreliable', 'reliable')",0.47413054,0.4596389,-2.6115491,-2.553354,-0.5726334,-0.5855935,0.0129601
77,0.38603622,0.23845693,"('unmotivated', 'motivated')",0.8570721,0.7860447,-1.0041065,-0.92824125,0.0796673,0.0320868,0.0475805
79,-0.37089613,-0.06941297,"('wavering', 'unwavering')",-1.4129874,-1.1979319,0.038523424,0.1015618,-0.5817867,-0.3885943,-0.1931924
16,-0.3684459,-0.28184384,"('unpopular', 'popular')",-0.2377255,-0.36208838,0.4178549,0.35712743,-0.0627722,-0.0956016,0.0328294
71,0.36667794,0.44983223,"('diffident', 'self-confident')",1.3170826,1.3022223,0.81706524,0.74068284,0.8336086,0.8309124,0.0026962
43,0.35627225,0.35787952,"('irresponsible', 'responsible')",0.25618967,0.33515328,0.36823547,0.498694,0.3268991,0.3972423,-0.0703432
84,0.35605967,0.5115276,"('inferior', 'superior')",1.0938768,1.0722983,0.87801456,0.84297025,0.7759837,0.808932,-0.0329483
45,-0.34901077,-0.36405694,"('incompetent', 'competent')",-0.014272481,0.21087947,-0.34171703,-0.17428322,-0.2350001,-0.1091536,-0.1258465
70,0.3411871,0.111530684,"('lethargic', 'energetic')",0.4294746,0.47005948,0.564929,0.780839,0.4451969,0.454143,-0.0089461
69,0.3240962,0.2678979,"('lazy', 'industrious')",0.7489991,0.6722815,-0.19771227,-0.48863596,0.2917943,0.1505145,0.1412798
87,0.31678966,0.35741556,"('unsuccessful', 'successful')",0.54523,0.5896305,0.80005443,0.79291594,0.5540247,0.5799873,-0.0259626
55,0.2944682,-0.0017125299,"('incompetent', 'clever')",0.21346512,0.19837844,0.17120755,0.26428214,0.2263803,0.1536494,0.0727309
34,0.2916994,0.5430002,"('mean', 'honorable')",0.1612304,0.3344704,5.858556,6.032105,2.1038286,2.3031918,-0.1993632
72,0.26822183,0.25255495,"('unambitious', 'ambitious')",0.43746307,0.47828558,-1.2728201,-0.9165645,-0.1890451,-0.061908,-0.1271371
33,0.2643338,0.167382,"('wrong', 'right')",0.63187104,0.5036716,-0.61727726,-0.76270896,0.0929759,-0.0305518,0.1235277
4,-0.25633785,-0.1751954,"('disliked', 'liked')",-0.6402071,-0.69078434,-5.7398334,-5.911169,-2.2121261,-2.2590496,0.0469235
20,-0.254875,-0.41001612,"('rough', 'thoughtful')",0.30262426,0.23506679,0.98554283,0.85351956,0.3444307,0.2261901,0.1182406
75,0.23901524,0.5279767,"('meek', 'impulsive')",-0.654575,-0.52807707,-0.41798228,-0.32063872,-0.2778473,-0.106913,-0.1709343
40,-0.23076855,-0.54794914,"('stingy', 'generous')",0.154753,-0.050085545,-1.2308631,-1.3523055,-0.4356262,-0.6501134,0.2144872
74,-0.23011675,-0.21721642,"('undedicated', 'dedicated')",0.5935934,0.7815159,0.116949506,0.17699704,0.1601421,0.2470988,-0.0869567
61,0.21929854,-0.02034297,"('illogical', 'logical')",0.36319387,0.3017127,0.20175935,0.13660724,0.2614172,0.1393257,0.1220915
23,-0.21774541,-0.16223688,"('insincere', 'sincere')",0.96705985,1.2174517,5.104893,5.602357,1.9514025,2.2191906,-0.2677881
85,-0.19995679,-0.27822584,"('insignificant', 'prestigious')",0.041605756,-0.20628396,0.9885005,0.6932432,0.2767165,0.0695778,0.2071387
88,-0.18978138,-0.24772857,"('low', 'eminent')",-0.20882358,-0.13042736,0.24850495,0.355956,-0.0500333,-0.0074,-0.0426333
29,0.18699385,0.2091215,"('unfair', 'fair')",0.27592462,0.3358199,-0.42272156,-0.5107382,0.013399,0.0114011,0.0019979
46,0.17884468,0.029511727,"('uncompetitive', 'competitive')",0.87620026,0.69781053,-0.3519927,-0.39139104,0.2343507,0.1119771,0.1223736
68,-0.16315396,-0.18204288,"('dependent', 'independent')",-0.53963304,-0.55967635,-0.3678717,-0.3298658,-0.3568862,-0.357195,0.0003088
15,-0.15220805,0.0050750826,"('boring', 'funny')",-0.7540467,-0.5635964,0.43585497,0.47348693,-0.1567999,-0.0283448,-0.1284551
48,0.15063196,0.019460429,"('unintelligent', 'intelligent')",0.8463254,0.84320927,0.830332,0.8369051,0.6090964,0.5665249,0.0425715
83,-0.14944467,-0.15843473,"('powerless', 'powerful')",0.17247212,0.15595111,-1.0549493,-1.0377023,-0.343974,-0.3467286,0.0027546
11,0.107707135,0.19771075,"('unhelpful', 'helpful')",0.7597893,0.9663607,1.7129611,2.0129871,0.8601525,1.0590196,-0.1988671
76,0.09816653,-0.036602516,"('anxious', 'daring')",0.40917793,0.5281063,0.23361036,0.4355833,0.246985,0.309029,-0.062044
3,-0.09638077,-0.2878895,"('repellent', 'pleasant')",0.90844315,0.81411505,-0.006161839,0.010131137,0.2686335,0.1787856,0.0898479
13,-0.080599315,0.00842349,"('impolite', 'polite')",-0.10147453,0.05282455,-0.36717385,-0.18291962,-0.1830826,-0.0405572,-0.1425254
2,0.055809192,0.071941234,"('unlikable', 'likable')",0.57262087,0.59378594,0.7576144,0.7832991,0.4620148,0.4830088,-0.020994
37,0.040043168,-0.08788989,"('fake', 'genuine')",0.17772175,0.2192153,0.3395077,0.44250587,0.1857575,0.1912771,-0.0055196
49,0.005091995,0.1650386,"('unable', 'able')",-0.5959088,-0.35508686,-0.013300411,0.1765725,-0.2013724,-0.0044919,-0.1968805
32,0.004793668,0.12893742,"('unkind', 'kind')",0.32986975,0.49273306,0.9061045,1.0969564,0.4135893,0.5728756,-0.1592863
