,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
39,2.009392,1.7818446,"('exploitative', 'cooperative')",0.35399246,0.3765629,0.19799104,0.13843012,0.8537919,0.7656125,0.0881794
60,1.7272645,1.7426062,"('inefficient', 'efficient')",1.6612538,1.88693,0.077854276,0.47960052,1.1554575,1.3697122,-0.2142547
1,-1.5774709,-1.1915332,"('unfriendly', 'friendly')",0.1636098,0.33995917,1.5279686,1.7208642,0.0380359,0.2897634,-0.2517275
81,1.5551974,1.3335899,"('submissive', 'aggressive')",1.2068056,1.1500725,-0.4034745,-0.13359296,0.7861761,0.7833565,0.0028196
56,1.4278197,1.6983769,"('impractical', 'practical')",1.0518593,1.4528267,-0.23915431,0.11895886,0.7468416,1.0900542,-0.3432126
19,-1.4123455,-0.8147831,"('inhospitable', 'hospitable')",-1.8404802,-1.5035374,-0.15581901,-0.08955943,-1.1362149,-0.8026266,-0.3335883
31,-1.4091883,-1.267872,"('evil', 'good')",-1.0117155,-1.0537305,-0.94070303,-1.0185459,-1.1205355,-1.1133827,-0.0071528
64,1.3937842,1.0754031,"('shy', 'confident')",0.82995707,0.60275275,-5.6372023,-5.9465423,-1.1378203,-1.4227955,0.2849752
8,-1.2469641,-1.2756156,"('unaffectionate', 'affectionate')",-0.8963335,-0.86206305,0.6394279,0.6722352,-0.5012899,-0.4884811,-0.0128088
18,-1.1789252,-1.3705676,"('disagreeable', 'welcoming')",-0.537289,-0.7412562,-0.38332352,-0.45682096,-0.6998459,-0.8562149,0.156369
53,-1.1317182,-0.9884188,"('uncreative', 'creative')",0.32546633,0.38574398,0.74238986,0.8761644,-0.0212873,0.0911632,-0.1124505
9,-1.1174047,-1.0111494,"('unaffectionate', 'caring')",0.31261244,0.49708545,1.0488256,1.2418426,0.0813444,0.2425929,-0.1612485
6,-1.1171066,-0.6738219,"('distant', 'open')",-1.5166296,-1.1786838,0.052570984,0.070817724,-0.8603884,-0.593896,-0.2664924
78,-1.0861369,-1.0569372,"('nonresilient', 'resilient')",0.41869885,0.3660197,0.56474036,0.37246957,-0.0342326,-0.1061493,0.0719167
26,-1.0763515,-1.0009294,"('hardhearted', 'benevolent')",0.6774854,0.6079179,1.5682873,1.42862,0.3898071,0.3452028,0.0446043
73,1.063031,1.2102225,"('helpless', 'self-reliant')",0.41208354,0.48427776,-2.9358475,-2.854675,-0.486911,-0.3867249,-0.1001861
36,-1.0412711,-0.9508867,"('hostile', 'amicable')",-2.3686645,-2.5129533,0.23748513,-0.01966897,-1.0574834,-1.1611697,0.1036863
41,-1.0346805,-1.1237463,"('unforgiving', 'forgiving')",0.15782712,0.14897008,0.30860806,0.13266814,-0.1894151,-0.2807027,0.0912876
86,-0.9991105,-1.1599797,"('uninfluential', 'influential')",-0.38740042,-0.38928905,-0.0023145415,0.06016232,-0.4629418,-0.4963688,0.033427
5,-0.9512817,-0.47355467,"('distant', 'outgoing')",-0.96577984,-0.6645149,-0.3378088,-0.27212068,-0.7516235,-0.4700634,-0.2815601
38,-0.9125305,-0.60157615,"('untruthful', 'truthful')",0.13504702,0.37940794,-0.22484578,0.11075183,-0.3341097,-0.0371388,-0.2969709
59,0.8940827,1.0962063,"('foolish', 'wise')",0.7930724,0.7672872,0.39389235,0.38831955,0.6936825,0.7506043,-0.0569218
0,-0.8849634,-1.1316066,"('unsociable', 'sociable')",0.24368118,0.204911,-0.43283716,-0.41501522,-0.3580398,-0.4472369,0.0891971
67,0.8598668,0.8695874,"('doubtful', 'determined')",0.50628185,0.573725,-0.7731657,-0.6512712,0.197661,0.2640137,-0.0663527
66,-0.84210074,-0.941819,"('inactive', 'active')",-1.174024,-1.215384,1.110095,0.8498936,-0.3020099,-0.4357698,0.1337599
82,-0.76520324,-0.3029498,"('poor', 'rich')",-0.42619362,-0.06211249,5.3072777,5.915164,1.3719603,1.8500339,-0.4780736
28,-0.7575229,-0.9042116,"('disloyal', 'loyal')",-0.28803852,-0.2432809,0.664185,0.7603534,-0.1271255,-0.1290464,0.0019209
65,0.74730015,0.5115688,"('insecure', 'secure')",0.3519383,0.2955829,-0.26162463,-0.0076538064,0.2792046,0.2664993,0.0127053
52,-0.7368582,-0.75942683,"('irrational', 'rational')",-0.4787457,-0.56363076,0.112064876,-0.1367129,-0.3678463,-0.4865902,0.1187439
14,0.72904724,0.2808378,"('antisocial', 'social')",0.88090473,0.8228503,-0.68363905,-0.658732,0.308771,0.1483187,0.1604523
54,-0.7238405,-0.7034276,"('incapable', 'capable')",-0.61268413,-0.5187242,1.003831,1.0990381,-0.1108979,-0.0410379,-0.06986
10,-0.70517075,-0.8555603,"('unsympathetic', 'sympathetic')",-0.2104652,-0.16504054,-0.33852246,-0.19799672,-0.4180528,-0.4061992,-0.0118536
58,-0.6825158,-0.83860016,"('undiscriminating', 'discriminating')",0.7487221,0.63573325,0.06675423,0.023132317,0.0443202,-0.0599115,0.1042317
57,-0.64160603,-0.8433199,"('unimaginative', 'imaginative')",0.03589389,-0.06638007,-2.2606869,-2.3225803,-0.9554663,-1.0774268,0.1219605
7,0.6397289,0.50556564,"('insensitive', 'sensitive')",0.96708626,0.9942486,0.8386434,0.89052814,0.8151528,0.7967808,0.018372
25,-0.63654995,-0.56516576,"('egoistic', 'altruistic')",0.44302422,0.5096842,1.5075972,1.6091594,0.4380238,0.5178926,-0.0798688
27,-0.6331609,-0.5968168,"('hardhearted', 'softhearted')",-0.17625983,-0.028887056,1.4570395,1.440257,0.2158729,0.2715177,-0.0556448
35,-0.6265943,-0.4416336,"('corrupt', 'incorrupt')",-1.3567715,-1.3687595,-0.24658516,-0.40621954,-0.743317,-0.7388709,-0.0044461
12,0.5699376,0.5056765,"('unsupportive', 'supportive')",0.8445472,0.8359609,-1.1902295,-1.1949099,0.0747517,0.0489091,0.0258426
24,0.5603167,0.6234977,"('dishonest', 'honest')",-0.09090105,0.15394658,0.52805424,0.7764362,0.33249,0.5179602,-0.1854702
44,0.5539848,0.45918858,"('prejudiced', 'unprejudiced')",-0.5174848,-0.6125784,-1.1306219,-1.2464043,-0.3647073,-0.466598,0.1018907
51,-0.54575825,-0.49305853,"('uneducated', 'educated')",-0.44528812,-0.42402396,0.5631826,0.6061015,-0.1426213,-0.1036603,-0.038961
62,0.51273024,0.581504,"('incompetent', 'brilliant')",0.525453,0.751615,-0.12766118,0.28363237,0.3035073,0.5389171,-0.2354098
80,0.5089418,0.19445804,"('dominated', 'dominating')",0.5674771,0.51091725,-0.878649,-0.90243715,0.0659233,-0.0656873,0.1316106
30,0.49501428,0.56419075,"('intolerant', 'tolerant')",1.4879777,1.5420742,1.0384599,1.1082115,1.0071507,1.0714922,-0.0643415
21,0.48194587,0.40351984,"('immoral', 'moral')",1.1792439,1.1614501,-0.24316326,-0.22387898,0.4726755,0.4470303,0.0256452
22,0.45941094,0.2808147,"('untrustworthy', 'trustworthy')",-0.015487468,-0.0044921394,-0.7201879,-0.7923834,-0.0920881,-0.1720203,0.0799322
63,0.4541403,0.45165306,"('unperceptive', 'insightful')",1.3238747,1.5002557,1.2539556,1.4051211,1.0106568,1.11901,-0.1083532
