,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
75,-0.612623,-0.41235632,"('meek', 'impulsive')",-0.7346,-0.6739211,-0.4912957,-0.44024152,-0.6128396,-0.5088397,-0.1039999
4,-0.6011098,-0.21360558,"('disliked', 'liked')",-0.24018146,-0.14738047,-6.5331774,-6.078281,-2.4581563,-2.1464224,-0.3117339
67,0.58938766,0.6907376,"('doubtful', 'determined')",0.07875468,0.18277049,-0.51348525,-0.31181282,0.0515524,0.1872318,-0.1356794
38,-0.5745365,-0.311276,"('untruthful', 'truthful')",0.22053888,0.30734152,0.32858145,0.58264947,-0.0084721,0.192905,-0.2013771
7,0.5711108,0.4027713,"('insensitive', 'sensitive')",0.70202255,0.6116391,0.9914738,0.8762782,0.754869,0.6302296,0.1246394
44,0.55881596,0.554223,"('prejudiced', 'unprejudiced')",-0.48334372,-0.4076343,-1.7908809,-1.7277526,-0.5718029,-0.5270546,-0.0447483
40,-0.5550917,-0.64771533,"('stingy', 'generous')",1.0207151,0.8787851,-1.5125282,-1.6561137,-0.3489683,-0.4750147,0.1260464
66,-0.53689516,-0.67323667,"('inactive', 'active')",1.3537074,1.0673729,1.4291668,1.1371826,0.7486597,0.5104396,0.2382201
18,-0.52385217,-0.2512978,"('disagreeable', 'welcoming')",-0.39363378,-0.33827436,-0.3473917,-0.34632275,-0.4216259,-0.311965,-0.1096609
22,0.5057762,0.3376855,"('untrustworthy', 'trustworthy')",-0.57035124,-0.5413456,-0.97755533,-1.1185974,-0.3473768,-0.4407525,0.0933757
47,0.48280212,0.4322116,"('stupid', 'smart')",0.7545155,0.8857609,5.7694335,5.307168,2.3355837,2.2083802,0.1272035
81,0.4811992,0.4190585,"('submissive', 'aggressive')",1.213867,1.2200711,-0.4148068,-0.069614954,0.4267531,0.5231715,-0.0964184
20,-0.45556536,-0.6228102,"('rough', 'thoughtful')",0.09082137,-0.088549525,0.7238309,0.48605326,0.1196956,-0.0751022,0.1947978
74,-0.4546659,-0.4611233,"('undedicated', 'dedicated')",0.2591154,0.41034186,-0.03168693,0.21511923,-0.0757458,0.0547793,-0.1305251
61,-0.45065504,-0.5217901,"('illogical', 'logical')",1.2485018,1.1379046,0.3219717,0.2934964,0.3732728,0.3032037,0.0700691
19,-0.4189011,-0.22953561,"('inhospitable', 'hospitable')",-0.47179532,-0.37172973,-0.04795973,-0.07316253,-0.3128854,-0.2248093,-0.0880761
45,0.4108057,0.13082066,"('incompetent', 'competent')",-0.12455112,-0.2249374,-0.27163678,-0.20819771,0.0048726,-0.1007715,0.1056441
14,0.40579087,0.2215579,"('antisocial', 'social')",1.8669337,1.826275,-0.8694365,-0.78445864,0.4677627,0.4211248,0.0466379
34,-0.40496135,-0.5111665,"('mean', 'honorable')",0.70459825,0.63560367,6.545494,6.220305,2.2817103,2.1149141,0.1667962
63,-0.40327537,-0.2332198,"('unperceptive', 'insightful')",1.425431,1.2538733,1.6787677,1.5910109,0.9003078,0.8705548,0.029753
17,0.39482933,0.3086815,"('nasty', 'nice')",-0.38212627,-0.29807425,-0.762269,-0.71738267,-0.2498553,-0.2355918,-0.0142635
0,-0.38865918,-0.6859704,"('unsociable', 'sociable')",0.81148237,0.69041926,-0.29606682,-0.21742651,0.0422521,-0.0709926,0.1132447
54,-0.3849974,-0.27974233,"('incapable', 'capable')",0.90537894,0.8357088,0.96012247,0.962789,0.4935013,0.5062518,-0.0127505
10,0.382476,-0.046320625,"('unsympathetic', 'sympathetic')",-0.27138555,-0.33735883,0.14920293,0.19253515,0.0867645,-0.0637148,0.1504793
64,0.37443376,0.3268423,"('shy', 'confident')",0.726454,0.61458683,-6.651413,-6.117249,-1.8501751,-1.7252733,-0.1249018
76,0.3651407,0.25087392,"('anxious', 'daring')",0.37885213,0.3464388,0.34467041,0.45444834,0.3628877,0.350587,0.0123007
62,0.35538766,0.43655455,"('incompetent', 'brilliant')",0.68433285,0.77867806,0.2751764,0.57385474,0.438299,0.5963624,-0.1580634
29,-0.34428525,-0.4081929,"('unfair', 'fair')",-0.3103469,-0.45909953,-0.81708205,-0.9353223,-0.4905714,-0.6008716,0.1103002
24,0.34271264,0.20693035,"('dishonest', 'honest')",-0.07300708,0.079882264,0.63702923,0.8356105,0.3022449,0.3741411,-0.0718962
26,-0.3400078,-0.33855438,"('hardhearted', 'benevolent')",1.2534177,1.2505381,1.1546139,1.164675,0.6893412,0.6922196,-0.0028784
23,-0.33619988,-0.3754948,"('insincere', 'sincere')",0.59024835,0.5885181,6.1732173,6.0199847,2.1424219,2.0776693,0.0647526
51,0.33035573,0.4204053,"('uneducated', 'educated')",0.028038077,0.023169614,0.7404307,0.74446476,0.3662748,0.3960132,-0.0297384
87,0.32912365,0.26180014,"('unsuccessful', 'successful')",1.5828807,1.4685955,0.8738114,0.8063225,0.9286052,0.8455727,0.0830325
32,0.31484047,0.34553683,"('unkind', 'kind')",0.37586826,0.40079564,1.0943649,1.2891891,0.5950245,0.6785072,-0.0834827
12,0.3135302,0.3370731,"('unsupportive', 'supportive')",1.2828869,1.2428732,-1.5220463,-1.3816164,0.0247902,0.06611,-0.0413198
49,-0.29771844,-0.27703032,"('unable', 'able')",-0.89121896,-0.80072767,-0.09545311,-0.21451014,-0.4281302,-0.430756,0.0026258
73,0.2686709,0.6061843,"('helpless', 'self-reliant')",0.6614327,0.70699954,-3.5331535,-3.3009489,-0.8676833,-0.6625884,-0.2050949
2,-0.2683465,-0.0053771734,"('unlikable', 'likable')",2.1700833,2.2354503,0.49802515,0.6332416,0.7999206,0.9544382,-0.1545176
3,-0.2465818,-0.43656513,"('repellent', 'pleasant')",0.094921224,-0.08205037,0.04689108,-0.024670646,-0.0349232,-0.1810954,0.1461722
50,0.2250529,0.37248793,"('clumsy', 'skillful')",0.517243,0.52846366,0.5029783,0.413212,0.4150914,0.4380546,-0.0229632
21,0.19886383,0.09237835,"('immoral', 'moral')",0.76321006,0.716743,-0.5414683,-0.6420613,0.1402019,0.0556867,0.0845152
11,-0.18884796,-0.10360484,"('unhelpful', 'helpful')",0.44314262,0.5077184,2.352264,2.486654,0.8688529,0.9635892,-0.0947363
69,0.16622001,0.2516446,"('lazy', 'industrious')",0.6880938,0.6604266,-0.5538765,-0.6248988,0.1001458,0.0957241,0.0044217
48,-0.15643644,-0.42909944,"('unintelligent', 'intelligent')",-0.38713366,-0.52378577,0.454099,0.44056466,-0.0298237,-0.1707735,0.1409498
59,-0.1560768,0.14821285,"('foolish', 'wise')",0.27915508,0.36049291,0.35965726,0.31976265,0.1609118,0.2761561,-0.1152443
65,0.13393086,-0.18351987,"('insecure', 'secure')",-0.2473011,-0.36215144,-0.43262726,-0.4012947,-0.1819992,-0.3156554,0.1336562
82,0.1256724,0.1787913,"('poor', 'rich')",0.0043514557,0.021533031,6.452348,6.2667866,2.1941241,2.1557037,0.0384204
41,-0.11096659,0.17784558,"('unforgiving', 'forgiving')",1.0776286,0.99688613,-0.12249418,-0.093929924,0.2813893,0.3602673,-0.078878
43,0.11015719,0.037062064,"('irresponsible', 'responsible')",0.88165283,0.9059274,0.5717671,0.72434783,0.5211924,0.5557791,-0.0345867
33,-0.104007676,-0.07676535,"('wrong', 'right')",0.79014874,0.76924676,-0.7232463,-0.80753875,-0.0123684,-0.0383524,0.025984
15,0.06484609,0.24325949,"('boring', 'funny')",-0.4460657,-0.20985556,0.2823787,0.26161382,-0.032947,0.0983392,-0.1312862
27,-0.03333774,-0.059175108,"('hardhearted', 'softhearted')",0.13114864,-0.050627388,1.8143213,1.4727675,0.6373774,0.4543217,0.1830557
