,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,male-female
39,2.0496945,1.8549404,"('exploitative', 'cooperative')",0.8480167,0.54419166,0.47785288,0.32128367,1.125188,0.9068052,0.2183828
45,-1.6225634,-1.2120867,"('incompetent', 'competent')",-1.3074045,-0.94458014,-0.23706988,-0.033790283,-1.0556792,-0.7301524,-0.3255268
31,-1.3958517,-1.1416545,"('evil', 'good')",0.45043007,0.7331879,-0.93475986,-0.7684567,-0.6267272,-0.3923078,-0.2344194
73,1.305799,1.2285955,"('helpless', 'self-reliant')",0.72980505,0.8873361,-3.7693315,-3.6851919,-0.5779092,-0.5230868,-0.0548224
37,1.2834799,0.9071829,"('fake', 'genuine')",-0.22718975,-0.37324208,0.0721889,0.18779269,0.3761597,0.2405778,0.1355819
77,-1.2575132,-1.1864048,"('unmotivated', 'motivated')",-0.19984442,-0.22396618,-1.0372375,-1.0470005,-0.8315317,-0.8191239,-0.0124078
67,1.2315842,0.96999276,"('doubtful', 'determined')",0.6230956,0.4789131,0.03469965,-0.08378308,0.6297932,0.4550409,0.1747523
49,-1.2305294,-1.2609885,"('unable', 'able')",-0.2856403,-0.32577765,-0.8101408,-0.8332632,-0.7754369,-0.8066765,0.0312396
22,-1.2269577,-0.8989217,"('untrustworthy', 'trustworthy')",-0.9679085,-0.8461399,-0.71958596,-0.74269074,-0.971484,-0.8292508,-0.1422332
84,1.1518377,1.2386146,"('inferior', 'superior')",0.817429,0.98310655,0.6266571,0.58554244,0.865308,0.9357545,-0.0704465
24,1.0753037,1.0436687,"('dishonest', 'honest')",0.2028983,0.17882687,0.7978787,1.0566458,0.6920269,0.7597138,-0.0676869
35,1.0576825,0.98528874,"('corrupt', 'incorrupt')",0.7480698,0.9060669,-0.2978418,-0.27408758,0.5026368,0.5390894,-0.0364526
55,-1.055083,-1.0255939,"('incompetent', 'clever')",-1.244467,-1.146612,0.19548091,0.21988979,-0.7013564,-0.6507721,-0.0505843
3,-1.0114769,-1.1722231,"('repellent', 'pleasant')",-0.91030985,-1.1828411,0.39723518,0.38339284,-0.5081839,-0.6572238,0.1490399
88,0.9888208,0.2388735,"('low', 'eminent')",0.7440533,0.2167294,-0.031760838,-0.19592366,0.5670378,0.0865597,0.4804781
57,-0.96432614,-0.71705365,"('unimaginative', 'imaginative')",-1.1252737,-0.79274255,-3.0674894,-2.949322,-1.7190297,-1.4863726,-0.2326571
0,-0.95492697,-1.1068529,"('unsociable', 'sociable')",-0.66002333,-0.7556264,0.11235686,-0.0038413005,-0.5008645,-0.6221068,0.1212423
36,-0.9429535,-0.651463,"('hostile', 'amicable')",-0.09308817,0.11996995,-0.09075457,-0.058967397,-0.3755987,-0.1968201,-0.1787786
71,0.91917807,1.1207596,"('diffident', 'self-confident')",0.89479655,0.9642856,0.634528,0.75541455,0.8161675,0.9468199,-0.1306524
19,0.911053,0.8898446,"('inhospitable', 'hospitable')",0.6559331,0.60181904,-0.036430825,-0.10448061,0.5101851,0.4623944,0.0477907
47,-0.90616333,-0.8780307,"('stupid', 'smart')",-0.49646103,-0.5903517,5.472358,5.4520617,1.3565779,1.3278931,0.0286848
27,-0.8773965,-0.9958055,"('hardhearted', 'softhearted')",-0.6892128,-0.5921614,0.6480073,0.6437396,-0.3062007,-0.3147424,0.0085417
78,-0.8678725,-0.8600075,"('nonresilient', 'resilient')",-0.5228103,-0.56535715,-0.14020684,-0.15457293,-0.5102965,-0.5266459,0.0163494
4,-0.8559733,-0.7750613,"('disliked', 'liked')",0.56174016,0.81390685,-7.102399,-7.133333,-2.4655441,-2.3648292,-0.1007149
33,0.85411716,1.1076683,"('wrong', 'right')",1.0918183,1.3042399,-0.5164615,-0.48816025,0.4764913,0.6412493,-0.164758
6,-0.798547,-0.3798918,"('distant', 'open')",0.69695383,1.0391881,-0.22801024,0.09963777,-0.1098678,0.252978,-0.3628458
60,-0.79199404,-0.9036054,"('inefficient', 'efficient')",-1.0002387,-1.1001443,-0.20139512,-0.1928278,-0.6645426,-0.7321924,0.0676498
9,0.7841739,1.106531,"('unaffectionate', 'caring')",0.9641113,1.2240179,1.0270067,1.4116755,0.9250973,1.2474081,-0.3223108
34,-0.78054154,-0.76559544,"('mean', 'honorable')",-0.5369758,-0.6808324,5.3323207,5.3471503,1.3382678,1.3002408,0.038027
74,0.7371531,0.6846835,"('undedicated', 'dedicated')",0.3073225,0.33680212,0.30307972,0.3742597,0.4491851,0.4652484,-0.0160633
62,-0.6799098,-0.7117049,"('incompetent', 'brilliant')",-0.34518954,-0.3962257,-0.09308263,-0.05009336,-0.3727274,-0.386008,0.0132806
65,-0.6713585,-0.8004572,"('insecure', 'secure')",-1.5349747,-1.5997317,-0.098107174,-0.15996423,-0.7681468,-0.8533844,0.0852376
15,0.6666444,0.7564411,"('boring', 'funny')",1.2566322,1.1866847,0.4714923,0.30314812,0.7982563,0.748758,0.0494983
85,0.66558486,0.58856523,"('insignificant', 'prestigious')",1.5804336,1.6686774,-0.19283606,-0.05920293,0.6843941,0.7326799,-0.0482858
41,-0.6401908,-0.73235667,"('unforgiving', 'forgiving')",-0.45401385,-0.41691765,0.49571636,0.27559823,-0.1994961,-0.2912254,0.0917293
82,-0.6242466,-0.77315325,"('poor', 'rich')",-0.5088573,-0.78015894,6.5151973,6.430702,1.7940311,1.6257966,0.1682345
10,-0.61921,-0.9156204,"('unsympathetic', 'sympathetic')",-1.424679,-1.5425625,-0.0638968,-0.02267351,-0.7025953,-0.8269521,0.1243568
87,0.58388644,0.49985313,"('unsuccessful', 'successful')",0.5101397,0.2978244,0.8301834,0.7163276,0.6414032,0.5046684,0.1367348
30,-0.58095574,-0.93439615,"('intolerant', 'tolerant')",-0.58207744,-0.8044075,0.35180968,0.031196645,-0.2704079,-0.5692023,0.2987944
56,0.5458741,0.65580696,"('impractical', 'practical')",0.6122229,0.65492433,-0.08654001,-0.07465583,0.3571857,0.4120251,-0.0548394
50,0.5349906,0.22059305,"('clumsy', 'skillful')",-0.57382154,-0.66180146,-0.13413699,-0.07818587,-0.057656,-0.1731314,0.1154754
17,-0.5292994,-0.53167415,"('nasty', 'nice')",-0.32447428,-0.21104652,-0.11379847,-0.13062702,-0.322524,-0.2911159,-0.0314081
11,0.51489675,0.526932,"('unhelpful', 'helpful')",-0.07729255,-0.2152271,2.2391388,2.3046427,0.8922477,0.8721159,0.0201318
32,0.5027944,0.19463459,"('unkind', 'kind')",-0.07266505,-0.26266265,0.88205945,0.9315735,0.4373963,0.2878485,0.1495478
44,-0.49746874,-0.5576987,"('prejudiced', 'unprejudiced')",-1.0409973,-1.1474456,-1.4249831,-1.478138,-0.9878163,-1.0610941,0.0732778
58,0.48540613,0.71538496,"('undiscriminating', 'discriminating')",-0.12867324,0.075846896,0.20923589,0.27303153,0.1886563,0.3547544,-0.1660981
