,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,male-female
18,-0.4783634,-0.980411,"('disagreeable', 'welcoming')",-0.5430835,-0.7067824,-0.87354743,-1.2178237,-0.6316648,-0.968339,0.3366742
25,-0.451548,-0.56495434,"('egoistic', 'altruistic')",0.57579917,0.67989826,1.2895709,1.4543719,0.471274,0.5231053,-0.0518313
14,-0.44604868,-0.6607068,"('antisocial', 'social')",-0.5352428,-0.7338875,0.18618847,-0.14780016,-0.2650343,-0.5141315,0.2490972
26,0.44320878,0.71581334,"('hardhearted', 'benevolent')",1.5446037,1.7368832,1.953955,2.084716,1.3139226,1.5124709,-0.1985483
5,-0.43989217,-0.06519681,"('distant', 'outgoing')",1.237557,1.48615,-0.6992493,-0.3809821,0.0328052,0.346657,-0.3138518
52,0.43595272,0.4037476,"('irrational', 'rational')",0.91196537,0.85269904,-0.6945406,-0.7220025,0.2177925,0.178148,0.0396445
59,0.43470636,0.40434748,"('foolish', 'wise')",1.1569915,1.2066779,-0.13201931,0.0007585287,0.4865595,0.5372613,-0.0507018
70,-0.42862108,-0.659485,"('lethargic', 'energetic')",-1.144759,-1.2914503,0.34109932,0.27674362,-0.4107602,-0.5580639,0.1473037
86,-0.42352617,-0.24467322,"('uninfluential', 'influential')",0.07287623,0.08663365,-0.36308676,-0.32153726,-0.2379122,-0.1598589,-0.0780533
66,0.41335022,0.4950397,"('inactive', 'active')",-0.025397256,0.050634816,0.90414107,0.9199227,0.430698,0.4885324,-0.0578344
8,0.40539348,0.5288099,"('unaffectionate', 'affectionate')",0.9376644,1.1260275,0.46821597,0.8075192,0.6037579,0.8207855,-0.2170276
54,-0.38605592,-0.5968261,"('incapable', 'capable')",0.3276017,0.1716384,0.9494851,0.88313186,0.2970103,0.1526481,0.1443622
2,0.36820304,0.024134949,"('unlikable', 'likable')",0.6341919,0.42707148,0.7037111,0.49495983,0.568702,0.3153888,0.2533132
81,-0.3478137,-0.8199466,"('submissive', 'aggressive')",-0.74102014,-1.0907764,-0.79132515,-0.9292282,-0.6267196,-0.9466503,0.3199307
63,-0.3436853,-0.36437362,"('unperceptive', 'insightful')",-0.4348184,-0.39003363,0.40596244,0.46205467,-0.1241804,-0.0974509,-0.0267295
69,0.34136856,0.46671507,"('lazy', 'industrious')",0.9640993,1.0411425,-0.79735816,-0.7310244,0.1693699,0.2589444,-0.0895745
53,0.33966297,0.35955223,"('uncreative', 'creative')",-0.096336916,-0.010873221,0.7682476,0.9012997,0.3371912,0.4166596,-0.0794684
64,-0.33814943,-0.68630314,"('shy', 'confident')",-0.405865,-0.3884759,-6.652944,-6.778231,-2.4656528,-2.6176701,0.1520173
68,-0.32919395,-0.5620549,"('dependent', 'independent')",-1.5262733,-1.5628881,-1.3275224,-1.4459684,-1.0609965,-1.1903038,0.1293073
28,-0.30645505,-0.38777322,"('disloyal', 'loyal')",-0.12686291,0.022037718,1.1117092,1.3623652,0.2261304,0.3322099,-0.1060795
46,0.29539657,0.30587727,"('uncompetitive', 'competitive')",-0.38752857,-0.49510545,-0.4944118,-0.6309626,-0.1955146,-0.2733969,0.0778823
21,-0.23344025,-0.6500477,"('immoral', 'moral')",-0.6064943,-0.9158852,-1.0131991,-1.2919524,-0.6177112,-0.9526285,0.3349173
76,-0.22514322,-0.6664096,"('anxious', 'daring')",-0.57380736,-0.93081975,0.0731774,-0.10201399,-0.2419244,-0.5664144,0.32449
42,-0.22331735,-0.7180714,"('unreliable', 'reliable')",-1.0753212,-1.1969664,-3.0691082,-3.0906591,-1.4559156,-1.6685658,0.2126502
40,-0.21241847,-0.34145522,"('stingy', 'generous')",-0.59537464,-0.43563217,-2.5243464,-2.3974075,-1.1107132,-1.058165,-0.0525482
51,-0.21199232,-0.75423867,"('uneducated', 'educated')",-0.45480353,-0.7058434,0.5456718,0.15528464,-0.0403747,-0.4349325,0.3945578
7,0.20404413,0.04386639,"('insensitive', 'sensitive')",-0.9039172,-0.91724116,0.1339231,0.25450858,-0.18865,-0.2062887,0.0176387
12,0.1680264,0.18996014,"('unsupportive', 'supportive')",-0.17557332,-0.086655736,-2.0538104,-1.8992432,-0.6871191,-0.5986463,-0.0884728
79,0.13286884,0.21063265,"('wavering', 'unwavering')",0.53583884,0.6653457,-0.5088344,-0.2888436,0.0532911,0.1957116,-0.1424205
1,-0.12778348,0.36059585,"('unfriendly', 'friendly')",0.99162644,1.4409083,1.8042796,2.1779094,0.8893742,1.3264712,-0.437097
38,0.12775055,0.27667928,"('untruthful', 'truthful')",0.3377887,0.4705183,0.34990627,0.55042845,0.2718152,0.432542,-0.1607268
20,-0.11801149,-0.11119616,"('rough', 'thoughtful')",-0.24872667,-0.32527167,0.87111795,0.8262643,0.1681266,0.1299322,0.0381944
83,0.076760486,0.1632585,"('powerless', 'powerful')",0.7768277,0.85808873,-1.2512175,-1.0764563,-0.1325431,-0.0183697,-0.1141734
75,0.07468609,0.51740545,"('meek', 'impulsive')",0.43447438,0.6985625,-0.08404882,-0.032188654,0.1417039,0.3945931,-0.2528892
61,0.07185552,0.17513779,"('illogical', 'logical')",0.53958386,0.4840344,0.10666603,0.11312475,0.2393685,0.2574323,-0.0180638
80,-0.06966764,-0.24393924,"('dominated', 'dominating')",-0.37419468,-0.6204101,-0.4455088,-0.5887251,-0.2964571,-0.4843582,0.1879011
13,0.046312764,-0.033778027,"('impolite', 'polite')",-0.70682025,-0.8542792,0.05828148,-0.14841461,-0.200742,-0.3454906,0.1447486
29,-0.027041772,0.13757029,"('unfair', 'fair')",0.5850287,0.7049971,-0.8319792,-0.8319298,-0.0913308,0.0035459,-0.0948767
48,0.0246833,0.07603079,"('unintelligent', 'intelligent')",0.08790334,0.2909385,-0.13764817,-0.0030096835,-0.0083538,0.1213199,-0.1296737
23,0.021729667,-0.10085045,"('insincere', 'sincere')",-0.5109152,-0.7407307,6.0031543,6.014888,1.8379896,1.7244355,0.1135541
43,0.020309608,0.2757412,"('irresponsible', 'responsible')",-0.3658498,-0.2939975,0.46319428,0.5505905,0.039218,0.1774447,-0.1382267
72,-0.014271382,0.30867463,"('unambitious', 'ambitious')",-0.5769776,-0.2714033,-0.5978558,-0.3364812,-0.3963683,-0.0997366,-0.2966317
16,0.013090335,-0.1591439,"('unpopular', 'popular')",-0.21675396,-0.3321845,0.42933506,0.37008718,0.0752238,-0.0404137,0.1156375
