,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
32,0.5990888,0.6781493,"('unkind', 'kind')",0.078501664,0.18634996,0.97910345,0.96486044,0.5522313,0.6097866,-0.0575553
51,0.5799659,0.51450396,"('uneducated', 'educated')",0.3056404,0.25004432,1.0016532,0.8108177,0.6290865,0.525122,0.1039645
62,-0.56400394,-0.45415497,"('incompetent', 'brilliant')",0.54425377,0.5814722,0.01038648,-0.20019963,-0.0031212,-0.0242941,0.0211729
75,0.5618326,0.77185965,"('meek', 'impulsive')",0.030315926,0.13623664,-0.11256845,0.014607718,0.15986,0.307568,-0.147708
50,0.5374591,0.55949205,"('clumsy', 'skillful')",-0.34986597,-0.2565394,0.2213726,0.4361201,0.1363219,0.2463576,-0.1100357
86,0.5260497,0.38902366,"('uninfluential', 'influential')",0.90984607,0.8448073,0.06507526,-0.1955777,0.5003237,0.3460844,0.1542393
17,-0.5154953,-0.51025766,"('nasty', 'nice')",-0.844329,-0.8325215,-0.3143136,-0.30392656,-0.5580459,-0.5489019,-0.009144
36,0.44243056,0.4510886,"('hostile', 'amicable')",-0.620254,-0.6577364,-0.19053233,0.074508175,-0.1227853,-0.0440465,-0.0787388
43,-0.43992126,-0.36235595,"('irresponsible', 'responsible')",0.6918604,0.7523815,0.437037,0.19426298,0.2296587,0.1947628,0.0348959
76,-0.41679832,-0.3837397,"('anxious', 'daring')",0.0055457093,0.17477125,0.11398059,0.0993715,-0.0990907,-0.0365323,-0.0625584
31,0.40265602,0.3105492,"('evil', 'good')",-0.8798557,-1.0473094,-1.0714339,-0.9287345,-0.5162112,-0.5551649,0.0389537
64,-0.4022241,-0.32408395,"('shy', 'confident')",0.7782953,0.8292231,-6.256296,-6.056693,-1.9600751,-1.8505179,-0.1095572
11,-0.3867864,-0.4062541,"('unhelpful', 'helpful')",0.23856814,0.3000924,2.0036993,1.8532016,0.6184937,0.5823466,0.0361471
20,-0.37280932,-0.42403153,"('rough', 'thoughtful')",-0.1735248,-0.038727682,0.70874715,0.78992796,0.0541377,0.1090563,-0.0549186
56,-0.3418564,-0.18375306,"('impractical', 'practical')",0.8043757,0.80490774,-0.67785865,-0.7854957,-0.0717798,-0.0547803,-0.0169995
88,0.32510436,0.42434907,"('low', 'eminent')",-0.113432065,-0.0069041587,0.20983586,0.35854274,0.1405027,0.2586625,-0.1181598
30,0.3225267,0.36841267,"('intolerant', 'tolerant')",1.0466952,1.1495034,1.1065556,1.0857595,0.8252592,0.8678918,-0.0426326
78,0.26875317,0.08643679,"('nonresilient', 'resilient')",0.34031257,0.3332603,0.2793981,0.3053843,0.2961546,0.2416938,0.0544608
57,0.22649436,0.08732152,"('unimaginative', 'imaginative')",0.87912196,0.8867663,-2.3805087,-2.3508196,-0.4249641,-0.4589106,0.0339465
42,-0.21278143,-0.26282924,"('unreliable', 'reliable')",-0.19171187,-0.22323039,-3.092932,-2.9914858,-1.1658084,-1.1591818,-0.0066266
48,-0.21196616,-0.39840317,"('unintelligent', 'intelligent')",1.3592911,1.4001787,0.5371754,0.45586127,0.5615001,0.4858789,0.0756212
13,-0.20121974,-0.052431896,"('impolite', 'polite')",-0.036761776,0.047723398,-0.06308451,-0.18075651,-0.1003553,-0.0618217,-0.0385336
61,0.20109507,0.1650122,"('illogical', 'logical')",0.99845046,1.0620089,0.12544176,-0.002769759,0.4416624,0.4080838,0.0335786
38,0.16672191,0.19564116,"('untruthful', 'truthful')",0.28001896,0.28960082,0.064682655,0.11950652,0.1704745,0.2015828,-0.0311083
21,0.15305464,0.28431427,"('immoral', 'moral')",1.2866635,1.3264123,-0.58885515,-0.7981336,0.283621,0.2708643,0.0127567
67,0.15255475,0.20681754,"('doubtful', 'determined')",-0.60431844,-0.6296013,-0.67870295,-0.63501877,-0.3768222,-0.3526009,-0.0242213
23,-0.14998142,0.013401892,"('insincere', 'sincere')",0.037370194,0.14051937,5.7820954,5.4516883,1.889828,1.8685365,0.0212915
77,0.14194316,0.24164665,"('unmotivated', 'motivated')",0.6096331,0.6838015,-1.2374823,-1.2024236,-0.1619687,-0.0923252,-0.0696435
2,0.13734497,0.47017524,"('unlikable', 'likable')",1.0403901,1.0798503,0.45562226,0.5207662,0.5444524,0.6902639,-0.1458115
70,0.124509245,-0.0035899635,"('lethargic', 'energetic')",0.42756632,0.48053032,0.7067204,0.47078142,0.4195987,0.3159073,0.1036914
4,-0.12107658,-0.15979043,"('disliked', 'liked')",0.60527223,0.5031716,-6.3055534,-5.8994756,-1.9404526,-1.8520314,-0.0884212
83,0.1077075,0.15148734,"('powerless', 'powerful')",1.0179138,0.98513186,-1.1967504,-1.2256144,-0.0237097,-0.0296651,0.0059554
46,-0.10047254,-0.21354452,"('uncompetitive', 'competitive')",0.32607338,0.37831923,-0.46009126,-0.5757369,-0.0781635,-0.1369874,0.0588239
10,0.09396875,-0.055043228,"('unsympathetic', 'sympathetic')",-0.50862265,-0.42023242,-0.057134807,-0.39856,-0.1572629,-0.2912785,0.1340156
41,-0.08687429,-0.04847069,"('unforgiving', 'forgiving')",-0.47589365,-0.42451236,-0.002375153,-0.011535529,-0.188381,-0.1615062,-0.0268748
15,0.07198942,0.1761806,"('boring', 'funny')",-0.35008582,-0.22313449,0.32590726,0.3588798,0.015937,0.1039753,-0.0880383
28,0.065855175,0.118038945,"('disloyal', 'loyal')",-0.15817815,-0.12499626,0.70607436,0.7102882,0.2045838,0.2344436,-0.0298598
34,0.058055874,0.0027916208,"('mean', 'honorable')",0.5017577,0.52748764,5.765037,5.6961145,2.1082835,2.0754646,0.0328189
58,-0.049569625,-0.2502616,"('undiscriminating', 'discriminating')",1.166082,1.0917257,0.14157541,0.0990346,0.4193626,0.3134996,0.105863
18,-0.041111603,0.28798684,"('disagreeable', 'welcoming')",-0.65832466,-0.653451,-0.4345996,-0.38823807,-0.3780119,-0.2512341,-0.1267778
52,0.034143806,0.18031973,"('irrational', 'rational')",-0.27818602,-0.29360384,-0.334894,-0.12685,-0.1929787,-0.0800447,-0.112934
87,-0.014462013,0.07007097,"('unsuccessful', 'successful')",-0.09956285,-0.098684855,0.7098154,0.6846729,0.1985968,0.2186863,-0.0200895
35,-0.01095085,0.12040426,"('corrupt', 'incorrupt')",-0.9601414,-0.8693695,-0.44534954,-0.15428494,-0.4721473,-0.3010834,-0.1710639
