,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
85,2.944873,2.8527958,"('insignificant', 'prestigious')",0.41834667,0.40941453,0.30250356,0.7253056,1.2219078,1.329172,-0.1072642
9,2.0407753,2.144278,"('unaffectionate', 'caring')",0.26641965,0.3153156,0.82534784,0.77073884,1.0441809,1.0767775,-0.0325966
12,1.8683374,1.9828353,"('unsupportive', 'supportive')",0.9481715,0.9346775,-1.3838376,-1.4037515,0.4775571,0.5045871,-0.02703
74,1.8585646,1.9243087,"('undedicated', 'dedicated')",-0.009710565,0.048737895,0.03243446,0.019139023,0.6270962,0.6640619,-0.0369657
29,-1.8086708,-1.7499762,"('unfair', 'fair')",-0.4132376,-0.45352334,-0.16085115,-0.21105543,-0.7942532,-0.8048517,0.0105985
65,-1.7455277,-1.6455348,"('insecure', 'secure')",0.31019655,0.44100013,-0.33138496,-0.47591946,-0.5889054,-0.5601514,-0.028754
44,-1.7284491,-1.626037,"('prejudiced', 'unprejudiced')",-0.49962065,-0.48169988,-1.5022907,-1.4333998,-1.2434535,-1.1803789,-0.0630746
66,1.7145125,1.586376,"('inactive', 'active')",-0.7130651,-0.69625294,1.0424447,1.030783,0.6812974,0.640302,0.0409954
40,1.5100963,1.421074,"('stingy', 'generous')",0.6378269,0.61578065,-1.2447858,-1.3207648,0.3010458,0.2386967,0.0623491
45,-1.4985679,-1.5295565,"('incompetent', 'competent')",-0.59086293,-0.5355286,-0.41683137,-0.59564817,-0.8354208,-0.8869111,0.0514903
53,1.4353025,1.4056741,"('uncreative', 'creative')",0.7144331,0.72163403,0.6002252,0.6772417,0.9166536,0.9348499,-0.0181963
16,-1.4073579,-1.5948067,"('unpopular', 'popular')",-0.44048932,-0.6064116,0.105939,0.19514965,-0.5806361,-0.6686895,0.0880534
71,1.4016284,1.5522759,"('diffident', 'self-confident')",1.2766131,1.3224285,0.31130248,0.36815584,0.9965146,1.0809534,-0.0844388
39,1.3860904,1.3960036,"('exploitative', 'cooperative')",-0.19214188,-0.10549417,0.005477546,-0.019355174,0.3998087,0.4237181,-0.0239094
3,-1.3643404,-1.3968464,"('repellent', 'pleasant')",0.04366956,0.04226782,0.37602755,0.1041522,-0.3148811,-0.4168088,0.1019277
63,1.3571916,1.2362629,"('unperceptive', 'insightful')",0.6193532,0.6542423,1.1824107,1.0633425,1.0529852,0.9846159,0.0683693
55,-1.3207662,-1.4190838,"('incompetent', 'clever')",-0.20685695,-0.13128349,-0.04813709,-0.36165208,-0.5252534,-0.6373398,0.1120864
8,1.2767988,1.3799399,"('unaffectionate', 'affectionate')",-0.8164214,-0.8513329,0.30894616,0.3381666,0.2564412,0.2889245,-0.0324833
26,1.2417518,1.2984425,"('hardhearted', 'benevolent')",0.78463674,0.8077534,1.3035393,1.4526709,1.109976,1.186289,-0.076313
1,1.1910809,1.2400255,"('unfriendly', 'friendly')",0.8085557,0.7574651,1.5992775,1.6364002,1.199638,1.211297,-0.011659
59,1.1879028,1.2056925,"('foolish', 'wise')",0.6037076,0.53478193,0.33207896,0.44763055,0.7078965,0.7293684,-0.0214719
22,-1.1573853,-1.1721067,"('untrustworthy', 'trustworthy')",-0.55591166,-0.52482533,-0.88393503,-1.0588548,-0.865744,-0.9185956,0.0528516
0,-1.1417203,-1.2429898,"('unsociable', 'sociable')",-0.21695688,-0.2976986,-0.47932118,-0.7867547,-0.6126661,-0.7758144,0.1631483
79,1.1310656,1.2124919,"('wavering', 'unwavering')",-0.5429637,-0.6060596,0.18053184,0.3797888,0.2562113,0.3287404,-0.0725291
14,-1.1225057,-0.91456366,"('antisocial', 'social')",0.59049886,0.6228821,-0.7222277,-1.0214252,-0.4180782,-0.4377023,0.0196241
72,1.1183723,1.2612888,"('unambitious', 'ambitious')",0.5592126,0.661796,-0.92423713,-1.0994749,0.2511159,0.2745366,-0.0234207
73,1.1159456,1.3518941,"('helpless', 'self-reliant')",1.4227532,1.4180765,-3.1656082,-2.9505372,-0.2089698,-0.0601888,-0.148781
84,1.1134645,1.0997183,"('inferior', 'superior')",0.10672462,0.1718408,0.8078309,0.95328337,0.6760066,0.7416142,-0.0656076
27,1.1118917,0.94303954,"('hardhearted', 'softhearted')",0.42287576,0.42162326,1.8743653,1.7710727,1.1363777,1.0452452,0.0911325
6,1.0990922,1.2041438,"('distant', 'open')",-0.58381516,-0.6874261,-0.045475848,0.0690574,0.1566004,0.1952584,-0.038658
24,0.99564224,1.0323087,"('dishonest', 'honest')",0.63042295,0.7248286,0.603277,0.5260176,0.7431141,0.7610517,-0.0179376
5,0.9635298,1.1824552,"('distant', 'outgoing')",-0.10737711,-0.19801193,-0.35712832,-0.22897284,0.1663415,0.2518235,-0.085482
82,-0.9408495,-0.98977804,"('poor', 'rich')",-0.27580768,-0.20329754,5.755124,5.4502974,1.5128223,1.4190739,0.0937484
33,0.89596784,1.037448,"('wrong', 'right')",1.1832554,1.0876017,-0.6073351,-0.510381,0.4906294,0.5382229,-0.0475935
25,0.8696405,0.88327575,"('egoistic', 'altruistic')",1.0667809,1.0393226,1.5350593,1.5671606,1.1571603,1.163253,-0.0060927
81,-0.86835927,-0.7841517,"('submissive', 'aggressive')",1.4283574,1.6522639,-0.3810097,-0.6758745,0.0596628,0.0640792,-0.0044164
60,-0.8528639,-0.693625,"('inefficient', 'efficient')",1.6828606,1.8198091,-0.017906133,-0.21647057,0.2706969,0.3032378,-0.0325409
68,-0.827165,-0.8712436,"('dependent', 'independent')",-0.13461508,-0.13232437,-0.092255265,-0.19447109,-0.3513451,-0.3993464,0.0480013
54,0.7213756,0.7960176,"('incapable', 'capable')",-0.31921086,-0.3431434,0.949129,1.0413254,0.4504312,0.4980665,-0.0476353
80,0.712094,0.5396594,"('dominated', 'dominating')",0.2707848,0.32026646,-0.55099523,-0.72934043,0.1439612,0.0435285,0.1004327
7,0.6988217,0.7278652,"('insensitive', 'sensitive')",1.0294641,1.0846151,1.0766631,0.8364021,0.9349829,0.8829608,0.0520221
49,-0.674888,-0.74864286,"('unable', 'able')",-0.17382905,-0.20453888,-0.07400537,-0.12823288,-0.3075742,-0.3604715,0.0528973
37,0.628273,0.62088287,"('fake', 'genuine')",0.39500195,0.35242417,0.46511245,0.3366395,0.4961291,0.4366488,0.0594803
19,0.6274924,0.7460452,"('inhospitable', 'hospitable')",-0.6432871,-0.632667,0.16977873,0.27251393,0.051328,0.1286307,-0.0773027
69,0.6035046,0.5729227,"('lazy', 'industrious')",0.55988353,0.5338967,-0.5743757,-0.39556804,0.1963375,0.2370838,-0.0407463
47,-0.6005014,-0.6189858,"('stupid', 'smart')",0.2948334,0.28575286,5.1358156,4.7690268,1.6100492,1.478598,0.1314512
