,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
78,-0.8089519,-0.62246895,"('nonresilient', 'resilient')",0.29338032,0.43236443,-0.2577858,-0.0950523,-0.1627335
22,-0.80611897,-0.6605881,"('untrustworthy', 'trustworthy')",-0.75088465,-0.5900448,-0.7785018,-0.6253164,-0.1531854
7,-0.79314876,-0.4485949,"('insensitive', 'sensitive')",0.76864636,1.0980412,-0.0122512,0.3247231,-0.3369743
84,0.792902,0.64248425,"('inferior', 'superior')",0.97163665,0.8601998,0.8822693,0.7513421,0.1309272
55,-0.7537374,-0.65555817,"('incompetent', 'clever')",0.20942906,0.58962345,-0.2721542,-0.0329674,-0.2391868
14,-0.735964,-0.70887405,"('antisocial', 'social')",-0.42137414,-0.13544953,-0.5786691,-0.4221618,-0.1565073
21,-0.73547524,-0.6042694,"('immoral', 'moral')",-0.32978714,0.02865919,-0.5326312,-0.2878051,-0.2448261
16,-0.694203,-0.63514084,"('unpopular', 'popular')",0.088942155,0.05616398,-0.3026304,-0.2894884,-0.013142
72,-0.68278193,-0.5538914,"('unambitious', 'ambitious')",-0.99064,-0.7843195,-0.8367109,-0.6691055,-0.1676054
19,-0.6578184,-0.6659906,"('inhospitable', 'hospitable')",0.28563204,0.18144506,-0.1860932,-0.2422728,0.0561796
77,-0.6452277,-0.6487173,"('unmotivated', 'motivated')",-1.1572287,-0.89094704,-0.9012282,-0.7698321,-0.1313961
69,0.6404297,0.6968871,"('lazy', 'industrious')",-0.7089527,-0.8508475,-0.0342615,-0.0769802,0.0427187
38,-0.637628,-0.3577839,"('untruthful', 'truthful')",-0.07589376,-9.8813325e-05,-0.3567609,-0.1789414,-0.1778195
12,-0.63590777,-0.29160252,"('unsupportive', 'supportive')",-1.5280771,-1.1618354,-1.0819924,-0.726719,-0.3552734
54,-0.6293134,-0.60497457,"('incapable', 'capable')",1.1319156,1.0505781,0.2513011,0.2228018,0.0284993
47,-0.60099137,-0.28860068,"('stupid', 'smart')",5.178546,5.2385044,2.2887774,2.4749517,-0.1861743
63,-0.5976984,-0.15507118,"('unperceptive', 'insightful')",1.3671405,1.7132802,0.3847211,0.7791045,-0.3943834
82,-0.5865814,-0.17726304,"('poor', 'rich')",5.8663526,6.107801,2.6398857,2.9652689,-0.3253832
37,0.57515913,0.70127314,"('fake', 'genuine')",0.6371417,0.81321937,0.6061504,0.7572463,-0.1510959
27,-0.5494054,-0.61762244,"('hardhearted', 'softhearted')",1.5398903,1.3437439,0.4952424,0.3630607,0.1321817
86,-0.5390342,-0.7645491,"('uninfluential', 'influential')",0.40705848,0.4808581,-0.0659879,-0.1418455,0.0758576
9,-0.53717804,-0.6238064,"('unaffectionate', 'caring')",0.9659718,0.9050728,0.2143969,0.1406332,0.0737637
51,-0.51391786,-0.69231695,"('uneducated', 'educated')",1.4106628,1.3361431,0.4483725,0.3219131,0.1264594
71,-0.5104116,-0.40355515,"('diffident', 'self-confident')",0.18660773,0.24568279,-0.161902,-0.0789362,-0.0829658
31,-0.4921503,-0.8995749,"('evil', 'good')",-1.0584044,-1.3792433,-0.7752774,-1.1394091,0.3641317
36,-0.4858414,-0.9137894,"('hostile', 'amicable')",0.07688885,-0.4815593,-0.2044763,-0.6976743,0.493198
34,-0.48216933,-0.2520506,"('mean', 'honorable')",6.0012026,6.124825,2.7595167,2.9363873,-0.1768706
2,0.44830248,0.5657165,"('unlikable', 'likable')",0.64059186,0.7974205,0.5444472,0.6815685,-0.1371213
8,-0.4465782,-0.66698754,"('unaffectionate', 'affectionate')",0.6860564,0.44453892,0.1197391,-0.1112243,0.2309634
6,-0.4362243,-0.61312264,"('distant', 'open')",-0.057491757,-0.3632037,-0.246858,-0.4881632,0.2413052
24,-0.42799616,-0.32471445,"('dishonest', 'honest')",0.6521536,0.79424167,0.1120787,0.2347636,-0.1226849
87,-0.4096504,-0.24204099,"('unsuccessful', 'successful')",0.83718103,0.9673314,0.2137653,0.3626452,-0.1488799
48,0.4035452,0.10565309,"('unintelligent', 'intelligent')",0.934618,0.9949043,0.6690816,0.5502787,0.1188029
29,-0.37840864,-0.71032387,"('unfair', 'fair')",-0.4569974,-0.70740974,-0.417703,-0.7088668,0.2911638
85,0.3652755,-0.0007589534,"('insignificant', 'prestigious')",0.44428715,-0.0042998716,0.4047813,-0.0025294,0.4073107
56,-0.34942266,0.13071121,"('impractical', 'practical')",-0.25389016,0.2488194,-0.3016564,0.1897653,-0.4914217
20,0.33360124,0.06961672,"('rough', 'thoughtful')",1.2715516,1.1309371,0.8025764,0.6002769,0.2022995
74,-0.32165223,-0.16436161,"('undedicated', 'dedicated')",0.23600355,0.3797727,-0.0428243,0.1077055,-0.1505298
28,-0.31337485,-0.30168757,"('disloyal', 'loyal')",0.87660605,0.9308833,0.2816156,0.3145978,-0.0329822
35,0.28365532,-0.05676449,"('corrupt', 'incorrupt')",-0.3028762,-0.7851793,-0.0096104,-0.4209719,0.4113615
60,-0.27986613,0.12419999,"('inefficient', 'efficient')",0.16468702,0.8053813,-0.0575896,0.4647906,-0.5223802
59,0.2798618,0.09821958,"('foolish', 'wise')",0.18346702,-0.05964945,0.2316644,0.0192851,0.2123793
44,-0.26456752,-0.31036067,"('prejudiced', 'unprejudiced')",-1.6830409,-1.8017498,-0.9738042,-1.0560553,0.0822511
5,-0.26261795,-0.30399755,"('distant', 'outgoing')",-0.447536,-0.68711776,-0.355077,-0.4955577,0.1404807
39,0.25231346,0.18652625,"('exploitative', 'cooperative')",-0.100193895,-0.004359681,0.0760598,0.0910833,-0.0150235
68,-0.24012803,-0.53429806,"('dependent', 'independent')",0.050815,-0.10650913,-0.0946565,-0.3204036,0.2257471
64,-0.23873255,-0.1614098,"('shy', 'confident')",-6.2784553,-6.0214767,-3.2585938,-3.0914433,-0.1671505
18,-0.2342687,-0.6177281,"('disagreeable', 'welcoming')",-0.1359742,-0.27900413,-0.1851214,-0.4483661,0.2632447
49,-0.2193548,-0.2309362,"('unable', 'able')",-0.13438919,-0.08646837,-0.176872,-0.1587023,-0.0181697
62,-0.21932513,0.113874406,"('incompetent', 'brilliant')",0.15398645,0.57819104,-0.0326693,0.3460327,-0.378702
30,0.21864372,0.096804775,"('intolerant', 'tolerant')",1.3531603,1.483378,0.785902,0.7900914,-0.0041894
33,0.2059362,0.0655984,"('wrong', 'right')",-0.66126406,-0.8207507,-0.2276639,-0.3775762,0.1499123
61,-0.18036135,-0.35025123,"('illogical', 'logical')",0.35881704,0.3619547,0.0892278,0.0058517,0.0833761
41,-0.17881101,-0.3806821,"('unforgiving', 'forgiving')",0.42478833,0.38601455,0.1229887,0.0026662,0.1203225
50,-0.15928015,0.23972839,"('clumsy', 'skillful')",0.3544087,0.34828445,0.0975643,0.2940064,-0.1964421
83,-0.1577795,-0.29608148,"('powerless', 'powerful')",-0.8240793,-0.7372728,-0.4909294,-0.5166771,0.0257477
3,-0.15311667,-0.07618426,"('repellent', 'pleasant')",0.059248146,0.20456289,-0.0469343,0.0641893,-0.1111236
58,-0.14786685,-0.4494326,"('undiscriminating', 'discriminating')",0.34565085,0.22586888,0.098892,-0.1117819,0.2106739
52,0.13890523,-0.58643556,"('irrational', 'rational')",0.044454783,-0.45656556,0.09168,-0.5215006,0.6131806
88,-0.138482,-0.29754537,"('low', 'eminent')",0.35001805,0.29295036,0.105768,-0.0022975,0.1080655
4,-0.13766333,-0.21309797,"('disliked', 'liked')",-6.162278,-6.0740385,-3.1499708,-3.1435683,-0.0064025
67,-0.122978754,0.122296594,"('doubtful', 'determined')",-0.75839144,-0.4251878,-0.4406851,-0.1514456,-0.2892395
26,0.116696656,-0.2639056,"('hardhearted', 'benevolent')",1.6214911,1.4558548,0.8690939,0.5959746,0.2731193
75,0.114892654,0.07648047,"('meek', 'impulsive')",-0.383708,-0.5144446,-0.1344077,-0.2189821,0.0845744
80,-0.08000228,0.16116098,"('dominated', 'dominating')",-0.96873593,-0.69584966,-0.5243691,-0.2673444,-0.2570247
81,-0.07061167,0.3162205,"('submissive', 'aggressive')",-0.3248359,0.1029551,-0.1977238,0.2095878,-0.4073116
25,0.062025312,-0.18606262,"('egoistic', 'altruistic')",1.4633286,1.2513592,0.762677,0.5326483,0.2300287
40,-0.04961537,-0.24263155,"('stingy', 'generous')",-1.2837881,-1.338874,-0.6667017,-0.7907528,0.1240511
15,-0.0040849485,-0.22104432,"('boring', 'funny')",0.5101443,0.40419653,0.2530297,0.0915761,0.1614536
