,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-3.0652072,-2.63762,"('unfriendly', 'friendly')",1.4307461,1.6086749,-0.8172306,-0.5144725,-0.3027581
9,-2.362458,-2.070733,"('unaffectionate', 'caring')",1.022898,1.1597183,-0.66978,-0.4555074,-0.2142726
8,-2.2469978,-1.8410072,"('unaffectionate', 'affectionate')",0.36239228,0.72928,-0.9423028,-0.5558636,-0.3864392
86,-2.1019492,-2.0084205,"('uninfluential', 'influential')",-0.011763837,-0.15959588,-1.0568565,-1.0840082,0.0271517
53,-1.8650595,-1.5759454,"('uncreative', 'creative')",0.6581712,0.8122552,-0.6034442,-0.3818451,-0.2215991
57,-1.6613889,-1.3964257,"('unimaginative', 'imaginative')",-2.6789832,-2.6858034,-2.170186,-2.0411146,-0.1290714
12,-1.6069428,-1.3725084,"('unsupportive', 'supportive')",-1.7655061,-1.678894,-1.6862245,-1.5257013,-0.1605232
0,-1.5521111,-1.6099786,"('unsociable', 'sociable')",-0.14401431,-0.48239386,-0.8480628,-1.0461862,0.1981234
19,-1.5516076,-1.5976994,"('inhospitable', 'hospitable')",-0.14317964,0.1177672,-0.8473936,-0.7399661,-0.1074275
31,-1.5500495,-1.4282589,"('evil', 'good')",-1.5271168,-1.4373893,-1.5385832,-1.4328241,-0.1057591
5,-1.5497649,-1.2505755,"('distant', 'outgoing')",-0.12603529,0.13463292,-0.8379001,-0.5579713,-0.2799288
6,-1.5429612,-1.1822066,"('distant', 'open')",0.20671237,0.47399804,-0.6681244,-0.3541043,-0.3140201
71,-1.4584465,-1.3948429,"('diffident', 'self-confident')",0.2703544,0.23349692,-0.5940461,-0.580673,-0.0133731
28,-1.3402299,-1.1697353,"('disloyal', 'loyal')",0.68935657,0.76756465,-0.3254367,-0.2010853,-0.1243514
52,-1.1730928,-1.0942968,"('irrational', 'rational')",-0.50388026,-0.3708859,-0.8384866,-0.7325914,-0.1058952
69,1.1725001,1.2478882,"('lazy', 'industrious')",-0.47551456,-0.49332628,0.3484928,0.377281,-0.0287882
44,1.1205463,0.95115376,"('prejudiced', 'unprejudiced')",-1.6542748,-1.7162628,-0.2668642,-0.3825545,0.1156903
2,1.079734,0.89271307,"('unlikable', 'likable')",0.37793684,0.4267195,0.7288354,0.6597162,0.0691192
36,-1.0635177,-0.9939685,"('hostile', 'amicable')",-0.47246072,-0.32013077,-0.7679892,-0.6570497,-0.1109395
42,1.0251021,0.87731844,"('unreliable', 'reliable')",-2.9834301,-3.0151215,-0.979164,-1.0689015,0.0897375
76,0.9919561,0.8055318,"('anxious', 'daring')",0.60116255,0.40665826,0.7965593,0.606095,0.1904643
43,-0.9494273,-0.98625207,"('irresponsible', 'responsible')",0.70600855,0.63085634,-0.1217094,-0.1776979,0.0559885
77,-0.92773426,-1.0421704,"('unmotivated', 'motivated')",-0.93475825,-0.9117149,-0.9312463,-0.9769427,0.0456964
67,0.9009907,0.6736299,"('doubtful', 'determined')",-0.17300029,-0.34222886,0.3639952,0.1657005,0.1982947
38,-0.89596474,-0.70764756,"('untruthful', 'truthful')",0.20501883,0.42690173,-0.345473,-0.1403729,-0.2051001
46,-0.89495873,-0.83607197,"('uncompetitive', 'competitive')",-0.7284901,-0.8292635,-0.8117244,-0.8326677,0.0209433
23,-0.8837053,-1.1184007,"('insincere', 'sincere')",6.4007607,6.2045918,2.7585278,2.5430956,0.2154322
81,0.8775704,0.6091846,"('submissive', 'aggressive')",0.031510882,-0.31456,0.4545406,0.1473123,0.3072283
18,-0.85182816,-0.9732732,"('disagreeable', 'welcoming')",-0.24938814,-0.30538088,-0.5506082,-0.639327,0.0887188
45,-0.82888293,-0.79521763,"('incompetent', 'competent')",-0.16027124,-0.28158092,-0.4945771,-0.5383993,0.0438222
50,0.81874436,0.579117,"('clumsy', 'skillful')",0.25432634,0.1747112,0.5365354,0.3769141,0.1596213
11,-0.7776561,-0.9393362,"('unhelpful', 'helpful')",2.2055857,2.0787754,0.7139648,0.5697196,0.1442452
85,-0.7717261,-0.48841846,"('insignificant', 'prestigious')",-0.01911071,0.2195145,-0.3954184,-0.134452,-0.2609664
73,0.76950574,0.93183875,"('helpless', 'self-reliant')",-3.3129683,-3.05555,-1.2717313,-1.0618557,-0.2098756
24,-0.73933226,-0.7939507,"('dishonest', 'honest')",0.9058242,0.9813255,0.083246,0.0936874,-0.0104414
4,-0.7043673,-0.5488908,"('disliked', 'liked')",-6.5672483,-6.433745,-3.6358078,-3.4913177,-0.1444901
84,0.67426103,0.5295684,"('inferior', 'superior')",1.1123304,1.0686255,0.8932958,0.7990969,0.0941989
55,-0.67040086,-0.71147776,"('incompetent', 'clever')",0.2052708,-0.08670588,-0.232565,-0.3990918,0.1665268
16,-0.66965425,-0.53419894,"('unpopular', 'popular')",0.38728166,0.35124907,-0.1411863,-0.0914749,-0.0497114
72,-0.65132433,-0.34618258,"('unambitious', 'ambitious')",-0.8515522,-0.71140164,-0.7514383,-0.5287921,-0.2226462
61,-0.6441288,-0.72763705,"('illogical', 'logical')",0.1308294,-0.04623141,-0.2566497,-0.3869342,0.1302845
3,-0.6395983,-0.8133402,"('repellent', 'pleasant')",0.2241933,0.07013584,-0.2077025,-0.3716022,0.1638997
58,-0.62954676,-0.2938882,"('undiscriminating', 'discriminating')",-0.03719116,0.030110918,-0.333369,-0.1318886,-0.2014804
25,-0.5701778,-0.39286262,"('egoistic', 'altruistic')",1.0724708,1.1896054,0.2511465,0.3983714,-0.1472249
27,-0.54902035,-0.43656206,"('hardhearted', 'softhearted')",1.3876972,1.4611133,0.4193384,0.5122756,-0.0929372
35,0.53725165,0.6988264,"('corrupt', 'incorrupt')",-0.53150874,-0.26748464,0.0028715,0.2156709,-0.2127994
10,-0.5277595,-0.46835375,"('unsympathetic', 'sympathetic')",0.10046555,-0.05012314,-0.213647,-0.2592385,0.0455915
32,-0.52101314,-0.8871769,"('unkind', 'kind')",1.0749187,0.7631718,0.2769528,-0.0620025,0.3389553
63,-0.5172224,-0.48400855,"('unperceptive', 'insightful')",1.1892028,1.1906247,0.3359902,0.3533081,-0.0173179
54,-0.50502735,-0.42009425,"('incapable', 'capable')",0.9434933,1.1986543,0.219233,0.38928,-0.170047
80,0.5000093,0.3924544,"('dominated', 'dominating')",-1.0030736,-1.1050541,-0.2515321,-0.3562999,0.1047678
33,-0.49505198,-0.3753788,"('wrong', 'right')",-0.7677286,-0.5779311,-0.6313903,-0.4766549,-0.1547354
59,-0.47486594,-0.64703655,"('foolish', 'wise')",0.2713249,0.38901186,-0.1017705,-0.1290123,0.0272418
56,0.46001032,0.35446954,"('impractical', 'practical')",0.32587442,0.20858851,0.3929424,0.281529,0.1114134
78,-0.4171636,-0.06730673,"('nonresilient', 'resilient')",0.36760885,0.4643171,-0.0247774,0.1985052,-0.2232826
48,-0.4166028,-0.44911566,"('unintelligent', 'intelligent')",0.9772355,0.7396602,0.2803164,0.1452723,0.1350441
20,0.4120599,0.45415005,"('rough', 'thoughtful')",1.0332918,1.0428436,0.7226759,0.7484968,-0.0258209
40,-0.35911253,-0.12729084,"('stingy', 'generous')",-1.5238304,-1.4471223,-0.9414715,-0.7872066,-0.1542649
7,-0.34786916,-0.6091077,"('insensitive', 'sensitive')",0.9451511,0.7825244,0.298641,0.0867084,0.2119326
29,-0.34352902,-0.34888858,"('unfair', 'fair')",-0.4999028,-0.5367299,-0.4217159,-0.4428092,0.0210933
41,-0.34176168,-0.45111945,"('unforgiving', 'forgiving')",-0.007865714,-0.30871695,-0.1748137,-0.3799182,0.2051045
34,0.33979386,0.24152234,"('mean', 'honorable')",6.297627,6.2803397,3.3187103,3.260931,0.0577793
15,-0.3370773,-0.47657114,"('boring', 'funny')",0.2688498,0.19197337,-0.0341137,-0.1422989,0.1081852
66,-0.32279065,-0.06711668,"('inactive', 'active')",0.63384426,0.92485195,0.1555268,0.4288676,-0.2733408
60,0.3147423,0.15914562,"('inefficient', 'efficient')",0.6250553,0.32230017,0.4698988,0.2407229,0.2291759
21,0.2943967,-0.022069747,"('immoral', 'moral')",-0.3522323,-0.66652197,-0.0289178,-0.3442959,0.3153781
14,0.2896896,0.0555671,"('antisocial', 'social')",-0.44647497,-0.7267534,-0.0783927,-0.3355932,0.2572005
13,-0.2814971,-0.5756728,"('impolite', 'polite')",0.109395124,-0.26652086,-0.086051,-0.4210968,0.3350458
30,0.23766097,-0.14917669,"('intolerant', 'tolerant')",1.7959716,1.5384467,1.0168163,0.694635,0.3221813
26,-0.21228814,-0.28802136,"('hardhearted', 'benevolent')",1.2414918,1.229272,0.5146018,0.4706253,0.0439765
83,-0.18295015,-0.17586312,"('powerless', 'powerful')",-0.99568886,-1.0438635,-0.5893195,-0.6098633,0.0205438
22,-0.18284899,-0.22180226,"('untrustworthy', 'trustworthy')",-1.0406353,-0.9906684,-0.6117421,-0.6062353,-0.0055068
65,0.16528761,-0.2848424,"('insecure', 'secure')",-0.31000203,-0.6385353,-0.0723572,-0.4616889,0.3893317
88,-0.15729965,-0.29279262,"('low', 'eminent')",0.43871924,0.2745039,0.1407098,-0.0091444,0.1498542
79,-0.144007,-0.14268713,"('wavering', 'unwavering')",0.15325572,0.30231962,0.0046244,0.0798162,-0.0751918
39,-0.14214543,-0.30473396,"('exploitative', 'cooperative')",-0.19591327,-0.20992158,-0.1690294,-0.2573278,0.0882984
87,0.12640856,0.09641239,"('unsuccessful', 'successful')",0.5578954,0.6023862,0.342152,0.3493993,-0.0072473
17,-0.12602693,-0.24647917,"('nasty', 'nice')",-0.32251552,-0.4395016,-0.2242712,-0.3429904,0.1187192
74,-0.101516716,-0.0058266968,"('undedicated', 'dedicated')",-0.1333583,-0.16470115,-0.1174375,-0.0852639,-0.0321736
75,-0.09808052,0.28003955,"('meek', 'impulsive')",-0.5229077,-0.18655723,-0.3104941,0.0467412,-0.3572353
82,0.091684744,0.22886977,"('poor', 'rich')",6.328357,6.5029774,3.210021,3.3659236,-0.1559026
68,0.086183235,-0.04145299,"('dependent', 'independent')",-0.22747791,-0.20106767,-0.0706473,-0.1212603,0.050613
37,0.08046055,0.13909385,"('fake', 'genuine')",0.5036448,0.6131352,0.2920527,0.3761145,-0.0840618
51,0.05356539,-0.22435863,"('uneducated', 'educated')",0.8806086,0.8070715,0.467087,0.2913564,0.1757306
49,-0.036721945,-0.038845524,"('unable', 'able')",0.05576219,0.15371728,0.0095201,0.0574359,-0.0479158
64,0.020992894,-0.24874476,"('shy', 'confident')",-6.801999,-6.9524646,-3.3905032,-3.6006048,0.2101016
70,0.014816325,-0.02292617,"('lethargic', 'energetic')",0.76418525,0.7328361,0.3895008,0.354955,0.0345458
62,-0.01130418,0.06542576,"('incompetent', 'brilliant')",0.72933215,0.8509438,0.359014,0.4581848,-0.0991708
47,0.007520646,0.076347485,"('stupid', 'smart')",5.8292,5.9074044,2.9183602,2.9918759,-0.0735157
