,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
41,-0.6211703,-0.4072218,"('unforgiving', 'forgiving')",-0.22363007,-0.1899847,-0.4224002,-0.2986032,-0.123797
78,-0.61640716,-0.80392134,"('nonresilient', 'resilient')",0.5089897,0.49536175,-0.0537087,-0.1542798,0.1005711
51,-0.60840416,-0.58243054,"('uneducated', 'educated')",0.8092266,0.75732374,0.1004112,0.0874466,0.0129646
30,0.54693955,0.5418624,"('intolerant', 'tolerant')",1.115065,1.1413909,0.8310022,0.8416266,-0.0106244
0,-0.51713026,-0.4653043,"('unsociable', 'sociable')",-0.67928886,-0.88537914,-0.5982096,-0.6753417,0.0771321
33,0.48461637,0.7812179,"('wrong', 'right')",-0.8944581,-0.78189635,-0.2049209,-0.0003392,-0.2045817
24,-0.4516127,-0.34549296,"('dishonest', 'honest')",0.96433514,0.7863025,0.2563612,0.2204048,0.0359564
71,0.4476457,0.44938397,"('diffident', 'self-confident')",0.25237745,0.32726818,0.3500116,0.3883261,-0.0383145
67,0.4408262,0.4608609,"('doubtful', 'determined')",-0.38230413,-0.4254451,0.029261,0.0177079,0.0115531
60,0.43222067,0.12785941,"('inefficient', 'efficient')",0.5524699,0.23034349,0.4923453,0.1791015,0.3132438
25,-0.41444457,-0.23450638,"('egoistic', 'altruistic')",0.96872336,1.1167593,0.2771394,0.4411265,-0.1639871
27,-0.4116781,-0.48438033,"('hardhearted', 'softhearted')",1.3153996,1.2854217,0.4518608,0.4005207,0.0513401
43,-0.40186277,-0.56388575,"('irresponsible', 'responsible')",0.70234895,0.37597668,0.1502431,-0.0939545,0.2441976
3,-0.39746156,-0.5941524,"('repellent', 'pleasant')",0.18386379,-0.0017085634,-0.1067989,-0.2979305,0.1911316
79,-0.38160732,-0.18940194,"('wavering', 'unwavering')",0.020751951,0.26533216,-0.1804277,0.0379651,-0.2183928
48,0.37688845,0.42794105,"('unintelligent', 'intelligent')",0.85523635,0.6840483,0.6160624,0.5559947,0.0600677
9,-0.3444283,-0.1621063,"('unaffectionate', 'caring')",0.7270262,0.6638841,0.191299,0.2508889,-0.0595899
87,0.33283123,0.3297374,"('unsuccessful', 'successful')",0.6726213,0.5472505,0.5027263,0.438494,0.0642323
16,0.31779283,0.3360386,"('unpopular', 'popular')",0.4954135,0.59913343,0.4066032,0.467586,-0.0609828
20,-0.30513033,-0.38377133,"('rough', 'thoughtful')",1.0747079,0.89088,0.3847888,0.2535543,0.1312345
46,-0.2929587,-0.7209058,"('uncompetitive', 'competitive')",0.019725995,-0.19576842,-0.1366163,-0.4583371,0.3217208
7,-0.29047894,-0.31076548,"('insensitive', 'sensitive')",0.8179621,0.70577675,0.2637416,0.1975056,0.066236
62,0.28399718,0.15399316,"('incompetent', 'brilliant')",0.88525486,0.62036866,0.584626,0.3871809,0.1974451
81,-0.26816314,-0.3026428,"('submissive', 'aggressive')",-0.13209811,-0.4614138,-0.2001306,-0.3820283,0.1818977
35,-0.2673767,0.035616558,"('corrupt', 'incorrupt')",-0.48956797,-0.274591,-0.3784723,-0.1194872,-0.2589851
52,-0.2652588,-0.021997105,"('irrational', 'rational')",-0.5124364,-0.20910484,-0.3888476,-0.115551,-0.2732966
54,-0.26361024,-0.27680862,"('incapable', 'capable')",1.2828381,1.2490138,0.5096139,0.4861026,0.0235113
63,-0.2635191,-0.29731235,"('unperceptive', 'insightful')",1.4636775,1.2378209,0.6000792,0.4702542,0.129825
15,-0.25396615,-0.017237995,"('boring', 'funny')",0.3861833,0.45288786,0.0661086,0.2178249,-0.1517163
21,-0.23460853,-0.24055803,"('immoral', 'moral')",-0.688194,-0.8644428,-0.4614013,-0.5525004,0.0910991
61,-0.23052812,-0.26232126,"('illogical', 'logical')",0.23684834,-0.018860104,0.0031601,-0.1405907,0.1437508
32,-0.2268306,-0.14977978,"('unkind', 'kind')",0.9093587,0.8889715,0.341264,0.3695959,-0.0283319
76,0.22412552,0.010843053,"('anxious', 'daring')",0.51012766,0.44717133,0.3671266,0.2290072,0.1381194
14,-0.22146712,-0.20829625,"('antisocial', 'social')",-0.90563416,-1.0912288,-0.5635507,-0.6497626,0.0862119
44,0.2108023,-0.055530727,"('prejudiced', 'unprejudiced')",-1.5859984,-1.6036078,-0.687598,-0.8295692,0.1419712
88,-0.20720175,0.07463817,"('low', 'eminent')",0.08616821,0.17746034,-0.0605168,0.1260493,-0.1865661
34,0.20622988,0.12653008,"('mean', 'honorable')",6.5085607,6.3059273,3.3573952,3.2162287,0.1411665
77,-0.1887173,-0.4594807,"('unmotivated', 'motivated')",-0.9094569,-1.0385762,-0.5490871,-0.7490284,0.1999413
17,-0.18096264,-0.047252387,"('nasty', 'nice')",-0.64304405,-0.37314087,-0.4120033,-0.2101966,-0.2018067
29,-0.17800698,-0.17498106,"('unfair', 'fair')",-0.667528,-0.7954711,-0.4227675,-0.4852261,0.0624586
40,-0.17058359,-0.06423055,"('stingy', 'generous')",-1.5290418,-1.4794973,-0.8498127,-0.7718639,-0.0779488
23,-0.16989057,-0.27575734,"('insincere', 'sincere')",6.148641,5.7778893,2.9893754,2.751066,0.2383094
38,-0.12439777,0.03114815,"('untruthful', 'truthful')",0.31952327,0.4415072,0.0975628,0.2363277,-0.1387649
65,-0.12279484,-0.39779547,"('insecure', 'secure')",-0.14189939,-0.48355836,-0.1323471,-0.4406769,0.3083298
47,-0.12241778,-0.0271921,"('stupid', 'smart')",5.628785,5.4730206,2.7531836,2.7229142,0.0302694
4,0.12031694,0.39118266,"('disliked', 'liked')",-6.413952,-5.9619536,-3.1468174,-2.7853856,-0.3614318
59,-0.10721753,0.11161867,"('foolish', 'wise')",0.24349084,0.37027824,0.0681367,0.2409485,-0.1728118
56,-0.10194698,-0.08672477,"('impractical', 'practical')",0.2723064,0.16015388,0.0851797,0.0367146,0.0484651
37,-0.1014964,-0.18974951,"('fake', 'genuine')",0.4894633,0.4079152,0.1939835,0.1090828,0.0849007
49,0.101260856,-0.06090662,"('unable', 'able')",-0.2208199,-0.39891386,-0.0597795,-0.2299102,0.1701307
50,0.085878335,0.006894212,"('clumsy', 'skillful')",0.5450777,0.65181947,0.315478,0.3293568,-0.0138788
72,-0.085438125,-0.055689096,"('unambitious', 'ambitious')",-0.8206485,-1.101272,-0.4530433,-0.5784805,0.1254372
75,-0.072702646,0.0335847,"('meek', 'impulsive')",-0.18960139,0.02459123,-0.131152,0.029088,-0.16024
11,-0.06586792,-0.1747128,"('unhelpful', 'helpful')",2.3309982,2.253238,1.1325651,1.0392625,0.0933026
64,-0.039011803,-0.022192076,"('shy', 'confident')",-6.2753944,-6.120821,-3.1572032,-3.0715065,-0.0856967
74,-0.038459618,0.017965838,"('undedicated', 'dedicated')",0.034090452,0.03263688,-0.0021846,0.0253014,-0.027486
42,0.031512547,-0.034326576,"('unreliable', 'reliable')",-2.7791457,-2.7731326,-1.3738166,-1.4037296,0.029913
26,0.028617928,0.19872317,"('hardhearted', 'benevolent')",0.99015737,1.1140193,0.5093877,0.6563712,-0.1469835
58,-0.02027183,-0.0504217,"('undiscriminating', 'discriminating')",0.2872308,0.20345815,0.1334795,0.0765182,0.0569613
12,0.011151079,0.1528027,"('unsupportive', 'supportive')",-1.694254,-1.6191603,-0.8415515,-0.7331788,-0.1083727
80,0.005607933,-0.09798013,"('dominated', 'dominating')",-1.1343675,-1.261599,-0.5643798,-0.6797895,0.1154097
66,0.0001988262,0.07515184,"('inactive', 'active')",0.7595749,0.9194303,0.3798869,0.4972911,-0.1174042
