,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
75,-1.9063536,-1.520142,"('meek', 'impulsive')",-0.42025617,-0.20952033,-1.1633049,-0.8648311,-0.2984738
44,-1.8348168,-1.8055654,"('prejudiced', 'unprejudiced')",-1.7196578,-1.6559318,-1.7772373,-1.7307487,-0.0464886
26,1.5634308,1.4506186,"('hardhearted', 'benevolent')",1.9552336,1.9096218,1.7593322,1.6801202,0.079212
87,1.431787,1.1661992,"('unsuccessful', 'successful')",1.0859653,1.0299889,1.2588761,1.098094,0.1607821
12,1.2727126,1.1296465,"('unsupportive', 'supportive')",-1.41862,-1.441782,-0.0729537,-0.1560677,0.083114
57,-1.2473543,-1.5658007,"('unimaginative', 'imaginative')",-2.4552565,-2.6338818,-1.8513054,-2.0998411,0.2485357
33,1.1915065,1.1774912,"('wrong', 'right')",-0.21515507,-0.22456105,0.4881757,0.4764651,0.0117106
37,1.0940254,0.8084586,"('fake', 'genuine')",0.7235235,0.5651539,0.9087744,0.6868063,0.2219681
1,1.088787,1.1761752,"('unfriendly', 'friendly')",2.1496017,2.1444001,1.6191943,1.6602876,-0.0410933
64,-1.0803537,-1.2621543,"('shy', 'confident')",-7.055088,-6.891344,-4.0677209,-4.0767493,0.0090284
39,1.0739596,0.75174326,"('exploitative', 'cooperative')",0.19657007,0.21140967,0.6352648,0.4815765,0.1536883
27,0.99305785,0.90311974,"('hardhearted', 'softhearted')",2.052032,1.6682737,1.5225449,1.2856967,0.2368482
74,0.9775971,0.8384946,"('undedicated', 'dedicated')",0.41492945,0.30110383,0.6962633,0.5697992,0.1264641
63,0.9730614,0.7628049,"('unperceptive', 'insightful')",1.2989306,1.3342742,1.135996,1.0485395,0.0874565
77,-0.91948116,-1.0173179,"('unmotivated', 'motivated')",-1.3327291,-1.2581115,-1.1261051,-1.1377146,0.0116095
19,0.86478275,1.1251738,"('inhospitable', 'hospitable')",0.52702963,0.76579034,0.6959062,0.9454821,-0.2495759
71,0.8643786,0.8668256,"('diffident', 'self-confident')",0.6372233,0.54203886,0.750801,0.7044322,0.0463688
65,-0.8516601,-1.2431717,"('insecure', 'secure')",-0.71108353,-0.7340837,-0.7813718,-0.9886277,0.2072559
56,0.817666,0.6086409,"('impractical', 'practical')",-0.8280016,-0.62866575,-0.0051678,-0.0100124,0.0048446
3,-0.8013078,-0.96444637,"('repellent', 'pleasant')",0.19458613,0.088969134,-0.3033608,-0.4377386,0.1343778
85,0.8004843,1.0364381,"('insignificant', 'prestigious')",0.83134216,0.8751874,0.8159132,0.9558128,-0.1398996
73,0.76506096,0.8977945,"('helpless', 'self-reliant')",-3.2211637,-3.1609545,-1.2280514,-1.13158,-0.0964714
68,-0.76176983,-0.9074921,"('dependent', 'independent')",-0.32732046,-0.45028028,-0.5445452,-0.6788862,0.134341
55,-0.7539601,-1.0714179,"('incompetent', 'clever')",-0.2564336,-0.24985325,-0.5051968,-0.6606356,0.1554388
9,0.7315902,0.849456,"('unaffectionate', 'caring')",1.2802112,1.3492007,1.0059007,1.0993284,-0.0934277
82,-0.72216636,-0.76285523,"('poor', 'rich')",5.9399657,6.2191997,2.6088996,2.7281723,-0.1192727
32,0.7100391,0.56586283,"('unkind', 'kind')",0.9953653,0.97390366,0.8527022,0.7698833,0.0828189
16,-0.6928118,-0.5149996,"('unpopular', 'popular')",0.31863815,0.30765706,-0.1870868,-0.1036713,-0.0834155
72,-0.6869202,-0.8166233,"('unambitious', 'ambitious')",-0.5516116,-0.45664617,-0.6192659,-0.6366347,0.0173688
78,0.67091787,0.6433678,"('nonresilient', 'resilient')",0.38350037,0.3803536,0.5272091,0.5118607,0.0153484
69,0.6657434,0.86261463,"('lazy', 'industrious')",-0.57533485,-0.6170396,0.0452043,0.1227875,-0.0775832
