,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
31,-0.6454534,-0.28119388,"('evil', 'good')",-0.5786138,-0.6905364,-0.6120336,-0.4858651,-0.1261685
22,-0.64420366,-0.9140571,"('untrustworthy', 'trustworthy')",-1.1349928,-1.0720136,-0.8895983,-0.9930353,0.103437
41,0.6377536,0.7037354,"('unforgiving', 'forgiving')",0.15000366,-0.024053372,0.3938786,0.339841,0.0540376
13,0.6337256,0.34595767,"('impolite', 'polite')",-0.35547733,-0.29472387,0.1391241,0.0256169,0.1135072
18,-0.6246231,-0.51949054,"('disagreeable', 'welcoming')",-0.39285234,-0.43725613,-0.5087377,-0.4783733,-0.0303644
53,-0.6138645,-0.4993981,"('uncreative', 'creative')",0.8563115,0.77257353,0.1212235,0.1365877,-0.0153642
80,0.6127301,0.21394318,"('dominated', 'dominating')",-0.8403697,-1.1381788,-0.1138198,-0.4621178,0.348298
34,0.5825475,0.4868933,"('mean', 'honorable')",5.9686074,6.090058,3.2755775,3.2884755,-0.012898
61,0.5620727,0.40723008,"('illogical', 'logical')",0.34216487,0.2562133,0.4521188,0.3317217,0.1203971
83,-0.5547988,-0.4393551,"('powerless', 'powerful')",-1.2784427,-1.108132,-0.9166207,-0.7737436,-0.1428771
86,0.5537659,0.26771677,"('uninfluential', 'influential')",0.460233,0.19236434,0.5069994,0.2300406,0.2769588
23,0.5140476,0.21830785,"('insincere', 'sincere')",5.806031,5.7842126,3.1600394,3.0012603,0.1587791
29,-0.50789183,-0.48483616,"('unfair', 'fair')",-0.15399407,-0.3083872,-0.330943,-0.3966117,0.0656687
54,0.4884863,0.56516707,"('incapable', 'capable')",1.4084592,1.4537349,0.9484727,1.0094509,-0.0609782
17,-0.46369404,-0.34848052,"('nasty', 'nice')",-0.6346416,-0.56147134,-0.5491678,-0.4549759,-0.0941919
25,0.46199065,0.5713233,"('egoistic', 'altruistic')",1.3248359,1.3864766,0.8934133,0.9789,-0.0854867
21,0.45682243,0.18242903,"('immoral', 'moral')",-0.85943884,-0.99840623,-0.2013082,-0.4079886,0.2066804
49,-0.4559127,-0.3193536,"('unable', 'able')",-0.43846002,-0.3250476,-0.4471864,-0.3222006,-0.1249858
11,-0.42574602,-0.63915354,"('unhelpful', 'helpful')",1.6375775,1.7470351,0.6059158,0.5539408,0.051975
35,0.4208721,0.79677534,"('corrupt', 'incorrupt')",-0.007937502,0.019139973,0.2064673,0.4079576,-0.2014903
4,-0.38507283,0.039886408,"('disliked', 'liked')",-6.587959,-6.4985785,-3.4865158,-3.229346,-0.2571698
0,0.36870253,-0.022256661,"('unsociable', 'sociable')",-0.66119623,-0.74063456,-0.1462469,-0.3814456,0.2351987
48,0.3647568,0.067956045,"('unintelligent', 'intelligent')",0.66357094,0.56987244,0.5141639,0.3189142,0.1952497
45,-0.36290437,-0.6184131,"('incompetent', 'competent')",-0.30142692,-0.3874359,-0.3321657,-0.5029245,0.1707588
14,-0.35626706,-0.72049135,"('antisocial', 'social')",-1.0324992,-1.0556537,-0.6943831,-0.8880725,0.1936894
67,0.34615248,0.29179883,"('doubtful', 'determined')",-0.6584048,-0.5428388,-0.1561262,-0.12552,-0.0306062
43,0.34097928,0.124519184,"('irresponsible', 'responsible')",0.4888445,0.63832784,0.4149119,0.3814235,0.0334884
15,0.33950248,0.5398035,"('boring', 'funny')",0.48979738,0.514355,0.4146499,0.5270792,-0.1124293
47,0.33182007,0.14147183,"('stupid', 'smart')",4.917038,4.9573526,2.624429,2.5494123,0.0750167
2,0.32126197,0.2759701,"('unlikable', 'likable')",0.36818093,0.6493373,0.3447214,0.4626537,-0.1179323
60,0.31723288,0.027093122,"('inefficient', 'efficient')",-0.40557614,-0.27731383,-0.0441716,-0.1251104,0.0809388
50,0.30868644,0.38628954,"('clumsy', 'skillful')",0.48401698,0.45198372,0.3963517,0.4191366,-0.0227849
46,-0.30639493,-0.59434015,"('uncompetitive', 'competitive')",-0.74172837,-0.75054425,-0.5240617,-0.6724422,0.1483805
36,-0.30487818,0.18077429,"('hostile', 'amicable')",0.25440136,0.23658279,-0.0252384,0.2086785,-0.2339169
81,-0.29950297,-0.7054414,"('submissive', 'aggressive')",-1.1320422,-1.1744789,-0.7157726,-0.9399601,0.2241875
79,-0.29389957,0.06773256,"('wavering', 'unwavering')",0.20267619,0.2225374,-0.0456117,0.145135,-0.1907467
62,-0.2937884,-0.39609468,"('incompetent', 'brilliant')",-0.12676494,0.12618496,-0.2102767,-0.1349549,-0.0753218
42,0.26691526,0.19491902,"('unreliable', 'reliable')",-3.0600708,-3.1692789,-1.3965777,-1.4871799,0.0906022
7,0.25627115,-0.032588962,"('insensitive', 'sensitive')",0.98496354,0.77176845,0.6206173,0.3695897,0.2510276
30,0.25460523,0.0005219579,"('intolerant', 'tolerant')",0.75999874,0.74799836,0.507302,0.3742602,0.1330418
52,-0.22819676,-0.13487174,"('irrational', 'rational')",0.23540956,0.11224891,0.0036064,-0.0113114,0.0149178
38,0.21493927,0.23248309,"('untruthful', 'truthful')",0.08656202,0.3117398,0.1507506,0.2721114,-0.1213608
84,-0.20922466,-0.24476853,"('inferior', 'superior')",0.7440968,0.8387523,0.2674361,0.2969919,-0.0295558
88,0.20643212,0.09012829,"('low', 'eminent')",0.26212773,0.19280764,0.2342799,0.141468,0.0928119
8,0.16348875,0.46442968,"('unaffectionate', 'affectionate')",1.0788382,1.1902794,0.6211635,0.8273546,-0.2061911
6,0.1591937,0.7583383,"('distant', 'open')",0.45284092,0.66299814,0.3060173,0.7106682,-0.4046509
70,0.13438243,-0.13338202,"('lethargic', 'energetic')",0.73824424,0.6908288,0.4363133,0.2787234,0.1575899
66,-0.11320128,-0.13342741,"('inactive', 'active')",1.0243864,0.8762567,0.4555926,0.3714147,0.0841779
20,0.098230496,-0.09958969,"('rough', 'thoughtful')",1.092234,1.0000898,0.5952322,0.45025,0.1449822
5,0.09211166,0.758863,"('distant', 'outgoing')",-0.2654257,0.05254978,-0.086657,0.4057064,-0.4923634
59,-0.07818858,0.005890101,"('foolish', 'wise')",0.28555256,0.33230627,0.103682,0.1690982,-0.0654162
28,0.06842836,-0.14512405,"('disloyal', 'loyal')",0.93112355,0.72262424,0.4997759,0.2887501,0.2110258
40,-0.053182907,-0.07781278,"('stingy', 'generous')",-1.2328562,-1.4095671,-0.6430196,-0.74369,0.1006704
24,0.04863573,-0.12569852,"('dishonest', 'honest')",0.78930414,0.80739826,0.4189699,0.3408499,0.07812
76,0.043487463,-0.030919228,"('anxious', 'daring')",-0.0925919,0.06973861,-0.0245522,0.0194097,-0.0439619
51,0.035372686,-0.14131169,"('uneducated', 'educated')",1.0204939,0.87478954,0.5279333,0.3667389,0.1611944
10,0.010672418,-0.37298682,"('unsympathetic', 'sympathetic')",-0.18871298,-0.3649053,-0.0890203,-0.3689461,0.2799258
58,-0.006994618,-0.17435639,"('undiscriminating', 'discriminating')",0.30820024,-0.028488327,0.1506028,-0.1014224,0.2520252
