,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
0,-0.7702689,-0.8624099,"('unsociable', 'sociable')",0.0289248,0.15944418,-0.42790192,-0.3468407,-0.3897487,-0.3499355,-0.0398132
27,-0.73685443,-0.86496496,"('hardhearted', 'softhearted')",-0.062398896,-0.57925004,1.2044476,0.7447332,0.1350648,-0.2331606,0.3682254
21,0.7319832,0.43641323,"('immoral', 'moral')",-0.12553698,-0.046149667,-0.65237445,-0.54446745,-0.0153094,-0.0514013,0.0360919
28,-0.72847116,-0.8012642,"('disloyal', 'loyal')",-0.52186924,-0.49336603,1.3267008,1.3987955,0.0254534,0.0347217,-0.0092683
14,0.7104787,0.61776054,"('antisocial', 'social')",0.74454087,1.1183376,-0.84695566,-0.46990186,0.202688,0.4220654,-0.2193774
26,-0.7095821,-0.5939302,"('hardhearted', 'benevolent')",1.981493,1.7106583,1.4007673,1.1636926,0.8908927,0.7601403,0.1307524
10,-0.6777424,-1.0074109,"('unsympathetic', 'sympathetic')",-1.3161764,-1.5152944,0.078728326,0.12816417,-0.6383969,-0.7981804,0.1597835
52,-0.6495347,-0.37794644,"('irrational', 'rational')",-0.26156318,-0.12825125,0.482894,0.33308396,-0.1427346,-0.0577046,-0.08503
86,-0.6456319,-1.0899441,"('uninfluential', 'influential')",0.09304911,-0.43027976,0.53334576,0.22078502,-0.0064123,-0.4331463,0.426734
3,0.60131425,0.2057034,"('repellent', 'pleasant')",0.5988,0.3804863,0.9526092,0.777157,0.7175744,0.4544489,0.2631255
77,0.59397644,0.021239843,"('unmotivated', 'motivated')",-0.60827684,-0.6643494,-1.3219563,-1.5845236,-0.4454189,-0.7425443,0.2971254
41,-0.58366406,-0.5214894,"('unforgiving', 'forgiving')",0.7385918,0.8137594,0.21419422,0.2830711,0.1230407,0.1917804,-0.0687397
84,0.51180136,0.4984092,"('inferior', 'superior')",0.7324766,0.8345001,-0.029901966,-0.053264003,0.404792,0.4265484,-0.0217564
85,-0.50804603,-0.19555847,"('insignificant', 'prestigious')",-0.045230184,0.17527449,0.19631496,0.20133172,-0.1189871,0.0603492,-0.1793363
16,-0.5061942,-0.34074882,"('unpopular', 'popular')",-0.049133293,0.25247914,0.5050001,0.57564944,-0.0167758,0.1624599,-0.1792357
17,-0.5045472,-0.11834575,"('nasty', 'nice')",-0.64868134,-0.07489694,-0.964934,-0.61496747,-0.7060542,-0.2694034,-0.4366508
23,-0.49141,-0.62703425,"('insincere', 'sincere')",-0.15761277,-0.1131284,7.0421963,7.27954,2.1310579,2.1797924,-0.0487345
25,-0.46986353,-0.35533118,"('egoistic', 'altruistic')",0.56648517,0.8343357,1.3137635,1.2414086,0.4701284,0.573471,-0.1033426
76,0.4613166,0.39954323,"('anxious', 'daring')",-0.8055658,-0.70949936,-0.3637448,-0.024263728,-0.235998,-0.1114066,-0.1245914
20,0.4593534,0.2682361,"('rough', 'thoughtful')",0.19925246,0.26096287,0.14386398,0.11748959,0.2674899,0.2155629,0.051927
51,0.4566936,0.1073401,"('uneducated', 'educated')",1.3999498,1.065439,1.1670734,1.0418128,1.0079056,0.7381973,0.2697083
37,-0.4339777,-0.47055343,"('fake', 'genuine')",-0.5982878,-0.82445383,0.3829279,0.35725242,-0.2164459,-0.3125849,0.096139
67,0.43077347,0.70941186,"('doubtful', 'determined')",-0.19302152,0.24702907,-0.8979727,-0.51229,-0.2200736,0.1480503,-0.3681239
24,-0.42866874,-0.25317654,"('dishonest', 'honest')",-0.24589387,-0.45429778,1.3605378,1.4208381,0.2286584,0.2377879,-0.0091295
33,0.41820186,0.3485462,"('wrong', 'right')",0.37778816,0.12192711,0.28585213,-0.017845333,0.3606141,0.150876,0.2097381
64,0.4172418,0.4422553,"('shy', 'confident')",0.2770447,0.10991023,-6.9850907,-7.0477443,-2.0969348,-2.1651929,0.0682581
4,0.4087117,0.71609235,"('disliked', 'liked')",0.63942033,0.83915305,-6.5982313,-6.5545774,-1.8500331,-1.666444,-0.1835891
63,0.40600672,0.10197317,"('unperceptive', 'insightful')",0.77043927,0.4139135,1.4662513,1.2698364,0.8808991,0.595241,0.2856581
69,0.39796728,0.4868593,"('lazy', 'industrious')",0.51360756,0.46492767,-1.4275396,-1.4933827,-0.1719882,-0.1805319,0.0085437
32,-0.39711326,-0.30218026,"('unkind', 'kind')",0.52391785,0.48071277,1.5640616,1.650009,0.5636221,0.6095138,-0.0458917
30,0.38730124,0.6683107,"('intolerant', 'tolerant')",1.0052377,1.5846509,0.87967545,1.4246399,0.7574048,1.2258672,-0.4684624
11,0.36027497,0.35408294,"('unhelpful', 'helpful')",0.39126682,0.6358412,1.5001422,1.978702,0.7505613,0.989542,-0.2389807
46,0.3575962,-0.2522884,"('uncompetitive', 'competitive')",-0.0115015935,-0.23130511,-0.9331054,-1.0431683,-0.1956703,-0.5089206,0.3132503
2,0.336778,0.6153199,"('unlikable', 'likable')",1.1694372,1.5081757,0.6054499,0.89688,0.7038884,1.0067918,-0.3029034
12,0.3346086,0.034617454,"('unsupportive', 'supportive')",0.21314672,-0.15405111,-1.200565,-1.2993802,-0.2176032,-0.4729379,0.2553347
70,0.24578324,0.07167351,"('lethargic', 'energetic')",-0.05194027,0.15524429,0.4396007,0.58385587,0.2111479,0.2702579,-0.05911
7,0.2449932,-0.05488067,"('insensitive', 'sensitive')",-0.4426777,-0.56264806,0.9054353,0.7399558,0.2359169,0.040809,0.1951079
40,0.20391124,-0.011220174,"('stingy', 'generous')",0.74061584,0.2404862,-1.1704613,-1.8470237,-0.0753114,-0.5392526,0.4639412
65,0.20173791,-0.043294277,"('insecure', 'secure')",-0.2607806,-0.52959937,-0.44963732,-0.47562134,-0.16956,-0.349505,0.179945
48,-0.1865494,-0.5576184,"('unintelligent', 'intelligent')",0.19733481,-0.17490287,0.20696399,0.032387313,0.0725831,-0.233378,0.3059611
55,0.18096203,-0.23223223,"('incompetent', 'clever')",0.308035,0.10927432,0.11644538,0.08706114,0.2018141,-0.0119656,0.2137797
59,-0.16812612,0.07517146,"('foolish', 'wise')",-0.11080466,-0.31146553,0.61728376,0.51294476,0.1127843,0.0922169,0.0205674
58,0.16545731,-0.123256125,"('undiscriminating', 'discriminating')",0.5357563,0.47877088,-0.09320149,-0.20937711,0.2026707,0.0487126,0.1539581
44,0.13889465,0.4549545,"('prejudiced', 'unprejudiced')",-0.96262413,-0.556672,-1.6287094,-1.5288687,-0.8174796,-0.5435287,-0.2739509
57,0.12982266,-0.2564015,"('unimaginative', 'imaginative')",-0.1344994,-0.21634963,-3.0584316,-3.1157506,-1.0210361,-1.1961672,0.1751311
49,0.12524435,0.056120876,"('unable', 'able')",-0.3426551,-0.32522365,-0.17718032,0.05805829,-0.1315304,-0.0703482,-0.0611822
78,0.12416978,-0.7083408,"('nonresilient', 'resilient')",-0.15626422,-0.63424367,-0.15963933,-0.44168633,-0.0639113,-0.5947569,0.5308456
50,0.118146196,0.0372561,"('clumsy', 'skillful')",-0.43081576,-0.53096175,0.6620456,0.63248867,0.1164587,0.046261,0.0701977
42,0.11737527,0.24848753,"('unreliable', 'reliable')",0.13740498,0.42834097,-3.105947,-3.023378,-0.9503889,-0.7821832,-0.1682057
47,0.102965884,0.037826076,"('stupid', 'smart')",-0.2823084,-0.2081335,5.7585673,5.866754,1.8597415,1.8988155,-0.039074
71,0.1027856,0.066102505,"('diffident', 'self-confident')",-0.15548362,-0.08512567,0.37252477,0.52935964,0.1066089,0.1701122,-0.0635033
75,-0.07718232,0.32046586,"('meek', 'impulsive')",-0.4952988,-0.12012653,-0.8090615,-0.7956929,-0.4605142,-0.1984512,-0.262063
68,0.07118222,-0.008960931,"('dependent', 'independent')",-0.88912654,-0.88687605,-0.69438446,-0.779567,-0.5041096,-0.558468,0.0543584
72,-0.060629636,-0.18339917,"('unambitious', 'ambitious')",-0.47490078,-0.75005746,0.58039117,0.37549487,0.0149536,-0.1859873,0.2009409
34,-0.053015552,0.007545218,"('mean', 'honorable')",0.47942677,0.6104053,5.3762527,5.572429,1.9342213,2.0634599,-0.1292386
22,-0.05009932,-0.29008532,"('untrustworthy', 'trustworthy')",0.44980785,0.24484175,-0.7559761,-0.77779144,-0.1187558,-0.274345,0.1555892
83,-0.04746735,-0.0051706284,"('powerless', 'powerful')",-0.49986702,-0.3028539,-1.3255335,-1.065574,-0.6242893,-0.4578662,-0.1664231
43,-0.037089985,-0.21032557,"('irresponsible', 'responsible')",-0.21444298,-0.31113538,0.6293375,0.73688227,0.1259348,0.0718071,0.0541277
88,-0.034297682,0.5236685,"('low', 'eminent')",-0.42388037,0.66769934,-0.07595031,0.6857349,-0.1780428,0.625701,-0.8037438
13,-0.03275729,-0.13069151,"('impolite', 'polite')",-0.64181477,-0.77552587,0.4493981,0.4720792,-0.075058,-0.1447127,0.0696547
74,0.023771599,-0.10876709,"('undedicated', 'dedicated')",0.37117505,0.26915115,0.12602833,0.16700464,0.1736583,0.1091296,0.0645287
29,0.019307949,0.058925338,"('unfair', 'fair')",-0.049404573,-0.09055078,-0.99906254,-1.1731548,-0.3430531,-0.4015934,0.0585403
45,0.017692283,-0.17599005,"('incompetent', 'competent')",0.056104254,0.116021,0.029307172,0.17782019,0.0343679,0.0392837,-0.0049158
15,0.006471947,0.37081116,"('boring', 'funny')",-0.28008413,0.41396356,-0.08391252,0.3625133,-0.1191749,0.3824294,-0.5016043
