,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
5,0.6843985,0.7854516,"('distant', 'outgoing')",1.0401322,1.4724612,-0.058257975,0.16878468,0.5554243,0.8088992,-0.2534749
2,0.6736697,0.8522174,"('unlikable', 'likable')",1.231629,1.274775,0.8157645,1.0438064,0.907021,1.0569329,-0.1499119
33,0.652299,0.7670612,"('wrong', 'right')",1.290022,1.4874043,-0.6270697,-0.7394146,0.4384171,0.505017,-0.0665999
59,0.6241925,0.8836358,"('foolish', 'wise')",-0.13651201,0.30464387,0.6347099,0.71335685,0.3741301,0.6338788,-0.2597487
80,0.6209963,0.5063197,"('dominated', 'dominating')",-0.18487951,-0.5459506,-1.0532148,-1.183972,-0.2056993,-0.4078676,0.2021683
66,0.61548156,0.41396004,"('inactive', 'active')",1.0488569,0.94300705,0.8578157,0.7392243,0.840718,0.6987305,0.1419875
57,-0.59640676,-1.1066942,"('unimaginative', 'imaginative')",-0.10653816,-0.65101063,-2.684179,-2.620222,-1.1290414,-1.4593089,0.3302675
62,0.56303555,0.7051413,"('incompetent', 'brilliant')",-0.012103515,-0.19062869,0.48160586,0.7219779,0.3441793,0.4121635,-0.0679842
70,0.5611941,0.3491527,"('lethargic', 'energetic')",-0.8679307,-1.0690087,0.79611075,0.85164577,0.1631247,0.0439299,0.1191948
15,0.5589899,0.6084248,"('boring', 'funny')",1.2249495,1.2185718,0.39901704,0.6541236,0.7276522,0.82704,-0.0993878
18,-0.5358025,-0.36729,"('disagreeable', 'welcoming')",-0.2955521,-0.08656834,-0.551296,-0.21772201,-0.4608835,-0.2238601,-0.2370234
65,0.535167,0.351344,"('insecure', 'secure')",-0.16663192,-0.5446657,-0.06863625,-0.24416125,0.0999663,-0.1458277,0.245794
10,0.52982235,0.29265267,"('unsympathetic', 'sympathetic')",-1.778411,-2.2124794,-0.12166414,-0.13577023,-0.4567509,-0.685199,0.2284481
85,0.5178735,0.766964,"('insignificant', 'prestigious')",0.8679378,1.3177068,0.22332583,0.35478896,0.5363791,0.8131533,-0.2767742
32,0.51496273,0.5984223,"('unkind', 'kind')",0.40691626,0.24795154,1.3086755,1.5828413,0.7435182,0.8097383,-0.0662201
21,-0.5013453,-0.48120925,"('immoral', 'moral')",-0.6930708,-1.1187731,-0.92242277,-0.7059153,-0.705613,-0.7686326,0.0630196
27,0.49503857,0.38566336,"('hardhearted', 'softhearted')",-0.15989593,-0.13773933,1.2626265,1.1949384,0.5325897,0.4809542,0.0516355
76,0.48812005,0.37409973,"('anxious', 'daring')",0.23799455,-0.13642026,0.2687431,0.46491575,0.3316192,0.2341984,0.0974208
53,-0.4515348,-0.5831407,"('uncreative', 'creative')",0.6649823,0.28385097,1.0659349,1.0841392,0.4264608,0.2616165,0.1648443
55,-0.43772158,-0.6034288,"('incompetent', 'clever')",-1.563381,-1.9683318,0.094328046,0.055645134,-0.6355915,-0.8387051,0.2031136
6,0.39577708,0.49413884,"('distant', 'open')",0.87431943,1.1866024,0.4743962,0.71715,0.5814976,0.799297,-0.2177994
11,0.3821725,0.6112361,"('unhelpful', 'helpful')",-0.9073946,-0.6963689,2.1325753,2.4201584,0.5357844,0.7783418,-0.2425574
46,-0.3702886,-0.5705621,"('uncompetitive', 'competitive')",-0.12243666,-0.62406635,-0.8360265,-0.8166026,-0.4429173,-0.6704103,0.227493
40,0.3071293,0.14476892,"('stingy', 'generous')",0.8426959,0.8391109,-1.7319646,-1.716718,-0.1940465,-0.2442794,0.0502329
77,-0.27706623,-0.3351751,"('unmotivated', 'motivated')",0.8965439,0.42592338,-1.2131495,-1.1537322,-0.1978906,-0.354328,0.1564374
50,0.24919412,0.4340658,"('clumsy', 'skillful')",0.47228232,0.40221268,0.5748936,0.4842575,0.4321233,0.4401786,-0.0080553
17,-0.24464026,-0.24861129,"('nasty', 'nice')",0.7135272,0.42721218,-0.74253213,-0.61908996,-0.0912151,-0.1468297,0.0556146
20,0.2417713,-0.05201197,"('rough', 'thoughtful')",0.178642,-0.25953087,1.17392,0.91361827,0.5314445,0.2006918,0.3307527
51,0.23189124,0.4349818,"('uneducated', 'educated')",-1.2025269,-1.4139944,0.31484964,0.5329554,-0.2185953,-0.1486857,-0.0699096
87,0.2073331,0.39907727,"('unsuccessful', 'successful')",0.9959999,0.76091135,0.7088516,0.6708864,0.6373949,0.6102917,0.0271032
60,0.20646223,0.20459484,"('inefficient', 'efficient')",-0.08284115,-0.5305936,0.28328,0.5330067,0.1356337,0.0690027,0.066631
47,-0.19922125,-0.059755918,"('stupid', 'smart')",0.19022527,0.021138607,5.784557,5.8335805,1.925187,1.9316545,-0.0064675
4,-0.18800187,-0.22152045,"('disliked', 'liked')",0.45106822,0.63743156,-6.657745,-6.0563025,-2.1315595,-1.8801304,-0.2514291
41,0.18706252,-0.01441477,"('unforgiving', 'forgiving')",0.7175957,0.68786967,-0.30115137,-0.09527096,0.2011689,0.192728,0.0084409
35,0.18662786,0.17618185,"('corrupt', 'incorrupt')",0.887284,0.88933206,-0.23958544,-0.31037685,0.2781088,0.2517123,0.0263965
48,0.1762175,0.20691402,"('unintelligent', 'intelligent')",-1.0992452,-1.0964491,0.70650893,0.6804196,-0.0721729,-0.0697052,-0.0024677
29,-0.16907999,-0.3107863,"('unfair', 'fair')",-0.11514378,-0.2624392,-0.47788003,-0.61681575,-0.2540346,-0.3966804,0.1426458
14,-0.15613723,-0.30529034,"('antisocial', 'social')",-0.50649613,-0.95867777,-0.9913971,-0.6799485,-0.5513435,-0.6479722,0.0966287
8,0.14929101,0.15196376,"('unaffectionate', 'affectionate')",-0.46286094,-0.15018748,0.8250568,0.8204777,0.1704956,0.2740847,-0.1035891
58,0.14442918,-0.10539303,"('undiscriminating', 'discriminating')",0.89462584,0.7853403,-0.12565207,-0.07044823,0.3044676,0.2031663,0.1013013
34,0.13886784,0.35740295,"('mean', 'honorable')",0.4511187,0.7176731,5.9750614,6.133928,2.1883494,2.4030013,-0.2146519
37,0.13855933,0.027810812,"('fake', 'genuine')",-1.1410911,-1.3272123,0.4364935,0.38855645,-0.1886794,-0.303615,0.1149356
78,0.13619171,-0.028265934,"('nonresilient', 'resilient')",0.9925992,0.72257113,0.24301259,0.252969,0.4572678,0.3157581,0.1415097
86,-0.13268392,-0.20562409,"('uninfluential', 'influential')",-1.0715667,-1.2222545,-0.009001862,0.16019076,-0.4044175,-0.4225626,0.0181451
1,-0.12448838,-0.17285253,"('unfriendly', 'friendly')",0.5661012,0.7251872,1.999104,2.076523,0.8135722,0.8762859,-0.0627137
36,-0.11686259,-0.21558285,"('hostile', 'amicable')",1.7057259,1.7131006,0.019859428,-0.035962187,0.5362409,0.4871852,0.0490557
49,0.110305384,0.19885166,"('unable', 'able')",-0.41654646,-0.454137,-0.057148952,0.1773305,-0.12113,-0.0259849,-0.0951451
0,0.10193152,-0.041795537,"('unsociable', 'sociable')",0.093753844,-0.2630327,-0.2057731,-0.082210936,-0.0033626,-0.1290131,0.1256505
19,-0.09777054,0.019480113,"('inhospitable', 'hospitable')",-0.6013713,-0.3842817,-0.31723136,-0.109325975,-0.3387911,-0.1580425,-0.1807486
69,-0.089317046,0.13367036,"('lazy', 'industrious')",1.9539247,2.0549529,-0.60801685,-0.5045348,0.4188636,0.5613628,-0.1424992
88,-0.045228504,0.28883725,"('low', 'eminent')",-1.1662961,-1.1837325,0.3123163,0.6243119,-0.2997361,-0.0901944,-0.2095417
45,-0.01436482,-0.21666354,"('incompetent', 'competent')",-1.0709906,-1.2859318,-0.016557425,-0.026627565,-0.3673043,-0.509741,0.1424367
64,-0.011936881,-0.19319384,"('shy', 'confident')",-0.7673921,-0.8314353,-6.473113,-6.508557,-2.4174806,-2.511062,0.0935814
61,0.003702432,-0.05232204,"('illogical', 'logical')",0.30971462,0.122431815,0.22646849,0.10958271,0.1799618,0.0598975,0.1200643
