,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
40,-1.0029997,-0.7338894,"('stingy', 'generous')",0.7026303,1.1257255,-2.7393715,-2.1215081,-1.013247,-0.5765573,-0.4366897
57,-0.98853177,-0.68274224,"('unimaginative', 'imaginative')",-0.613051,-0.41341412,-3.114403,-2.701128,-1.5719953,-1.2657615,-0.3062338
81,0.98136824,0.2627948,"('submissive', 'aggressive')",0.4643811,0.0031724088,-0.025510535,-0.48113188,0.4734129,-0.0717216,0.5451345
31,-0.9777875,-0.5989639,"('evil', 'good')",-0.58712965,-0.29048523,-1.7913212,-1.4618331,-1.1187461,-0.7837607,-0.3349854
73,0.97360724,1.2902421,"('helpless', 'self-reliant')",0.87008977,1.0657932,-3.6240082,-3.3124948,-0.593437,-0.3188198,-0.2746172
5,-0.95087343,-0.49743444,"('distant', 'outgoing')",0.8237394,0.85700464,-1.1886543,-0.76527643,-0.4385961,-0.1352354,-0.3033607
78,-0.92668897,-1.1467204,"('nonresilient', 'resilient')",0.51801515,0.5219253,-0.049541906,0.16336523,-0.1527386,-0.15381,0.0010714
42,0.8339654,0.7177951,"('unreliable', 'reliable')",0.5138685,0.54023236,-2.8101838,-2.9056358,-0.48745,-0.5492028,0.0617528
88,-0.83039546,-1.3540671,"('low', 'eminent')",-0.648228,-0.9576455,-0.15055577,-0.35132223,-0.5430597,-0.8876782,0.3446185
76,0.7960781,0.24687946,"('anxious', 'daring')",-0.31890514,-0.58956724,0.1744462,-0.045927536,0.2172064,-0.1295384,0.3467448
66,-0.7881366,-0.6768162,"('inactive', 'active')",0.68486625,0.8007924,0.23043114,0.41585112,0.0423869,0.1799424,-0.1375555
67,0.7724635,0.67242396,"('doubtful', 'determined')",0.22854808,-0.16098504,-0.5755391,-0.9750539,0.1418242,-0.1545383,0.2963625
58,-0.7699481,-0.09865956,"('undiscriminating', 'discriminating')",0.872476,1.2481686,-0.37416962,0.1196775,-0.0905473,0.4230622,-0.5136095
79,-0.7382987,-0.99496454,"('wavering', 'unwavering')",-0.42203385,-0.6200731,-0.59928995,-0.7247073,-0.5865409,-0.779915,0.1933741
17,-0.71903837,-0.70610756,"('nasty', 'nice')",-0.41463953,-0.4794597,-0.76975733,-0.85061866,-0.6344784,-0.6787287,0.0442503
46,-0.71475905,-0.7602326,"('uncompetitive', 'competitive')",0.12212866,0.19117598,-0.4438345,-0.400126,-0.3454883,-0.3230609,-0.0224274
45,-0.7141752,-0.30141497,"('incompetent', 'competent')",-0.6619159,-0.52086264,-0.058265563,0.16474622,-0.4781189,-0.2191771,-0.2589418
72,-0.6779377,-0.8922251,"('unambitious', 'ambitious')",-0.15481019,-0.07268205,-0.5055922,-0.23236743,-0.4461133,-0.3990915,-0.0470218
12,-0.6489852,-0.5995895,"('unsupportive', 'supportive')",0.9843985,0.9460745,-2.1171958,-1.8470635,-0.5939275,-0.5001929,-0.0937346
16,-0.64452845,-1.1414375,"('unpopular', 'popular')",-0.29605132,-0.5172503,0.3217258,-0.11245827,-0.2062847,-0.590382,0.3840973
80,0.6278636,0.7288941,"('dominated', 'dominating')",-0.38647473,-0.4326061,-0.19896285,0.005434055,0.014142,0.100574,-0.086432
39,0.5884873,0.6655418,"('exploitative', 'cooperative')",1.1106613,1.1647599,0.47909778,0.49379033,0.7260822,0.7746974,-0.0486152
71,-0.57998943,-0.55958307,"('diffident', 'self-confident')",1.8699366,1.7461442,0.1291468,0.29857475,0.4730313,0.4950453,-0.022014
21,0.5732509,0.023893943,"('immoral', 'moral')",0.56390023,0.14063329,-0.06756398,-0.44655195,0.356529,-0.0940082,0.4505372
2,0.56449395,0.3116542,"('unlikable', 'likable')",2.324076,2.1513247,0.7011852,0.524764,1.196585,0.9959143,0.2006707
14,0.53535205,0.6751182,"('antisocial', 'social')",1.8257076,1.730609,0.18730521,0.12786466,0.849455,0.8445307,0.0049243
82,-0.5346012,-0.86308557,"('poor', 'rich')",-0.04473509,-0.34416875,6.7574906,6.523033,2.0593848,1.7719262,0.2874586
43,-0.5178995,-0.41524696,"('irresponsible', 'responsible')",0.7002849,0.7233462,0.5472886,0.5890411,0.2432247,0.2990468,-0.0558221
37,-0.5094798,0.0837346,"('fake', 'genuine')",-1.0821701,-0.6747778,-0.1410253,0.2949046,-0.5775584,-0.0987129,-0.4788455
63,-0.47974575,-0.260705,"('unperceptive', 'insightful')",0.75187355,0.89692014,0.56856906,0.9423374,0.2802323,0.5261842,-0.2459519
54,-0.47625256,-0.87944,"('incapable', 'capable')",1.0821282,0.8462815,0.79553,0.66956806,0.4671352,0.2121365,0.2549987
23,-0.46259528,-0.80573064,"('insincere', 'sincere')",0.9896922,0.6775856,6.420103,6.2889857,2.3157333,2.0536135,0.2621198
84,0.4530009,0.51571417,"('inferior', 'superior')",0.2779329,0.3912029,0.5816677,0.6670755,0.4375339,0.5246642,-0.0871303
85,-0.448138,-0.70741904,"('insignificant', 'prestigious')",1.57741,1.6276795,-0.48135215,-0.6344507,0.2159733,0.0952699,0.1207034
56,0.44762284,0.27687678,"('impractical', 'practical')",0.5375029,0.13338117,-0.36551708,-0.7152201,0.2065362,-0.1016541,0.3081903
30,0.43755892,0.38411018,"('intolerant', 'tolerant')",0.57188773,0.36784658,0.76065105,0.57067,0.5900326,0.4408756,0.149157
65,0.42309776,0.22648564,"('insecure', 'secure')",-0.481962,-0.6399774,0.3169422,0.1648263,0.086026,-0.0828885,0.1689145
32,-0.41498053,-1.0862104,"('unkind', 'kind')",0.013333205,-0.20557027,0.8955398,0.86391187,0.1646308,-0.1426229,0.3072537
38,-0.41422173,-0.730547,"('untruthful', 'truthful')",0.5261482,0.33198622,-0.12493469,-0.25966865,-0.0043361,-0.2194098,0.2150737
74,-0.40753052,-0.3378348,"('undedicated', 'dedicated')",0.6408204,0.65320414,-0.378731,-0.245879,-0.0484804,0.0231634,-0.0716438
75,0.40363044,0.29799,"('meek', 'impulsive')",-0.30241188,-0.28836223,-0.73224014,-0.7146095,-0.2103405,-0.2349939,0.0246534
64,0.38376746,0.72376114,"('shy', 'confident')",0.09156361,0.062259726,-6.072093,-6.111879,-1.8655872,-1.775286,-0.0903012
49,-0.36705276,-0.16410878,"('unable', 'able')",-0.8993246,-0.8912656,-0.4030915,-0.15328136,-0.5564896,-0.4028852,-0.1536044
55,-0.36160412,-0.25153536,"('incompetent', 'clever')",-0.7709769,-0.81270456,0.53637946,0.55148137,-0.1987338,-0.1709195,-0.0278143
60,0.34215972,0.17610987,"('inefficient', 'efficient')",0.0077815354,-0.121779315,0.23135635,0.32640854,0.1937659,0.126913,0.0668529
69,0.30926225,0.60978055,"('lazy', 'industrious')",0.9864527,1.0053492,-1.525388,-1.5700259,-0.0765577,0.0150346,-0.0915923
62,0.30406022,0.3864837,"('incompetent', 'brilliant')",0.5876396,0.6039532,0.6397096,0.7530985,0.5104698,0.5811785,-0.0707087
7,-0.30287334,-0.20514786,"('insensitive', 'sensitive')",0.3253594,0.46692896,0.44066688,0.84872335,0.1543843,0.3701681,-0.2157838
51,-0.2936825,-0.7561208,"('uneducated', 'educated')",-0.42570072,-0.5198127,0.4394877,0.60838014,-0.0932985,-0.2225178,0.1292193
68,-0.2745419,0.2076055,"('dependent', 'independent')",-2.203575,-1.9944582,-1.4528279,-1.292964,-1.3103149,-1.0266056,-0.2837093
41,-0.27027425,-0.36824697,"('unforgiving', 'forgiving')",0.8127832,0.77447075,-0.31589904,-0.19786711,0.0755366,0.0694522,0.0060844
36,-0.266573,-0.5119805,"('hostile', 'amicable')",0.359133,0.2733132,-0.58409363,-0.74118567,-0.1638445,-0.3266176,0.1627731
33,-0.25640845,-0.25966093,"('wrong', 'right')",1.1886795,1.2677604,-1.0512159,-0.99823207,-0.0396483,0.0032891,-0.0429374
70,-0.24117906,0.01496014,"('lethargic', 'energetic')",-0.23375303,0.036435623,0.586961,0.97634506,0.037343,0.3425803,-0.3052373
25,-0.20587653,-0.9657732,"('egoistic', 'altruistic')",0.44411874,0.27533698,1.2901165,1.0344713,0.5094529,0.1146783,0.3947746
61,-0.20111957,-0.108425334,"('illogical', 'logical')",1.3069401,1.2226866,0.35686558,0.47832975,0.487562,0.5308637,-0.0433017
11,-0.16633484,-0.38696563,"('unhelpful', 'helpful')",0.21127254,-0.02469489,2.0011382,2.0113528,0.6820253,0.5332307,0.1487946
13,-0.16318803,-0.0962705,"('impolite', 'polite')",-0.04047207,-0.105135046,-0.4848482,-0.39788547,-0.2295028,-0.1997637,-0.0297391
87,0.14235634,0.1700357,"('unsuccessful', 'successful')",1.1697419,1.1017506,1.1376572,1.3248253,0.8165851,0.8655372,-0.0489521
15,0.13160262,0.2705081,"('boring', 'funny')",0.3304277,0.30736792,-0.115729,-0.10225539,0.1154338,0.1585402,-0.0431064
20,-0.1287247,0.0678414,"('rough', 'thoughtful')",-0.013752498,0.22069222,0.11762814,0.3192116,-0.008283,0.2025817,-0.2108647
22,0.12426172,0.7823682,"('untrustworthy', 'trustworthy')",-0.3435208,-0.048494607,-0.6876936,-0.2386924,-0.3023176,0.1650604,-0.467378
52,-0.11169552,-0.34548485,"('irrational', 'rational')",0.54251033,0.33973518,-0.1403694,-0.5097898,0.0968151,-0.1718465,0.2686616
3,-0.09874995,-0.40469554,"('repellent', 'pleasant')",-0.36227116,-0.41844556,1.337057,1.1263481,0.292012,0.101069,0.190943
59,-0.09069317,0.15233473,"('foolish', 'wise')",0.8892469,0.82447344,-0.44402507,-0.41946217,0.1181762,0.185782,-0.0676058
34,-0.09061377,-0.12321167,"('mean', 'honorable')",0.66718304,0.5960451,5.6703854,5.5143757,2.0823181,1.9957364,0.0865817
83,-0.089923926,-0.064088285,"('powerless', 'powerful')",0.6438717,0.50769633,-0.9865992,-0.83858955,-0.1442171,-0.1316605,-0.0125566
29,0.08565691,0.6071765,"('unfair', 'fair')",-0.43961722,-0.2060312,-0.76065284,-0.56816703,-0.3715377,-0.0556739,-0.3158638
4,-0.064090684,0.08279608,"('disliked', 'liked')",-0.20255995,-0.025361601,-7.175517,-6.969134,-2.4807226,-2.3038998,-0.1768228
77,-0.05628168,-0.73190635,"('unmotivated', 'motivated')",0.8801238,0.5494288,-1.0288861,-1.3008589,-0.068348,-0.4944455,0.4260975
47,0.030156381,0.10766421,"('stupid', 'smart')",1.3308504,1.2648312,5.582964,5.5266905,2.3146569,2.2997287,0.0149282
35,0.009561176,0.15802523,"('corrupt', 'incorrupt')",-0.7837368,-0.6046723,-1.1613998,-1.0858849,-0.6451918,-0.510844,-0.1343478
50,-0.0064947167,-0.043706656,"('clumsy', 'skillful')",0.3441462,0.28374755,-0.11432549,-0.101865724,0.074442,0.0460584,0.0283836
