,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
86,-2.2967002,-2.1210763,"('uninfluential', 'influential')",-0.621941,-0.68180794,-0.4379341,-0.09146486,-1.1188584,-0.964783,-0.1540754
1,-2.2147958,-1.8430175,"('unfriendly', 'friendly')",1.2353175,1.4526736,0.73363566,1.191041,-0.0819476,0.266899,-0.3488466
8,-1.6646216,-1.398873,"('unaffectionate', 'affectionate')",0.33464897,0.490181,0.16865359,0.5381,-0.3871063,-0.1235307,-0.2635756
53,-1.6477306,-1.5566988,"('uncreative', 'creative')",1.2338972,1.2828851,0.107686125,0.2850052,-0.1020491,0.0037305,-0.1057796
9,-1.6346956,-1.5528476,"('unaffectionate', 'caring')",1.3926854,1.5161567,0.8759612,1.317113,0.211317,0.4268074,-0.2154904
6,-1.5987778,-1.2175659,"('distant', 'open')",-0.20147806,0.06712449,-1.299355,-0.8954307,-1.0332036,-0.6819574,-0.3512462
28,-1.5472919,-1.5775342,"('disloyal', 'loyal')",0.20842455,0.041033335,1.0445839,1.0838145,-0.0980945,-0.1508954,0.0528009
19,-1.4600806,-1.2346721,"('inhospitable', 'hospitable')",-0.5524549,-0.48000106,-0.9955398,-0.8322333,-1.0026917,-0.8489688,-0.1537229
48,-1.2532928,-1.2904795,"('unintelligent', 'intelligent')",-1.0374146,-1.0206857,0.16621538,0.41745737,-0.708164,-0.631236,-0.076928
44,1.2470822,1.1525095,"('prejudiced', 'unprejudiced')",-0.23994419,-0.14097913,-1.0943198,-1.3308959,-0.0290606,-0.1064552,0.0773946
10,-1.2356694,-1.4618635,"('unsympathetic', 'sympathetic')",-1.3549587,-1.4503549,-0.29042527,-0.17890298,-0.9603511,-1.0303739,0.0700228
18,-1.1749377,-1.3852338,"('disagreeable', 'welcoming')",-0.35605162,-0.4290395,-0.9020244,-0.8118566,-0.8110046,-0.8753766,0.064372
27,-1.1542224,-0.7812787,"('hardhearted', 'softhearted')",-0.68645185,-0.27456972,0.29419097,0.78520375,-0.5154944,-0.0902149,-0.4252795
0,-1.1314707,-1.1027128,"('unsociable', 'sociable')",0.08798653,-0.16418138,-0.34843493,-0.20646279,-0.463973,-0.4911189,0.0271459
24,-1.0761038,-0.8781838,"('dishonest', 'honest')",0.017231412,0.27289087,0.37373304,0.4956504,-0.2283798,-0.0365475,-0.1918323
26,-1.028982,-0.6224846,"('hardhearted', 'benevolent')",1.7694383,2.1239595,1.1835591,1.5793217,0.6413384,1.0269322,-0.3855938
