,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
88,-1.0488598,-1.0765334,"('low', 'eminent')",-1.360943,-1.3739651,-0.31361532,-0.35926834,-0.2880822,-0.19509096,-0.7528751,-0.7512145,-0.0016606
66,0.9964955,0.9491699,"('inactive', 'active')",0.65018606,0.5753015,-0.10948667,-0.10169022,0.6209982,0.68166095,0.5395483,0.5261105,0.0134378
59,0.99344283,1.0239141,"('foolish', 'wise')",0.9427783,1.0303183,0.85196435,0.89313203,-0.016609967,0.04236192,0.6928939,0.7474316,-0.0545377
49,-0.9716909,-0.93669343,"('unable', 'able')",-0.8260524,-0.8050733,-0.32467562,-0.262685,-0.88952404,-0.7365806,-0.7529857,-0.6852581,-0.0677276
78,-0.96912146,-0.8951962,"('nonresilient', 'resilient')",-0.036090214,0.021638284,0.25414413,0.3519324,0.2583457,0.30012453,-0.1231805,-0.0553752,-0.0678053
76,-0.96472263,-0.9931098,"('anxious', 'daring')",-1.3792818,-1.5054638,-0.87341243,-0.90589595,0.106391326,0.1295404,-0.7777563,-0.8187323,0.040976
43,-0.92443866,-0.8356101,"('irresponsible', 'responsible')",-1.4755725,-1.4504588,0.28024358,0.24669427,0.94303894,1.0001756,-0.2941821,-0.2597997,-0.0343824
23,-0.9195382,-0.91477764,"('insincere', 'sincere')",-1.7562099,-1.7795669,-0.0387655,-0.022839375,6.2198787,6.3269205,0.8763413,0.9024342,-0.0260929
6,0.84839606,0.90346646,"('distant', 'open')",0.990741,1.1205592,1.5145739,1.5736401,-0.17561685,-0.020491084,0.7945236,0.8942937,-0.0997701
75,0.81868386,0.89280444,"('meek', 'impulsive')",0.80986077,0.9108508,-0.66164434,-0.6551579,-0.43840787,-0.3643157,0.1321231,0.1960454,-0.0639223
27,-0.80180895,-0.8551152,"('hardhearted', 'softhearted')",-0.55064124,-0.52879655,0.14398146,0.18145762,1.0050995,1.1662927,-0.0508423,-0.0090404,-0.0418019
17,-0.7914571,-0.9011617,"('nasty', 'nice')",-0.7548293,-0.8256828,-1.1912624,-1.2350318,-0.67430896,-0.75163174,-0.8529645,-0.928377,0.0754125
80,-0.7708255,-0.8179927,"('dominated', 'dominating')",-0.2983513,-0.4403406,-0.58059037,-0.6147282,-0.47229666,-0.55615854,-0.530516,-0.607305,0.076789
36,0.7595921,0.80212456,"('hostile', 'amicable')",1.669213,1.8135074,-0.10210441,-0.08184083,-0.19513243,-0.23496117,0.532892,0.5747075,-0.0418155
67,0.7375854,0.68299246,"('doubtful', 'determined')",0.2347899,0.1911534,0.61847836,0.6037153,-0.20487517,-0.17660171,0.3464946,0.3253149,0.0211797
22,-0.7151075,-0.69230217,"('untrustworthy', 'trustworthy')",-1.0762998,-1.04058,-1.3344393,-1.392595,-0.6460587,-0.66705537,-0.9429764,-0.9481332,0.0051568
82,-0.7099294,-0.5908727,"('poor', 'rich')",-0.9767229,-0.9040906,-0.46509472,-0.43638054,6.2311387,6.499177,1.0198479,1.1419582,-0.1221103
4,0.6736095,0.78833574,"('disliked', 'liked')",0.44357693,0.65632814,0.9188384,0.98380303,-6.941488,-6.982043,-1.2263658,-1.138394,-0.0879718
47,-0.66239166,-0.74627537,"('stupid', 'smart')",-0.73224247,-0.7868038,0.027616002,0.03614627,5.494253,5.545933,1.0318087,1.0122499,0.0195588
24,-0.65080285,-0.58323216,"('dishonest', 'honest')",-1.5822794,-1.5462819,-0.02916728,-0.11246982,1.0389957,1.1544766,-0.3058134,-0.2718769,-0.0339365
34,-0.6267183,-0.5811679,"('mean', 'honorable')",-0.32563964,-0.31027213,-0.39527422,-0.37892854,5.439136,5.5623765,1.022876,1.073002,-0.050126
68,-0.605568,-0.43285823,"('dependent', 'independent')",-0.89549816,-0.81299394,-0.64661413,-0.549095,-1.2680279,-1.1749824,-0.853927,-0.7424824,-0.1114446
29,0.5973984,0.7006303,"('unfair', 'fair')",0.1715607,0.27213785,0.19759165,0.21161635,-0.8498883,-0.7299712,0.0291656,0.1136034,-0.0844378
39,0.59737915,0.49466938,"('exploitative', 'cooperative')",0.92513597,0.8421431,0.86551994,0.75372297,0.3769545,0.31124362,0.6912474,0.6004447,0.0908027
84,0.58401966,0.56143475,"('inferior', 'superior')",1.4404973,1.376285,0.6894939,0.6716499,0.83429825,0.87146586,0.8870773,0.8702089,0.0168684
52,0.5766674,0.5424629,"('irrational', 'rational')",0.5307307,0.59035975,0.36806512,0.33908397,-0.48329678,-0.56285924,0.2480416,0.2272619,0.0207797
51,-0.5402712,-0.50020266,"('uneducated', 'educated')",-1.0532699,-1.0358162,-0.112827435,-0.15451485,0.25026113,0.2859732,-0.3640268,-0.3511401,-0.0128867
37,-0.5229844,-0.48541763,"('fake', 'genuine')",-0.3068883,-0.3644947,0.2832402,0.24834552,0.32453385,0.3107952,-0.0555247,-0.0726929,0.0171682
64,0.5040326,0.5186933,"('shy', 'confident')",-0.3722169,-0.40463686,0.12426118,0.10249391,-6.018542,-6.178889,-1.4406163,-1.4905846,0.0499683
83,-0.48414698,-0.5129715,"('powerless', 'powerful')",0.10263427,0.030960444,0.19948581,0.15358433,-1.3311366,-1.3456676,-0.3782909,-0.4185236,0.0402327
16,0.4816919,0.54505956,"('unpopular', 'popular')",0.81117845,0.9272492,-0.056622848,-0.02581085,0.21983872,0.3032902,0.3640215,0.437447,-0.0734255
8,-0.47801074,-0.5774982,"('unaffectionate', 'affectionate')",-0.32410523,-0.32509375,1.1223416,1.0394537,0.43156013,0.52863675,0.1879464,0.1663746,0.0215718
32,-0.40520015,-0.3649438,"('unkind', 'kind')",-1.2574956,-1.216503,0.12570995,0.14405975,1.1018903,1.2351506,-0.1087739,-0.0505591,-0.0582148
79,0.3883145,0.45375368,"('wavering', 'unwavering')",0.896574,0.9604516,0.3738225,0.44570038,-0.39079988,-0.34965584,0.3169778,0.3775625,-0.0605847
87,0.38596267,0.43058607,"('unsuccessful', 'successful')",-0.031918984,-0.083782546,1.0310524,0.9848041,0.19907732,0.20076978,0.3960434,0.3830943,0.0129491
61,-0.37589797,-0.3478136,"('illogical', 'logical')",-0.93175083,-0.9137597,0.12028264,0.07003008,0.014030304,0.031513564,-0.2933339,-0.2900074,-0.0033265
50,0.33916044,0.3142574,"('clumsy', 'skillful')",0.75322527,0.73161954,0.42316213,0.36727503,0.30705565,0.34698966,0.4556509,0.4400354,0.0156155
38,0.31746995,0.47611642,"('untruthful', 'truthful')",-0.67158467,-0.57472664,0.16625822,0.18877885,0.5266531,0.631613,0.0846992,0.1804454,-0.0957462
13,-0.31517497,-0.35433295,"('impolite', 'polite')",-1.2259296,-1.282298,-0.1272583,-0.1110159,0.2642676,0.1967849,-0.3510238,-0.3877155,0.0366917
31,0.27992135,0.35440308,"('evil', 'good')",1.0921524,1.298625,-0.5264459,-0.49945644,-1.5847149,-1.5346735,-0.1847718,-0.0952755,-0.0894963
74,0.27725884,0.4377042,"('undedicated', 'dedicated')",-0.19737026,-0.05838546,0.6205153,0.68383574,0.07638869,0.2496559,0.1941981,0.3282026,-0.1340045
56,-0.2732381,-0.20329028,"('impractical', 'practical')",-0.7071211,-0.7248404,0.94571406,0.9575403,-0.14351809,-0.14960004,-0.0445408,-0.0300476,-0.0144932
53,-0.23714747,-0.20585406,"('uncreative', 'creative')",0.87370247,0.95556635,0.2751833,0.34290028,0.7859973,0.9678594,0.4244339,0.515118,-0.0906841
25,0.2350124,0.21208313,"('egoistic', 'altruistic')",1.4203368,1.4368519,0.69761235,0.7084855,1.1339117,1.1786312,0.8717183,0.8840129,-0.0122946
26,-0.2219937,-0.28170022,"('hardhearted', 'benevolent')",-0.041785475,0.025379784,1.561908,1.574457,1.1085324,1.2200778,0.6016653,0.6345536,-0.0328883
19,-0.2070474,-0.20970178,"('inhospitable', 'hospitable')",0.32265013,0.3685152,0.20962235,0.2840078,-0.28001937,-0.18080693,0.0113014,0.0655036,-0.0542022
58,-0.1678619,-0.02386189,"('undiscriminating', 'discriminating')",-0.09379162,0.11153111,0.2055912,0.3442843,0.05291689,0.17223567,-0.0007864,0.1510473,-0.1518337
72,0.13884066,0.026150756,"('unambitious', 'ambitious')",-0.32983136,-0.41644716,-0.3692861,-0.53154814,-0.42086372,-0.44888598,-0.2452851,-0.3426826,0.0973975
2,-0.1118335,-0.052805223,"('unlikable', 'likable')",0.22864772,0.2729388,0.8200309,0.82658064,0.8054143,0.8598147,0.4355649,0.4766322,-0.0410673
9,-0.111744866,-0.11098311,"('unaffectionate', 'caring')",-0.22463076,-0.15132917,1.2492224,1.293787,1.1690239,1.3349853,0.5204676,0.591615,-0.0711474
40,0.102341324,0.112807766,"('stingy', 'generous')",0.0606222,0.13400474,0.48643264,0.49259502,-2.1734962,-2.180531,-0.381025,-0.3602809,-0.0207441
1,-0.09594463,0.0037297867,"('unfriendly', 'friendly')",0.15527427,0.31821194,1.1947157,1.2581464,1.8140186,2.027225,0.767016,0.9018283,-0.1348123
18,-0.08874398,-0.098565996,"('disagreeable', 'welcoming')",-0.7786149,-0.76369125,0.2872435,0.30028313,-0.8595315,-0.7673,-0.3599117,-0.3323185,-0.0275932
42,-0.07962951,-0.07812768,"('unreliable', 'reliable')",0.10978745,0.07063602,0.83665925,0.75890845,-2.587202,-2.6215353,-0.4300962,-0.4675296,0.0374334
12,-0.054535963,0.048581343,"('unsupportive', 'supportive')",-0.43642715,-0.33510998,1.0237784,1.0941294,-1.5172741,-1.4131944,-0.2461147,-0.1513984,-0.0947163
44,0.05236376,-0.052510872,"('prejudiced', 'unprejudiced')",-0.06291537,-0.1719178,-0.4803546,-0.49874073,-1.4082634,-1.5205239,-0.4747924,-0.5609233,0.0861309
54,-0.050150745,-0.0038606673,"('incapable', 'capable')",-0.05257828,-0.04880048,0.8312025,0.8097929,0.65986544,0.78972375,0.3470847,0.3867139,-0.0396292
41,0.039617587,0.21028651,"('unforgiving', 'forgiving')",-0.915307,-0.76946104,0.1882382,0.23246242,0.4979554,0.45508856,-0.0473739,0.0320941,-0.079468
15,0.023247242,-0.0743427,"('boring', 'funny')",0.8261173,0.7870317,1.0047822,0.9516178,0.1356607,0.09093647,0.4974518,0.4388108,0.058641
63,0.002530953,0.18463193,"('unperceptive', 'insightful')",-0.68959814,-0.5797671,0.3847703,0.48336968,0.6894286,0.8503675,0.0967829,0.2346505,-0.1378676
