,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
10,-2.470864,-2.4820707,"('unsympathetic', 'sympathetic')",-3.3056366,-3.3424227,-1.8343577,-1.8521885,-0.07938936,-0.010254705,-1.922562,-1.9217342,-0.0008278
55,-2.020166,-1.9791923,"('incompetent', 'clever')",-1.8702312,-1.916467,-0.67227036,-0.7112777,0.1290029,0.10343115,-1.1084161,-1.1258764,0.0174603
21,-1.9491789,-1.8892632,"('immoral', 'moral')",-2.3884559,-2.3782487,-0.58548903,-0.5207317,-0.6627965,-0.6806403,-1.3964802,-1.3672209,-0.0292593
81,-1.925248,-1.9724894,"('submissive', 'aggressive')",-3.1784747,-3.3171,-1.2662563,-1.280861,-0.92336345,-1.0234661,-1.8233356,-1.8984791,0.0751435
57,-1.8694537,-1.806366,"('unimaginative', 'imaginative')",-2.1528263,-2.0558925,-1.5049773,-1.42217,-3.729542,-3.7531645,-2.3141997,-2.2593982,-0.0548015
69,1.8649514,1.9112495,"('lazy', 'industrious')",2.6327426,2.6207411,1.3851147,1.3728677,-0.72203016,-0.71772456,1.2901946,1.2967834,-0.0065888
73,1.738116,1.7367736,"('helpless', 'self-reliant')",2.6465507,2.6822274,1.2397233,1.2020969,-3.3768082,-3.5051875,0.5618954,0.5289776,0.0329178
46,-1.7257034,-1.6062351,"('uncompetitive', 'competitive')",-1.751614,-1.7231718,-0.72123295,-0.6667436,-0.34600466,-0.35257688,-1.1361387,-1.0871818,-0.0489569
65,-1.7111305,-1.7198195,"('insecure', 'secure')",-1.8435452,-1.9581774,-0.887165,-0.9655893,0.17934099,0.12647407,-1.065625,-1.1292781,0.0636531
85,1.6938728,1.7030112,"('insignificant', 'prestigious')",1.9049729,1.975184,2.129262,2.154671,-0.01948521,0.10504516,1.4271556,1.4844778,-0.0573222
48,-1.5793291,-1.5088406,"('unintelligent', 'intelligent')",-1.4864236,-1.4464903,-0.15329687,-0.14241435,0.002000914,0.09406641,-0.8042622,-0.7509197,-0.0533425
3,-1.535723,-1.4716562,"('repellent', 'pleasant')",-1.3804553,-1.3346694,-1.807258,-1.7602874,0.045933597,0.046766743,-1.1693757,-1.1299615,-0.0394142
11,-1.477873,-1.4308419,"('unhelpful', 'helpful')",-1.5708069,-1.5852697,-0.014111355,-0.0145652555,2.590074,2.6686041,-0.1181793,-0.0905182,-0.0276611
71,1.4568946,1.4521376,"('diffident', 'self-confident')",1.1465827,1.1803429,2.0744185,2.1108088,0.6594477,0.709302,1.3343359,1.3631479,-0.028812
30,-1.4464856,-1.3797702,"('intolerant', 'tolerant')",-2.0823402,-2.0461588,-0.1190902,-0.060906876,0.0772168,0.11763462,-0.8926747,-0.8423004,-0.0503743
70,-1.4380865,-1.3189919,"('lethargic', 'energetic')",-1.8523183,-1.8030968,-0.9576453,-0.8955956,0.23545295,0.3757218,-1.0031493,-0.9104906,-0.0926587
86,-1.4217727,-1.3500861,"('uninfluential', 'influential')",-1.9403845,-1.8467344,-0.33706886,-0.40989646,-0.75131965,-0.6780393,-1.1126364,-1.071189,-0.0414474
62,-1.3714727,-1.3311391,"('incompetent', 'brilliant')",-1.9171827,-1.9636472,-0.26249716,-0.2601687,-0.13365006,-0.11049968,-0.9212006,-0.9163637,-0.0048369
33,1.3117745,1.2774079,"('wrong', 'right')",1.38143,1.351995,1.7452344,1.6797633,-0.26816583,-0.3177846,1.0425682,0.9978454,0.0447228
35,1.3104345,1.2638091,"('corrupt', 'incorrupt')",2.7257884,2.7226071,-0.3004469,-0.31739298,-0.6321212,-0.59845966,0.7759137,0.7676409,0.0082728
5,1.2725897,1.2547392,"('distant', 'outgoing')",1.1037065,1.2098517,1.7587944,1.8521538,-0.41594347,-0.32087758,0.9297867,0.9989668,-0.0691801
45,-1.2492986,-1.0426735,"('incompetent', 'competent')",-2.5934196,-2.4027839,0.19490325,0.22993803,-0.39423978,-0.31816292,-1.0105137,-0.8834206,-0.1270931
14,-1.2402668,-1.2776018,"('antisocial', 'social')",-2.5013852,-2.517164,0.19032943,0.2167367,-0.9193966,-0.90669477,-1.1176797,-1.121181,0.0035013
28,-1.2045597,-1.2382197,"('disloyal', 'loyal')",-1.2978563,-1.2843678,0.052416477,0.07635509,1.0898793,1.2185183,-0.3400301,-0.3069286,-0.0331015
0,-1.1998383,-1.1969795,"('unsociable', 'sociable')",-1.8323326,-1.8401932,0.5330166,0.50214785,0.17404556,0.12377215,-0.5812771,-0.6028132,0.0215361
60,-1.1448445,-1.1538807,"('inefficient', 'efficient')",-2.118288,-2.183305,0.31572664,0.27237734,0.354081,0.3461312,-0.6483312,-0.6796694,0.0313382
7,-1.0852053,-1.0459583,"('insensitive', 'sensitive')",-1.0947707,-1.0910121,-0.19876136,-0.19995056,0.48831657,0.64103836,-0.4726052,-0.4239706,-0.0486346
77,-1.070787,-1.0120342,"('unmotivated', 'motivated')",-0.7159552,-0.7084566,0.024648435,0.049499605,-0.8288927,-0.9034145,-0.6477466,-0.6436014,-0.0041452
20,-1.0650828,-1.0342885,"('rough', 'thoughtful')",-0.35717297,-0.37133682,-0.38073018,-0.33173013,0.4177503,0.48443696,-0.3463089,-0.3132296,-0.0330793
