,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,male-female
19,-1.8160214,-1.7873218,"('inhospitable', 'hospitable')",-0.9116645,-0.92163694,-1.363843,-1.3544793,-0.0093637
53,-1.7442968,-1.9251328,"('uncreative', 'creative')",0.31811377,0.21702741,-0.7130915,-0.8540527,0.1409612
86,-1.6690941,-1.5386709,"('uninfluential', 'influential')",-0.6542494,-0.6111447,-1.1616718,-1.0749078,-0.086764
9,-1.5259714,-1.4967184,"('unaffectionate', 'caring')",0.60709834,0.7055462,-0.4594365,-0.3955861,-0.0638504
44,1.3136616,1.019171,"('prejudiced', 'unprejudiced')",-0.61888885,-0.91694725,0.3473864,0.0511119,0.2962745
1,-1.2688231,-1.250974,"('unfriendly', 'friendly')",0.63298076,0.60448456,-0.3179212,-0.3232448,0.0053236
6,-1.2658968,-1.5252569,"('distant', 'open')",-1.0865687,-1.4683714,-1.1762328,-1.4968141,0.3205813
28,-1.1725174,-1.0245785,"('disloyal', 'loyal')",0.9525208,1.2479835,-0.1099983,0.1117025,-0.2217008
8,-1.157289,-1.2314966,"('unaffectionate', 'affectionate')",0.110854715,0.093282565,-0.5232171,-0.569107,0.0458899
0,-1.1434227,-0.8658506,"('unsociable', 'sociable')",-0.08605844,0.02631749,-0.6147406,-0.4197666,-0.194974
51,-1.1362678,-0.86845845,"('uneducated', 'educated')",0.37795395,0.8324453,-0.3791569,-0.0180066,-0.3611503
23,-1.1281163,-0.7783761,"('insincere', 'sincere')",5.743282,5.7898593,2.3075829,2.5057416,-0.1981587
36,-1.1042215,-1.2227912,"('hostile', 'amicable')",-0.573013,-0.54602647,-0.8386172,-0.8844088,0.0457916
31,-1.1006489,-1.1223129,"('evil', 'good')",-1.7206053,-1.9655906,-1.4106271,-1.5439517,0.1333246
45,-1.0979645,-1.0683014,"('incompetent', 'competent')",-0.16427074,-0.27847913,-0.6311176,-0.6733903,0.0422727
7,-1.0407231,-0.7829814,"('insensitive', 'sensitive')",-0.29820693,-0.29707408,-0.669465,-0.5400277,-0.1294373
5,-1.0311949,-1.1503686,"('distant', 'outgoing')",-1.2753565,-1.6186559,-1.1532757,-1.3845122,0.2312365
61,-1.0055344,-0.95407915,"('illogical', 'logical')",-0.12619574,-0.16843349,-0.5658651,-0.5612563,-0.0046088
79,-0.99584204,-1.1553861,"('wavering', 'unwavering')",-0.8755441,-0.88853407,-0.935693,-1.02196,0.086267
73,0.9850117,0.84507686,"('helpless', 'self-reliant')",-2.7358708,-2.9565847,-0.8754296,-1.0557539,0.1803243
