,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,male-female
13,-0.9039278,-0.49249238,"('impolite', 'polite')",-0.29841992,-0.05790976,-0.6011739,-0.2752011,-0.3259728
66,-0.88738716,-0.92493176,"('inactive', 'active')",-0.3382107,-0.3585549,-0.6127989,-0.6417433,0.0289444
12,-0.8831011,-0.87329173,"('unsupportive', 'supportive')",-2.2418277,-2.1640754,-1.5624645,-1.5186836,-0.0437809
76,0.8767951,0.7557638,"('anxious', 'daring')",0.469582,0.34999967,0.6731886,0.5528817,0.1203069
38,-0.8756498,-0.9281761,"('untruthful', 'truthful')",-0.24390486,-0.22130167,-0.5597773,-0.5747389,0.0149616
77,-0.8021307,-0.73697037,"('unmotivated', 'motivated')",-1.1517365,-1.1099582,-0.9769336,-0.9234643,-0.0534693
63,-0.80108964,-0.8031829,"('unperceptive', 'insightful')",-0.08095222,-0.11014816,-0.4410209,-0.4566655,0.0156446
75,0.7947616,0.5200599,"('meek', 'impulsive')",-0.6267862,-0.7234103,0.0839877,-0.1016752,0.1856629
54,-0.7878368,-0.9260494,"('incapable', 'capable')",0.4973944,0.55781513,-0.1452212,-0.1841171,0.0388959
10,-0.761718,-0.6585458,"('unsympathetic', 'sympathetic')",-0.058562756,0.015660815,-0.4101404,-0.3214425,-0.0886979
88,-0.7304006,-0.44303733,"('low', 'eminent')",-0.22992732,0.09521398,-0.480164,-0.1739117,-0.3062523
18,-0.72439665,-0.6432526,"('disagreeable', 'welcoming')",-1.3322572,-1.2443007,-1.0283269,-0.9437767,-0.0845502
3,-0.7105042,-0.44956395,"('repellent', 'pleasant')",0.7288232,0.7180247,0.0091595,0.1342304,-0.1250709
24,-0.6636666,-0.44607088,"('dishonest', 'honest')",0.890835,0.84476113,0.1135842,0.1993451,-0.0857609
57,-0.63391703,-0.59489083,"('unimaginative', 'imaginative')",-3.0377946,-2.838737,-1.8358558,-1.7168139,-0.1190419
32,-0.61898845,-0.28391117,"('unkind', 'kind')",1.0322293,1.4531527,0.2066204,0.5846207,-0.3780003
43,-0.61692464,-0.6442301,"('irresponsible', 'responsible')",0.67222404,0.546592,0.0276497,-0.0488191,0.0764688
37,-0.5712081,-0.5255409,"('fake', 'genuine')",0.12131611,-0.09218456,-0.224946,-0.3088627,0.0839167
25,-0.5703274,-0.6757203,"('egoistic', 'altruistic')",0.9446248,0.9007497,0.1871487,0.1125147,0.074634
70,-0.5334008,-0.5204805,"('lethargic', 'energetic')",0.464637,0.313735,-0.0343819,-0.1033728,0.0689909
52,-0.5273781,-0.64582086,"('irrational', 'rational')",-0.61712176,-0.5967623,-0.5722499,-0.6212916,0.0490417
84,0.4584945,0.13634221,"('inferior', 'superior')",0.59681666,0.28240395,0.5276556,0.2093731,0.3182825
46,-0.45780665,-0.3882833,"('uncompetitive', 'competitive')",-0.6938356,-0.6336521,-0.5758212,-0.5109677,-0.0648535
69,0.45533028,0.26914415,"('lazy', 'industrious')",-1.5087154,-1.6444609,-0.5266926,-0.6876584,0.1609658
26,-0.43659678,-0.27945572,"('hardhearted', 'benevolent')",1.222102,1.4842972,0.3927526,0.6024207,-0.2096681
74,-0.42382574,-0.40814915,"('undedicated', 'dedicated')",0.16564876,0.2735117,-0.1290885,-0.0673187,-0.0617698
15,-0.41687536,-0.17988169,"('boring', 'funny')",0.25584447,0.5660183,-0.0805154,0.1930683,-0.2735837
11,-0.41348505,-0.29220703,"('unhelpful', 'helpful')",2.110897,2.3189344,0.848706,1.0133637,-0.1646577
17,-0.40786442,-0.18605484,"('nasty', 'nice')",-0.42840108,-0.22558351,-0.4181328,-0.2058192,-0.2123136
16,-0.40543437,-0.7045092,"('unpopular', 'popular')",-0.20280428,-0.20378295,-0.3041193,-0.4541461,0.1500268
78,-0.39763913,-0.5533887,"('nonresilient', 'resilient')",-0.48728108,-0.3912797,-0.4424601,-0.4723342,0.0298741
81,0.36921144,0.6664182,"('submissive', 'aggressive')",-0.13191518,0.0125760585,0.1186481,0.3394971,-0.220849
71,-0.3584449,-0.24940094,"('diffident', 'self-confident')",-0.02980664,0.066480055,-0.1941258,-0.0914604,-0.1026654
72,-0.34999773,-0.5503733,"('unambitious', 'ambitious')",-0.19911495,-0.36531344,-0.2745563,-0.4578434,0.1832871
60,0.34076574,0.51945776,"('inefficient', 'efficient')",0.79814214,0.5529343,0.569454,0.536196,0.033258
39,0.3318654,0.658014,"('exploitative', 'cooperative')",0.79696757,0.9530151,0.5644165,0.8055146,-0.2410981
2,0.33108526,0.3660601,"('unlikable', 'likable')",0.890425,0.93873,0.6107551,0.6523951,-0.04164
29,-0.28759313,-0.5492774,"('unfair', 'fair')",-0.6703218,-1.0355542,-0.4789575,-0.7924158,0.3134583
68,-0.28665647,-0.32544914,"('dependent', 'independent')",-1.3388746,-1.5703981,-0.8127655,-0.9479236,0.1351581
83,-0.27058923,-0.17314547,"('powerless', 'powerful')",-0.86899143,-0.8410206,-0.5697904,-0.5070831,-0.0627073
82,-0.2652383,-0.312722,"('poor', 'rich')",5.8107576,5.6848955,2.7727597,2.6860867,0.086673
27,-0.26473165,-0.501877,"('hardhearted', 'softhearted')",0.44613105,0.2640927,0.0906997,-0.1188921,0.2095918
41,-0.25660667,-0.14312506,"('unforgiving', 'forgiving')",-0.07035911,0.09582676,-0.1634829,-0.0236491,-0.1398338
58,-0.23990801,-0.44978014,"('undiscriminating', 'discriminating')",0.077124685,-0.117190704,-0.0813917,-0.2834854,0.2020937
67,0.23697144,0.36114445,"('doubtful', 'determined')",-0.3432479,-0.29364926,-0.0531382,0.0337476,-0.0868858
20,0.22936797,0.09156126,"('rough', 'thoughtful')",0.66857237,0.55317664,0.4489702,0.3223689,0.1266013
42,0.22231802,0.16138831,"('unreliable', 'reliable')",-2.7627876,-2.6305022,-1.2702348,-1.2345569,-0.0356779
65,-0.1872629,0.0070300875,"('insecure', 'secure')",0.65318865,0.6836153,0.2329629,0.3453227,-0.1123598
55,-0.17658028,-0.1462271,"('incompetent', 'clever')",0.9195644,0.8505968,0.3714921,0.3521848,0.0193073
4,-0.17296557,-0.19500354,"('disliked', 'liked')",-7.018763,-6.7139225,-3.5958643,-3.454463,-0.1414013
64,-0.17128809,0.0670754,"('shy', 'confident')",-5.384385,-5.110916,-2.7778366,-2.5219204,-0.2559162
22,-0.104487956,-0.055613942,"('untrustworthy', 'trustworthy')",-0.48533377,-0.4787159,-0.2949108,-0.2671649,-0.0277459
48,-0.10281357,-0.1882174,"('unintelligent', 'intelligent')",0.37044534,0.22117166,0.1338159,0.0164771,0.1173388
30,0.09316855,0.45159033,"('intolerant', 'tolerant')",0.8400678,0.9601843,0.4666182,0.7058873,-0.2392691
34,-0.092912234,-0.025416207,"('mean', 'honorable')",5.1885986,5.0073204,2.5478432,2.490952,0.0568912
85,-0.085685045,-0.3317239,"('insignificant', 'prestigious')",-0.94397336,-0.94575036,-0.5148292,-0.6387371,0.1239079
14,-0.0750495,0.36202356,"('antisocial', 'social')",-0.12177533,0.03591486,-0.0984124,0.1989692,-0.2973816
50,-0.06965532,-0.12391367,"('clumsy', 'skillful')",-0.2567962,-0.1886599,-0.1632258,-0.1562868,-0.006939
80,-0.064768195,0.15117338,"('dominated', 'dominating')",-0.45062807,-0.2681717,-0.2576981,-0.0584992,-0.1991989
59,0.06022408,-0.09017058,"('foolish', 'wise')",-0.30979094,-0.2692169,-0.1247834,-0.1796937,0.0549103
56,-0.051570933,0.18229955,"('impractical', 'practical')",0.3622946,0.528781,0.1553618,0.3555403,-0.2001785
21,-0.04661995,0.18167807,"('immoral', 'moral')",-0.40729904,-0.34285906,-0.2269595,-0.0805905,-0.146369
40,-0.04231421,-0.17486545,"('stingy', 'generous')",-2.4993756,-2.735006,-1.2708449,-1.4549358,0.1840909
62,0.035088845,0.09109801,"('incompetent', 'brilliant')",0.4719694,0.33301222,0.2535291,0.2120551,0.041474
49,-0.034222,-0.17025267,"('unable', 'able')",-0.20132476,-0.30790246,-0.1177734,-0.2390776,0.1213042
87,0.033016138,0.14508764,"('unsuccessful', 'successful')",0.18432666,0.3515423,0.1086714,0.248315,-0.1396436
33,-0.01902498,-0.113541216,"('wrong', 'right')",-1.1113313,-1.1217624,-0.5651782,-0.6176518,0.0524736
47,-0.018876363,-0.13211386,"('stupid', 'smart')",5.1306863,4.9522924,2.5559049,2.4100893,0.1458156
35,-0.005816173,-0.29607865,"('corrupt', 'incorrupt')",-0.9644322,-1.1301702,-0.4851242,-0.7131245,0.2280003
