,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.2088013,-2.1577802,"('distant', 'open')",-2.5842342,-2.3597894,-2.8388848,-2.674576,-0.38637483,-0.30864376,-2.0045738,-1.8751973,-0.1293765
1,-2.0538938,-2.053159,"('unfriendly', 'friendly')",-0.4797929,-0.5553431,-0.8624594,-0.91657054,1.1898208,1.1677316,-0.5515813,-0.5893352,0.0377539
53,-1.7744173,-1.5526526,"('uncreative', 'creative')",-1.3976281,-1.3354458,-0.3633926,-0.41368368,1.2502697,1.3654842,-0.571292,-0.4840744,-0.0872176
31,-1.7226481,-1.7806154,"('evil', 'good')",-1.9550449,-1.8658319,-2.4527595,-2.468126,-2.0570254,-1.9970434,-2.0468693,-2.0279043,-0.018965
9,-1.7225077,-1.5120524,"('unaffectionate', 'caring')",-1.134065,-1.0167735,-0.64551276,-0.6394758,0.66571355,0.6468213,-0.709093,-0.6303701,-0.0787229
5,-1.6544197,-1.5164809,"('distant', 'outgoing')",-2.0670786,-1.9560518,-2.1837354,-2.0273783,-0.920928,-0.8336955,-1.7065403,-1.5834017,-0.1231386
19,-1.5766853,-1.0503783,"('inhospitable', 'hospitable')",-2.0670855,-1.8007588,-2.2896938,-1.9059112,-0.57747716,-0.37964547,-1.6277354,-1.2841735,-0.3435619
86,-1.5540061,-1.4265411,"('uninfluential', 'influential')",-0.54572576,-0.40896276,0.2926996,0.21029611,-0.22479449,-0.20285568,-0.5079567,-0.4570158,-0.0509409
36,-1.3566078,-1.5258317,"('hostile', 'amicable')",-1.9923093,-1.8967161,-2.2797759,-2.2201505,-0.4889765,-0.42057896,-1.5294173,-1.5158193,-0.013598
67,1.3464509,1.5709593,"('doubtful', 'determined')",1.0093846,1.0863521,1.0582423,1.1989299,-0.32804307,-0.14069009,0.7715087,0.9288878,-0.1573791
39,1.272939,1.1624656,"('exploitative', 'cooperative')",2.6452239,2.5142114,1.5187633,1.4088352,-0.054815836,-0.18147022,1.3455275,1.2260104,0.1195171
72,-1.2693626,-0.7599091,"('unambitious', 'ambitious')",0.24146573,0.55224836,0.17279644,0.22481194,-0.98418933,-0.7666071,-0.4598224,-0.187364,-0.2724584
27,-1.2612259,-1.149618,"('hardhearted', 'softhearted')",-1.3186555,-1.2544043,-0.32729524,-0.1815066,1.0332569,1.0106673,-0.46848,-0.3937154,-0.0747646
8,-1.2200735,-1.1955111,"('unaffectionate', 'affectionate')",-1.5645735,-1.349564,-0.6459712,-0.5373242,-0.055095162,0.067618005,-0.8714284,-0.7536953,-0.1177331
85,-1.2140539,-1.4432356,"('insignificant', 'prestigious')",-2.5738192,-2.7594268,-1.8323404,-1.812679,-0.42029223,-0.49950927,-1.5101265,-1.6287128,0.1185863
78,-1.1912377,-1.2080958,"('nonresilient', 'resilient')",-0.5395784,-0.53648233,0.8385642,0.8039626,0.5687983,0.6249907,-0.0808634,-0.0789062,-0.0019572
7,-1.1194117,-0.82443565,"('insensitive', 'sensitive')",0.58788675,0.5410809,0.24532522,0.39111495,0.78206706,0.76897925,0.1239668,0.2191849,-0.0952181
38,-1.1065884,-0.85877377,"('untruthful', 'truthful')",-1.0153815,-0.98359025,-1.2765576,-1.2704449,-0.011341419,0.08087757,-0.8524671,-0.7579829,-0.0944842
57,-1.1036221,-1.0364591,"('unimaginative', 'imaginative')",-1.065163,-0.9661412,-0.010959648,-0.3683777,-2.1144922,-2.1897223,-1.0735593,-1.1401751,0.0666158
10,-1.0346069,-0.7819921,"('unsympathetic', 'sympathetic')",0.19715369,0.30813983,0.49030116,0.3040643,0.38838106,0.45922107,0.0103072,0.0723583,-0.0620511
79,-0.9963753,-1.1309415,"('wavering', 'unwavering')",-2.5421274,-2.3882513,-3.1468952,-3.1072323,-0.46645114,-0.38882297,-1.7879623,-1.753812,-0.0341503
