,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
50,0.33442065,0.2744097,"('clumsy', 'skillful')",0.27943933,-0.16769695,0.30693,0.0533564,0.2535736
58,0.32027245,0.3101558,"('undiscriminating', 'discriminating')",0.1980406,0.289666,0.2591565,0.2999109,-0.0407544
44,0.30613306,0.27753872,"('prejudiced', 'unprejudiced')",-1.4286214,-1.351211,-0.5612442,-0.5368361,-0.0244081
55,-0.30607194,-0.5126459,"('incompetent', 'clever')",1.1762664,0.54194105,0.4350972,0.0146476,0.4204496
65,-0.29989874,-0.48646468,"('insecure', 'secure')",0.6231511,-0.0949325,0.1616262,-0.2906986,0.4523248
54,-0.28621387,-0.14614718,"('incapable', 'capable')",0.7852817,0.5036092,0.2495339,0.178731,0.0708029
76,0.27639312,0.27208892,"('anxious', 'daring')",0.7502589,0.008750405,0.513326,0.1404197,0.3729063
17,-0.26656136,-0.02310032,"('nasty', 'nice')",-0.73047966,-0.71284175,-0.4985205,-0.367971,-0.1305495
49,-0.25178015,-0.06591901,"('unable', 'able')",0.117323875,-0.28007436,-0.0672281,-0.1729967,0.1057686
48,-0.23517527,-0.23918806,"('unintelligent', 'intelligent')",1.3357285,0.9913823,0.5502766,0.3760971,0.1741795
66,0.21720004,0.22222993,"('inactive', 'active')",0.26841697,0.45767552,0.2428085,0.3399527,-0.0971442
32,0.21612799,0.06208244,"('unkind', 'kind')",0.9188464,0.7524635,0.5674872,0.407273,0.1602142
39,0.21205035,0.23709849,"('exploitative', 'cooperative')",-0.09647651,0.00022956729,0.0577869,0.118664,-0.0608771
78,-0.21142906,-0.44235826,"('nonresilient', 'resilient')",0.7629532,0.26325008,0.2757621,-0.0895541,0.3653162
26,0.20836815,0.50503707,"('hardhearted', 'benevolent')",0.3912273,1.1174304,0.2997977,0.8112338,-0.5114361
24,-0.18945888,-0.026925528,"('dishonest', 'honest')",0.96747875,0.78764707,0.38901,0.3803608,0.0086492
35,-0.17592278,0.14329891,"('corrupt', 'incorrupt')",-1.2377062,-0.68680716,-0.7068145,-0.2717541,-0.4350604
82,-0.16903988,-0.28960505,"('poor', 'rich')",7.195808,6.056817,3.5133841,2.883606,0.6297781
70,-0.15048026,-0.18156195,"('lethargic', 'energetic')",0.90959096,0.25210533,0.3795553,0.0352717,0.3442836
74,0.14915437,0.25882715,"('undedicated', 'dedicated')",-0.51553905,-0.658294,-0.1831923,-0.1997334,0.0165411
87,0.1484175,0.09887506,"('unsuccessful', 'successful')",1.2561861,0.8427877,0.7023018,0.4708314,0.2314704
30,0.14790177,0.18435498,"('intolerant', 'tolerant')",0.88611704,0.9966284,0.5170094,0.5904917,-0.0734823
16,0.1382506,0.17614487,"('unpopular', 'popular')",0.33246818,0.32241857,0.2353594,0.2492817,-0.0139223
80,-0.13655974,-0.28753743,"('dominated', 'dominating')",-0.2593759,-0.6093083,-0.1979678,-0.4484228,0.250455
77,-0.12897035,-0.43860513,"('unmotivated', 'motivated')",-0.32827422,-0.6175628,-0.2286223,-0.5280839,0.2994616
56,-0.123906314,-0.06470209,"('impractical', 'practical')",0.063759044,-0.23818374,-0.0300736,-0.1514429,0.1213693
47,-0.11369752,0.05455109,"('stupid', 'smart')",5.745448,4.9659977,2.8158753,2.5102744,0.3056009
52,0.10864681,0.20224029,"('irrational', 'rational')",-0.7404356,-0.563673,-0.3158944,-0.1807164,-0.135178
41,-0.085911825,-0.04262541,"('unforgiving', 'forgiving')",-0.4054517,-0.24766958,-0.2456818,-0.1451475,-0.1005343
27,-0.07570008,-0.062115062,"('hardhearted', 'softhearted')",0.99636835,0.9511386,0.4603341,0.4445118,0.0158223
22,-0.0687267,-0.15647475,"('untrustworthy', 'trustworthy')",-0.6958089,-1.176492,-0.3822678,-0.6664833,0.2842155
18,-0.06539607,0.01764971,"('disagreeable', 'welcoming')",-0.76100856,-0.7144171,-0.4132023,-0.3483837,-0.0648186
60,0.05657205,-0.034431193,"('inefficient', 'efficient')",0.87103397,0.57726735,0.463803,0.2714181,0.1923849
12,0.047640875,0.07430987,"('unsupportive', 'supportive')",-2.0663111,-1.9281569,-1.0093352,-0.9269235,-0.0824117
4,-0.044563413,0.06770405,"('disliked', 'liked')",-7.679822,-6.589626,-3.8621926,-3.2609608,-0.6012318
14,0.037391327,-0.13917713,"('antisocial', 'social')",0.14915895,0.053619523,0.0932751,-0.0427788,0.1360539
72,-0.035998255,-0.093349665,"('unambitious', 'ambitious')",-0.39162752,-0.582112,-0.2138129,-0.3377308,0.1239179
29,-0.032235287,-0.041011177,"('unfair', 'fair')",-0.34792763,-0.15639824,-0.1900815,-0.0987047,-0.0913768
20,0.015442662,0.20634732,"('rough', 'thoughtful')",0.7221596,0.7385747,0.3688011,0.472461,-0.1036599
15,-0.013437539,0.5464407,"('boring', 'funny')",0.09022846,0.053000722,0.0383955,0.2997207,-0.2613252
64,-0.0104445275,-0.22019774,"('shy', 'confident')",-6.373092,-5.663632,-3.1917684,-2.9419148,-0.2498536
