,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
71,0.8735827,0.5745593,"('diffident', 'self-confident')",0.4576826,0.5653211,0.06645544,0.2286263,0.2494309,0.087354586,0.4117879,0.3639653,0.0478226
66,0.8734416,0.9726031,"('inactive', 'active')",0.9694943,1.1593769,0.20372449,0.3857857,0.666773,0.7791299,0.6783583,0.8242239,-0.1458656
10,-0.860261,-0.8667621,"('unsympathetic', 'sympathetic')",-1.8520716,-2.2114053,-0.23460421,-0.5560224,-0.31860656,-0.30308154,-0.8163859,-0.9843178,0.1679319
3,-0.85542476,-0.9681629,"('repellent', 'pleasant')",-1.0470567,-1.2135495,0.9610662,0.75449574,0.4325301,0.1355751,-0.1272213,-0.3229104,0.1956891
14,-0.83301675,-1.1723969,"('antisocial', 'social')",0.29008245,-0.2098474,2.0542254,1.7793434,-0.43689156,-0.7363584,0.2685999,-0.0848148,0.3534147
62,-0.81799537,-0.8134891,"('incompetent', 'brilliant')",0.29689974,0.26003456,1.1607902,1.1178691,0.32599893,0.33565158,0.2414234,0.2250165,0.0164069
4,-0.81069916,-0.5380605,"('disliked', 'liked')",0.22248481,0.34882882,-0.6248498,-0.5879617,-6.239393,-6.18635,-1.8631144,-1.7408857,-0.1222287
36,-0.80989724,-1.0276175,"('hostile', 'amicable')",0.73464656,0.7551792,-1.9319296,-1.806812,-0.16431394,-0.22303471,-0.5428736,-0.5755712,0.0326976
77,-0.79718095,-1.0474024,"('unmotivated', 'motivated')",-0.5596044,-0.7198255,0.3700985,0.46395165,-0.97235614,-0.99437094,-0.4897608,-0.5744118,0.084651
46,-0.77031195,-0.7644507,"('uncompetitive', 'competitive')",-0.36411628,-0.51504695,1.8108675,1.5922027,-0.35961717,-0.39773977,0.0792055,-0.0212587,0.1004642
8,-0.75311786,-0.72565764,"('unaffectionate', 'affectionate')",0.0009935647,-0.17234424,-0.88755393,-0.9433404,-0.22762617,-0.24684973,-0.4668261,-0.522048,0.0552219
18,0.5948825,0.31486154,"('disagreeable', 'welcoming')",0.84296227,0.84243464,-0.5498331,-0.59503114,-0.5745148,-0.64371794,0.0783742,-0.0203632,0.0987374
61,-0.57962,-0.58669037,"('illogical', 'logical')",-0.79036593,-0.8305216,-0.15646489,-0.048273623,-0.24116357,-0.1518015,-0.4419036,-0.4043218,-0.0375818
37,-0.5624909,-0.41405213,"('fake', 'genuine')",-0.5876928,-0.7976845,-0.5660475,-0.67292285,0.13557875,0.22100417,-0.3951631,-0.4159139,0.0207508
79,0.54893965,0.6639087,"('wavering', 'unwavering')",0.14794442,0.37308872,-2.0096283,-1.8723998,-0.13445611,-0.023649681,-0.3618001,-0.214763,-0.1470371
56,0.4941873,-0.037817307,"('impractical', 'practical')",0.9437268,0.68208456,1.367644,0.9956361,0.56643885,0.3408066,0.8429993,0.4951775,0.3478218
82,-0.48774606,-0.43399236,"('poor', 'rich')",-0.38888985,-0.47085756,0.32162893,0.23072267,6.211992,6.059703,1.4142462,1.3463939,0.0678523
17,-0.47275475,-0.29381505,"('nasty', 'nice')",-0.7824171,-0.41228262,-1.0109426,-0.74305004,-0.6847143,-0.6034793,-0.7377072,-0.5131568,-0.2245504
76,0.4715107,0.69560003,"('anxious', 'daring')",0.30686226,0.35992706,1.1718132,1.177033,0.74925685,0.7988441,0.6748608,0.7578511,-0.0829903
5,-0.46879843,-0.19014439,"('distant', 'outgoing')",0.5132572,0.92524076,-1.7214288,-1.3569373,-0.7180185,-0.43815598,-0.5987471,-0.2649992,-0.3337479
75,0.45880145,0.7513886,"('meek', 'impulsive')",1.0775673,1.3804927,-0.8330715,-0.696702,-0.4010803,-0.2772669,0.0755543,0.2894781,-0.2139238
51,0.45398274,0.5131658,"('uneducated', 'educated')",0.3445815,0.43345213,0.6100439,0.41968092,0.59927917,0.50875807,0.5019718,0.4687642,0.0332076
50,0.45242697,0.4454167,"('clumsy', 'skillful')",0.37046418,0.44101843,-0.40277344,-0.32673985,0.4290448,0.46199983,0.2122906,0.2554238,-0.0431332
6,-0.4401485,0.029294029,"('distant', 'open')",0.3119514,0.6574247,-2.209253,-1.8473415,-0.22053403,0.027319307,-0.6394961,-0.2833259,-0.3561702
43,0.39804152,0.07480919,"('irresponsible', 'responsible')",-0.33685255,-0.55513585,0.8559321,0.6837673,0.7633495,0.63064826,0.4201176,0.2085222,0.2115954
13,-0.3926673,-0.71632624,"('impolite', 'polite')",0.06552726,-0.2018957,0.41383576,0.109006844,-0.07509035,-0.07068384,0.0029013,-0.2199747,0.222876
68,0.38858116,0.13614532,"('dependent', 'independent')",-0.50309235,-0.51390165,-0.5021715,-0.5186108,-0.89020616,-0.70259655,-0.3767222,-0.3997409,0.0230187
25,-0.38805956,-0.4276259,"('egoistic', 'altruistic')",0.34811485,0.33651805,-0.50278956,-0.438663,1.1193054,1.0216923,0.1441428,0.1229804,0.0211624
12,0.36326894,0.2738428,"('unsupportive', 'supportive')",-0.043856665,-0.1590831,0.5867589,0.68632424,-1.9539602,-1.9554276,-0.2619472,-0.2885859,0.0266387
19,0.34481597,0.37357867,"('inhospitable', 'hospitable')",-0.66114503,-0.38867438,-2.0170722,-1.9413203,-0.62925917,-0.38856035,-0.7406651,-0.5862441,-0.154421
84,0.332156,0.36051217,"('inferior', 'superior')",0.34653834,0.46553198,0.12988243,0.3607061,0.44816586,0.6892197,0.3141857,0.4689925,-0.1548068
85,0.33189955,0.19715604,"('insignificant', 'prestigious')",0.6662445,0.49289316,-1.092772,-1.0726819,-0.42399144,-0.5734786,-0.1296549,-0.2390278,0.1093729
72,0.32828596,0.45262608,"('unambitious', 'ambitious')",-0.13008736,0.22524817,0.56194544,0.7257672,-0.8054264,-0.64184797,-0.0113206,0.1904484,-0.201769
32,-0.3260142,-0.8393488,"('unkind', 'kind')",-1.0418705,-1.5035453,0.42379096,0.070707135,1.032234,0.6819091,0.0220351,-0.3975695,0.4196046
21,-0.32227093,-0.6486862,"('immoral', 'moral')",-0.43152088,-0.9324994,0.5927095,0.25132883,-0.71760666,-0.9757035,-0.2196722,-0.57639,0.3567178
52,-0.2705131,-0.36712426,"('irrational', 'rational')",0.18409425,-0.014365159,-1.3793703,-1.273507,-0.17693907,-0.37827912,-0.4106821,-0.5083189,0.0976368
64,0.262655,0.04272756,"('shy', 'confident')",0.020972583,0.04942861,1.2486162,1.311798,-5.8969383,-5.8381734,-1.0911736,-1.1085548,0.0173812
54,0.2394054,0.25359303,"('incapable', 'capable')",0.62052983,0.74346834,-0.18360604,-0.011642948,0.9858258,1.0190853,0.4155387,0.5011259,-0.0855872
88,0.23569329,0.29634312,"('low', 'eminent')",0.49555686,0.1954183,-0.87840086,-1.0450137,0.24956308,0.21034336,0.0256031,-0.0857272,0.1113303
40,0.22008614,0.13668413,"('stingy', 'generous')",-0.063337564,-0.26478562,0.38902587,0.18639064,-1.9506294,-2.1157527,-0.3512137,-0.5143659,0.1631522
44,0.21020767,0.22165224,"('prejudiced', 'unprejudiced')",0.7366339,0.7046645,0.008505877,0.0257814,-0.7549133,-0.8612101,0.0501086,0.022722,0.0273866
2,0.20181623,0.1188137,"('unlikable', 'likable')",1.5743934,1.6120193,1.9448076,1.919247,0.88383317,0.73208916,1.1512127,1.0955423,0.0556704
27,-0.19534247,-0.33661363,"('hardhearted', 'softhearted')",-1.1002412,-1.0794306,-0.9352876,-0.8849518,0.59767115,0.7110615,-0.4083,-0.3974836,-0.0108164
48,0.19333725,0.11928181,"('unintelligent', 'intelligent')",-0.60540736,-0.85065824,-0.32129782,-0.37780878,0.13054258,0.058368366,-0.1507063,-0.2627042,0.1119979
26,0.19292173,-0.014062345,"('hardhearted', 'benevolent')",1.5533795,1.0694971,1.0257536,0.74772286,1.1425551,0.8650852,0.9786525,0.6670607,0.3115918
70,0.19213586,0.21187657,"('lethargic', 'energetic')",-0.24696779,-0.30618146,0.70031655,0.51895237,0.8818094,0.9435008,0.3818235,0.3420371,0.0397864
35,0.19018036,0.60896,"('corrupt', 'incorrupt')",0.16698104,0.45862594,-2.2499459,-1.8943342,-0.8520453,-0.61029047,-0.6862074,-0.3592597,-0.3269477
33,0.18803442,0.1950275,"('wrong', 'right')",1.0569474,1.1700444,-0.41450396,-0.25651076,-0.8956591,-0.832861,-0.0162953,0.068925,-0.0852203
30,-0.1812433,-0.3360199,"('intolerant', 'tolerant')",0.30828792,0.06421677,0.8272462,0.48140016,1.1388911,1.0854092,0.5232955,0.3237515,0.199544
42,0.1744521,0.3273825,"('unreliable', 'reliable')",0.29395163,0.5203012,0.9599086,1.1667228,-2.5593667,-2.1791158,-0.2827636,-0.0411773,-0.2415863
87,-0.17345282,-0.47725427,"('unsuccessful', 'successful')",1.0092448,0.7742264,1.492604,1.4121748,0.8924654,0.67299503,0.8052153,0.5955355,0.2096798
9,0.17309362,-0.1049066,"('unaffectionate', 'caring')",0.0983326,-0.2421903,-0.4394041,-0.7198436,0.557569,0.36584812,0.0973978,-0.1752731,0.2726709
38,0.163591,0.2984499,"('untruthful', 'truthful')",0.23461019,0.39945084,-0.7961638,-0.7735524,0.005375847,0.040730383,-0.0981467,-0.0087303,-0.0894164
7,0.13478115,-0.12745011,"('insensitive', 'sensitive')",-0.6557622,-0.9749812,0.21100634,0.012127295,0.4929108,0.31732306,0.045734,-0.1932452,0.2389792
74,0.1183656,-0.2112323,"('undedicated', 'dedicated')",0.7503603,0.5925272,1.1650869,0.93554384,0.25164637,0.16080339,0.5713648,0.3694105,0.2019543
28,0.11584259,-0.20256351,"('disloyal', 'loyal')",-0.5018559,-0.9813966,-0.24810445,-0.62802196,1.0419377,0.7489963,0.101955,-0.2657464,0.3677014
58,0.11469726,0.08574526,"('undiscriminating', 'discriminating')",0.10616202,0.1443015,0.7523301,0.69063586,-0.23319738,-0.09168465,0.184998,0.2072495,-0.0222515
83,-0.114308044,-0.3408119,"('powerless', 'powerful')",0.6512829,0.69739294,0.3120235,0.23758256,-0.69061726,-0.7370379,0.0395953,-0.0357186,0.0753139
81,0.07473968,-0.093200885,"('submissive', 'aggressive')",0.10840699,-0.08316998,2.38053,2.10229,0.15108863,0.08383558,0.6786914,0.5024387,0.1762527
23,-0.056448273,-0.52394587,"('insincere', 'sincere')",-0.3701249,-0.76467913,0.6201194,0.22795391,5.8841567,5.471224,1.5194257,1.1026382,0.4167875
20,0.05505273,-0.1280926,"('rough', 'thoughtful')",0.45654684,0.23212734,1.3637731,1.3804611,0.99521154,0.9299319,0.7176461,0.6036069,0.1140392
80,0.052277185,-0.06764522,"('dominated', 'dominating')",-0.18623587,-0.44136626,1.1817081,0.8899214,-0.8947018,-0.9982747,0.0382619,-0.1543412,0.1926031
11,0.040614747,-0.25762862,"('unhelpful', 'helpful')",0.06306542,-0.20826599,0.16732094,-0.17493951,2.3793688,2.2006814,0.6625925,0.3899618,0.2726307
63,0.040553275,-0.049732655,"('unperceptive', 'insightful')",0.16394112,-0.02934318,1.2751408,1.1725104,0.8629301,0.9988436,0.5856413,0.5230696,0.0625717
59,-0.03642547,-0.31242692,"('foolish', 'wise')",0.8392392,0.8117146,-1.4881172,-1.4525492,0.3012465,0.15202338,-0.0960143,-0.2003095,0.1042952
24,-0.03404069,0.11982846,"('dishonest', 'honest')",-0.6048631,-0.67566377,-0.4185585,-0.5134765,0.4920341,0.5116862,-0.1413571,-0.1394064,-0.0019507
60,-0.02602788,-0.4169201,"('inefficient', 'efficient')",-0.0034431182,-0.19172211,1.8734462,1.6789633,0.40649828,0.4191507,0.5626184,0.3723679,0.1902505
15,-0.0110045355,0.020526152,"('boring', 'funny')",0.65656674,0.73854196,-0.96090144,-0.93623,0.2087157,0.2477121,-0.0266559,0.0176376,-0.0442935
65,-0.0042128284,-0.80824155,"('insecure', 'secure')",-0.7018172,-1.097545,1.2913343,0.986068,0.27111238,0.03484442,0.2141041,-0.2212185,0.4353226
34,-0.0036873203,-0.19648917,"('mean', 'honorable')",0.21966735,0.2835349,0.39507383,0.5152225,6.068134,6.0573044,1.6697969,1.6648932,0.0049037
