,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
46,-1.2764925,-1.0670357,"('uncompetitive', 'competitive')",1.048031,1.2562647,2.7345998,2.452482,-0.5731555,-0.64078283,0.4832457,0.500232,-0.0169863
28,-1.2117294,-1.1552037,"('disloyal', 'loyal')",-0.35458058,-0.4719417,0.46902436,0.41542137,1.0881122,0.9627217,-0.0022933,-0.0622506,0.0599573
42,1.204571,1.1371382,"('unreliable', 'reliable')",0.9145247,0.97167283,0.93704736,0.92011803,-2.8728602,-2.905162,0.0458208,0.0309418,0.014879
81,1.1244836,0.76219976,"('submissive', 'aggressive')",0.9589752,0.88052785,2.6716552,1.9611883,-0.74837106,-1.1188074,1.0016857,0.6212771,0.3804086
50,1.1032876,1.0743533,"('clumsy', 'skillful')",-0.16494381,-0.2578769,-1.0531173,-0.8996868,0.38928008,0.2700821,0.0686266,0.0467179,0.0219087
48,-1.0908136,-1.3560898,"('unintelligent', 'intelligent')",-0.13882142,-0.3430164,0.6226433,0.31862456,0.5231445,0.3109301,-0.0209618,-0.2673879,0.2464261
10,-1.0583888,-0.9343196,"('unsympathetic', 'sympathetic')",-0.2559891,-0.12024396,2.3068404,1.9013821,0.013477728,-0.24762963,0.251485,0.1497972,0.1016878
82,-1.0510209,-1.0016899,"('poor', 'rich')",-0.39995214,-0.36431068,0.67699075,0.69860727,6.576466,6.2914066,1.4506209,1.4060034,0.0446175
3,-1.0301337,-0.8499121,"('repellent', 'pleasant')",-0.045152806,0.16702811,1.9806268,1.8801104,0.45987004,0.47552744,0.3413026,0.4181885,-0.0768859
16,-1.0091146,-0.9572853,"('unpopular', 'popular')",-0.22285318,-0.3188005,-1.205679,-1.0613905,0.5173311,0.6150962,-0.4800789,-0.430595,-0.0494839
78,-1.0072082,-1.0695688,"('nonresilient', 'resilient')",0.37275887,0.38956344,-0.36301386,-0.33518404,0.46519133,0.43058318,-0.133068,-0.1461516,0.0130836
36,-0.93391496,-0.9440196,"('hostile', 'amicable')",-0.48242617,-0.63742834,-4.2449493,-3.7967846,-0.113003865,0.04314395,-1.4435735,-1.3337722,-0.1098013
59,0.9278564,0.8414155,"('foolish', 'wise')",-0.377639,-0.63173044,-1.6181263,-1.263819,0.3835211,0.40927234,-0.171097,-0.1612154,-0.0098816
0,-0.9219316,-0.86840796,"('unsociable', 'sociable')",0.16139555,0.09927136,1.3064722,0.93121636,-0.33511207,-0.46811405,0.052706,-0.0765086,0.1292146
75,0.90429044,0.9885941,"('meek', 'impulsive')",-0.44444862,-0.35908985,-2.6474025,-2.5119014,-1.0001832,-0.8215447,-0.796936,-0.6759855,-0.1209505
40,-0.8865259,-0.79849315,"('stingy', 'generous')",0.1514138,0.063145846,-0.33392704,-0.28599033,-1.4929043,-1.4751343,-0.6404859,-0.624118,-0.0163679
35,0.8649761,0.8200887,"('corrupt', 'incorrupt')",-0.67880505,-0.82502943,-3.6722794,-3.232906,-0.3207636,-0.11094386,-0.951718,-0.8371977,-0.1145203
51,-0.8439243,-1.0072254,"('uneducated', 'educated')",0.974342,1.0294986,0.8857989,0.71043193,0.054235302,-0.10610956,0.267613,0.1566489,0.1109641
25,-0.8392416,-0.6519837,"('egoistic', 'altruistic')",-0.33165985,-0.3128151,-1.5513067,-1.3360347,1.0127703,1.2255908,-0.4273595,-0.2688107,-0.1585488
88,0.74522185,0.5793956,"('low', 'eminent')",-0.15454316,-0.25677115,-0.38431683,-0.4974594,0.20562074,0.1517187,0.1029956,-0.0057791,0.1087747
47,0.7149481,0.7769935,"('stupid', 'smart')",0.4626821,0.4570877,1.7774631,1.737139,6.03371,5.7990294,2.247201,2.1925623,0.0546387
18,-0.6806437,-0.64406645,"('disagreeable', 'welcoming')",1.2118443,1.1485525,-0.13893238,0.014291242,0.041178517,0.0075742416,0.1083617,0.1315879,-0.0232262
19,-0.6802767,-0.48772776,"('inhospitable', 'hospitable')",-1.0868975,-1.0752747,-1.8655607,-1.6297404,-0.51058805,-0.380388,-1.0358307,-0.8932827,-0.142548
23,-0.6707808,-0.66398484,"('insincere', 'sincere')",0.48745948,0.41312906,2.9718392,2.7049751,6.463406,5.7760277,2.3129811,2.0575368,0.2554443
66,-0.665087,-0.5806254,"('inactive', 'active')",0.6459643,0.6239405,-0.7948741,-0.69938815,0.512273,0.69867057,-0.0754309,0.0106494,-0.0860803
30,0.63058853,0.6510401,"('intolerant', 'tolerant')",0.5531845,0.5056497,2.1588054,2.0475223,1.5266852,1.360751,1.2173159,1.1412408,0.0760751
58,-0.6109414,-0.55492485,"('undiscriminating', 'discriminating')",-0.62076604,-0.5607625,0.64218223,0.726354,-0.28292796,-0.3162393,-0.2181133,-0.1763932,-0.0417201
70,0.60224116,0.59612817,"('lethargic', 'energetic')",0.71247476,0.83875227,2.4661682,2.1787994,1.2681197,1.142922,1.2622509,1.1891505,0.0731004
65,-0.5940471,-0.78992516,"('insecure', 'secure')",0.7091889,0.6290876,2.9592462,2.5465147,-0.04201341,-0.3931921,0.7580937,0.4981213,0.2599724
38,0.5813539,0.78214437,"('untruthful', 'truthful')",-0.03308282,0.015602067,-0.60091203,-0.509557,0.04773723,-0.013221279,-0.0012259,0.068742,-0.0699679
57,-0.57296157,-0.3148207,"('unimaginative', 'imaginative')",-0.26831958,-0.08063532,0.20887206,0.10980548,-2.769872,-2.5874574,-0.8505703,-0.718277,-0.1322933
41,-0.553354,-0.5071177,"('unforgiving', 'forgiving')",0.10680891,0.029459953,0.7166973,0.72159296,0.08673957,-0.05332257,0.0892229,0.0476532,0.0415697
24,-0.47376475,-0.312136,"('dishonest', 'honest')",0.26853663,0.25972176,0.9530351,0.8440419,1.2324919,1.0227062,0.4950747,0.4535834,0.0414913
72,-0.46907336,-0.46170345,"('unambitious', 'ambitious')",0.005948566,-0.09123082,0.46608344,0.4232599,-1.052538,-1.2861575,-0.2623948,-0.353958,0.0915632
80,0.42385605,0.34275743,"('dominated', 'dominating')",0.64899945,0.68676955,2.6450336,2.2785063,-1.5370283,-1.5999243,0.5452152,0.4270272,0.118188
71,0.41826618,0.49239558,"('diffident', 'self-confident')",0.6041795,0.44369698,-0.42717627,-0.25500217,0.16577856,0.13531636,0.190262,0.2041017,-0.0138397
11,0.40783247,0.4198585,"('unhelpful', 'helpful')",0.96567285,1.0008633,1.2956319,1.0945134,1.8420568,1.6227851,1.1277986,1.0345051,0.0932935
85,-0.3817311,-0.30609018,"('insignificant', 'prestigious')",-1.6363697,-1.7799307,-4.978515,-4.453384,0.24664783,0.55073684,-1.687492,-1.497167,-0.190325
4,0.3768354,0.63671654,"('disliked', 'liked')",-0.47261506,-0.5178254,-2.8843217,-2.5754507,-6.8992543,-6.4974184,-2.4698389,-2.2384944,-0.2313445
45,-0.3738481,-0.14003992,"('incompetent', 'competent')",0.23559391,0.33828157,1.9785095,1.7816998,-0.07745415,-0.21325877,0.4407003,0.4416707,-0.0009704
6,-0.36963743,-0.13696352,"('distant', 'open')",-0.3424401,-0.3884031,-2.9986613,-2.5685346,0.39215454,0.5745487,-0.8296461,-0.6298381,-0.199808
27,-0.36896515,-0.2860504,"('hardhearted', 'softhearted')",-0.7854563,-0.8956799,0.5048037,0.58317506,1.583621,1.5373958,0.2335008,0.2347102,-0.0012094
52,-0.36423767,-0.19979188,"('irrational', 'rational')",-1.470432,-1.5014061,-2.1745472,-1.875965,0.22490188,0.3960812,-0.9460787,-0.7952704,-0.1508083
7,-0.3622744,-0.28538936,"('insensitive', 'sensitive')",0.4355368,0.40008825,2.5178673,2.2321513,1.1684726,0.94938034,0.9399006,0.8240576,0.115843
33,0.34624085,0.42968762,"('wrong', 'right')",0.17828271,-0.03732951,-0.6241568,-0.36556008,-0.54370815,-0.49214578,-0.1608353,-0.1163369,-0.0444984
87,0.32661623,0.47346517,"('unsuccessful', 'successful')",1.811411,1.7291026,1.4775927,1.3412006,0.35130927,0.43321848,0.9917323,0.9942467,-0.0025144
34,0.3145026,0.3966491,"('mean', 'honorable')",0.99257684,1.0592067,0.7751314,0.7657687,6.55893,6.423796,2.1602852,2.1613553,-0.0010701
37,0.30047944,0.34967834,"('fake', 'genuine')",-0.18515828,-0.12210268,-0.13682029,-0.152825,0.9665288,0.89199996,0.2362574,0.2416877,-0.0054303
22,0.29630244,0.4146758,"('untrustworthy', 'trustworthy')",0.44484794,0.56781316,1.7251632,1.6572071,-0.57252884,-0.650702,0.4734462,0.4972485,-0.0238023
63,-0.2867989,-0.14474066,"('unperceptive', 'insightful')",1.2829453,1.3820701,1.788898,1.7555604,0.85707843,0.7417753,0.9105307,0.9336663,-0.0231356
5,0.25500906,0.43153796,"('distant', 'outgoing')",-0.19887231,-0.28937107,-2.8872752,-2.4857752,-0.22663142,-0.12443509,-0.7644424,-0.6170109,-0.1474315
84,0.25102794,0.04699044,"('inferior', 'superior')",0.25793156,0.04940042,-0.33661938,-0.29758418,0.31780094,0.3497988,0.1225353,0.0371514,0.0853839
13,0.2424717,0.4215845,"('impolite', 'polite')",1.8644282,1.9176655,2.5907323,2.357781,-0.031603396,-0.21376485,1.1665071,1.1208166,0.0456905
32,0.23941557,0.19702004,"('unkind', 'kind')",0.6695662,0.6557644,2.0544467,1.9772395,1.0648389,0.8803807,1.0070668,0.9276012,0.0794656
77,-0.2276531,-0.15337884,"('unmotivated', 'motivated')",-0.3553237,-0.25861788,-0.033932805,-0.15840699,-0.81384957,-0.9015621,-0.3576898,-0.3679914,0.0103016
2,0.21268292,0.3196779,"('unlikable', 'likable')",0.9232948,0.98867565,0.94034386,1.063474,0.42898408,0.52166593,0.6263264,0.7233734,-0.097047
76,-0.2039639,-0.31202084,"('anxious', 'daring')",1.1977332,1.200627,2.686835,2.3108602,0.5780751,0.47383428,1.0646698,0.9183251,0.1463447
74,0.19687179,0.42229575,"('undedicated', 'dedicated')",1.0953017,1.2228478,1.5726794,1.667194,-0.107135035,-0.013894133,0.6894295,0.8246108,-0.1351813
54,-0.19269082,-0.12872116,"('incapable', 'capable')",-0.091566235,-0.04996781,-0.53611195,-0.46072984,1.1355414,0.99160624,0.0787931,0.0880468,-0.0092537
12,0.16492745,0.45211416,"('unsupportive', 'supportive')",0.65352964,0.70063096,0.099110946,0.19401374,-1.848571,-1.783231,-0.2327507,-0.109118,-0.1236327
39,0.15218417,0.3203284,"('exploitative', 'cooperative')",1.4268185,1.4908823,2.3087,2.2389228,0.578272,0.48773354,1.1164937,1.1344668,-0.0179731
79,-0.15194917,-0.14109105,"('wavering', 'unwavering')",-0.5425285,-0.5568823,-3.1874063,-2.9835904,-0.344145,-0.28642467,-1.0565072,-0.9919971,-0.0645101
17,0.13863376,0.22294244,"('nasty', 'nice')",-1.5312815,-1.6309986,-1.1000735,-1.0646322,-0.5621627,-0.585633,-0.7637209,-0.7645803,0.0008594
29,-0.13733292,-0.28650025,"('unfair', 'fair')",-0.83034635,-0.8469091,-0.75707215,-0.6857012,-0.3528761,-0.3681078,-0.5194069,-0.5468046,0.0273977
62,-0.1142687,0.04067692,"('incompetent', 'brilliant')",1.0438186,1.0152535,2.5877032,2.2065344,0.4069317,0.17760742,0.9810462,0.8600181,0.1210281
83,0.11309046,0.11555722,"('powerless', 'powerful')",-0.10561159,-0.12114845,-0.249426,-0.30157766,-1.3668072,-1.2581363,-0.4021886,-0.3913263,-0.0108623
26,-0.10933478,-0.055181965,"('hardhearted', 'benevolent')",0.76190066,0.75196445,0.680545,0.8892973,1.2789549,1.4845989,0.6530164,0.7676697,-0.1146533
21,0.106408566,0.23501201,"('immoral', 'moral')",0.8240167,0.96088076,2.3954062,2.112681,-0.326899,-0.3559555,0.7497331,0.7381545,0.0115786
20,-0.09963656,-0.1931001,"('rough', 'thoughtful')",0.036957335,0.0071288534,0.47711822,0.44507787,1.0924544,1.0642122,0.3767233,0.3308297,0.0458936
43,0.041731253,0.11201705,"('irresponsible', 'responsible')",0.9347077,0.90952647,2.207193,1.9059603,1.1452712,0.8832423,1.0822258,0.9526865,0.1295393
14,-0.030423425,-0.0112247765,"('antisocial', 'social')",1.1149532,1.1529807,2.0342543,1.6625072,-0.5812356,-0.74792457,0.6343871,0.5140846,0.1203025
61,-0.023842763,0.084378414,"('illogical', 'logical')",0.08978905,0.106929764,1.5916108,1.5415303,0.13509133,0.09922213,0.4481621,0.4580151,-0.009853
49,-0.02296136,-0.02241833,"('unable', 'able')",-0.05718031,-0.13495217,-0.02075736,-0.062897086,-0.47088608,-0.5450681,-0.1429463,-0.1913339,0.0483876
68,-0.021703668,-0.13464268,"('dependent', 'independent')",0.565855,0.71104085,0.202915,0.20019247,-0.70138174,-0.718366,0.0114212,0.0145562,-0.003135
15,-0.005017426,-0.097449735,"('boring', 'funny')",0.03855093,-0.16686036,-0.16608672,-0.2520359,0.60779756,0.53787565,0.1188111,0.0053824,0.1134287
