,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
28,-0.82878983,-0.90183914,"('disloyal', 'loyal')",0.38840932,0.27526778,1.2843746,1.0510846,0.2813314,0.1415044,0.139827
8,-0.79731804,-0.8573965,"('unaffectionate', 'affectionate')",0.042556107,0.1491396,0.48796114,0.2602445,-0.0889336,-0.1493375,0.0604039
48,-0.7936422,-0.798123,"('unintelligent', 'intelligent')",1.5325114,1.519511,0.4807063,0.53289044,0.4065251,0.4180928,-0.0115677
3,-0.78764033,-0.7219696,"('repellent', 'pleasant')",-0.60042477,-0.7495378,0.0014307387,-0.05777711,-0.4622114,-0.5097615,0.0475501
81,-0.71728384,-0.615788,"('submissive', 'aggressive')",0.38466752,0.2786266,-0.694926,-0.6781056,-0.3425141,-0.3384223,-0.0040918
61,-0.6707944,-0.71527016,"('illogical', 'logical')",0.5441969,0.5896625,-0.027154282,-0.048696615,-0.0512506,-0.0581014,0.0068508
39,0.66015226,0.656487,"('exploitative', 'cooperative')",0.832903,0.97522163,-0.15952586,-0.089981355,0.4445098,0.5139091,-0.0693993
65,-0.64758766,-0.6253298,"('insecure', 'secure')",0.05759275,0.124648854,-0.3972509,-0.3949893,-0.3290819,-0.2985567,-0.0305252
78,-0.6411135,-0.8385585,"('nonresilient', 'resilient')",0.5750194,0.20207557,0.70200765,0.6183477,0.2119712,-0.0060451,0.2180163
41,0.6378789,0.62412983,"('unforgiving', 'forgiving')",-0.28104693,-0.05747755,-0.09354125,0.07294562,0.0877636,0.2131993,-0.1254357
73,0.63053036,0.7850237,"('helpless', 'self-reliant')",0.0045726225,0.14833343,-3.2661273,-3.2540944,-0.8770081,-0.7735791,-0.103429
51,-0.6202046,-0.46155867,"('uneducated', 'educated')",0.022128068,0.012487825,0.5201709,0.6436329,-0.0259686,0.064854,-0.0908226
55,-0.6177637,-0.73434263,"('incompetent', 'clever')",0.20696287,0.08987588,-0.20265844,-0.22780558,-0.2044864,-0.2907575,0.0862711
67,0.61293876,0.9128866,"('doubtful', 'determined')",0.774709,0.7053099,-0.46823207,-0.29681745,0.3064719,0.4404597,-0.1339878
11,-0.60867506,-0.5818477,"('unhelpful', 'helpful')",0.8679225,0.5956707,1.9166219,1.8872384,0.7252898,0.6336871,0.0916027
46,-0.60716915,-0.914679,"('uncompetitive', 'competitive')",0.57213974,0.31178352,-0.46265376,-0.46725577,-0.1658944,-0.3567171,0.1908227
2,0.5866918,0.41434714,"('unlikable', 'likable')",0.18421084,0.26912546,0.69329166,0.79311895,0.4880648,0.4921972,-0.0041324
68,-0.5678381,-0.48744917,"('dependent', 'independent')",-0.27769506,-0.40510297,-0.40292218,-0.58382636,-0.4161518,-0.4921261,0.0759743
63,-0.5552747,-0.51606905,"('unperceptive', 'insightful')",0.4801952,0.30934346,1.0584799,1.0702764,0.3278001,0.2878503,0.0399498
32,-0.51898146,-0.52244496,"('unkind', 'kind')",-0.22246207,-0.14796896,0.9908679,1.0137001,0.0831415,0.1144287,-0.0312872
85,-0.5168213,-0.33392444,"('insignificant', 'prestigious')",-0.45152742,-0.18777904,0.25056827,0.39651677,-0.2392602,-0.0417289,-0.1975313
72,-0.5097886,-0.7327709,"('unambitious', 'ambitious')",0.21700299,0.086556934,-0.7962994,-1.0682493,-0.3630283,-0.5714878,0.2084595
58,-0.5066581,-0.8148773,"('undiscriminating', 'discriminating')",0.69724184,0.7810316,-0.046366714,-0.108312175,0.0480723,-0.0473859,0.0954582
14,-0.4977281,-0.57924753,"('antisocial', 'social')",0.28072628,0.4319802,-1.1486651,-0.97708344,-0.4552223,-0.3747836,-0.0804387
52,-0.49712038,-0.21015574,"('irrational', 'rational')",0.26093715,0.49625176,-0.04390777,-0.15872066,-0.0933637,0.0424585,-0.1358222
24,0.48461002,0.444588,"('dishonest', 'honest')",0.21176723,0.3459174,0.91060185,0.7887713,0.5356597,0.5264256,0.0092341
37,0.482036,0.5437965,"('fake', 'genuine')",-0.33303595,-0.16971958,0.40265363,0.16841972,0.1838846,0.1808322,0.0030524
75,0.47888896,0.4011489,"('meek', 'impulsive')",-0.14834425,-0.22075076,-0.25708815,-0.32936084,0.0244855,-0.0496542,0.0741397
21,-0.46307823,-0.56194335,"('immoral', 'moral')",0.5753211,0.6982822,-0.97424275,-0.93100053,-0.2873333,-0.2648872,-0.0224461
4,0.4614021,0.472459,"('disliked', 'liked')",-0.27135265,-0.218925,-6.0139956,-5.5854907,-1.9413153,-1.777319,-0.1639963
60,-0.4555009,-0.50669926,"('inefficient', 'efficient')",0.8186349,0.77655745,0.073423624,0.14821817,0.1455192,0.1393588,0.0061604
71,0.44870517,0.296961,"('diffident', 'self-confident')",1.4376969,1.2254001,0.6722112,0.5828958,0.8528711,0.7017523,0.1511188
47,0.43715832,0.33800757,"('stupid', 'smart')",1.0458808,0.9116407,5.810208,5.4105396,2.4310824,2.2200626,0.2110198
43,-0.43499807,-0.40753472,"('irresponsible', 'responsible')",0.4113529,0.45307112,0.38646308,0.34372377,0.1209393,0.1297534,-0.0088141
20,-0.431108,-0.57823,"('rough', 'thoughtful')",0.5304609,0.4909857,0.8997594,0.928462,0.3330374,0.2804059,0.0526315
22,0.40768918,0.18852566,"('untrustworthy', 'trustworthy')",-0.4474576,-0.42594305,-1.06416,-0.98833853,-0.3679761,-0.4085853,0.0406092
54,-0.40564528,-0.53319365,"('incapable', 'capable')",0.4329635,0.34826255,1.3608828,1.091234,0.4627337,0.302101,0.1606327
5,0.37386006,0.2096911,"('distant', 'outgoing')",-0.47091365,-0.4874667,0.19004105,-0.013689827,0.0309958,-0.0971551,0.1281509
34,0.37139225,0.4023565,"('mean', 'honorable')",0.94037277,0.9415632,6.326235,6.1539917,2.5459998,2.4993038,0.046696
56,0.35377315,0.22860521,"('impractical', 'practical')",1.01747,0.89366686,-0.051994786,-0.16728415,0.4397494,0.3183293,0.1214201
27,-0.34024677,-0.5084407,"('hardhearted', 'softhearted')",-0.21365932,-0.2781151,1.5497046,1.207298,0.3319328,0.1402474,0.1916854
50,0.32937995,0.46091226,"('clumsy', 'skillful')",-0.30037373,-0.3911077,0.44163156,0.30301088,0.1568793,0.1242718,0.0326075
74,-0.32488433,-0.57025576,"('undedicated', 'dedicated')",0.58159846,0.5490225,0.003515523,0.013498593,0.0867432,-0.0025782,0.0893214
40,0.3197124,0.23232651,"('stingy', 'generous')",-0.21650222,-0.2257104,-1.3630785,-1.4196832,-0.4199561,-0.4710224,0.0510663
19,-0.31334123,-0.26972854,"('inhospitable', 'hospitable')",-0.88871455,-0.7598218,0.11232141,0.1930353,-0.3632448,-0.2788383,-0.0844065
59,0.31197295,0.42652085,"('foolish', 'wise')",0.57371885,0.48489833,0.6875787,0.48217803,0.5244235,0.4645324,0.0598911
17,0.3051145,0.3189097,"('nasty', 'nice')",-0.19226763,-0.14185476,-0.56300676,-0.55955094,-0.1500533,-0.1274987,-0.0225546
18,-0.30020884,-0.3522555,"('disagreeable', 'welcoming')",-0.59766984,-0.4383189,-0.32943118,-0.24950947,-0.4091033,-0.3466946,-0.0624087
87,0.27163982,0.068237305,"('unsuccessful', 'successful')",0.70477027,0.4464553,0.71993285,0.6134433,0.5654476,0.3760453,0.1894023
84,-0.25123522,-0.030018691,"('inferior', 'superior')",1.410669,1.4695227,1.0210569,1.1227932,0.7268302,0.8540991,-0.1272689
31,-0.25111115,-0.20167372,"('evil', 'good')",-0.53171813,-0.32497615,-1.0233932,-0.97299075,-0.6020741,-0.4998802,-0.1021939
12,-0.2100756,-0.3166686,"('unsupportive', 'supportive')",0.6745064,0.6053664,-1.5970063,-1.4934664,-0.3775252,-0.4015895,0.0240643
29,0.20986712,0.22391808,"('unfair', 'fair')",-0.18596432,-0.10847461,-0.6298626,-0.60425496,-0.2019866,-0.1629372,-0.0390494
79,0.2060739,0.29893455,"('wavering', 'unwavering')",-1.3811955,-1.3021775,0.28206545,0.10505241,-0.2976854,-0.2993969,0.0017115
70,-0.20444414,-0.3583863,"('lethargic', 'energetic')",-0.10194154,-0.28234315,0.8125111,0.7286378,0.1687085,0.0293028,0.1394057
30,-0.19752899,0.03789614,"('intolerant', 'tolerant')",1.1244034,1.2695352,1.1369213,1.2307668,0.6879319,0.846066,-0.1581341
38,0.18427591,0.07159273,"('untruthful', 'truthful')",-0.38077453,-0.43438295,0.24363041,0.17318112,0.0157106,-0.063203,0.0789136
36,-0.1706453,-0.07683615,"('hostile', 'amicable')",-0.91212916,-0.75794667,0.033670157,0.047731753,-0.3497014,-0.2623504,-0.087351
16,-0.166567,-0.16975003,"('unpopular', 'popular')",0.2170849,-0.05076852,1.0117865,0.92528564,0.3541015,0.2349224,0.1191791
76,0.15632665,0.12989868,"('anxious', 'daring')",0.020086784,-0.07590487,0.15404072,0.20119604,0.1101514,0.0850633,0.0250881
66,0.12253311,-0.06425308,"('inactive', 'active')",-0.605145,-0.7857053,0.8921024,0.8520904,0.1364969,0.0007107,0.1357862
80,-0.11827828,-0.3319597,"('dominated', 'dominating')",-0.5628572,-0.7139311,-1.3755668,-1.4838666,-0.6855675,-0.8432525,0.157685
6,-0.11484988,-0.189765,"('distant', 'open')",-0.94562113,-0.9112889,0.6816001,0.41488203,-0.1262903,-0.228724,0.1024337
42,0.10253106,0.22973004,"('unreliable', 'reliable')",-1.304448,-1.2943877,-2.857113,-2.8459866,-1.3530099,-1.3035481,-0.0494618
15,-0.08968837,0.24081936,"('boring', 'funny')",0.2623725,0.38458812,0.4986892,0.4987305,0.2237911,0.3747127,-0.1509216
62,-0.08897638,-0.26897636,"('incompetent', 'brilliant')",1.105079,0.82907856,0.42477107,0.18581171,0.4802912,0.248638,0.2316532
49,-0.077746525,-0.38907704,"('unable', 'able')",0.36485326,0.17950194,0.33787224,-0.01319273,0.2083263,-0.0742559,0.2825822
45,-0.07239734,-0.21012317,"('incompetent', 'competent')",0.41024348,0.2765833,-0.017584158,-0.13410166,0.106754,-0.0225472,0.1293012
82,0.06329677,-0.1645395,"('poor', 'rich')",0.78661895,0.4673647,6.998269,6.444666,2.6160615,2.2491636,0.3668979
7,-0.060689025,-0.1821822,"('insensitive', 'sensitive')",0.92265636,0.92271465,0.87294585,0.6991895,0.5783044,0.4799073,0.0983971
25,0.047442667,-0.050004773,"('egoistic', 'altruistic')",0.41875324,0.37459883,1.2924529,1.2858853,0.5862163,0.5368265,0.0493898
64,0.023343846,0.13085766,"('shy', 'confident')",-0.6461866,-0.5682597,-6.590564,-6.1013203,-2.4044689,-2.1795742,-0.2248947
23,-0.02220782,0.00628178,"('insincere', 'sincere')",0.78459316,0.647479,5.9863863,5.548743,2.2495906,2.0675012,0.1820894
13,-0.0090020485,0.05400143,"('impolite', 'polite')",0.12262535,0.28194755,-0.06860707,0.112932995,0.0150054,0.1496273,-0.1346219
