,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
38,-0.414631,-0.45809752,"('untruthful', 'truthful')",0.06013167,-0.09967697,-0.1772497,-0.2788872,0.1016375
85,0.40302083,0.630773,"('insignificant', 'prestigious')",-1.0065867,-1.0571798,-0.3017829,-0.2132034,-0.0885795
26,0.40276194,0.7696367,"('hardhearted', 'benevolent')",0.80400693,1.0261562,0.6033844,0.8978964,-0.294512
55,-0.38598117,-0.28429767,"('incompetent', 'clever')",0.55893415,0.85759515,0.0864765,0.2866488,-0.2001723
68,-0.37867787,-0.6040997,"('dependent', 'independent')",-0.37483895,-0.52404964,-0.3767584,-0.5640746,0.1873162
21,-0.3744231,0.05058594,"('immoral', 'moral')",-0.02301765,0.03906315,-0.1987204,0.0448245,-0.2435449
58,0.3471943,0.3199643,"('undiscriminating', 'discriminating')",0.09112267,0.10732142,0.2191585,0.2136429,0.0055156
20,0.33253753,0.36445606,"('rough', 'thoughtful')",0.826631,0.90386426,0.5795842,0.6341602,-0.054576
50,0.32072204,0.3156378,"('clumsy', 'skillful')",0.24639003,0.046952367,0.283556,0.1812951,0.1022609
30,0.29735762,0.37388384,"('intolerant', 'tolerant')",0.7965075,1.0085875,0.5469326,0.6912357,-0.1443031
40,0.2752727,0.42152718,"('stingy', 'generous')",-2.597462,-2.4135048,-1.1610947,-0.9959888,-0.1651059
54,-0.2678353,-0.38175428,"('incapable', 'capable')",1.1604284,0.7381479,0.4462966,0.1781968,0.2680998
37,0.2650046,0.44455904,"('fake', 'genuine')",0.31513563,0.22691855,0.2900701,0.3357388,-0.0456687
47,0.24426556,0.25252733,"('stupid', 'smart')",6.019502,5.770033,3.1318839,3.0112801,0.1206038
72,0.23376648,0.048292,"('unambitious', 'ambitious')",0.1584677,-0.11992053,0.1961171,-0.0358143,0.2319314
4,-0.22606495,-0.020779546,"('disliked', 'liked')",-7.994738,-7.642278,-4.1104016,-3.8315289,-0.2788727
64,-0.2106556,-0.2090248,"('shy', 'confident')",-6.6838236,-6.2935534,-3.4472396,-3.2512891,-0.1959505
39,0.18244337,0.27560395,"('exploitative', 'cooperative')",0.1197249,0.1428746,0.1510841,0.2092393,-0.0581552
24,-0.1772556,-0.07837612,"('dishonest', 'honest')",1.0576462,0.82794476,0.4401953,0.3747843,0.065411
49,0.17354743,0.1062085,"('unable', 'able')",0.23154278,-0.06078552,0.2025451,0.0227115,0.1798336
82,-0.16219763,-0.26749116,"('poor', 'rich')",6.9619102,6.7585397,3.3998563,3.2455242,0.1543321
32,0.15996414,0.25032505,"('unkind', 'kind')",0.97261494,0.92049944,0.5662895,0.5854123,-0.0191228
80,-0.15406227,-0.19559771,"('dominated', 'dominating')",-0.6260551,-0.6325397,-0.3900587,-0.4140687,0.02401
41,-0.15011832,0.11198695,"('unforgiving', 'forgiving')",-0.36254832,-0.16813582,-0.2563333,-0.0280744,-0.2282589
60,0.14943887,0.17258362,"('inefficient', 'efficient')",0.68132067,0.83971363,0.4153798,0.5061486,-0.0907688
16,-0.14228933,-0.04482568,"('unpopular', 'popular')",0.2759167,0.36037686,0.0668137,0.1577756,-0.0909619
56,-0.12148336,0.11731687,"('impractical', 'practical')",-0.20492029,-0.03724051,-0.1632018,0.0400382,-0.20324
81,-0.11494807,-0.25043705,"('submissive', 'aggressive')",-0.170204,-0.20893121,-0.142576,-0.2296841,0.0871081
35,-0.10851231,-0.06720016,"('corrupt', 'incorrupt')",-0.80731815,-0.9112978,-0.4579152,-0.489249,0.0313338
14,0.10771687,0.2842088,"('antisocial', 'social')",-0.40825167,0.17080832,-0.1502674,0.2275086,-0.377776
52,0.10525234,0.15523279,"('irrational', 'rational')",-0.30250823,-0.4515131,-0.0986279,-0.1481402,0.0495123
48,-0.10077089,-0.16532984,"('unintelligent', 'intelligent')",1.2526019,1.1327114,0.5759155,0.4836908,0.0922247
29,0.09383912,-0.05879307,"('unfair', 'fair')",-0.37507838,-0.32888585,-0.1406196,-0.1938395,0.0532199
12,-0.08736791,0.087470666,"('unsupportive', 'supportive')",-2.2213535,-2.1743474,-1.1543608,-1.0434383,-0.1109225
88,-0.06779337,-0.0072745495,"('low', 'eminent')",-0.252172,-0.3109775,-0.1599827,-0.159126,-0.0008567
71,0.0669267,0.20265365,"('diffident', 'self-confident')",-0.04345227,-0.0442692,0.0117372,0.0791922,-0.067455
70,-0.063984215,0.022094715,"('lethargic', 'energetic')",0.500541,0.48300105,0.2182784,0.2525479,-0.0342695
65,-0.06351929,-0.22051373,"('insecure', 'secure')",0.22564273,0.26483306,0.0810617,0.0221597,0.058902
22,0.061073244,0.07931346,"('untrustworthy', 'trustworthy')",-0.79443055,-0.8588788,-0.3666787,-0.3897827,0.023104
17,0.056659665,0.07208122,"('nasty', 'nice')",-0.64701635,-0.65049285,-0.2951784,-0.2892058,-0.0059726
18,-0.037876148,0.054794177,"('disagreeable', 'welcoming')",-0.7397456,-0.7820211,-0.3888109,-0.3636135,-0.0251974
87,-0.026086062,-0.0052088117,"('unsuccessful', 'successful')",0.7452867,0.7009243,0.3596003,0.3478577,0.0117426
66,-0.024185143,-0.029112954,"('inactive', 'active')",0.22140186,0.04650119,0.0986084,0.0086941,0.0899143
74,-0.008080617,0.33617082,"('undedicated', 'dedicated')",-0.730843,-0.5786887,-0.3694618,-0.1212589,-0.2482029
27,-0.0045000315,-0.19130151,"('hardhearted', 'softhearted')",1.0068506,0.90767807,0.5011753,0.3581883,0.142987
