,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.5934814,-1.0564597,"('uninfluential', 'influential')",-0.5568472,-0.42832327,-1.0751643,-0.7423915,-0.3327728
53,-1.3545498,-1.0658083,"('uncreative', 'creative')",0.3273498,0.26977238,-0.5136,-0.3980179,-0.1155821
10,-1.2850008,-1.0649338,"('unsympathetic', 'sympathetic')",0.22267352,0.19991812,-0.5311636,-0.4325078,-0.0986558
84,1.1964103,1.0806128,"('inferior', 'superior')",0.8803195,0.9032169,1.0383649,0.9919149,0.04645
69,1.1864488,1.233641,"('lazy', 'industrious')",-1.1027427,-0.91327745,0.0418531,0.1601818,-0.1183287
57,-1.1831778,-0.83565164,"('unimaginative', 'imaginative')",-3.3980074,-3.1514885,-2.2905927,-1.9935701,-0.2970226
1,-1.1764586,-0.8252621,"('unfriendly', 'friendly')",0.908878,0.80332154,-0.1337903,-0.0109703,-0.12282
2,1.1295488,1.2297143,"('unlikable', 'likable')",0.60788625,0.6743665,0.8687176,0.9520404,-0.0833228
42,1.1047931,1.0124955,"('unreliable', 'reliable')",-2.976991,-2.9945135,-0.9360989,-0.991009,0.0549101
19,-1.0242822,-0.8934547,"('inhospitable', 'hospitable')",-0.69217473,-0.98634154,-0.8582284,-0.9398981,0.0816697
75,0.9488611,0.7630035,"('meek', 'impulsive')",-0.7576863,-0.8494721,0.0955874,-0.0432343,0.1388217
45,-0.9123037,-0.72920626,"('incompetent', 'competent')",-0.25196174,0.08818887,-0.5821327,-0.3205087,-0.261624
0,-0.9054438,-0.5621913,"('unsociable', 'sociable')",-0.25376642,0.081409216,-0.5796051,-0.240391,-0.3392141
73,0.90205324,0.87545574,"('helpless', 'self-reliant')",-3.4782534,-3.5759118,-1.2881,-1.3502281,0.0621281
7,-0.87892455,-0.89316,"('insensitive', 'sensitive')",0.21997988,0.26770836,-0.3294723,-0.3127258,-0.0167465
13,-0.8730154,-0.89072335,"('impolite', 'polite')",-0.29835066,-0.33036488,-0.585683,-0.6105441,0.0248611
51,-0.8649682,-1.0116549,"('uneducated', 'educated')",0.19405591,0.26114744,-0.3354561,-0.3752537,0.0397976
59,0.8638752,0.8744663,"('foolish', 'wise')",0.1410159,-0.03215783,0.5024456,0.4211542,0.0812914
31,-0.82429916,-0.68350196,"('evil', 'good')",-1.3830138,-1.4130132,-1.1036565,-1.0482576,-0.0553989
8,-0.8225874,-0.5276822,"('unaffectionate', 'affectionate')",0.31256193,0.06808549,-0.2550127,-0.2297983,-0.0252144
61,-0.7737343,-0.6604846,"('illogical', 'logical')",0.39911488,0.47820845,-0.1873097,-0.0911381,-0.0961716
79,-0.7428998,-0.60433024,"('wavering', 'unwavering')",-0.5850026,-0.8774436,-0.6639512,-0.7408869,0.0769357
46,-0.66827136,-0.5272266,"('uncompetitive', 'competitive')",-0.69139194,-0.50092185,-0.6798316,-0.5140742,-0.1657574
67,0.65726894,0.8310266,"('doubtful', 'determined')",-0.47334242,-0.21251102,0.0919633,0.3092578,-0.2172945
63,-0.64909965,-0.5502608,"('unperceptive', 'insightful')",0.64480245,0.55634856,-0.0021486,0.0030439,-0.0051925
3,-0.6441569,-0.5474035,"('repellent', 'pleasant')",0.8586166,1.0485522,0.1072299,0.2505743,-0.1433444
6,-0.6393265,-0.4848561,"('distant', 'open')",-0.62654644,-0.9146822,-0.6329365,-0.6997691,0.0668326
83,0.6143845,0.72484535,"('powerless', 'powerful')",-0.6948762,-0.7340673,-0.0402459,-0.004611,-0.0356349
11,-0.60315377,-0.5950286,"('unhelpful', 'helpful')",2.1724942,2.1041281,0.7846702,0.7545497,0.0301205
62,0.5947784,0.58812755,"('incompetent', 'brilliant')",1.0008851,1.0204604,0.7978318,0.804294,-0.0064622
9,-0.5916085,-0.32394636,"('unaffectionate', 'caring')",1.2627572,0.96758544,0.3355743,0.3218195,0.0137548
23,-0.5757636,-0.48331073,"('insincere', 'sincere')",6.4484997,6.1992183,2.936368,2.8579538,0.0784142
5,-0.574903,-0.31616893,"('distant', 'outgoing')",-0.72947377,-0.88394785,-0.6521884,-0.6000584,-0.05213
36,-0.57463217,-0.33064744,"('hostile', 'amicable')",-0.7004218,-0.8085275,-0.637527,-0.5695875,-0.0679395
28,-0.53743225,-0.1596594,"('disloyal', 'loyal')",0.98627347,0.96563786,0.2244206,0.4029892,-0.1785686
77,-0.5204369,-0.36890814,"('unmotivated', 'motivated')",-0.7844928,-0.72143173,-0.6524649,-0.5451699,-0.107295
76,0.50201285,0.2992033,"('anxious', 'daring')",0.31939703,0.18360624,0.4107049,0.2414048,0.1693001
33,0.49444583,0.55264264,"('wrong', 'right')",-0.7877488,-0.89723396,-0.1466515,-0.1722957,0.0256442
44,0.48353326,0.31123167,"('prejudiced', 'unprejudiced')",-1.2902879,-1.1967679,-0.4033773,-0.4427681,0.0393908
34,0.46631965,0.32792708,"('mean', 'honorable')",5.9005375,5.6003685,3.1834285,2.9641478,0.2192807
78,-0.4633766,-0.48163417,"('nonresilient', 'resilient')",0.24867342,0.088087104,-0.1073516,-0.1967735,0.0894219
43,-0.4428001,-0.20287769,"('irresponsible', 'responsible')",0.5437503,0.5939872,0.0504751,0.1955548,-0.1450797
25,0.43409133,0.57184494,"('egoistic', 'altruistic')",0.59071076,0.767918,0.512401,0.6698815,-0.1574805
15,0.42890784,0.5852948,"('boring', 'funny')",0.17327504,0.044530496,0.3010914,0.3149126,-0.0138212
