,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.4236381,-1.4122388,"('unimaginative', 'imaginative')",-0.14051062,-0.07175173,-0.67784476,-0.6951,-2.5695283,-2.588229,-1.2028804,-1.1918299,-0.0110505
8,-1.3877784,-1.2457907,"('unaffectionate', 'affectionate')",0.36774462,0.28609824,-1.3179576,-1.1867596,1.0542632,0.9373705,-0.3209321,-0.3022704,-0.0186617
10,-1.3738072,-1.4630678,"('unsympathetic', 'sympathetic')",-0.44467622,-0.26535085,-0.3376751,-0.16664311,-0.37447184,-0.4740582,-0.6326576,-0.59228,-0.0403776
53,-1.3616313,-1.3499067,"('uncreative', 'creative')",-0.50325525,-0.5160391,-0.37685162,-0.319478,1.0137596,1.1100247,-0.3069946,-0.2688498,-0.0381448
1,-1.3251319,-1.2347541,"('unfriendly', 'friendly')",1.6546739,1.5403405,0.6776495,0.7596233,2.4356265,2.348503,0.8607045,0.8534282,0.0072763
58,-1.262725,-1.2991872,"('undiscriminating', 'discriminating')",-1.0547999,-0.90247786,-0.4659713,-0.36384106,-0.073206246,-0.057545397,-0.7141756,-0.6557629,-0.0584127
86,-1.2271509,-1.1430743,"('uninfluential', 'influential')",0.04062908,0.10053427,-0.5990813,-0.49812782,-0.00086064637,-0.010940686,-0.446616,-0.3879021,-0.0587139
69,1.1909114,1.3332465,"('lazy', 'industrious')",0.8907773,0.85363895,1.3242009,1.2568024,-0.27022314,-0.25570244,0.7839166,0.7969964,-0.0130798
23,-1.1121699,-1.2701514,"('insincere', 'sincere')",0.22204556,0.23751825,1.1661307,1.1073899,5.719653,5.315577,1.4989148,1.3475835,0.1513313
65,-1.1027498,-1.2713119,"('insecure', 'secure')",-1.3456938,-1.3006283,-0.20081899,-0.14524192,-0.45322353,-0.5033085,-0.7756215,-0.8051227,0.0295012
39,0.9854373,0.9133683,"('exploitative', 'cooperative')",0.21304816,0.2563648,1.2243228,1.3404884,0.37716153,0.30268326,0.6999924,0.7032262,-0.0032338
82,-0.92802244,-1.1717933,"('poor', 'rich')",-0.34272087,-0.6665178,-0.5468232,-0.5950928,6.072779,5.770833,1.0638032,0.8343573,0.2294459
28,-0.9095091,-0.8966737,"('disloyal', 'loyal')",0.045592368,0.03356193,-0.02264328,0.013360847,1.0575355,1.0610428,0.0427439,0.052823,-0.0100791
43,-0.8869831,-0.90398353,"('irresponsible', 'responsible')",1.2652959,1.3458046,-0.08647184,0.0005075708,0.38054535,0.3018859,0.1680966,0.1860536,-0.017957
7,-0.8817516,-0.9319339,"('insensitive', 'sensitive')",-0.21602169,-0.15325233,0.3625071,0.5700724,0.93561107,0.77086866,0.0500862,0.0639387,-0.0138525
