,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
27,-0.5312384,-0.66919106,"('hardhearted', 'softhearted')",1.5740533,1.3721501,0.5214075,0.3514795,0.169928
39,0.50465405,0.44259262,"('exploitative', 'cooperative')",0.1543616,0.15546073,0.3295078,0.2990267,0.0304811
72,-0.50232136,-0.32177928,"('unambitious', 'ambitious')",-0.6291071,-0.5974638,-0.5657142,-0.4596215,-0.1060927
20,0.4763312,0.5220939,"('rough', 'thoughtful')",1.3815475,1.3991429,0.9289393,0.9606184,-0.0316791
22,0.47224444,0.2575632,"('untrustworthy', 'trustworthy')",-1.0047485,-1.0451545,-0.266252,-0.3937956,0.1275436
70,0.47212428,0.25150073,"('lethargic', 'energetic')",0.53012264,0.5835574,0.5011234,0.4175291,0.0835943
65,0.47141895,0.4955239,"('insecure', 'secure')",-0.51407635,-0.38208023,-0.0213287,0.0567218,-0.0780505
7,-0.4388717,-0.6136439,"('insensitive', 'sensitive')",0.531193,0.44412965,0.0461607,-0.0847571,0.1309178
50,0.41421583,0.25129297,"('clumsy', 'skillful')",0.5103855,0.32000908,0.4623007,0.285651,0.1766497
41,-0.41228545,-0.7231735,"('unforgiving', 'forgiving')",0.04895762,-0.2018294,-0.1816639,-0.4625015,0.2808376
37,0.37336847,0.18052113,"('fake', 'genuine')",0.7065761,0.5223729,0.5399723,0.351447,0.1885253
23,-0.36413687,-0.7209965,"('insincere', 'sincere')",5.576428,5.1713114,2.6061456,2.2251575,0.3809881
15,-0.35190248,-0.32072413,"('boring', 'funny')",0.3291868,0.33289224,-0.0113578,0.0060841,-0.0174419
3,-0.34309906,-0.20584631,"('repellent', 'pleasant')",0.03579963,0.18998632,-0.1536497,-0.00793,-0.1457197
26,-0.33478242,-0.5947479,"('hardhearted', 'benevolent')",1.9312612,1.9685214,0.7982394,0.6868867,0.1113527
35,-0.32900685,-0.35706106,"('corrupt', 'incorrupt')",0.13506399,0.019101594,-0.0969714,-0.1689797,0.0720083
46,-0.3279258,-0.33234802,"('uncompetitive', 'competitive')",-0.9559417,-0.96198994,-0.6419337,-0.647169,0.0052353
63,-0.30751574,-0.4401763,"('unperceptive', 'insightful')",0.6708337,0.6986944,0.181659,0.129259,0.0524
34,-0.30607295,-0.34056884,"('mean', 'honorable')",6.0834117,5.9985423,2.8886695,2.8289866,0.0596829
45,-0.3055511,-0.41946355,"('incompetent', 'competent')",-0.25378868,-0.29003027,-0.2796699,-0.3547469,0.075077
82,-0.2414639,-0.23549166,"('poor', 'rich')",6.357845,6.293198,3.0581903,3.0288532,0.0293371
51,-0.24099755,-0.3091978,"('uneducated', 'educated')",-0.080875784,-0.11422129,-0.1609367,-0.2117096,0.0507729
55,0.23202768,0.27536923,"('incompetent', 'clever')",-0.13242006,-0.03459652,0.0498038,0.1203864,-0.0705826
49,-0.21017057,0.0066627897,"('unable', 'able')",0.10374342,0.28211614,-0.0532136,0.1443895,-0.1976031
2,0.20789512,0.023655094,"('unlikable', 'likable')",0.57922643,0.64744234,0.3935608,0.3355487,0.0580121
29,-0.18218635,-0.17727554,"('unfair', 'fair')",-0.23264411,-0.3965969,-0.2074152,-0.2869362,0.079521
32,-0.1420064,-0.45738807,"('unkind', 'kind')",0.7920215,0.7051118,0.3250076,0.1238619,0.2011457
75,0.11766209,0.20230553,"('meek', 'impulsive')",-0.43572646,-0.22773024,-0.1590322,-0.0127124,-0.1463198
47,0.114286974,0.050149307,"('stupid', 'smart')",5.735639,5.5605903,2.924963,2.8053699,0.1195931
59,0.09389295,-0.09198314,"('foolish', 'wise')",0.6903304,0.5631211,0.3921117,0.235569,0.1565427
88,-0.085709505,-0.35400832,"('low', 'eminent')",0.21629071,0.18702109,0.0652906,-0.0834936,0.1487842
69,0.07913388,0.053093806,"('lazy', 'industrious')",-0.2410208,-0.18054011,-0.0809435,-0.0637232,-0.0172203
43,0.078249216,-0.21287717,"('irresponsible', 'responsible')",0.4910446,0.3760342,0.2846469,0.0815785,0.2030684
87,0.07777125,0.0674318,"('unsuccessful', 'successful')",0.64614344,0.839602,0.3619573,0.4535169,-0.0915596
48,-0.07314525,0.017820349,"('unintelligent', 'intelligent')",0.64638513,0.70875096,0.2866199,0.3632857,-0.0766658
74,0.071512796,-0.25673255,"('undedicated', 'dedicated')",0.03356912,0.09232138,0.052541,-0.0822056,0.1347466
83,0.034252893,0.12119151,"('powerless', 'powerful')",-0.85483867,-0.90544397,-0.4102929,-0.3921262,-0.0181667
68,0.032184735,0.07531054,"('dependent', 'independent')",-0.6343071,-0.63174504,-0.3010612,-0.2782173,-0.0228439
11,-0.012725983,-0.35632244,"('unhelpful', 'helpful')",1.3179667,1.205994,0.6526204,0.4248358,0.2277846
40,-0.0017099967,0.0059605744,"('stingy', 'generous')",-1.5132852,-1.4216716,-0.7574975,-0.7078555,-0.049642
