,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
22,-0.7832042,-0.6802977,"('untrustworthy', 'trustworthy')",-0.5968913,-0.62828296,-0.80701745,-0.914832,-0.7290376,-0.7411375,0.0120999
13,-0.7716803,-0.71666616,"('impolite', 'polite')",0.28721845,0.26134604,-0.07627845,-0.06459249,-0.1869134,-0.1733042,-0.0136092
71,0.7575854,0.840149,"('diffident', 'self-confident')",1.6984912,1.7549357,0.51173097,0.67064434,0.9892692,1.0885763,-0.0993071
84,0.7469592,0.7281886,"('inferior', 'superior')",0.38561413,0.40030557,0.817154,0.81655633,0.6499091,0.6483502,0.0015589
77,-0.7348494,-0.8409326,"('unmotivated', 'motivated')",1.1444889,1.0289451,-1.0714266,-1.2237453,-0.2205957,-0.3452443,0.1246486
8,-0.69384086,-0.6721511,"('unaffectionate', 'affectionate')",0.097938366,0.1121287,0.93976945,0.99734336,0.1146223,0.1457736,-0.0311513
51,-0.6922803,-0.5916958,"('uneducated', 'educated')",0.44938913,0.39427668,1.1934932,1.0496534,0.3168674,0.2840781,0.0327893
6,0.67653924,0.68036336,"('distant', 'open')",-0.43159047,-0.31998444,0.38843632,0.53254026,0.2111284,0.2976397,-0.0865113
25,0.66307044,0.58039933,"('egoistic', 'altruistic')",0.17864308,0.20653878,1.5694607,1.5789672,0.8037248,0.7886351,0.0150897
7,-0.6574147,-0.6880695,"('insensitive', 'sensitive')",0.81473744,0.7441357,1.3279439,1.2729622,0.4950889,0.4430095,0.0520794
67,-0.64458036,-0.42423666,"('doubtful', 'determined')",-0.46506664,-0.3257076,-1.1855546,-0.95020044,-0.7650673,-0.5667149,-0.1983524
37,-0.6156791,-0.61876357,"('fake', 'genuine')",-0.857622,-0.948852,0.7303105,0.70105505,-0.2476636,-0.2888535,0.0411899
17,0.6059786,0.5398929,"('nasty', 'nice')",-0.24837865,-0.2250071,-0.62302524,-0.6514977,-0.0884751,-0.112204,0.0237289
59,0.5979998,0.66157234,"('foolish', 'wise')",0.41524425,0.48036098,0.5291865,0.6203613,0.5141435,0.5874316,-0.0732881
76,-0.5583143,-0.5158736,"('anxious', 'daring')",0.18712501,0.17595056,-0.051003736,-0.00037355348,-0.140731,-0.1134322,-0.0272988
54,0.5515052,0.6124162,"('incapable', 'capable')",1.2275071,1.2845745,1.4884819,1.5936683,1.0891647,1.1635531,-0.0743884
78,0.5421044,0.5442762,"('nonresilient', 'resilient')",1.7042594,1.6773075,0.7892547,0.64843136,1.0118728,0.9566716,0.0552012
61,-0.519426,-0.47794375,"('illogical', 'logical')",1.2600785,1.2890486,0.26117688,0.2594047,0.3339431,0.3568365,-0.0228934
26,0.5147728,0.37749884,"('hardhearted', 'benevolent')",1.1787632,1.14823,1.3967571,1.4066464,1.0300976,0.9774584,0.0526392
80,-0.44372046,-0.44190654,"('dominated', 'dominating')",0.18945178,0.10420618,-0.49850538,-0.62562704,-0.2509247,-0.3211091,0.0701844
30,-0.43426213,-0.362988,"('intolerant', 'tolerant')",0.31847423,0.32535174,1.019001,1.0191036,0.301071,0.3271558,-0.0260848
27,0.43409446,0.33493403,"('hardhearted', 'softhearted')",-0.3352177,-0.3867042,1.8765405,1.7563685,0.6584724,0.5681994,0.090273
21,-0.43293634,-0.4478488,"('immoral', 'moral')",0.66850424,0.54409623,-0.5357173,-0.6420572,-0.1000498,-0.1819366,0.0818868
32,-0.42462185,-0.26699814,"('unkind', 'kind')",0.5625817,0.57491297,1.238659,1.3986939,0.458873,0.5688696,-0.1099966
88,-0.41953418,-0.55177975,"('low', 'eminent')",-0.8683171,-0.8900585,0.123567075,0.13854392,-0.3880947,-0.4344314,0.0463367
74,-0.4002447,-0.16703893,"('undedicated', 'dedicated')",0.6537723,0.712065,0.23604438,0.25381678,0.1631907,0.2662809,-0.1030902
40,0.39646968,0.40573728,"('stingy', 'generous')",1.4384199,1.3691856,-1.3046908,-1.4334174,0.1767329,0.1138351,0.0628978
4,0.3950237,0.6216549,"('disliked', 'liked')",0.056295946,0.2603814,-6.580906,-6.722827,-2.0431954,-1.9469302,-0.0962652
1,-0.38275278,-0.4851111,"('unfriendly', 'friendly')",1.4961313,1.3946617,2.2803562,2.3380752,1.1312449,1.0825419,0.048703
56,-0.3608972,-0.20619997,"('impractical', 'practical')",0.31538564,0.37735277,-0.3221583,-0.31809905,-0.1225566,-0.0489821,-0.0735745
52,0.33727783,0.25446087,"('irrational', 'rational')",0.0062772855,-0.0024188496,-0.18880634,-0.19223493,0.0515829,0.0199357,0.0316472
15,0.32378048,0.27621207,"('boring', 'funny')",-0.25180644,-0.20484832,0.41313896,0.43814027,0.1617043,0.1698347,-0.0081304
18,-0.31583518,-0.28291252,"('disagreeable', 'welcoming')",-0.25959033,-0.22442625,-0.045687098,0.036344044,-0.2070375,-0.1569982,-0.0500393
9,-0.30259404,-0.28112125,"('unaffectionate', 'caring')",1.601524,1.5523919,1.6400112,1.6939428,0.979647,0.9884044,-0.0087574
49,-0.29888514,-0.20588762,"('unable', 'able')",-0.8955499,-0.73525226,0.13473928,0.18402424,-0.3532319,-0.2523719,-0.10086
38,-0.294143,-0.1413424,"('untruthful', 'truthful')",0.61432886,0.7210008,0.42005733,0.5579835,0.2467477,0.379214,-0.1324663
53,-0.24483283,-0.24966297,"('uncreative', 'creative')",1.109611,1.069066,0.68704385,0.7576782,0.517274,0.5256937,-0.0084197
58,0.22418411,0.1865342,"('undiscriminating', 'discriminating')",1.7914318,1.7139074,0.42057082,0.31244817,0.8120623,0.7376299,0.0744324
20,-0.15707248,-0.22605416,"('rough', 'thoughtful')",0.033031397,0.0013209321,0.8777466,0.6971747,0.2512352,0.1574805,0.0937547
47,-0.15024255,-0.0537381,"('stupid', 'smart')",0.4954759,0.49746862,5.5975413,5.717663,1.9809249,2.0537977,-0.0728728
64,-0.12440646,0.0008098595,"('shy', 'confident')",0.63430256,0.62629765,-7.0168514,-7.1419578,-2.168985,-2.1716167,0.0026317
29,-0.07109523,0.026127808,"('unfair', 'fair')",-0.20448735,-0.17349453,-0.5055041,-0.5296667,-0.2603622,-0.2256778,-0.0346844
19,0.061719675,0.088192716,"('inhospitable', 'hospitable')",-0.15721522,-0.06797247,0.33828658,0.42512235,0.0809303,0.1484475,-0.0675172
16,-0.059377525,0.0017639827,"('unpopular', 'popular')",-0.09719309,-0.03978294,0.24336095,0.26549554,0.0289301,0.0758255,-0.0468954
31,0.04436996,0.009243306,"('evil', 'good')",-0.7917177,-0.7618605,-1.2826797,-1.1286271,-0.6766758,-0.6270814,-0.0495944
68,-0.03133922,-0.056416847,"('dependent', 'independent')",-1.6549845,-1.7121449,-0.20387258,-0.33298966,-0.6300654,-0.7005171,0.0704517
12,0.028657522,0.17795877,"('unsupportive', 'supportive')",1.5306903,1.5341821,-1.4755002,-1.4391466,0.0279492,0.0909981,-0.0630489
