,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
85,2.379622,2.2173288,"('insignificant', 'prestigious')",1.658164,1.6288602,0.5337813,0.53393793,1.5238558,1.4600423,0.0638135
0,-2.267497,-2.2359679,"('unsociable', 'sociable')",0.037644252,-0.014592029,-0.5961072,-0.6488921,-0.9419867,-0.966484,0.0244973
69,2.24623,2.2710965,"('lazy', 'industrious')",0.6916668,0.79604554,-0.89060307,-0.7904029,0.6824312,0.758913,-0.0764818
10,-2.131573,-2.1446939,"('unsympathetic', 'sympathetic')",-0.8390008,-0.94120264,-0.14622267,-0.23355603,-1.0389322,-1.1064842,0.067552
86,-2.0630875,-2.0897427,"('uninfluential', 'influential')",0.09295457,-0.07406883,0.23748738,0.08849518,-0.5775485,-0.6917721,0.1142236
79,1.9442838,1.9028814,"('wavering', 'unwavering')",-0.13650416,-0.041969523,0.30804518,0.3770804,0.705275,0.7459974,-0.0407224
60,-1.8979044,-1.7667624,"('inefficient', 'efficient')",0.091769345,0.049145564,-0.10859242,-0.12573227,-0.6382425,-0.6144497,-0.0237928
45,-1.8606362,-1.6079829,"('incompetent', 'competent')",-0.78315663,-0.75166374,-0.63711566,-0.6638194,-1.0936362,-1.007822,-0.0858142
66,1.8500329,1.7951943,"('inactive', 'active')",1.3295574,1.3790245,1.3256762,1.3196459,1.5017554,1.4979548,0.0038006
55,-1.7544113,-1.6923928,"('incompetent', 'clever')",-0.75435174,-0.80815274,-0.12253496,-0.18986899,-0.8770994,-0.8968048,0.0197054
73,1.727039,1.8187046,"('helpless', 'self-reliant')",0.9843496,1.0053089,-3.0421195,-3.1203783,-0.1102436,-0.0987883,-0.0114553
3,-1.6608894,-1.7094841,"('repellent', 'pleasant')",0.031182585,-0.057664625,0.31078118,0.23860684,-0.4396419,-0.509514,0.0698721
48,-1.6511339,-1.8387444,"('unintelligent', 'intelligent')",-0.34458518,-0.49627554,0.51027703,0.3140462,-0.4951473,-0.673658,0.1785107
33,1.5331807,1.501311,"('wrong', 'right')",1.0415237,1.0393989,-0.553316,-0.5110575,0.6737962,0.6765509,-0.0027547
44,1.4939781,1.4522222,"('prejudiced', 'unprejudiced')",-0.5152191,-0.43248767,-1.7477108,-1.6923258,-0.2563173,-0.2241971,-0.0321202
28,-1.4468732,-1.5348121,"('disloyal', 'loyal')",-0.15293732,-0.2553449,0.8467837,0.8056174,-0.2510089,-0.3281799,0.077171
42,1.4385455,1.5763766,"('unreliable', 'reliable')",0.81037563,0.8808924,-2.870636,-2.900584,-0.2072383,-0.1477717,-0.0594666
34,1.4285128,1.3352427,"('mean', 'honorable')",0.8644731,0.8129644,6.5483813,6.602612,2.9471226,2.9169397,0.0301829
14,-1.4014028,-1.1300751,"('antisocial', 'social')",1.1700953,1.222278,-0.9707259,-0.97777826,-0.4006778,-0.2951918,-0.105486
2,1.3822988,1.4743447,"('unlikable', 'likable')",2.2375064,2.2790563,0.5384916,0.6116528,1.386099,1.4550179,-0.0689189
36,1.3036891,1.1515486,"('hostile', 'amicable')",-0.077117845,-0.0373016,0.11210881,0.028537262,0.4462267,0.3809281,0.0652986
24,-1.2820034,-1.2579741,"('dishonest', 'honest')",-0.20717007,-0.19546846,0.87322456,0.9592914,-0.2053163,-0.1647171,-0.0405992
35,1.2690418,1.2204145,"('corrupt', 'incorrupt')",-1.0321974,-0.95451665,-0.29048395,-0.25838754,-0.0178798,0.0025034,-0.0203832
81,-1.2300729,-1.1664279,"('submissive', 'aggressive')",0.64517295,0.58261377,-0.70619416,-0.80110747,-0.4303647,-0.4616405,0.0312758
62,-1.2143191,-1.0110717,"('incompetent', 'brilliant')",0.6943663,0.7757636,0.31059983,0.36343685,-0.0697843,0.0427096,-0.1124939
46,-1.1942614,-1.2377278,"('uncompetitive', 'competitive')",0.8633532,0.75727206,-0.55496377,-0.7112484,-0.2952907,-0.3972347,0.101944
57,-1.1933899,-1.266902,"('unimaginative', 'imaginative')",-0.29175764,-0.3563713,-2.864779,-3.0693893,-1.4499755,-1.5642209,0.1142454
5,1.1089153,1.1940306,"('distant', 'outgoing')",0.46767285,0.59429127,-0.069512635,0.116455905,0.5023585,0.634926,-0.1325675
83,1.0104501,0.94849575,"('powerless', 'powerful')",0.8811853,0.8179791,-0.9216801,-1.0327635,0.3233184,0.2445705,0.0787479
72,-0.9936221,-0.808977,"('unambitious', 'ambitious')",0.07093658,0.023087814,-0.78087693,-0.6864675,-0.5678542,-0.4907856,-0.0770686
70,-0.96992064,-0.9129622,"('lethargic', 'energetic')",0.13642608,0.17671764,0.71736723,0.6916149,-0.0387091,-0.0148765,-0.0238326
50,0.9406687,1.0594994,"('clumsy', 'skillful')",0.7572808,0.8400918,0.49598163,0.47740638,0.7313104,0.7923325,-0.0610221
39,-0.9406631,-1.0263561,"('exploitative', 'cooperative')",0.54815185,0.48133484,0.064961076,0.00910422,-0.1091834,-0.178639,0.0694556
41,-0.9107303,-0.76057994,"('unforgiving', 'forgiving')",0.9757775,0.9515647,0.045151204,-0.06398644,0.0367328,0.0423328,-0.0056
82,-0.9030078,-0.75126356,"('poor', 'rich')",-0.41628924,-0.28962156,6.123738,6.440688,1.6014802,1.7999344,-0.1984542
87,0.89531064,0.8846155,"('unsuccessful', 'successful')",1.6783606,1.6121755,0.9810097,0.94923764,1.1848937,1.1486762,0.0362175
43,-0.8938604,-0.8201019,"('irresponsible', 'responsible')",0.47676358,0.4855228,0.57772577,0.58974266,0.053543,0.0850545,-0.0315115
23,-0.88280463,-0.92476684,"('insincere', 'sincere')",0.8570399,0.80350673,6.5861006,6.685029,2.1867787,2.187923,-0.0011443
63,-0.85810167,-0.769214,"('unperceptive', 'insightful')",1.7008029,1.6715635,1.5296354,1.476254,0.7907789,0.7928678,-0.0020889
75,0.84610873,0.98501164,"('meek', 'impulsive')",-0.21450573,-0.07740922,-0.5469478,-0.49838382,0.0282184,0.1364062,-0.1081878
11,-0.8415935,-0.8301536,"('unhelpful', 'helpful')",0.26457867,0.22707157,2.2869844,2.2270072,0.5699899,0.5413084,0.0286815
65,-0.801904,-0.85967475,"('insecure', 'secure')",-0.061755404,-0.17618597,-0.38912436,-0.3992555,-0.4175946,-0.4783721,0.0607775
