,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.35732067,-0.90277225,"('nonresilient', 'resilient')",1.5799388,1.2407217,0.67982924,0.25390455,0.6341491,0.1972847,0.4368644
17,0.32648286,0.33665726,"('nasty', 'nice')",0.6567389,0.57746065,-0.5844053,-0.5055916,0.1329388,0.1361755,-0.0032367
72,-0.32129532,-0.12404781,"('unambitious', 'ambitious')",-1.2852976,-1.1681156,-1.0969034,-0.76615393,-0.9011655,-0.6861057,-0.2150598
6,0.3159648,0.45931023,"('distant', 'open')",-0.029628152,0.09191029,-0.08167555,-0.043436058,0.0682204,0.1692615,-0.1010411
67,-0.30372125,-0.01716064,"('doubtful', 'determined')",0.052066095,0.25667277,-0.82998735,-0.63222176,-0.3605475,-0.1309032,-0.2296443
47,-0.24683139,-0.16197965,"('stupid', 'smart')",-0.680639,-0.7456832,4.8098783,4.9844174,1.294136,1.3589182,-0.0647822
2,0.23614131,0.19826598,"('unlikable', 'likable')",0.13211644,0.16182728,0.6592366,0.7201895,0.3424981,0.3600943,-0.0175962
49,-0.23461503,-0.019973084,"('unable', 'able')",0.0031096116,0.03495239,-0.5135288,-0.31106424,-0.2483447,-0.098695,-0.1496497
23,-0.2034222,-0.5250242,"('insincere', 'sincere')",-1.8882792,-2.1200695,4.7569366,5.098832,0.8884117,0.8179128,0.0704989
27,0.19121915,-0.052422497,"('hardhearted', 'softhearted')",-0.11020763,-0.2910485,1.4468462,1.1377699,0.5092859,0.2647663,0.2445196
18,0.18731269,-0.1481078,"('disagreeable', 'welcoming')",0.14883557,-0.018593654,-0.62733686,-0.74025655,-0.0970629,-0.3023193,0.2052564
77,-0.17165422,-0.47632396,"('unmotivated', 'motivated')",-0.5117555,-0.7411847,-0.98402303,-1.1190104,-0.5558109,-0.7788397,0.2230288
86,-0.17120302,-0.86853063,"('uninfluential', 'influential')",-1.2440134,-1.7993761,0.17685345,-0.16259964,-0.4127877,-0.9435021,0.5307144
40,-0.16111937,-0.6119035,"('stingy', 'generous')",0.48711443,0.31761956,-1.2261869,-1.6865759,-0.3000639,-0.6602866,0.3602227
3,-0.1437576,-0.62085146,"('repellent', 'pleasant')",-1.0193169,-1.371512,0.563986,0.35351393,-0.1996962,-0.5462832,0.346587
69,-0.116677284,-0.017007738,"('lazy', 'industrious')",2.383343,2.5857117,-0.6563107,-0.9082811,0.536785,0.5534743,-0.0166893
34,0.07912277,0.01735109,"('mean', 'honorable')",-0.46434677,-0.521646,5.7150817,5.839064,1.7766193,1.7782564,-0.0016371
5,0.07899463,0.3657153,"('distant', 'outgoing')",0.37413344,0.50222564,-0.8847834,-0.7308731,-0.1438851,0.0456893,-0.1895744
19,0.06362942,0.17880875,"('inhospitable', 'hospitable')",-0.032789942,0.024718646,-0.63374627,-0.52994794,-0.2009689,-0.1088068,-0.0921621
61,0.062926695,-0.13535485,"('illogical', 'logical')",-0.23587158,-0.4632898,0.2325483,0.068594515,0.0198678,-0.1766834,0.1965512
12,0.052896403,-0.3661676,"('unsupportive', 'supportive')",-0.57900757,-0.8654812,-1.8661139,-2.1086726,-0.7974083,-1.1134405,0.3160322
