,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
85,2.594225,2.480946,"('insignificant', 'prestigious')",2.7779667,2.804438,0.21017231,-0.055167653,1.8607879,1.7434055,0.1173824
45,-2.5536342,-3.159591,"('incompetent', 'competent')",-2.575446,-3.1119306,-0.7374289,-1.0905201,-1.9555028,-2.4540138,0.498511
70,-2.5392895,-2.8947668,"('lethargic', 'energetic')",-2.0844882,-2.4686358,0.4005271,0.24370873,-1.4077501,-1.7065646,0.2988145
81,-2.5320318,-2.5912528,"('submissive', 'aggressive')",-2.6481714,-2.885165,-0.8436568,-0.7011648,-2.0079533,-2.0591941,0.0512408
82,-1.90354,-1.8057926,"('poor', 'rich')",-1.2885776,-1.215172,5.3614044,5.7845654,0.7230956,0.9212003,-0.1981047
56,-1.9021755,-1.953732,"('impractical', 'practical')",-2.4833872,-2.7258892,-0.57138973,-0.45619586,-1.6523175,-1.711939,0.0596215
64,-1.9019024,-2.174764,"('shy', 'confident')",-1.2394238,-1.4987311,-6.2724247,-6.5603294,-3.1379169,-3.4112749,0.273358
51,-1.7479064,-2.0146003,"('uneducated', 'educated')",-0.79883975,-1.0804467,0.35328722,0.30761856,-0.731153,-0.9291428,0.1979898
68,-1.747729,-1.78489,"('dependent', 'independent')",-1.3393098,-1.5080698,-0.7316696,-0.7313248,-1.2729028,-1.3414281,0.0685253
76,-1.7400522,-1.6287006,"('anxious', 'daring')",-1.8011146,-1.8903414,0.19197848,0.45853123,-1.1163961,-1.0201703,-0.0962258
63,-1.7354081,-2.1824718,"('unperceptive', 'insightful')",-2.0127861,-2.353396,0.517857,0.37295145,-1.076779,-1.3876387,0.3108597
46,-1.7040501,-2.1617286,"('uncompetitive', 'competitive')",-2.1994283,-2.6536276,-0.536305,-0.6854051,-1.4799279,-1.8335872,0.3536593
42,-1.6975086,-2.0602932,"('unreliable', 'reliable')",-1.6628535,-1.8272698,-2.623037,-2.8548255,-1.9944665,-2.2474629,0.2529964
43,-1.579193,-2.08245,"('irresponsible', 'responsible')",-3.229014,-3.5104585,-0.5252395,-0.40158904,-1.7778155,-1.9981658,0.2203503
57,-1.5622554,-2.070123,"('unimaginative', 'imaginative')",-1.723155,-2.1933095,-2.3027453,-2.5968206,-1.8627186,-2.2867511,0.4240325
14,-1.5602145,-1.6451365,"('antisocial', 'social')",-1.4200163,-1.6835483,-0.52260655,-0.591007,-1.1676125,-1.3065639,0.1389514
71,1.5442439,1.5220218,"('diffident', 'self-confident')",1.4886699,1.5031775,0.7789148,0.5357778,1.2706095,1.1869924,0.0836171
55,-1.5352849,-2.044988,"('incompetent', 'clever')",-2.3269646,-2.854464,0.08286273,-0.0830023,-1.2597956,-1.6608181,0.4010225
9,1.5019515,1.1604203,"('unaffectionate', 'caring')",0.80205977,0.68591523,0.9481659,0.87569,1.0840591,0.9073418,0.1767173
13,-1.4447237,-1.6984607,"('impolite', 'polite')",-1.7634857,-1.9926995,-0.1639517,-0.14108604,-1.1240537,-1.2774154,0.1533617
10,-1.4261888,-2.2145438,"('unsympathetic', 'sympathetic')",-3.5396912,-4.0841956,-0.4232187,-0.6360775,-1.7963662,-2.3116056,0.5152394
62,-1.4151387,-1.6848361,"('incompetent', 'brilliant')",-1.808039,-2.0942147,-0.47038236,-0.27521166,-1.2311867,-1.3514209,0.1202342
84,1.4044732,1.3538393,"('inferior', 'superior')",1.4405305,1.4734093,0.725289,0.76903594,1.1900975,1.1987615,-0.008664
60,-1.3884214,-1.6344674,"('inefficient', 'efficient')",-1.9699605,-2.2347012,-0.097757705,0.22645968,-1.1520465,-1.2142363,0.0621898
39,1.3827803,1.347437,"('exploitative', 'cooperative')",0.40204197,0.4830859,0.23241968,0.34670895,0.672414,0.7257439,-0.0533299
21,-1.2529111,-1.6889064,"('immoral', 'moral')",-2.3996546,-2.8942506,-0.7242258,-0.9409416,-1.4589305,-1.8413661,0.3824356
33,1.2169622,0.9222492,"('wrong', 'right')",1.2948409,1.1644628,-0.4499529,-0.7038107,0.6872834,0.4609671,0.2263163
22,-1.1972901,-1.5171541,"('untrustworthy', 'trustworthy')",-1.7534443,-2.065658,-0.95481586,-1.0517623,-1.3018501,-1.5448583,0.2430082
24,-1.1933647,-1.5464574,"('dishonest', 'honest')",-3.3738291,-3.545665,0.20084868,0.3768892,-1.4554485,-1.5717444,0.1162959
87,-1.1842463,-1.2894096,"('unsuccessful', 'successful')",-0.03587307,-0.22650374,0.5328651,0.27091154,-0.2290848,-0.4150006,0.1859158
59,1.1715634,1.2260808,"('foolish', 'wise')",0.68723065,0.7905434,-0.38235414,-0.34467497,0.4921466,0.5573164,-0.0651698
80,-1.1189357,-1.4275271,"('dominated', 'dominating')",-1.1806376,-1.44771,-0.92768425,-1.1302503,-1.0757526,-1.3351625,0.2594099
25,1.1161566,1.223687,"('egoistic', 'altruistic')",1.8701724,1.9970315,1.6615286,1.6049823,1.5492859,1.6085669,-0.059281
83,1.0987879,1.0858411,"('powerless', 'powerful')",0.5686382,0.51746196,-0.58879745,-0.66101843,0.3595429,0.3140948,0.0454481
58,-1.0618964,-1.4904315,"('undiscriminating', 'discriminating')",-0.64784825,-1.001674,-0.19057915,-0.41300392,-0.6334413,-0.9683698,0.3349285
4,-0.984798,-1.0578972,"('disliked', 'liked')",0.81055206,0.7654473,-5.982913,-6.342102,-2.0523863,-2.2115173,0.159131
1,0.9753697,0.51126903,"('unfriendly', 'friendly')",0.388988,0.091937035,1.4436117,1.2906812,0.9359899,0.6312958,0.3046941
65,-0.9340362,-0.9325489,"('insecure', 'secure')",-1.9778292,-2.1425834,-0.42803198,-0.34596533,-1.1132991,-1.1403659,0.0270668
52,0.88283724,0.7919469,"('irrational', 'rational')",1.5878842,1.5541722,-0.4987535,-0.6956339,0.6573226,0.5501617,0.1071609
88,-0.8712259,-1.0108038,"('low', 'eminent')",-0.49543753,-0.64484495,-0.16171095,-0.06723305,-0.5094581,-0.5742939,0.0648358
20,0.8667225,0.59537643,"('rough', 'thoughtful')",0.8919854,0.71794784,1.4177318,1.2539833,1.0588133,0.8557692,0.2030441
0,-0.862317,-1.2640619,"('unsociable', 'sociable')",-1.7670445,-2.1339576,-0.6058607,-0.70365167,-1.0784074,-1.3672237,0.2888163
48,0.85376847,0.42031455,"('unintelligent', 'intelligent')",0.059241466,-0.099767685,0.56273216,0.5323569,0.491914,0.2843013,0.2076127
41,-0.8267843,-1.4082085,"('unforgiving', 'forgiving')",-1.022749,-1.2909445,0.16683343,-0.06611306,-0.5609,-0.9217553,0.3608553
73,0.81275177,0.9638485,"('helpless', 'self-reliant')",1.0305239,1.0730327,-3.055391,-2.9939735,-0.4040385,-0.3190308,-0.0850077
28,-0.7669319,-1.1459419,"('disloyal', 'loyal')",-1.3523253,-1.5800611,0.635369,0.643798,-0.4946294,-0.6940683,0.1994389
44,-0.7635856,-0.58550155,"('prejudiced', 'unprejudiced')",0.6753492,0.89356047,-1.0242778,-0.9578954,-0.3708381,-0.2166122,-0.1542259
11,-0.75910723,-1.034529,"('unhelpful', 'helpful')",-0.9262459,-1.1362348,1.4578583,1.6856285,-0.0758316,-0.1617117,0.0858801
8,0.72839,0.67030853,"('unaffectionate', 'affectionate')",0.30487806,0.3547064,0.13516101,0.13165222,0.3894763,0.3855557,0.0039206
35,0.7016293,1.0656649,"('corrupt', 'incorrupt')",2.1909106,2.4715238,-0.3026607,-0.24824323,0.8632931,1.0963151,-0.233022
38,-0.7014164,-0.9886056,"('untruthful', 'truthful')",-0.9381046,-1.0827687,-0.51286054,-0.38903198,-0.7174605,-0.8201354,0.1026749
32,-0.65637547,-0.8944609,"('unkind', 'kind')",-1.1701422,-1.3595476,0.8708239,0.78171057,-0.3185646,-0.490766,0.1722014
26,0.63415253,0.4377397,"('hardhearted', 'benevolent')",1.4097093,1.3264478,1.6317366,1.4253503,1.2251995,1.0631793,0.1620202
31,0.6252743,0.6187654,"('evil', 'good')",1.7936269,1.7939415,-0.96660256,-1.2406237,0.4840995,0.3906944,0.0934051
36,0.62284327,0.7473459,"('hostile', 'amicable')",1.9255491,2.0204434,0.5448747,0.3662277,1.031089,1.0446723,-0.0135833
30,-0.58092225,-0.66988176,"('intolerant', 'tolerant')",-1.6760008,-1.862509,0.3564687,0.50008386,-0.6334848,-0.6774356,0.0439508
54,0.5607619,0.45667374,"('incapable', 'capable')",0.45702785,0.4877982,0.7680387,0.8590216,0.5952762,0.6011645,-0.0058883
16,0.5498638,0.4029107,"('unpopular', 'popular')",0.7144207,0.79489064,0.6699586,0.42787978,0.6447477,0.5418937,0.102854
66,-0.5454892,-0.49661964,"('inactive', 'active')",-0.27672017,-0.25298294,0.9086675,0.6289233,0.0288194,-0.0402264,0.0690458
37,-0.54444414,-0.70244455,"('fake', 'genuine')",-0.5582646,-0.76418936,0.10443106,0.10633141,-0.3327593,-0.4534341,0.1206748
50,-0.53721285,-0.9614795,"('clumsy', 'skillful')",1.0251225,0.87111276,0.21821484,-0.012608461,0.2353748,-0.0343251,0.2696999
7,-0.52310187,-1.0489035,"('insensitive', 'sensitive')",-1.1244342,-1.4017668,0.48058203,0.18056859,-0.3889847,-0.7567005,0.3677158
79,0.5224163,0.48935893,"('wavering', 'unwavering')",0.2967259,0.2797233,-0.36676314,-0.5028385,0.150793,0.0887479,0.0620451
74,-0.5196948,-0.7279821,"('undedicated', 'dedicated')",-0.5677486,-0.86645716,0.06491014,-0.04440696,-0.3408444,-0.5462821,0.2054377
29,0.51483506,0.47082242,"('unfair', 'fair')",0.055830218,-0.061107457,-0.7647969,-0.8091755,-0.0647105,-0.1331535,0.068443
15,-0.47591117,-0.46608305,"('boring', 'funny')",-0.45868623,-0.55149066,0.01407915,0.03415528,-0.3068394,-0.3278062,0.0209668
75,-0.47038952,-0.09585932,"('meek', 'impulsive')",0.7745282,0.96253324,-0.40566328,-0.18057425,-0.0338415,0.2286999,-0.2625414
53,0.43357608,0.2021472,"('uncreative', 'creative')",0.36187056,0.26928377,0.9415988,0.87346363,0.5790151,0.4482982,0.1307169
