,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
29,-1.294849,-0.7559375,"('unfair', 'fair')",-0.7215269,-0.28340065,-1.4344125,-0.9440303,-1.3101752,-0.9208124,-1.1902409,-0.7260452,-0.4641957
23,1.2887441,0.4146037,"('insincere', 'sincere')",1.7937009,1.237347,0.28741884,-0.17795779,5.71703,5.553219,2.2717235,1.7568029,0.5149206
35,-1.2876066,-0.8888729,"('corrupt', 'incorrupt')",-1.591361,-1.1364298,-1.3883923,-1.185946,-1.0901158,-0.77390856,-1.3393691,-0.9962893,-0.3430798
76,1.2254676,0.79499394,"('anxious', 'daring')",1.1452031,0.86886907,0.3348129,0.21123457,0.5055716,0.24031323,0.8027638,0.5288527,0.2739111
11,1.2176311,0.58050555,"('unhelpful', 'helpful')",1.7109866,1.3774264,0.43522942,-0.065773666,2.6929595,2.3026445,1.5142016,1.0487007,0.4655009
53,-1.1288352,-1.2036132,"('uncreative', 'creative')",0.4825964,0.83889055,-0.32870018,-0.15975034,0.23804128,0.37853616,-0.1842244,-0.0364842,-0.1477402
4,-1.0704219,-0.2296526,"('disliked', 'liked')",-0.68039215,-0.18792036,0.3009998,0.7011692,-6.1231318,-6.1572657,-1.8932365,-1.4684174,-0.4248191
50,-1.0323845,-1.5350219,"('clumsy', 'skillful')",-1.349802,-1.7059898,-0.22561042,-0.9948713,-0.17487746,-0.46999314,-0.6956686,-1.176469,0.4808004
36,-1.0174255,-0.6930996,"('hostile', 'amicable')",-1.2173097,-0.6979473,-0.99739164,-1.0945499,-0.5183168,-0.57770693,-0.9376109,-0.765826,-0.1717849
46,0.96343577,0.990656,"('uncompetitive', 'competitive')",0.41683015,0.22131552,0.00033995882,0.32960978,-0.18447714,-0.27229536,0.2990322,0.3173215,-0.0182893
45,0.9621121,1.5772893,"('incompetent', 'competent')",1.2361227,1.4048468,1.0045098,1.7677354,0.5142028,0.6987994,0.9292368,1.3621678,-0.432931
6,-0.94906765,-0.4055292,"('distant', 'open')",-0.97534055,-0.322914,-0.90749514,-0.5879802,-0.7355984,-0.14221264,-0.8918754,-0.364659,-0.5272164
2,0.8821464,0.642475,"('unlikable', 'likable')",0.36379766,0.101579174,1.6997938,1.3401474,1.0838844,0.83215725,1.0074055,0.7290897,0.2783158
88,0.8532478,0.14153089,"('low', 'eminent')",0.73202443,0.37830076,1.496915,0.72523415,0.3287454,-0.28207165,0.8527331,0.2407485,0.6119846
64,-0.83630633,-0.5423901,"('shy', 'confident')",-0.5765049,-0.7607287,-0.3228694,-0.059711143,-5.4356318,-5.585842,-1.7928281,-1.7371681,-0.05566
26,0.8251784,1.0511456,"('hardhearted', 'benevolent')",0.6120732,0.784863,2.893064,2.689251,1.4363672,1.5357974,1.4416707,1.5152643,-0.0735936
80,0.8246004,0.7510953,"('dominated', 'dominating')",0.37635627,0.20670903,0.83135945,1.2054131,-0.4319644,-0.4288959,0.400088,0.4335804,-0.0334924
69,-0.8143413,-0.635461,"('lazy', 'industrious')",-0.49688312,-0.36433616,-0.07259925,-0.0615135,-0.9876789,-0.8909684,-0.5928757,-0.4880698,-0.1048059
5,-0.80168235,-0.2933402,"('distant', 'outgoing')",-0.54744947,0.060783926,-1.1591648,-0.7793789,-0.8511652,-0.27552733,-0.8398654,-0.3218656,-0.5179998
75,-0.78900063,-0.015844584,"('meek', 'impulsive')",-0.20101252,0.3439398,-0.42523104,-0.1949869,-0.4879128,-0.15705362,-0.4757892,-0.0059863,-0.4698029
68,-0.7728716,-1.2302386,"('dependent', 'independent')",-1.0601937,-1.3276058,-1.5386031,-1.622111,-1.5862486,-1.607798,-1.2394793,-1.4469384,0.2074591
43,0.7643298,0.6205551,"('irresponsible', 'responsible')",0.6054322,0.53239995,-0.29987434,-0.22307017,0.8535633,0.85043526,0.4808627,0.44508,0.0357827
66,-0.74985456,-0.17527886,"('inactive', 'active')",-1.5477676,-1.1283408,0.011109218,0.08462651,0.41133714,0.595051,-0.468794,-0.1559855,-0.3128085
42,0.7298788,0.6688721,"('unreliable', 'reliable')",0.77959913,0.6066976,0.97058487,0.96158886,-2.103228,-2.1760461,0.0942087,0.0152781,0.0789306
77,-0.7024604,-0.81664824,"('unmotivated', 'motivated')",0.6315364,0.36781737,-0.9161854,-0.7521467,-0.9754771,-0.95273125,-0.4906466,-0.5384272,0.0477806
65,0.6916466,0.114662185,"('insecure', 'secure')",0.8647044,0.2817956,0.9752069,1.0842588,0.7737756,0.59179693,0.8263333,0.5181284,0.3082049
14,0.65265054,0.7786593,"('antisocial', 'social')",1.2502565,0.9974707,1.9946903,2.1968782,0.30620572,0.061780207,1.0509508,1.008697,0.0422538
1,-0.6428597,-0.4528529,"('unfriendly', 'friendly')",0.3996257,0.8093565,0.6266395,0.6497876,1.1587877,1.457528,0.3855483,0.6159548,-0.2304065
74,0.62750095,0.9073927,"('undedicated', 'dedicated')",0.461702,0.53042406,0.69852716,0.75355816,-0.011285786,0.14883521,0.444111,0.5850525,-0.1409415
27,-0.6162794,-0.6362686,"('hardhearted', 'softhearted')",-0.038352296,0.08924981,-0.7200602,-0.47076145,0.13077286,0.4216403,-0.3109798,-0.149035,-0.1619448
3,-0.6158564,-0.7517647,"('repellent', 'pleasant')",0.18972658,0.05765997,-0.3991346,-0.5527951,0.54717886,0.32249045,-0.0695214,-0.2311023,0.1615809
55,0.6071414,0.51763964,"('incompetent', 'clever')",1.0203657,0.7540032,0.086893156,0.42736834,0.6620579,0.38010642,0.5941145,0.5197794,0.0743351
19,-0.59398127,-0.4988483,"('inhospitable', 'hospitable')",-0.6834816,-0.622473,-1.3159983,-1.404855,-0.7511498,-0.70795125,-0.8361527,-0.8085319,-0.0276208
40,-0.59315157,0.11335509,"('stingy', 'generous')",-0.8028277,-0.33873594,-0.7467714,0.0016777571,-2.9348886,-2.464735,-1.2694099,-0.6721095,-0.5973004
7,0.59133756,0.5504462,"('insensitive', 'sensitive')",0.14985637,0.050161716,-0.34288594,-0.15365283,-0.091814116,0.09995384,0.0766235,0.1367272,-0.0601037
51,0.5522678,0.49863097,"('uneducated', 'educated')",-0.10215549,-0.61973923,0.28120565,-0.06489416,0.27086428,-0.20918468,0.2505456,-0.0987968,0.3493424
28,-0.52021796,-0.57107264,"('disloyal', 'loyal')",-0.019038558,0.09471085,-0.20934549,-0.06741877,0.8118286,0.8134152,0.0158066,0.0674087,-0.0516021
25,-0.50447464,-0.6274406,"('egoistic', 'altruistic')",-0.05232754,-0.11444108,0.5081163,0.20501384,1.1265463,1.0107106,0.2694651,0.1184607,0.1510044
82,0.49993452,0.21133268,"('poor', 'rich')",0.5306363,0.2284126,1.4557652,1.1108857,6.371056,6.2566695,2.2143481,1.9518251,0.262523
22,0.44811642,0.9757331,"('untrustworthy', 'trustworthy')",0.933555,1.0323294,0.084438816,0.48482683,-0.27826554,0.011479747,0.2969612,0.6260923,-0.3291311
61,-0.4274636,-0.52989215,"('illogical', 'logical')",0.9466131,0.7998141,-0.46441156,-0.17295885,-0.027043954,-0.12115928,0.0069235,-0.006049,0.0129725
72,0.42491013,0.64410233,"('unambitious', 'ambitious')",-0.05115451,0.18860811,-0.32923293,0.04021851,-0.6589617,-0.2830002,-0.1536098,0.1474822,-0.301092
86,0.41896865,0.6464934,"('uninfluential', 'influential')",0.72026455,0.76744473,-0.21379769,0.1829271,-0.36070547,-0.30256692,0.1411825,0.3235746,-0.1823921
79,-0.4019292,-0.2583156,"('wavering', 'unwavering')",-1.1104897,-0.6949947,-0.99233294,-1.1970006,-0.5370399,-0.45242837,-0.760448,-0.6506848,-0.1097632
63,0.40136558,0.21150678,"('unperceptive', 'insightful')",0.8021569,0.6712693,0.69660836,0.7509165,0.54418993,0.54769313,0.6110802,0.5453464,0.0657338
54,-0.3894415,-0.58135843,"('incapable', 'capable')",0.052515067,0.07412637,0.21577547,-0.14455645,0.5417957,0.53175426,0.1051612,-0.0300086,0.1351698
20,-0.38637656,-0.43997315,"('rough', 'thoughtful')",-0.53807527,-0.4682967,-0.248976,-0.021554897,0.18394412,0.29481155,-0.2473709,-0.1587533,-0.0886176
18,-0.36653847,-0.58009636,"('disagreeable', 'welcoming')",-0.7663713,-1.0777678,0.2052674,-0.12157859,-1.1458735,-1.1888146,-0.518379,-0.7420644,0.2236854
87,0.3562541,0.22183067,"('unsuccessful', 'successful')",0.8835833,0.70303255,0.9197851,0.81855124,0.89630395,0.6522244,0.7639816,0.5989097,0.1650719
10,0.33733228,0.17768788,"('unsympathetic', 'sympathetic')",0.5175065,0.2483024,-0.71452665,-0.35819697,-0.1575439,-0.10390162,-0.004308,-0.0090271,0.0047191
32,-0.33635283,-0.6679045,"('unkind', 'kind')",0.5343835,0.1577266,0.95732707,0.49321312,1.2257576,1.011629,0.5952789,0.248666,0.3466129
17,-0.33236578,-0.1200984,"('nasty', 'nice')",-0.2899546,-0.18178442,-0.75195044,-0.6209351,-0.11113171,-0.2681368,-0.3713506,-0.2977387,-0.0736119
49,-0.32570213,-0.687065,"('unable', 'able')",-0.42689168,-0.31666362,-0.40160173,-0.3019837,-0.31458855,-0.30906156,-0.367196,-0.4036935,0.0364975
57,0.28200033,0.8495908,"('unimaginative', 'imaginative')",1.4315681,1.8599058,0.027260736,0.4883663,-2.60947,-2.4596324,-0.2171602,0.1845576,-0.4017178
84,0.26253623,0.0075687785,"('inferior', 'superior')",-0.63754255,-0.5616225,0.08820276,0.098851666,0.10963939,0.105439134,-0.044291,-0.0874407,0.0431497
58,-0.25596917,0.2525082,"('undiscriminating', 'discriminating')",0.3999954,0.7878069,0.18344814,0.66425985,-0.011566894,0.2840329,0.0789769,0.497152,-0.4181751
37,0.21931347,0.2368071,"('fake', 'genuine')",-0.07273241,0.06465924,-0.9911332,-1.0140009,-0.2212306,-0.12998499,-0.2664457,-0.2106299,-0.0558158
41,-0.195562,0.19444692,"('unforgiving', 'forgiving')",0.58149546,0.6534978,0.55560565,0.70447165,0.4117595,0.41874254,0.3383247,0.4927897,-0.154465
48,0.19097526,-0.30563325,"('unintelligent', 'intelligent')",0.5308939,0.35232255,-0.9157314,-0.96515703,-0.12679972,-0.3286054,-0.0801655,-0.3117683,0.2316028
34,-0.16229661,-0.8036043,"('mean', 'honorable')",0.40581277,0.13241929,0.16265172,-0.39084136,5.216422,5.0712304,1.4056475,1.002301,0.4033465
21,0.14452079,-0.39691997,"('immoral', 'moral')",1.8829894,1.4456004,-0.040508043,-0.24881724,-0.30922797,-0.7559077,0.4194435,0.0109889,0.4084546
38,-0.14393376,-0.14920883,"('untruthful', 'truthful')",0.51328,0.5715332,-0.37673023,-0.4516691,0.017600302,0.006846208,0.0025541,-0.0056246,0.0081787
12,-0.12019945,0.21120574,"('unsupportive', 'supportive')",0.60673034,0.899675,-0.34522116,0.082288094,-2.1280031,-1.9341596,-0.4966733,-0.1852477,-0.3114256
73,-0.11064534,0.09345569,"('helpless', 'self-reliant')",-0.063392706,0.13398167,-0.9759745,-1.0532993,-3.3037405,-3.1984758,-1.1134382,-1.0060844,-0.1073538
83,0.07451454,0.017070072,"('powerless', 'powerful')",0.2082511,0.19285874,0.3128332,0.25316527,-0.895917,-1.0382121,-0.0750795,-0.1437795,0.0687
71,0.07091744,0.091677666,"('diffident', 'self-confident')",0.58752114,0.7994815,-0.35315067,-0.15216312,0.33693537,0.48368186,0.1605558,0.3056695,-0.1451137
47,0.03883456,0.09557571,"('stupid', 'smart')",1.2268358,1.1371347,1.8376153,1.6949184,5.609064,5.7037926,2.1780875,2.1578553,0.0202322
0,-0.033859923,-0.05913879,"('unsociable', 'sociable')",1.2103186,0.9384492,0.19334455,0.37389788,0.52565575,0.22594172,0.4738647,0.3697875,0.1040772
44,-0.033850573,-0.09155432,"('prejudiced', 'unprejudiced')",-0.8412123,-0.9482212,0.01079623,-0.2510726,-1.0544221,-1.18809,-0.4796722,-0.6197345,0.1400623
8,0.011342786,0.091740705,"('unaffectionate', 'affectionate')",-0.45460212,-0.09667986,0.54212105,0.4305448,0.31884623,0.5301472,0.104427,0.2389382,-0.1345112
9,0.01110895,-0.049148943,"('unaffectionate', 'caring')",0.8393429,1.233762,0.6537357,0.78358006,0.87371165,1.1459285,0.5944748,0.7785304,-0.1840556
33,0.001370836,0.32190588,"('wrong', 'right')",0.5864882,0.81855667,0.33145565,0.3818135,-0.8716298,-0.68505096,0.0119212,0.2093063,-0.1973851
