,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
55,-1.5337373,-1.4336088,"('incompetent', 'clever')",0.036807504,0.15602423,-0.7484649,-0.6387923,-0.1096726
72,-1.5159346,-1.4279255,"('unambitious', 'ambitious')",-1.2124668,-1.0788699,-1.3642007,-1.2533977,-0.110803
28,-1.5097281,-1.7773145,"('disloyal', 'loyal')",0.939204,0.87741,-0.285262,-0.4499523,0.1646903
38,-1.507993,-1.7171758,"('untruthful', 'truthful')",-0.31220964,-0.3157813,-0.9101013,-1.0164785,0.1063772
59,1.4380296,1.2085785,"('foolish', 'wise')",0.45911148,0.41857833,0.9485705,0.8135784,0.1349921
33,1.3767296,0.98555577,"('wrong', 'right')",-0.47742677,-0.6560813,0.4496514,0.1647372,0.2849142
57,-1.3701487,-1.3713726,"('unimaginative', 'imaginative')",-2.1728854,-2.4299884,-1.771517,-1.9006805,0.1291635
9,-1.3417761,-1.695501,"('unaffectionate', 'caring')",1.1460963,1.0667944,-0.0978399,-0.3143533,0.2165134
3,-1.2348711,-1.055398,"('repellent', 'pleasant')",-0.0749948,0.01268138,-0.654933,-0.5213583,-0.1335747
56,-1.1651883,-1.0515302,"('impractical', 'practical')",-0.36838,-0.2897192,-0.7667842,-0.6706247,-0.0961595
30,-1.156725,-1.1468029,"('intolerant', 'tolerant')",1.2229571,1.3654187,0.033116,0.1093079,-0.0761919
41,-1.1524254,-1.2245283,"('unforgiving', 'forgiving')",0.21054083,-0.0147726955,-0.4709423,-0.6196505,0.1487082
51,-1.1521391,-1.0674299,"('uneducated', 'educated')",0.93958586,0.86910725,-0.1062766,-0.0991613,-0.0071153
76,-1.12135,-0.92498267,"('anxious', 'daring')",-0.028714009,0.12603848,-0.5750321,-0.3994721,-0.17556
21,-1.0443661,-0.94964665,"('immoral', 'moral')",-0.6342968,-0.54884624,-0.8393314,-0.7492465,-0.0900849
32,-1.0435948,-0.9348281,"('unkind', 'kind')",0.76736194,0.8245901,-0.1381164,-0.055119,-0.0829974
44,1.0113316,1.1551877,"('prejudiced', 'unprejudiced')",-1.4149544,-1.3387243,-0.2018114,-0.0917683,-0.1100431
14,-1.0013198,-0.72459996,"('antisocial', 'social')",-0.6639011,-0.41543585,-0.8326104,-0.5700179,-0.2625925
27,-0.9780613,-1.1589957,"('hardhearted', 'softhearted')",1.5475521,1.2797151,0.2847454,0.0603597,0.2243857
8,-0.9689885,-1.3745221,"('unaffectionate', 'affectionate')",0.796684,0.70354533,-0.0861522,-0.3354884,0.2493362
77,-0.9467821,-0.7885314,"('unmotivated', 'motivated')",-1.3451205,-1.2178198,-1.1459513,-1.0031756,-0.1427757
83,0.90674293,0.7481325,"('powerless', 'powerful')",-0.6346674,-0.5498159,0.1360378,0.0991583,0.0368795
82,-0.8862524,-0.69026566,"('poor', 'rich')",5.3611655,5.823305,2.2374566,2.5665197,-0.3290631
84,0.8656832,0.7886504,"('inferior', 'superior')",1.0432731,0.96889,0.9544781,0.8787702,0.0757079
79,0.85520047,0.5213096,"('wavering', 'unwavering')",0.10929991,-0.017943263,0.4822502,0.2516832,0.230567
25,0.83199847,0.6884968,"('egoistic', 'altruistic')",1.6308078,1.7894497,1.2314031,1.2389733,-0.0075702
80,-0.8215141,-0.65084314,"('dominated', 'dominating')",-1.3969579,-1.4805446,-1.109236,-1.0656939,-0.0435421
74,-0.8146063,-0.8319571,"('undedicated', 'dedicated')",0.25400275,0.22481976,-0.2803018,-0.3035687,0.0232669
71,0.7884805,0.59729826,"('diffident', 'self-confident')",0.9607123,0.818519,0.8745964,0.7079086,0.1666878
52,0.7789912,0.47632152,"('irrational', 'rational')",0.48968157,0.3454657,0.6343364,0.4108936,0.2234428
39,0.77143306,0.805216,"('exploitative', 'cooperative')",0.27788198,0.31283072,0.5246575,0.5590234,-0.0343659
29,0.7614809,0.6458347,"('unfair', 'fair')",-0.26625794,-0.554594,0.2476115,0.0456204,0.2019911
15,0.74136746,0.5643245,"('boring', 'funny')",0.51103175,0.444885,0.6261996,0.5046048,0.1215948
16,0.7094932,0.7090642,"('unpopular', 'popular')",0.37727594,0.43282607,0.5433846,0.5709451,-0.0275605
65,-0.6658561,-0.5871705,"('insecure', 'secure')",-0.46333766,-0.344267,-0.5645969,-0.4657187,-0.0988782
75,0.65546906,0.7058558,"('meek', 'impulsive')",-0.5938492,-0.48170227,0.0308099,0.1120768,-0.0812669
53,-0.64094466,-0.7489193,"('uncreative', 'creative')",0.94071,0.8452623,0.1498827,0.0481715,0.1017112
42,-0.6374342,-0.5949472,"('unreliable', 'reliable')",-3.1218278,-3.3991222,-1.879631,-1.9970348,0.1174038
2,0.6078061,0.6350833,"('unlikable', 'likable')",0.7302339,0.9290485,0.66902,0.7820659,-0.1130459
6,0.60013,0.33187237,"('distant', 'open')",0.44434693,0.24731362,0.5222385,0.289593,0.2326455
67,-0.5897171,-0.5029399,"('doubtful', 'determined')",-1.002316,-0.70046365,-0.7960166,-0.6017017,-0.1943149
20,0.57416546,0.5660332,"('rough', 'thoughtful')",1.402934,1.3183062,0.9885497,0.9421697,0.04638
5,0.563364,0.35718971,"('distant', 'outgoing')",-0.11077715,-0.21826497,0.2262934,0.0694624,0.156831
87,0.5294833,0.53804594,"('unsuccessful', 'successful')",0.85702854,0.9319856,0.6932559,0.7350157,-0.0417598
26,0.47630176,0.3226201,"('hardhearted', 'benevolent')",2.179302,2.131343,1.3278018,1.2269815,0.1008203
50,0.4611172,0.40816033,"('clumsy', 'skillful')",0.083519965,0.03455303,0.2723186,0.2213567,0.0509619
4,0.41211,0.40889263,"('disliked', 'liked')",-5.5739326,-5.984734,-2.5809114,-2.7879207,0.2070093
68,0.40921202,0.3828447,"('dependent', 'independent')",-0.2852015,-0.4335275,0.0620053,-0.0253414,0.0873467
22,-0.34259742,-0.28560507,"('untrustworthy', 'trustworthy')",-0.8262229,-0.8518653,-0.5844102,-0.5687352,-0.015675
37,-0.33703312,-0.608146,"('fake', 'genuine')",0.25934783,0.048334964,-0.0388426,-0.2799055,0.2410629
78,-0.31643596,-0.23774008,"('nonresilient', 'resilient')",0.507041,0.34906325,0.0953025,0.0556616,0.0396409
48,-0.3054929,-0.3040242,"('unintelligent', 'intelligent')",1.0392745,1.0109746,0.3668908,0.3534752,0.0134156
49,-0.2897851,-0.12208417,"('unable', 'able')",0.019419044,0.20736757,-0.135183,0.0426417,-0.1778247
64,-0.2721414,-0.089011155,"('shy', 'confident')",-6.1398473,-6.4754715,-3.2059944,-3.2822413,0.0762469
58,-0.24524428,-0.43935993,"('undiscriminating', 'discriminating')",0.31019527,0.09141588,0.0324755,-0.173972,0.2064475
88,0.2346135,0.13425626,"('low', 'eminent')",0.4930747,0.515026,0.3638441,0.3246411,0.039203
19,-0.23048198,-0.55657494,"('inhospitable', 'hospitable')",0.10681522,0.023322018,-0.0618334,-0.2666264,0.204793
18,0.21698186,0.08595824,"('disagreeable', 'welcoming')",-0.044474855,-0.10894328,0.0862535,-0.0114925,0.097746
17,0.16741447,0.05733271,"('nasty', 'nice')",-0.37058818,-0.34905484,-0.1015869,-0.1458611,0.0442742
34,-0.16407335,-0.23800185,"('mean', 'honorable')",5.813252,6.075132,2.8245893,2.918565,-0.0939757
61,-0.1299751,-0.15275802,"('illogical', 'logical')",0.42973804,0.39207026,0.1498815,0.1196561,0.0302254
54,-0.068433404,-0.13147222,"('incapable', 'capable')",1.0175692,1.1332023,0.4745679,0.500865,-0.0262971
66,0.066727355,-0.04243014,"('inactive', 'active')",0.92153615,0.76855695,0.4941317,0.3630634,0.1310683
1,-0.03875243,-0.42202735,"('unfriendly', 'friendly')",2.1872623,1.9827708,1.074255,0.7803717,0.2938833
47,-0.035347506,-0.02560813,"('stupid', 'smart')",5.0302453,5.455628,2.4974489,2.7150099,-0.217561
40,-0.003980061,0.015023602,"('stingy', 'generous')",-1.0139577,-1.2841588,-0.5089689,-0.6345676,0.1255987
