,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
58,0.57127476,0.62936634,"('undiscriminating', 'discriminating')",1.011701,1.0214955,0.95083034,0.8930981,0.42662242,0.38727164,0.7401071,0.7328079,0.0072992
41,0.51598483,0.16879535,"('unforgiving', 'forgiving')",0.96590936,0.7017811,0.9189623,0.82909024,0.52973264,0.35449344,0.7326473,0.51354,0.2191073
4,-0.47487864,-0.23478353,"('disliked', 'liked')",-0.748693,-0.6473216,0.2902,0.4010324,-6.5842633,-6.642573,-1.8794087,-1.7809114,-0.0984973
86,0.46030128,0.9061641,"('uninfluential', 'influential')",0.87848157,1.1960248,-0.10372581,0.01865666,-0.47393906,-0.5059662,0.1902795,0.4037198,-0.2134403
80,0.44689405,0.5505024,"('dominated', 'dominating')",0.6858886,0.80008185,0.7936736,0.8465924,-0.68275774,-0.6742469,0.3109246,0.3807324,-0.0698078
55,0.43629414,0.66230917,"('incompetent', 'clever')",1.3248847,1.7352844,0.49370804,0.64507604,0.31325117,0.18308878,0.6420345,0.8064396,-0.1644051
75,-0.42641827,0.08423795,"('meek', 'impulsive')",-0.34934932,-0.037385724,-0.77416897,-0.3085494,-0.4437966,-0.1986479,-0.4984333,-0.1150863,-0.383347
54,-0.41919598,-0.24068461,"('incapable', 'capable')",-0.15499967,0.06628159,-0.3086598,-0.018144496,0.36315843,0.61885256,-0.1299242,0.1065763,-0.2365005
32,-0.41092333,-0.53993666,"('unkind', 'kind')",0.39073947,0.29997075,0.429226,0.459799,0.7937813,0.86081755,0.3007059,0.2701626,0.0305433
88,0.41049004,0.53928983,"('low', 'eminent')",0.52753323,0.59924036,0.43473873,0.83510506,-0.44085112,-0.2994324,0.2329777,0.4185507,-0.185573
51,0.40784967,0.581209,"('uneducated', 'educated')",-0.10105151,-0.028002229,-0.11649819,-0.050969597,-0.26454312,-0.43258172,-0.0185608,0.0174139,-0.0359747
48,-0.3944868,-0.37671548,"('unintelligent', 'intelligent')",0.45345065,0.6230816,-1.1491112,-1.0460774,-0.6306805,-0.658755,-0.430207,-0.3646166,-0.0655904
61,-0.38430715,-0.49388424,"('illogical', 'logical')",1.0675563,1.0385034,-0.06490496,-0.12334287,-0.07709153,-0.06063588,0.1353132,0.0901601,0.0451531
36,-0.3801015,-0.64402646,"('hostile', 'amicable')",-1.1775755,-1.4688021,-0.88331753,-0.9143262,0.07267662,-0.0036936626,-0.5920795,-0.7577121,0.1656326
10,0.35625732,0.35474902,"('unsympathetic', 'sympathetic')",0.8764254,1.0198689,-0.27194494,-0.29249486,0.04626166,-0.030394232,0.2517498,0.2629322,-0.0111824
5,-0.34349734,-0.3457154,"('distant', 'outgoing')",-0.7718026,-0.92055774,-1.0215828,-1.0168827,-0.6351241,-0.4947202,-0.6930017,-0.694469,0.0014673
19,-0.3313878,-0.26989427,"('inhospitable', 'hospitable')",-0.71209717,-0.86679155,-1.5148457,-1.3910784,-0.78145677,-0.68367225,-0.8349468,-0.8028591,-0.0320877
33,0.31445515,0.35777634,"('wrong', 'right')",0.5465445,0.29277796,0.59259796,0.43856597,-0.81885993,-0.9038426,0.1586844,0.0463194,0.112365
40,0.3046785,0.2957774,"('stingy', 'generous')",-0.056686986,-0.23488742,0.3499178,0.2801058,-2.1143663,-2.224364,-0.3791142,-0.4708421,0.0917279
25,-0.29992008,-0.38297772,"('egoistic', 'altruistic')",-0.23926924,-0.30858672,0.4023065,0.4926653,1.3840278,1.4166503,0.3117862,0.3044378,0.0073484
27,-0.29609895,-0.34766376,"('hardhearted', 'softhearted')",0.25603098,0.1138001,-0.013099216,-0.11091428,0.8913821,0.8825815,0.2095537,0.1344509,0.0751028
11,0.27722162,0.34396344,"('unhelpful', 'helpful')",1.0355339,1.1740935,-0.32164985,-0.28508225,1.5681052,1.6080153,0.6398028,0.7102475,-0.0704447
82,-0.26734775,0.12543032,"('poor', 'rich')",-0.11255974,0.26947153,0.41017538,0.80634534,5.954243,6.2040224,1.4961277,1.8513174,-0.3551897
38,-0.24759081,-0.0639809,"('untruthful', 'truthful')",0.2197171,0.4148082,-0.8485006,-0.75492847,-0.46621436,-0.3583241,-0.3356472,-0.1906063,-0.1450409
28,-0.23865828,-0.6145939,"('disloyal', 'loyal')",0.10560788,0.031149356,0.03935166,-0.15026107,0.8599671,0.81072015,0.1915671,0.0192536,0.1723135
6,-0.22712629,-0.28491208,"('distant', 'open')",-0.88491064,-1.0902921,-0.5227735,-0.57909936,-0.06266774,0.057384036,-0.4243695,-0.4742299,0.0498604
71,0.21708092,0.14506887,"('diffident', 'self-confident')",0.56775635,0.418108,-0.04219486,0.00019427016,0.31203073,0.5043332,0.2636683,0.2669261,-0.0032578
79,-0.21414426,-0.20171313,"('wavering', 'unwavering')",-0.9664031,-0.9784629,-1.2185795,-1.0912199,-0.64513236,-0.4349637,-0.7610648,-0.6765899,-0.0844749
17,-0.21280529,-0.16447757,"('nasty', 'nice')",-0.29948267,-0.34945032,-0.56704533,-0.580603,-0.23024133,-0.28300583,-0.3273937,-0.3443842,0.0169905
73,0.20559123,0.24730808,"('helpless', 'self-reliant')",-0.091948844,-0.051619627,-1.0716785,-1.0295099,-3.3027184,-3.216495,-1.0651886,-1.0125791,-0.0526095
63,0.1948997,0.38928485,"('unperceptive', 'insightful')",0.9142697,1.1122749,0.6942508,0.77376956,0.13879696,0.15054911,0.4855543,0.6064696,-0.1209153
0,0.18780208,0.20257582,"('unsociable', 'sociable')",1.3381524,1.5318272,0.39193118,0.43231344,0.3150463,0.18148018,0.558233,0.5870492,-0.0288162
8,0.18709642,0.12864113,"('unaffectionate', 'affectionate')",-0.495034,-0.52330685,0.9106853,0.7542482,0.74915093,0.9574411,0.3379747,0.3292559,0.0087188
64,-0.18425712,-0.19298951,"('shy', 'confident')",-0.14849928,-0.1046258,0.13033816,-0.027231859,-5.8856325,-6.050448,-1.5220127,-1.5938238,0.0718111
66,-0.1651387,0.006418909,"('inactive', 'active')",-1.1066741,-1.0175304,0.4782167,0.48182607,0.9868661,1.0106716,0.0483175,0.1203465,-0.072029
21,-0.15498166,-0.14260767,"('immoral', 'moral')",1.7934446,1.9824771,-0.52981716,-0.3241027,-0.82211024,-0.8385501,0.0716339,0.1693041,-0.0976702
12,0.13817102,0.33638555,"('unsupportive', 'supportive')",0.9172539,0.97353387,0.04015458,0.14551304,-2.1246586,-2.2152312,-0.2572698,-0.1899497,-0.0673201
47,0.114383765,0.24554801,"('stupid', 'smart')",1.0735452,1.1973903,1.2623968,1.645387,5.554897,5.735155,2.0013056,2.2058702,-0.2045646
9,0.11112564,-0.038356528,"('unaffectionate', 'caring')",0.7550123,0.74939305,0.92720234,0.79789996,1.0990834,1.1648121,0.7231059,0.6684371,0.0546688
83,0.06400631,0.06806174,"('powerless', 'powerful')",0.11379828,0.29471576,0.21439861,0.25904423,-1.1382467,-1.0069463,-0.1865109,-0.0962811,-0.0902298
37,-0.05876715,0.09922436,"('fake', 'genuine')",0.07751388,0.25071362,-0.85133904,-0.8553277,-0.12299951,0.06524552,-0.2388979,-0.1100361,-0.1288618
18,-0.05433082,-0.1783102,"('disagreeable', 'welcoming')",-0.58622146,-0.7934606,0.11519876,0.39457285,-0.9512144,-0.92481154,-0.369142,-0.3755024,0.0063604
1,-0.05000013,-0.029663216,"('unfriendly', 'friendly')",0.35311955,0.2651682,0.81485885,0.79486233,1.4815336,1.6209834,0.649878,0.6628376,-0.0129596
84,-0.035487533,-0.19829752,"('inferior', 'superior')",-0.4705487,-0.5998247,-0.06660249,-0.0935989,0.33550268,0.17779468,-0.059284,-0.1784816,0.1191976
44,0.029589847,0.015670577,"('prejudiced', 'unprejudiced')",-0.98040503,-1.1252971,-0.18423474,-0.18676361,-1.0115774,-0.8991339,-0.5366569,-0.5488811,0.0122242
87,-0.029469348,0.18682268,"('unsuccessful', 'successful')",0.6476947,0.7639333,0.7788223,0.95748395,0.5558913,0.5965638,0.4882347,0.6262009,-0.1379662
