,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
16,-1.9653082,-1.8446409,"('unpopular', 'popular')",-1.5313565,-1.4953557,-1.5420127,-1.3371413,0.05370438,0.04780881,-1.2462432,-1.1573323,-0.0889109
56,1.7219737,1.9980391,"('impractical', 'practical')",2.2796476,2.5885847,0.93824846,1.1830336,-0.531285,-0.35408443,1.1021463,1.3538932,-0.2517469
15,1.6791447,1.7050834,"('boring', 'funny')",2.2995956,2.3122265,0.3813111,0.579381,0.24457984,0.33953258,1.1511577,1.2340559,-0.0828982
50,-1.5937616,-1.6671203,"('clumsy', 'skillful')",-1.5956856,-1.743711,-1.155942,-1.0765427,-0.77968985,-0.684182,-1.2812698,-1.2928891,0.0116193
60,1.5355902,1.6311992,"('inefficient', 'efficient')",1.9790183,2.3969698,0.53178483,0.72352403,-0.24106981,-0.10030514,0.9513309,1.162847,-0.2115161
31,-1.5277419,-1.4449981,"('evil', 'good')",-1.4861647,-1.5695708,-0.8683006,-0.91690594,-0.61323524,-0.5648174,-1.1238606,-1.124073,0.0002124
78,-1.5194471,-1.41995,"('nonresilient', 'resilient')",-0.7411964,-0.48772368,-0.4650112,-0.53850937,-0.47167522,-0.4321142,-0.7993324,-0.7195743,-0.0797581
24,1.5139165,1.410859,"('dishonest', 'honest')",1.0626916,1.0101897,-0.29840237,-0.24111031,0.65324306,0.76640344,0.7328622,0.7365854,-0.0037232
59,-1.5036694,-1.419975,"('foolish', 'wise')",-0.87572926,-1.0045505,-0.43511865,-0.4252478,-0.16586392,-0.18874715,-0.7450953,-0.7596301,0.0145348
39,1.3903465,0.87273526,"('exploitative', 'cooperative')",0.7250182,0.5646636,0.59465796,0.30437604,0.6691543,0.6293439,0.8447943,0.5927797,0.2520146
26,1.3450801,1.198812,"('hardhearted', 'benevolent')",0.8936515,0.70729315,2.9251106,2.8964653,1.7935593,1.7327697,1.7393503,1.6338351,0.1055152
52,-1.3298131,-1.674736,"('irrational', 'rational')",-0.04780735,-0.44379026,-0.608431,-0.5741399,-0.4675942,-0.51349264,-0.6134114,-0.8015397,0.1881283
22,1.3214667,1.6185108,"('untrustworthy', 'trustworthy')",1.4687076,1.6518179,0.33310914,0.69962496,-0.45426512,-0.31581983,0.6672546,0.9135335,-0.2462789
13,1.3038503,1.2131816,"('impolite', 'polite')",0.9992212,1.0424962,-0.052035958,0.044118322,-0.32326093,-0.33778033,0.4819436,0.4905039,-0.0085603
68,-1.281507,-1.3022112,"('dependent', 'independent')",-1.1468683,-1.1034335,-1.8271606,-1.7965366,-1.6977296,-1.7132579,-1.4883164,-1.4788598,-0.0094566
70,1.2398689,1.7115374,"('lethargic', 'energetic')",0.9366536,1.1529374,0.6229497,0.9771788,0.6252631,0.73719215,0.8561839,1.1447115,-0.2885276
85,-1.213432,-1.5091404,"('insignificant', 'prestigious')",-1.189918,-1.6304454,0.5730293,0.39792612,-0.06645728,-0.12361931,-0.4741945,-0.7163197,0.2421252
30,1.1666514,1.0438672,"('intolerant', 'tolerant')",1.5347023,1.532563,0.26864478,0.5320067,0.50366825,0.507421,0.8684167,0.9039645,-0.0355478
45,1.0622,1.4926357,"('incompetent', 'competent')",1.6340903,1.9599195,1.169911,1.5997536,0.33465934,0.37652686,1.0502152,1.357209,-0.3069938
81,1.0616012,1.1478771,"('submissive', 'aggressive')",1.2985868,1.5109245,0.6979016,0.83828056,-0.35853606,-0.29773626,0.6748884,0.7998365,-0.1249481
76,1.0272807,1.1750845,"('anxious', 'daring')",1.3046554,1.565379,0.38515258,0.65558887,0.047745287,0.22704808,0.6912085,0.9057751,-0.2145666
62,1.018287,1.5610509,"('incompetent', 'brilliant')",1.7765498,2.2287133,0.5505996,1.0883676,-0.15690963,-0.006620694,0.7971317,1.2178777,-0.420746
57,1.0024719,1.2842034,"('unimaginative', 'imaginative')",1.8010123,2.1864414,0.74789274,0.8177326,-2.6162105,-2.6569204,0.2337916,0.4078643,-0.1740727
42,0.99676025,1.1710411,"('unreliable', 'reliable')",1.1766973,1.1976289,1.1018604,1.20854,-2.7123945,-2.6103203,0.1407309,0.2417224,-0.1009915
35,-0.9962257,-0.98484874,"('corrupt', 'incorrupt')",-1.6103036,-1.8329585,-1.0695764,-1.0815494,-0.42534304,-0.3470838,-1.0253621,-1.0616101,0.036248
29,-0.9740888,-0.8533494,"('unfair', 'fair')",-0.45055985,-0.34723607,-1.1857661,-1.0288181,-1.1123439,-1.075266,-0.9306897,-0.8261673,-0.1045224
46,0.9397069,1.1265024,"('uncompetitive', 'competitive')",0.683821,0.9381471,0.57139885,0.54714966,-0.29731458,-0.3515535,0.474403,0.5650615,-0.0906585
53,-0.89243317,-0.66429734,"('uncreative', 'creative')",0.08791957,0.49534252,-0.037422977,0.030155659,0.25291276,0.2967527,-0.1472559,0.0394884,-0.1867443
14,0.8892866,0.88373,"('antisocial', 'social')",1.75,1.7824345,2.1155286,2.2915478,0.207325,0.21092579,1.240535,1.2921594,-0.0516244
43,0.86257464,1.0265406,"('irresponsible', 'responsible')",0.8354429,1.0326307,0.047909185,0.06954813,0.41153798,0.5146223,0.5393662,0.6608354,-0.1214692
49,-0.80852103,-0.7791115,"('unable', 'able')",-0.6941745,-0.43045092,-0.75923765,-0.49675113,-0.7558104,-0.46582654,-0.7544359,-0.543035,-0.2114009
72,0.78228086,0.8750462,"('unambitious', 'ambitious')",0.23778725,0.46337637,0.27503133,0.31138715,-0.48384356,-0.31306309,0.202814,0.3341867,-0.1313727
67,0.68261194,0.7089542,"('doubtful', 'determined')",0.18606327,0.04241346,0.45036858,0.5224289,-0.5978533,-0.5109117,0.1802976,0.1907212,-0.0104236
69,-0.6760936,-0.81693417,"('lazy', 'industrious')",-0.6534533,-1.0250343,-0.10728575,-0.23355111,-0.84439266,-0.8854533,-0.5703063,-0.7402432,0.1699369
2,0.6724046,0.8183166,"('unlikable', 'likable')",0.12985295,0.1303648,1.1881642,1.5007726,0.62833244,0.73548055,0.6546885,0.7962336,-0.1415451
23,0.6673244,0.45416433,"('insincere', 'sincere')",1.5419153,1.4898354,-0.21774879,-0.20980804,5.467912,5.524244,1.8648508,1.8146089,0.0502419
74,0.6223507,0.9942294,"('undedicated', 'dedicated')",0.74127436,0.85438365,0.85014015,0.9646489,0.117445596,0.15627281,0.5828027,0.7423837,-0.159581
7,0.61755955,0.7079511,"('insensitive', 'sensitive')",0.45699215,0.56288135,-0.110923395,-0.048269063,0.33476242,0.41956377,0.3245977,0.4105318,-0.0859341
34,-0.6164229,-0.6296511,"('mean', 'honorable')",0.17139807,0.15071625,-0.65504223,-0.4470472,5.0718794,5.2518454,0.9929531,1.0814658,-0.0885127
20,-0.6060342,-0.59492385,"('rough', 'thoughtful')",-0.5171819,-0.39759508,0.1073417,0.0478527,0.40149945,0.40107882,-0.1535938,-0.1358968,-0.017697
77,-0.60181,-0.5951336,"('unmotivated', 'motivated')",0.5528885,0.5963531,-0.86533,-0.82232046,-1.123123,-1.120008,-0.5093436,-0.4852772,-0.0240664
3,-0.5905413,-0.5605888,"('repellent', 'pleasant')",0.38673127,0.4788739,-0.31753477,-0.44926968,0.5790562,0.49734795,0.0144279,-0.0084091,0.022837
65,0.58255273,0.23638803,"('insecure', 'secure')",1.3316526,1.1669264,1.1008077,1.1270982,0.50631374,0.45635596,0.8803317,0.7466922,0.1336395
