,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,male-female
84,0.78632253,0.5806614,"('inferior', 'superior')",0.41767657,0.40088013,0.3679658,0.37615705,0.5239883,0.4525662,0.0714221
40,0.77724224,0.49121505,"('stingy', 'generous')",0.32783943,0.094594985,-2.0242224,-2.1820507,-0.3063802,-0.5320802,0.2257
8,0.7729888,0.6867731,"('unaffectionate', 'affectionate')",0.3040703,0.17487456,0.43315157,0.39693487,0.5034035,0.4195275,0.083876
21,-0.76657104,-0.89604986,"('immoral', 'moral')",-0.64497316,-0.7789178,-0.83997667,-0.80417424,-0.750507,-0.8263807,0.0758737
47,-0.6954295,-0.71687686,"('stupid', 'smart')",-0.1490806,-0.23934731,4.9559603,4.9194107,1.3704834,1.3210622,0.0494212
15,0.6953993,0.47210836,"('boring', 'funny')",0.5746116,0.4623574,0.7851608,0.68464696,0.6850572,0.5397042,0.145353
42,-0.67291677,-0.68228847,"('unreliable', 'reliable')",-1.6549749,-1.8977621,-2.8804612,-2.8791,-1.7361177,-1.8197168,0.0835991
71,0.6481879,0.6666723,"('diffident', 'self-confident')",0.7252411,0.67748266,-0.028689621,-0.13111226,0.4482465,0.4043476,0.0438989
16,-0.6450615,-0.45964697,"('unpopular', 'popular')",-0.2825389,-0.098150164,0.16901559,0.13226363,-0.2528616,-0.1418445,-0.1110171
46,-0.62819374,-0.59301066,"('uncompetitive', 'competitive')",-0.91581404,-1.0716827,-0.8132346,-0.7068305,-0.7857474,-0.790508,0.0047606
24,0.61847854,0.7298022,"('dishonest', 'honest')",-0.3219021,-0.4557801,0.41380247,0.48371974,0.236793,0.2525806,-0.0157876
33,0.59864193,0.53470963,"('wrong', 'right')",1.0504014,0.9563641,-0.82750684,-0.9030861,0.2738455,0.1959959,0.0778496
36,0.59477705,0.07300559,"('hostile', 'amicable')",0.24244717,0.0436859,-0.26787335,-0.5893105,0.1897836,-0.1575397,0.3473233
69,0.58283055,0.5491579,"('lazy', 'industrious')",0.8862359,0.9787209,-0.7939695,-1.0025994,0.2250323,0.1750931,0.0499392
51,0.5589742,0.6779818,"('uneducated', 'educated')",0.10506629,-0.030363902,0.74829006,0.6502156,0.4707769,0.4326111,0.0381658
72,0.55733603,0.6637336,"('unambitious', 'ambitious')",0.36807978,0.35059437,-0.9898232,-1.0049504,-0.0214691,0.0031259,-0.024595
80,-0.5515113,-0.5657704,"('dominated', 'dominating')",-0.6771349,-0.79483116,-0.17302974,-0.16155247,-0.4672253,-0.5073847,0.0401594
5,0.55038595,0.18224925,"('distant', 'outgoing')",0.91196287,0.8674501,-0.3943245,-0.4422798,0.3560081,0.2024732,0.1535349
9,0.53981674,0.48643193,"('unaffectionate', 'caring')",0.09976384,0.053197667,0.8817238,0.818828,0.5071015,0.4528192,0.0542823
62,-0.5386189,-0.2979163,"('incompetent', 'brilliant')",-0.52726626,-0.4864045,-0.2733507,-0.09184069,-0.446412,-0.2920538,-0.1543582
88,0.5191299,0.25366208,"('low', 'eminent')",0.29054308,0.19021016,0.0534695,-0.03241481,0.2877141,0.1371525,0.1505616
4,0.5110555,0.29126903,"('disliked', 'liked')",0.6126083,0.530848,-6.179982,-6.358539,-1.6854394,-1.8454739,0.1600345
81,-0.50800234,-0.47586292,"('submissive', 'aggressive')",-0.11569905,-0.27701557,-0.5179651,-0.36607492,-0.3805555,-0.3729845,-0.007571
61,-0.49665353,-0.49827388,"('illogical', 'logical')",-0.49177116,-0.51436687,-0.66424394,-0.6365889,-0.5508895,-0.5497432,-0.0011463
7,-0.47646433,-0.39088684,"('insensitive', 'sensitive')",-0.764803,-0.73632526,0.22332527,0.29216135,-0.339314,-0.2783502,-0.0609638
50,0.47299492,0.59541994,"('clumsy', 'skillful')",-0.42099836,-0.43996513,0.11661694,0.12331013,0.0562045,0.0929216,-0.0367171
37,0.43832335,0.50624675,"('fake', 'genuine')",0.24690634,0.17567524,0.16238576,0.22685808,0.2825385,0.3029267,-0.0203882
48,-0.41991293,-0.42695925,"('unintelligent', 'intelligent')",0.090943545,0.08617512,-0.33047608,-0.35340303,-0.2198152,-0.2313957,0.0115805
27,-0.39660108,-0.3699324,"('hardhearted', 'softhearted')",-0.4793694,-0.4802146,0.68245804,0.7480841,-0.0645041,-0.034021,-0.0304831
57,-0.39557198,-0.6641943,"('unimaginative', 'imaginative')",-0.12451775,-0.3505034,-2.8833299,-3.0734086,-1.1344732,-1.3627021,0.2282289
23,-0.38675836,-0.11824238,"('insincere', 'sincere')",-1.0484309,-1.0100437,5.2962937,5.4374876,1.2870348,1.4364004,-0.1493656
67,0.38440248,0.44528964,"('doubtful', 'determined')",0.25046286,0.223724,0.023527827,0.11590047,0.2194644,0.261638,-0.0421736
6,0.37996507,0.057230875,"('distant', 'open')",0.637487,0.61011213,-0.16515331,-0.28299028,0.2840996,0.1281176,0.155982
11,-0.36697525,-0.21722646,"('unhelpful', 'helpful')",-0.26898354,-0.32982737,2.3737624,2.5218272,0.5792679,0.6582578,-0.0789899
17,-0.33039773,-0.4860228,"('nasty', 'nice')",-0.6537095,-0.67154336,0.01841933,-0.082429335,-0.321896,-0.4133318,0.0914358
68,-0.31425047,-0.3898897,"('dependent', 'independent')",-1.2879435,-1.3100864,-1.8945367,-1.9314616,-1.1655769,-1.2104793,0.0449024
14,-0.31083053,-0.36751276,"('antisocial', 'social')",0.120632194,0.02693908,-0.3098015,-0.26419985,-0.1666666,-0.2015912,0.0349246
66,0.28441918,0.17152861,"('inactive', 'active')",-0.210231,-0.2814073,0.4684156,0.23944515,0.1808679,0.0431888,0.1376791
41,0.27872273,0.11913038,"('unforgiving', 'forgiving')",-0.75226355,-0.90139616,0.40291226,0.288347,-0.0235429,-0.1646396,0.1410967
2,0.27485418,0.25335616,"('unlikable', 'likable')",0.20476365,0.19054815,0.7839695,0.73890287,0.4211958,0.3942691,0.0269267
58,0.23345053,0.20253605,"('undiscriminating', 'discriminating')",0.32818684,0.29190454,0.26896346,0.23084944,0.276867,0.2417634,0.0351036
38,-0.22644022,0.017325055,"('untruthful', 'truthful')",-0.18122448,-0.025066052,0.11636558,0.2576542,-0.0970997,0.0833044,-0.1804041
82,-0.19546121,0.025930766,"('poor', 'rich')",-0.3129901,-0.27830306,5.407472,5.658434,1.6330069,1.8020205,-0.1690136
30,-0.19380797,-0.08072485,"('intolerant', 'tolerant')",-0.31309828,-0.31739575,0.53841144,0.583689,0.0105017,0.0618561,-0.0513544
18,0.18029647,-0.106980115,"('disagreeable', 'welcoming')",-0.18677592,-0.34003562,-1.0647184,-1.1258156,-0.357066,-0.5242771,0.1672111
25,-0.15572241,-0.1892535,"('egoistic', 'altruistic')",0.91461277,0.835264,1.1784486,1.0485377,0.6457796,0.5648494,0.0809302
54,0.14959575,0.09722488,"('incapable', 'capable')",-0.4911687,-0.6403891,0.805621,0.78172404,0.1546827,0.0795199,0.0751628
56,-0.14713779,-0.17788386,"('impractical', 'practical')",0.41953146,0.43704948,-0.2365002,-0.15481421,0.0119645,0.0347838,-0.0228193
63,0.14316207,0.42168808,"('unperceptive', 'insightful')",-0.5588785,-0.5213967,0.46188053,0.57129383,0.015388,0.1571951,-0.1418071
32,-0.12773979,-0.010248427,"('unkind', 'kind')",-0.5421192,-0.46511275,1.050274,1.2113389,0.126805,0.2453259,-0.1185209
87,-0.12720142,-0.09765926,"('unsuccessful', 'successful')",-0.3779189,-0.43709895,0.25463805,0.25409418,-0.0834941,-0.0935547,0.0100606
86,0.08862302,-0.058035836,"('uninfluential', 'influential')",0.46537694,0.3410852,0.04709679,-0.019422367,0.2003656,0.0878757,0.1124899
43,-0.06730352,0.062613934,"('irresponsible', 'responsible')",-0.9644478,-0.99474347,0.1881018,0.2575335,-0.2812165,-0.2248653,-0.0563512
31,0.06612928,-0.16825911,"('evil', 'good')",0.3713431,0.4142491,-0.9613784,-1.0285988,-0.1746353,-0.2608696,0.0862343
64,-0.06458405,-0.017138401,"('shy', 'confident')",-0.8447869,-0.8093046,-5.991509,-5.867401,-2.3002933,-2.2312814,-0.0690119
53,0.037660178,-0.12246665,"('uncreative', 'creative')",0.096268505,0.03817665,0.37939274,0.29488385,0.1711071,0.0701979,0.1009092
20,0.035903957,-0.060932852,"('rough', 'thoughtful')",-0.38835454,-0.47716892,0.19465862,0.09772155,-0.0525973,-0.1467934,0.0941961
1,0.02715899,-0.09092724,"('unfriendly', 'friendly')",0.7794988,0.6800573,1.5792631,1.5102764,0.795307,0.6998022,0.0955048
83,-0.026075026,-0.049788307,"('powerless', 'powerful')",0.14767817,0.20203328,-1.5977627,-1.641867,-0.4920532,-0.4965407,0.0044875
70,0.0029199994,0.12179193,"('lethargic', 'energetic')",-0.6388763,-0.7572726,0.3225497,0.49163082,-0.1044689,-0.0479499,-0.056519
