,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
31,-0.29180366,-0.24638724,"('evil', 'good')",-1.2480444,-1.1350445,-1.7172656,-1.890924,-1.0857046,-1.0907852,0.0050806
40,-0.28485942,-0.24816048,"('stingy', 'generous')",-0.6491709,-0.7157031,-2.0130973,-1.9762367,-0.9823759,-0.9800334,-0.0023425
61,-0.26987073,-0.38946933,"('illogical', 'logical')",-0.039389476,-0.17107885,0.5189064,0.5046351,0.0698821,-0.0186377,0.0885198
8,-0.26429498,-0.22007409,"('unaffectionate', 'affectionate')",-0.7046846,-0.45872515,0.13088551,0.36351815,-0.2793647,-0.1050937,-0.174271
53,0.25775036,0.32630545,"('uncreative', 'creative')",-0.076612614,0.08650968,0.9066849,0.98132443,0.3626076,0.4647132,-0.1021056
87,0.2573735,0.0014361441,"('unsuccessful', 'successful')",0.74517524,0.5438527,0.737072,0.83905864,0.5798736,0.4614491,0.1184245
58,-0.25613528,-0.32985553,"('undiscriminating', 'discriminating')",-0.015312249,-0.07291549,0.2193528,0.20553544,-0.0173649,-0.0657452,0.0483803
38,-0.2444238,-0.1465421,"('untruthful', 'truthful')",-0.038000453,0.18751362,0.34156436,0.46439633,0.0197134,0.168456,-0.1487426
76,-0.23238638,-0.4168144,"('anxious', 'daring')",0.49136734,0.39200878,0.72841513,0.71926093,0.329132,0.2314851,0.0976469
51,-0.22627139,-0.44810998,"('uneducated', 'educated')",0.91098136,0.7223051,1.2568138,1.1092359,0.6471746,0.4611437,0.1860309
64,-0.2228409,-0.35945296,"('shy', 'confident')",0.030958071,-0.06885366,-6.415656,-6.2415056,-2.2025129,-2.2232707,0.0207578
9,0.21720949,0.3080309,"('unaffectionate', 'caring')",-0.086721145,0.02695839,0.78158796,0.965042,0.3040254,0.4333438,-0.1293184
23,-0.21324082,-0.2256817,"('insincere', 'sincere')",0.5447793,0.46762362,6.4525685,6.2212114,2.2613691,2.1543845,0.1069846
43,-0.21182202,-0.06582424,"('irresponsible', 'responsible')",0.12519857,0.2567068,0.97510785,1.0251988,0.2961615,0.4053605,-0.109199
25,0.20743215,0.34199816,"('egoistic', 'altruistic')",-0.56154966,-0.37886766,0.95130485,1.1019515,0.1990624,0.3550273,-0.1559649
32,-0.20253552,-0.17078118,"('unkind', 'kind')",0.5303153,0.5025865,1.2524456,1.1991603,0.5267418,0.5103219,0.0164199
72,0.18959929,0.15664269,"('unambitious', 'ambitious')",-0.6524301,-0.67193663,-0.45795253,-0.59585106,-0.3069278,-0.3703817,0.0634539
86,0.18484949,0.097159944,"('uninfluential', 'influential')",0.7327377,0.6227269,0.29436195,0.1985435,0.403983,0.3061434,0.0978396
80,-0.17101678,-0.42957976,"('dominated', 'dominating')",-0.20036085,-0.3276938,-1.0677369,-1.0881169,-0.4797049,-0.6151301,0.1354252
20,-0.16330823,-0.21069998,"('rough', 'thoughtful')",0.13806751,0.13039294,1.0969069,1.0803919,0.3572221,0.3333616,0.0238605
2,0.16320623,0.30364376,"('unlikable', 'likable')",0.09067573,0.20753863,0.48807657,0.79849035,0.2473195,0.4365576,-0.1892381
24,-0.16185275,-0.15101251,"('dishonest', 'honest')",-0.24125865,-0.2301611,1.0782577,0.9498402,0.2250488,0.1895555,0.0354933
4,0.15746829,0.0657769,"('disliked', 'liked')",0.16696204,0.18771939,-6.717346,-6.503058,-2.1309719,-2.0831873,-0.0477846
79,0.14994688,0.08965718,"('wavering', 'unwavering')",-0.11232365,-0.03474565,0.15105237,0.21868016,0.0628919,0.0911972,-0.0283053
60,-0.14846617,-0.08317819,"('inefficient', 'efficient')",0.8366765,0.7889985,1.0579573,1.0608178,0.5820559,0.5888794,-0.0068235
36,0.1423202,0.06894898,"('hostile', 'amicable')",-0.5655759,-0.58800846,-0.38184112,-0.44150102,-0.2683656,-0.3201868,0.0518212
26,0.12031965,0.019168772,"('hardhearted', 'benevolent')",-0.097054645,-0.109213755,1.3181976,1.2587582,0.4471542,0.3895711,0.0575831
19,0.11336512,0.35782325,"('inhospitable', 'hospitable')",0.35069138,0.615007,-0.04416696,0.048636172,0.1399632,0.3404888,-0.2005256
77,0.08063431,0.14098853,"('unmotivated', 'motivated')",0.60424614,0.52138805,-0.7768661,-0.7032831,-0.0306619,-0.0136355,-0.0170264
52,0.061157998,0.047700055,"('irrational', 'rational')",-1.1386894,-1.1363572,-0.8452201,-0.61870706,-0.6409172,-0.5691214,-0.0717958
47,-0.030517846,-0.094952464,"('stupid', 'smart')",0.7708958,0.63730663,5.350795,5.268746,2.0303909,1.9370333,0.0933576
12,-0.0019298643,0.11299299,"('unsupportive', 'supportive')",0.41785085,0.49235174,-1.4462396,-1.3117821,-0.3434395,-0.2354791,-0.1079604
