,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
49,-0.89158535,-0.8863969,"('unable', 'able')",-0.46231028,-0.46331352,0.19762313,0.10085123,-0.3854242,-0.4162864,0.0308622
78,-0.8798049,-0.740036,"('nonresilient', 'resilient')",-0.31641272,-0.21168458,0.31184775,0.22303261,-0.29479,-0.242896,-0.051894
59,0.754971,0.6201837,"('foolish', 'wise')",0.7580139,0.6909816,0.4041205,0.5517861,0.6390351,0.6209838,0.0180513
61,-0.75254303,-0.83244616,"('illogical', 'logical')",-0.92492646,-0.9041051,0.43910313,0.23339832,-0.4127888,-0.501051,0.0882622
81,-0.73548716,-0.45428818,"('submissive', 'aggressive')",-1.1743184,-1.1201198,-0.5232019,-0.63257176,-0.8110025,-0.7356599,-0.0753426
15,0.70583326,0.5336106,"('boring', 'funny')",0.70178306,0.57195574,0.101620555,0.071116015,0.503079,0.3922274,0.1108516
54,-0.69851005,-0.7501968,"('incapable', 'capable')",-0.7015096,-0.9389439,1.0542097,1.1367573,-0.11527,-0.1841278,0.0688578
82,-0.6704844,-0.6946264,"('poor', 'rich')",-1.2156664,-1.3757086,7.0227647,6.889787,1.7122046,1.6064841,0.1057205
70,-0.6475409,-0.6474642,"('lethargic', 'energetic')",-1.1407549,-1.2103802,0.37286747,0.12317474,-0.4718095,-0.5782232,0.1064137
18,-0.6470526,-0.9042186,"('disagreeable', 'welcoming')",-1.088006,-1.2586066,-0.84098506,-0.9017938,-0.8586812,-1.0215396,0.1628584
38,-0.6187781,-0.45529404,"('untruthful', 'truthful')",-0.43296343,-0.309818,-0.047582235,-0.060984716,-0.3664413,-0.2753656,-0.0910757
33,0.6100199,0.72723186,"('wrong', 'right')",0.9411121,1.0570341,-0.8319367,-0.67922664,0.2397317,0.3683465,-0.1286148
60,-0.60729724,-0.5054224,"('inefficient', 'efficient')",-0.8961453,-0.856967,0.25059992,0.041220985,-0.4176142,-0.4403894,0.0227752
19,-0.59176415,-0.5419935,"('inhospitable', 'hospitable')",-0.43730673,-0.4624105,-0.49901485,-0.5185396,-0.5093619,-0.5076479,-0.001714
26,-0.5754771,-0.42596698,"('hardhearted', 'benevolent')",-0.47962195,-0.32307807,1.2959745,1.2873234,0.0802918,0.1794261,-0.0991343
85,0.5563608,0.35084903,"('insignificant', 'prestigious')",0.17506275,0.053594947,-0.479503,-0.43251827,0.0839735,-0.0093581,0.0933316
37,-0.5458641,-0.5164652,"('fake', 'genuine')",-0.43467218,-0.3700039,0.017218463,-0.007913969,-0.3211059,-0.2981277,-0.0229782
30,-0.5344321,-0.28197992,"('intolerant', 'tolerant')",-0.9216739,-0.71854043,0.62325567,0.604821,-0.2776168,-0.1318998,-0.145717
44,0.5308119,0.23948984,"('prejudiced', 'unprejudiced')",0.75054085,0.5363211,-1.2515419,-1.2368073,0.009937,-0.1536655,0.1636025
79,-0.523898,-0.65639275,"('wavering', 'unwavering')",-0.1411774,-0.13512205,-0.37856707,-0.26047286,-0.3478808,-0.3506625,0.0027817
75,0.5179946,0.7316069,"('meek', 'impulsive')",0.6961738,0.5847897,-0.8248278,-0.59861183,0.1297802,0.2392616,-0.1094814
66,-0.5083502,-0.60291684,"('inactive', 'active')",-0.055932675,-0.06209178,0.16286801,0.18729427,-0.133805,-0.1592381,0.0254331
42,0.5041211,0.64557904,"('unreliable', 'reliable')",0.014510138,0.074359655,-3.1667073,-3.312403,-0.882692,-0.8641547,-0.0185373
55,-0.48228383,-0.425335,"('incompetent', 'clever')",-1.418346,-1.2579952,0.16418086,-0.14923944,-0.5788163,-0.6108566,0.0320403
14,-0.46978486,-0.2913468,"('antisocial', 'social')",-0.81208616,-0.6238123,-0.26211327,-0.51973414,-0.5146615,-0.4782978,-0.0363637
29,-0.44358373,-0.6026547,"('unfair', 'fair')",-0.029246546,-0.03984399,-0.5542108,-0.5726388,-0.342347,-0.4050458,0.0626988
13,-0.4396322,-0.35320455,"('impolite', 'polite')",-0.22594428,-0.12386666,-0.2906974,-0.45641717,-0.318758,-0.3111628,-0.0075952
68,-0.4394008,-0.6051522,"('dependent', 'independent')",-0.5967811,-0.78257966,-0.9672245,-1.0194484,-0.6678022,-0.8023934,0.1345912
16,-0.43253192,-0.4859379,"('unpopular', 'popular')",-0.49245653,-0.56261855,0.35916916,0.44292694,-0.1886064,-0.2018765,0.0132701
6,-0.41407245,-0.29460308,"('distant', 'open')",-0.25865704,-0.20502608,-0.3705947,-0.2745935,-0.3477747,-0.2580742,-0.0897005
76,-0.41268998,-0.44243425,"('anxious', 'daring')",-0.84846723,-0.77053803,-0.017244577,-0.13925047,-0.426134,-0.4507409,0.0246069
39,0.3950138,0.24671493,"('exploitative', 'cooperative')",0.49094784,0.40860885,0.16556558,0.14831918,0.3505091,0.267881,0.0826281
4,-0.3543247,-0.0033095218,"('disliked', 'liked')",0.45589095,0.6930273,-7.669982,-7.638697,-2.5228052,-2.3163265,-0.2064787
83,-0.3344028,-0.005021278,"('powerless', 'powerful')",-0.5680718,-0.28250116,-1.2540363,-1.1276808,-0.7188369,-0.4717344,-0.2471025
27,-0.33374482,-0.61674976,"('hardhearted', 'softhearted')",-0.60897845,-0.8046394,1.0330291,0.74992,0.0301019,-0.223823,0.2539249
31,-0.29915088,-0.26809427,"('evil', 'good')",0.116725124,0.0050322413,-1.2265328,-1.2167792,-0.4696529,-0.4932804,0.0236275
36,-0.28484106,-0.48018825,"('hostile', 'amicable')",0.04233039,-0.07607887,-0.30955932,-0.38064215,-0.1840233,-0.3123031,0.1282798
80,0.27170843,0.26544297,"('dominated', 'dominating')",0.060313776,0.07265345,-0.88622594,-0.9822668,-0.1847346,-0.2147235,0.0299889
87,0.21018568,0.0327546,"('unsuccessful', 'successful')",0.35176262,0.18850155,1.0575732,0.8766246,0.5398405,0.3659602,0.1738803
20,-0.20074415,-0.102170244,"('rough', 'thoughtful')",-0.5238464,-0.48759794,0.82018775,0.6788561,0.0318657,0.029696,0.0021697
56,0.19745104,0.4631127,"('impractical', 'practical')",0.12610772,0.30766654,-0.07366398,-0.22368526,0.0832983,0.1823647,-0.0990664
64,-0.18952161,-0.22378843,"('shy', 'confident')",-0.010760173,0.071986794,-6.645823,-6.5777936,-2.2820349,-2.2431984,-0.0388365
51,-0.16601145,-0.2954641,"('uneducated', 'educated')",-1.2594441,-1.3369895,0.16611853,0.0006750412,-0.419779,-0.5439262,0.1241472
5,-0.1650982,-0.09266526,"('distant', 'outgoing')",0.0594431,0.12617883,-0.40079343,-0.2663607,-0.1688162,-0.0776157,-0.0912005
52,0.16044968,-0.06982383,"('irrational', 'rational')",-0.16962752,-0.22956538,0.17163458,0.2055152,0.0541523,-0.0312913,0.0854436
74,-0.07761007,0.18129401,"('undedicated', 'dedicated')",-0.24720636,-0.093825266,-0.5930392,-0.6346672,-0.3059519,-0.1823995,-0.1235524
50,-0.07223016,-0.32153404,"('clumsy', 'skillful')",0.17130798,-0.019648947,0.29811114,0.35890782,0.1323963,0.0059083,0.126488
25,0.060309798,-0.17150427,"('egoistic', 'altruistic')",0.6893832,0.52390033,0.9997343,0.8771736,0.5831424,0.4098566,0.1732858
84,-0.053543784,0.032195926,"('inferior', 'superior')",0.2506141,0.4258957,0.7213458,0.7886731,0.3061387,0.4155882,-0.1094495
47,-0.050637633,-0.06559663,"('stupid', 'smart')",-0.14994514,-0.114570156,6.2343087,6.2068906,2.0112419,2.008908,0.0023339
71,-0.019057907,-0.22299217,"('diffident', 'self-confident')",0.84581107,0.7050913,0.7171111,0.5879584,0.5146214,0.3566858,0.1579356
2,0.014202379,-0.17694539,"('unlikable', 'likable')",-0.3987795,-0.669091,0.42201585,0.4866596,0.0124796,-0.1197923,0.1322719
