,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.718954,-1.8747522,"('hostile', 'amicable')",1.4799045,1.3063722,-1.247672,-1.1011539,-0.15470386,-0.038436327,-0.6603563,-0.4269925,-0.2333638
8,-2.4324315,-1.7472154,"('unaffectionate', 'affectionate')",1.1666608,1.0786517,-1.2934902,-1.0606925,0.25204253,0.33068535,-0.5768046,-0.3496427,-0.2271619
56,2.4033105,1.6384103,"('impractical', 'practical')",0.63647366,0.7826797,0.9885025,1.0127983,0.092405766,-0.084857985,1.0301732,0.8372576,0.1929156
46,2.2442913,0.8263254,"('uncompetitive', 'competitive')",-1.8346671,-2.0388856,0.8868427,0.7257461,-0.4424067,-0.7861275,0.2135151,-0.3182354,0.5317505
31,-2.1355288,-1.1624169,"('evil', 'good')",1.3068756,1.2409791,-1.3475562,-1.2954904,-1.2183654,-0.9246044,-0.8486437,-0.5353832,-0.3132605
75,-1.9369472,-1.0142205,"('meek', 'impulsive')",-0.35791984,-0.3727162,-0.54420793,-0.64213,-0.49673077,-0.36768097,-0.8339515,-0.5991869,-0.2347646
23,1.9053952,0.81390566,"('insincere', 'sincere')",-0.11387505,-0.09748814,0.35031992,0.38774413,6.450026,5.595495,2.1479664,1.6749142,0.4730522
42,1.8351295,1.9168142,"('unreliable', 'reliable')",0.7902547,0.6734538,1.1111032,1.1261878,-2.912684,-2.7031808,0.2059509,0.2533188,-0.0473679
81,1.7922875,0.9149231,"('submissive', 'aggressive')",-2.1306775,-2.1002553,0.16873534,0.33733475,-0.2505681,-0.390337,-0.1050557,-0.3095836,0.2045279
80,1.6600682,1.1470846,"('dominated', 'dominating')",-1.1481695,-1.1133988,1.8437966,1.6568563,-0.9217264,-1.1180617,0.3584922,0.1431201,0.2153721
85,-1.655685,-0.62793356,"('insignificant', 'prestigious')",2.0064454,1.8607674,-1.0365229,-1.0461603,0.13748112,0.51540756,-0.1370703,0.1755203,-0.3125906
10,1.6360054,0.7348616,"('unsympathetic', 'sympathetic')",-1.5818818,-1.61818,-0.015483629,-0.0209991,0.2572057,0.043176077,0.0739614,-0.2152854,0.2892468
12,1.6326948,1.4211308,"('unsupportive', 'supportive')",0.7732988,0.59528965,0.18252456,0.13760155,-1.6166838,-1.4057766,0.2429586,0.1870613,0.0558973
65,1.6103272,0.84230953,"('insecure', 'secure')",-1.7405356,-1.706467,-0.6474649,-0.3918248,0.02579346,-0.2231744,-0.18797,-0.3697892,0.1818192
11,1.6077794,0.72140837,"('unhelpful', 'helpful')",-1.1502393,-1.2587044,0.7375081,0.59920865,2.264065,2.0112178,0.8647783,0.5182826,0.3464957
74,1.5784446,0.9688123,"('undedicated', 'dedicated')",-0.5533464,-0.5337989,-0.52506524,-0.65112025,-0.15764327,-0.09008997,0.0855974,-0.0765492,0.1621466
60,1.5065682,0.46312973,"('inefficient', 'efficient')",-1.1448708,-1.010462,1.1065981,1.1124619,0.54215366,0.26322296,0.5026123,0.2070881,0.2955242
35,-1.4996121,-0.78307676,"('corrupt', 'incorrupt')",1.235413,1.2584909,-0.43733191,-0.48256552,-0.3190578,0.09020041,-0.2551472,0.0207623,-0.2759095
77,1.4318889,0.25281048,"('unmotivated', 'motivated')",-0.42199674,-0.452547,0.7413976,0.6274519,-0.7088554,-0.8561204,0.2606086,-0.1071013,0.3677099
67,1.4119508,1.4497572,"('doubtful', 'determined')",0.15597966,0.39877367,0.7179628,0.7620537,-0.5760472,-0.37764007,0.4274615,0.5582362,-0.1307747
70,1.4003909,0.8831105,"('lethargic', 'energetic')",-1.1276435,-1.0493379,0.018114045,0.11084561,0.87362987,0.68068826,0.2911228,0.1563266,0.1347962
