,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-1.6528449,-1.701992,"('inhospitable', 'hospitable')",0.0959463,0.091911934,-0.7784493,-0.8050401,0.0265908
82,-1.6298783,-1.803186,"('poor', 'rich')",6.2651615,6.395684,2.3176417,2.2962489,0.0213928
39,1.3984134,1.2590846,"('exploitative', 'cooperative')",0.13968629,0.13407034,0.7690499,0.6965774,0.0724725
48,1.267552,1.184006,"('unintelligent', 'intelligent')",0.6984163,0.58977485,0.9829842,0.8868904,0.0960938
60,1.2372959,1.1188842,"('inefficient', 'efficient')",-0.18730076,-0.28912356,0.5249975,0.4148803,0.1101172
6,-1.2141122,-1.1653398,"('distant', 'open')",0.20047536,0.3443413,-0.5068184,-0.4104993,-0.0963191
36,-1.2102592,-1.208879,"('hostile', 'amicable')",0.39772385,0.40324464,-0.4062677,-0.4028172,-0.0034505
31,-1.172567,-1.1466272,"('evil', 'good')",-0.8122093,-0.8069726,-0.9923881,-0.9767999,-0.0155882
62,1.1420891,1.1026157,"('incompetent', 'brilliant')",-0.14433551,-0.099308886,0.4988768,0.5016534,-0.0027766
73,1.1176078,1.173604,"('helpless', 'self-reliant')",-3.124345,-3.2097237,-1.0033686,-1.0180598,0.0146912
79,-1.0106337,-1.0215936,"('wavering', 'unwavering')",-0.2011727,-0.12697491,-0.6059032,-0.5742843,-0.0316189
66,-0.9883391,-0.8424714,"('inactive', 'active')",0.6855826,0.67252886,-0.1513783,-0.0849713,-0.066407
71,0.95563966,0.947933,"('diffident', 'self-confident')",0.24323143,0.24904756,0.5994356,0.5984903,0.0009453
10,-0.9365967,-1.1300634,"('unsympathetic', 'sympathetic')",-0.57513887,-0.6506899,-0.7558678,-0.8903767,0.1345089
8,-0.9045914,-1.085671,"('unaffectionate', 'affectionate')",0.90517676,0.9779891,0.0002927,-0.0538409,0.0541336
5,-0.8636693,-0.8199258,"('distant', 'outgoing')",-0.3055027,-0.22588238,-0.584586,-0.5229041,-0.0616819
30,0.8626167,0.8178712,"('intolerant', 'tolerant')",0.88430643,0.8566444,0.8734616,0.8372578,0.0362038
80,0.8198676,0.8987071,"('dominated', 'dominating')",-1.2777431,-1.3078343,-0.2289377,-0.2045636,-0.0243741
53,-0.81706876,-0.95831174,"('uncreative', 'creative')",0.998307,0.86466825,0.0906191,-0.0468217,0.1374408
56,0.76123416,0.7645548,"('impractical', 'practical')",-0.7473201,-0.77142453,0.006957,-0.0034349,0.0103919
45,-0.7547788,-0.84761685,"('incompetent', 'competent')",-0.37190318,-0.42125544,-0.563341,-0.6344361,0.0710951
