,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
81,7.1257343,6.785389,"('submissive', 'aggressive')",2.3127022,2.3523736,-0.16622345,-0.626197,3.0907377,2.8371884,0.2535493
36,-6.8354716,-6.978921,"('hostile', 'amicable')",-1.8669615,-2.6071842,0.56361663,0.55432904,-2.7129386,-3.0105921,0.2976535
60,6.6903358,6.8480163,"('inefficient', 'efficient')",2.7348964,2.6938415,0.6330215,-0.021617278,3.3527511,3.1734136,0.1793375
31,-6.543377,-6.8771186,"('evil', 'good')",-1.4831107,-1.4223722,-0.93807375,-0.68642074,-2.9881872,-2.9953038,0.0071166
55,6.133996,6.196276,"('incompetent', 'clever')",2.0675044,2.011656,0.49590448,0.015875448,2.899135,2.7412694,0.1578656
14,5.864243,4.9086375,"('antisocial', 'social')",2.7407305,2.2544742,0.77202094,0.09048255,3.125665,2.4178648,0.7078002
10,5.8616467,5.7762966,"('unsympathetic', 'sympathetic')",1.7056131,1.4790324,0.1364361,-0.14267972,2.5678986,2.3708831,0.1970155
70,5.828033,5.3185344,"('lethargic', 'energetic')",1.4462239,1.3254067,0.49000406,0.2333051,2.5880869,2.2924153,0.2956716
52,-5.664583,-5.0484657,"('irrational', 'rational')",-2.1039,-2.1035357,-0.52719694,-0.27059132,-2.7652267,-2.4741975,-0.2910292
35,-5.5723286,-5.8416953,"('corrupt', 'incorrupt')",-2.4517612,-2.49089,-1.1005791,-0.5769944,-3.0415564,-2.9698601,-0.0716963
46,5.5026083,5.6734776,"('uncompetitive', 'competitive')",2.5398684,2.5854938,-0.27139908,-0.7948621,2.5903592,2.4880363,0.1023229
85,-5.477185,-5.4130664,"('insignificant', 'prestigious')",-0.5143716,-0.7481329,0.113014616,0.27042153,-1.9595138,-1.9635925,0.0040787
62,5.010128,5.342884,"('incompetent', 'brilliant')",2.4473217,2.297553,0.95223534,0.36625347,2.8032284,2.668897,0.1343314
80,4.8898683,5.1650505,"('dominated', 'dominating')",1.1387923,1.2589437,0.3323641,0.3085601,2.1203416,2.2441847,-0.1238431
7,4.6727657,4.4156995,"('insensitive', 'sensitive')",1.1890666,0.91541505,1.0470806,0.6536084,2.302971,1.9949077,0.3080633
56,4.672595,4.415604,"('impractical', 'practical')",2.276705,1.671876,1.193134,0.5954884,2.7141447,2.2276562,0.4864885
76,4.5319004,4.3136716,"('anxious', 'daring')",1.708504,1.6794459,0.3512626,0.057095043,2.1972222,2.0167375,0.1804847
65,4.377895,4.1637316,"('insecure', 'secure')",1.2928594,0.86814046,0.9518355,0.278666,2.20753,1.7701793,0.4373507
6,-4.316448,-4.7804747,"('distant', 'open')",-1.6232374,-1.8575795,-0.082215436,0.22452293,-2.0073004,-2.1378436,0.1305432
45,4.039251,4.309244,"('incompetent', 'competent')",1.2460394,1.2210478,0.91722333,0.6104231,2.0675046,2.046905,0.0205996
43,3.933737,3.590969,"('irresponsible', 'responsible')",1.3896282,1.1421264,1.513201,1.1304793,2.2788553,1.954525,0.3243303
59,-3.8126576,-3.8682835,"('foolish', 'wise')",-1.1627817,-1.3834764,0.020961853,0.2173176,-1.6514924,-1.6781475,0.0266551
5,-3.8000631,-4.095446,"('distant', 'outgoing')",-1.1669446,-1.3903868,-0.16043869,-0.0035986863,-1.7091487,-1.8298106,0.1206619
13,3.7967074,3.8800416,"('impolite', 'polite')",1.3266557,1.3597499,0.39039695,-0.06644526,1.83792,1.7244487,0.1134713
69,-3.7101688,-4.0897665,"('lazy', 'industrious')",-0.52100945,-0.16691206,-0.49701127,-0.10034482,-1.5760632,-1.4523411,-0.1237221
21,3.5949385,3.47758,"('immoral', 'moral')",1.4761331,1.4828335,-0.78535634,-1.2492023,1.4285717,1.2370704,0.1915013
79,-3.4806426,-3.7608635,"('wavering', 'unwavering')",-1.4866508,-1.8339931,-0.18483597,-0.08834985,-1.7173764,-1.8944022,0.1770258
86,3.3827336,3.6570342,"('uninfluential', 'influential')",0.39736283,0.6866143,0.5154227,0.17447075,1.4318398,1.5060398,-0.0742
16,-3.353408,-2.8526926,"('unpopular', 'popular')",-1.792308,-1.4083601,-0.21563983,-0.19831838,-1.7871186,-1.486457,-0.3006616
51,3.2334547,3.4901931,"('uneducated', 'educated')",0.65001094,1.2372496,0.6270565,0.5129817,1.5035075,1.7468082,-0.2433007
0,3.1836967,2.8973567,"('unsociable', 'sociable')",1.4194065,0.98869526,-0.056144502,-0.52605313,1.5156528,1.1199996,0.3956532
19,-3.18286,-2.935264,"('inhospitable', 'hospitable')",-1.4631026,-1.6158596,-0.5610103,-0.21250083,-1.7356577,-1.5878749,-0.1477828
23,3.147399,3.334108,"('insincere', 'sincere')",0.9772021,0.5759398,5.7630043,5.5070057,3.2958686,3.1390177,0.1568509
11,3.0456235,2.801804,"('unhelpful', 'helpful')",1.2216094,1.0721984,1.8859701,1.6149832,2.0510677,1.8296618,0.2214059
30,3.0300055,3.070875,"('intolerant', 'tolerant')",2.5853808,2.3248074,0.8578895,0.53320813,2.1577586,1.9762967,0.1814619
4,-2.9836228,-3.2676578,"('disliked', 'liked')",0.18506755,0.13868223,-5.275501,-5.840961,-2.6913519,-2.9899788,0.2986269
1,-2.7531924,-2.5629811,"('unfriendly', 'friendly')",-0.63521117,-1.0227978,1.8330921,1.9727356,-0.5184372,-0.5376811,0.0192439
75,-2.7073703,-2.5679755,"('meek', 'impulsive')",-0.8675902,-0.93847364,-0.9642068,-0.89089584,-1.5130558,-1.4657817,-0.0472741
57,2.7011504,2.832617,"('unimaginative', 'imaginative')",0.89738953,0.8312951,-1.7296709,-2.023169,0.6229563,0.5469143,0.076042
39,2.658719,2.612672,"('exploitative', 'cooperative')",1.7024744,1.5013099,0.65492046,0.8451576,1.6720381,1.6530466,0.0189915
12,2.6530108,2.5977147,"('unsupportive', 'supportive')",1.6373011,1.7032546,-1.0163636,-1.4342331,1.0913161,0.9555786,0.1357375
63,2.5509403,2.513616,"('unperceptive', 'insightful')",1.419216,1.7269776,1.3734342,1.1394182,1.7811968,1.7933373,-0.0121405
42,2.5186536,1.8418865,"('unreliable', 'reliable')",1.0699857,0.73780227,-1.6305104,-2.205642,0.6527096,0.1246823,0.5280273
74,2.3955357,2.4334898,"('undedicated', 'dedicated')",1.3404276,1.2071338,0.69280595,0.4546176,1.4762564,1.3650804,0.111176
24,2.3135338,2.5570648,"('dishonest', 'honest')",0.5987149,0.11760261,1.2444662,0.8151496,1.3855716,1.1632723,0.2222993
32,2.3102465,1.9904052,"('unkind', 'kind')",1.3576257,1.0011119,1.3358772,1.0413458,1.6679165,1.3442876,0.3236289
22,2.2969701,2.3779104,"('untrustworthy', 'trustworthy')",0.7506949,0.68733716,-0.44070035,-0.73304826,0.8689883,0.7773998,0.0915885
25,-2.1866646,-1.9308643,"('egoistic', 'altruistic')",0.27786642,-0.046639234,0.95590913,0.9110465,-0.3176297,-0.3554857,0.037856
87,2.1665711,1.8606205,"('unsuccessful', 'successful')",2.2035306,2.2503185,1.7882912,1.7470447,2.0527976,1.9526612,0.1001364
