,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
47,-0.6116885,-0.5840339,"('stupid', 'smart')",5.249131,5.318794,2.3187213,2.3673799,-0.0486586
41,0.5578202,0.3850929,"('unforgiving', 'forgiving')",-0.41374975,-0.49276042,0.0720352,-0.0538338,0.125869
1,0.55541885,0.36834866,"('unfriendly', 'friendly')",1.3296458,1.2407119,0.9425323,0.8045303,0.138002
46,-0.5040848,-0.57542974,"('uncompetitive', 'competitive')",-1.3304526,-1.3763098,-0.9172687,-0.9758698,0.0586011
16,-0.489321,-0.3779724,"('unpopular', 'popular')",-0.106896125,-0.17911214,-0.2981085,-0.2785423,-0.0195662
26,0.48901114,0.347005,"('hardhearted', 'benevolent')",1.360036,1.32498,0.9245236,0.8359925,0.0885311
7,-0.48718065,-0.54795766,"('insensitive', 'sensitive')",0.7406043,0.6628469,0.1267118,0.0574446,0.0692672
86,-0.4858517,-0.7332194,"('uninfluential', 'influential')",-0.2443086,-0.37841937,-0.3650801,-0.5558194,0.1907393
39,0.45310867,0.6115638,"('exploitative', 'cooperative')",0.3654383,0.45300707,0.4092735,0.5322855,-0.123012
0,0.4506683,0.33052942,"('unsociable', 'sociable')",-0.43703437,-0.5122419,0.006817,-0.0908562,0.0976732
9,0.43099177,0.37866482,"('unaffectionate', 'caring')",1.5072324,1.356538,0.9691121,0.8676015,0.1015106
37,0.430036,0.35729843,"('fake', 'genuine')",0.5414412,0.5138725,0.4857386,0.4355855,0.0501531
32,-0.39580747,-0.47394803,"('unkind', 'kind')",0.6809174,0.60791576,0.142555,0.0669839,0.0755711
27,-0.38463977,-0.45469385,"('hardhearted', 'softhearted')",1.3015131,1.279875,0.4584367,0.4125906,0.0458461
20,0.38291568,0.3704649,"('rough', 'thoughtful')",0.6535283,0.6664697,0.518222,0.5184673,-0.0002453
38,0.38028902,0.34760427,"('untruthful', 'truthful')",-0.05469077,-0.059242487,0.1627991,0.1441809,0.0186182
69,0.37995887,0.43914765,"('lazy', 'industrious')",-1.2937382,-1.3518872,-0.4568897,-0.4563698,-0.0005199
82,-0.3712542,-0.46606156,"('poor', 'rich')",6.669264,6.6630063,3.1490049,3.0984724,0.0505325
55,-0.34420064,-0.49989665,"('incompetent', 'clever')",-0.022537377,0.03652361,-0.183369,-0.2316865,0.0483175
76,-0.32869986,-0.31050858,"('anxious', 'daring')",-0.32272702,-0.22811489,-0.3257135,-0.2693117,-0.0564018
14,-0.32698038,-0.41878626,"('antisocial', 'social')",-0.3899234,-0.3994678,-0.3584519,-0.409127,0.0506751
62,0.31821302,0.2829268,"('incompetent', 'brilliant')",0.46007627,0.5318897,0.3891447,0.4074082,-0.0182635
81,-0.30888337,-0.31826574,"('submissive', 'aggressive')",-0.7641113,-0.6698741,-0.5364974,-0.4940699,-0.0424275
31,-0.30068922,-0.38832217,"('evil', 'good')",-0.97513014,-1.0142857,-0.6379097,-0.701304,0.0633943
13,0.29916146,0.29231915,"('impolite', 'polite')",-0.71603435,-0.7073435,-0.2084364,-0.2075122,-0.0009242
49,-0.29882178,-0.26833174,"('unable', 'able')",-0.550932,-0.47293106,-0.4248769,-0.3706314,-0.0542455
21,0.29492375,0.20999126,"('immoral', 'moral')",-0.9917177,-1.0033027,-0.348397,-0.3966557,0.0482587
29,-0.28938943,-0.3173421,"('unfair', 'fair')",-0.41102907,-0.32276526,-0.3502092,-0.3200537,-0.0301555
52,-0.27388218,-0.28873768,"('irrational', 'rational')",-0.25004247,-0.25024492,-0.2619623,-0.2694913,0.007529
40,-0.26291463,-0.5007609,"('stingy', 'generous')",-2.185517,-2.3273778,-1.2242159,-1.4140694,0.1898535
66,-0.25724992,-0.2064275,"('inactive', 'active')",0.11580145,0.08887926,-0.0707242,-0.0587741,-0.0119501
45,0.25587445,0.112557776,"('incompetent', 'competent')",-0.08186571,-0.065384395,0.0870044,0.0235867,0.0634177
59,-0.25016105,-0.20625453,"('foolish', 'wise')",-0.00907834,-0.03274854,-0.1296197,-0.1195015,-0.0101182
17,-0.24078242,-0.11165757,"('nasty', 'nice')",-0.5554597,-0.6045439,-0.3981211,-0.3581007,-0.0400204
70,-0.23026474,-0.33894455,"('lethargic', 'energetic')",0.6073156,0.59768265,0.1885254,0.1293691,0.0591563
35,0.22431675,0.21675138,"('corrupt', 'incorrupt')",-0.5526417,-0.6257672,-0.1641625,-0.2045079,0.0403454
28,0.22346374,0.070627436,"('disloyal', 'loyal')",1.26773,1.202642,0.7455969,0.6366347,0.1089622
84,0.22187375,0.26497883,"('inferior', 'superior')",0.49941376,0.5221217,0.3606437,0.3935503,-0.0329066
36,-0.20717695,-0.26832992,"('hostile', 'amicable')",-0.77094054,-0.80201983,-0.4890587,-0.5351748,0.0461161
78,0.19011077,0.036262147,"('nonresilient', 'resilient')",-0.13410307,-0.25598672,0.0280038,-0.1098623,0.1378661
63,0.16914116,0.14712152,"('unperceptive', 'insightful')",0.48413345,0.40609127,0.3266373,0.2766064,0.0500309
22,-0.15087464,-0.3025886,"('untrustworthy', 'trustworthy')",-1.0246834,-1.0267241,-0.587779,-0.6646563,0.0768773
61,0.15027064,0.13254397,"('illogical', 'logical')",0.5423386,0.47976246,0.3463046,0.3061532,0.0401514
67,-0.14388734,0.022304062,"('doubtful', 'determined')",-0.7838941,-0.6894053,-0.4638907,-0.3335506,-0.1303401
24,-0.14274935,-0.20719682,"('dishonest', 'honest')",0.77225256,0.7047099,0.3147516,0.2487565,0.0659951
77,-0.13562296,-0.124888346,"('unmotivated', 'motivated')",-1.3508734,-1.2979264,-0.7432482,-0.7114074,-0.0318408
60,-0.11174974,-0.13825417,"('inefficient', 'efficient')",0.08256949,0.22803836,-0.0145901,0.0448921,-0.0594822
87,0.09091349,0.078127004,"('unsuccessful', 'successful')",0.7567307,0.6305066,0.4238221,0.3543168,0.0695053
12,0.089481786,0.01835349,"('unsupportive', 'supportive')",-2.1309946,-2.2205408,-1.0207564,-1.1010936,0.0803372
80,0.08847675,0.100604765,"('dominated', 'dominating')",-0.4552419,-0.45342806,-0.1833826,-0.1764116,-0.006971
23,0.07120605,-0.05597852,"('insincere', 'sincere')",6.555477,6.567895,3.3133416,3.2559583,0.0573833
8,0.056400422,-0.021416184,"('unaffectionate', 'affectionate')",0.8790244,0.7512084,0.4677124,0.3648961,0.1028163
42,-0.044754297,-0.026413871,"('unreliable', 'reliable')",-3.448464,-3.431139,-1.7466091,-1.7287765,-0.0178326
75,-0.04117867,-0.0062690508,"('meek', 'impulsive')",-0.7505584,-0.74858433,-0.3958685,-0.3774267,-0.0184418
48,-0.03484426,-0.08098017,"('unintelligent', 'intelligent')",0.43120056,0.4881459,0.1981782,0.2035829,-0.0054047
34,-0.0044267103,-0.031429127,"('mean', 'honorable')",5.655339,5.6151214,2.8254561,2.791846,0.0336101
43,-0.0014524497,0.0830217,"('irresponsible', 'responsible')",0.5559777,0.5635341,0.2772626,0.3232779,-0.0460153
