,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
15,1.2404695,1.1930467,"('boring', 'funny')",0.12498881,-0.0035803076,0.6827291,0.5947332,0.0879959
72,-1.1161144,-1.1006641,"('unambitious', 'ambitious')",-0.108448714,0.011816135,-0.6122816,-0.544424,-0.0678576
11,-1.0828856,-1.0581915,"('unhelpful', 'helpful')",1.9187244,1.9477122,0.4179194,0.4447603,-0.0268409
25,1.0725292,0.8961214,"('egoistic', 'altruistic')",1.0199888,0.9337497,1.0462589,0.9149355,0.1313234
51,-1.0592107,-1.1551542,"('uneducated', 'educated')",0.18869585,0.06272834,-0.4352574,-0.546213,0.1109556
74,1.0226725,0.7994026,"('undedicated', 'dedicated')",-0.3241246,-0.5325167,0.349274,0.1334429,0.2158311
33,1.0046052,0.968241,"('wrong', 'right')",-0.60479873,-0.6905693,0.1999032,0.1388358,0.0610674
68,-0.9858016,-1.0184517,"('dependent', 'independent')",-1.188996,-1.1647339,-1.0873988,-1.0915928,0.004194
5,0.9850692,1.0018088,"('distant', 'outgoing')",-0.19599374,-0.3097794,0.3945377,0.3460147,0.048523
85,0.9772231,0.94568515,"('insignificant', 'prestigious')",-0.44497785,-0.54712373,0.2661226,0.1992807,0.0668419
10,-0.9268723,-1.0351765,"('unsympathetic', 'sympathetic')",-0.20304036,-0.22998767,-0.5649563,-0.6325821,0.0676258
19,0.9156344,0.8774054,"('inhospitable', 'hospitable')",-0.46258128,-0.5938511,0.2265266,0.1417772,0.0847494
56,0.9136736,0.9527399,"('impractical', 'practical')",-0.6738941,-0.57484496,0.1198897,0.1889475,-0.0690578
44,-0.90244246,-0.6985425,"('prejudiced', 'unprejudiced')",-1.3579478,-1.1615901,-1.1301951,-0.9300663,-0.2001288
65,-0.89267075,-0.9739718,"('insecure', 'secure')",-0.059999324,0.11784196,-0.476335,-0.4280649,-0.0482701
18,-0.84488016,-1.0731289,"('disagreeable', 'welcoming')",-0.90978295,-0.9430723,-0.8773316,-1.0081006,0.130769
64,-0.8232473,-0.7095354,"('shy', 'confident')",-7.0336623,-7.009176,-3.9284549,-3.8593557,-0.0690992
2,0.7924068,0.6803762,"('unlikable', 'likable')",0.19120234,0.18197706,0.4918046,0.4311766,0.060628
71,0.7656066,0.7648443,"('diffident', 'self-confident')",0.3351326,0.32299685,0.5503696,0.5439206,0.006449
79,0.7489222,0.7410799,"('wavering', 'unwavering')",-0.31198117,-0.33329624,0.2184705,0.2038918,0.0145787
88,-0.74536914,-0.903017,"('low', 'eminent')",-0.5459185,-0.6217043,-0.6456438,-0.7623606,0.1167168
3,-0.73308575,-0.7647783,"('repellent', 'pleasant')",0.9136715,0.9879291,0.0902929,0.1115754,-0.0212825
73,0.71065223,0.7796267,"('helpless', 'self-reliant')",-3.5311584,-3.5128112,-1.410253,-1.3665922,-0.0436608
6,0.7011788,0.7147966,"('distant', 'open')",-0.14952247,-0.17384955,0.2758282,0.2704735,0.0053547
50,-0.69554484,-0.698239,"('clumsy', 'skillful')",-0.15964855,-0.18291512,-0.4275967,-0.4405771,0.0129804
57,-0.691254,-0.7712087,"('unimaginative', 'imaginative')",-3.2689295,-3.2417686,-1.9800918,-2.0064886,0.0263968
54,0.67600965,0.6984707,"('incapable', 'capable')",0.90043485,0.9195293,0.7882223,0.809,-0.0207777
4,0.6726059,0.6692089,"('disliked', 'liked')",-7.82923,-8.038764,-3.5783119,-3.6847775,0.1064656
30,-0.6615724,-0.72185105,"('intolerant', 'tolerant')",0.45286566,0.4409568,-0.1043534,-0.1404471,0.0360937
58,-0.6390043,-0.767772,"('undiscriminating', 'discriminating')",-0.029627878,-0.15015662,-0.3343161,-0.4589643,0.1246482
83,-0.6263099,-0.5907034,"('powerless', 'powerful')",-1.307133,-1.2972744,-0.9667214,-0.9439889,-0.0227325
53,-0.6200189,-0.7109337,"('uncreative', 'creative')",0.15061735,0.11078205,-0.2347008,-0.3000758,0.065375
